SA3_CODE_2021,Med_age_persns_C2011,Med_age_persns_C2016,Med_age_persns_C2021,Med_mortg_rep_mon_C2011,Med_mortg_rep_mon_C2016,Med_mortg_rep_mon_C2021,Med_person_inc_we_C2011,Med_person_inc_we_C2016,Med_person_inc_we_C2021,Med_rent_weekly_C2011,Med_rent_weekly_C2016,Med_rent_weekly_C2021,Med_Famly_inc_we_C2011,Med_Famly_inc_we_C2016,Med_Famly_inc_we_C2021,Avg_num_p_per_brm_C2011,Avg_num_p_per_brm_C2016,Avg_num_p_per_brm_C2021,Med_tot_hh_inc_wee_C2011,Med_tot_hh_inc_wee_C2016,Med_tot_hh_inc_wee_C2021,Average_hh_size_C2011,Average_hh_size_C2016,Average_hh_size_C2021
10603,43,45,48,1700,1690,1733,493,563,657,250,305,360,1212,1402,1646,0.8,0.7,0.7,980,1158,1338,2.5,2.5,2.4
10604,36,38,39,1733,1700,1538,584,635,760,220,250,290,1531,1629,1970,0.8,0.8,0.7,1236,1294,1521,2.5,2.5,2.4
10701,39,40,40,1768,1733,2000,437,526,674,210,300,365,1241,1486,1899,0.8,0.8,0.8,1003,1220,1494,2.6,2.6,2.6
10702,31,67,38,0,0,1595,549,374,1749,221,350,270,900,1125,3249,1,0.5,0.6,949,900,3249,3,1.7,2.5
10703,39,41,41,1911,1907,2167,502,604,750,270,350,430,1387,1620,2030,0.8,0.8,0.8,1152,1382,1689,2.7,2.7,2.6
10704,37,38,39,2058,2093,2189,522,620,806,265,340,400,1566,1870,2319,0.9,0.9,0.8,1163,1413,1796,2.5,2.5,2.5
10801,51,54,56,1387,1387,1517,393,476,561,215,270,330,885,1079,1327,0.7,0.7,0.7,725,855,1014,2.2,2.2,2.1
10802,47,49,49,1300,1300,1330,382,471,539,200,250,300,881,1096,1331,0.8,0.8,0.8,727,869,1037,2.3,2.3,2.3
10803,46,44,46,1354,1867,1400,602,762,961,160,287,310,1284,1774,1942,0.9,0.9,0.9,966,1397,1699,2.2,2.2,2.2
10804,47,48,49,1647,1670,1733,447,540,647,250,320,375,1008,1299,1576,0.8,0.8,0.7,836,1042,1264,2.3,2.3,2.3
10805,47,49,51,1300,1300,1430,396,476,568,200,250,300,935,1129,1361,0.8,0.8,0.7,773,905,1092,2.4,2.3,2.3
10901,38,40,40,1408,1387,1430,545,634,770,195,230,265,1326,1512,1897,0.8,0.8,0.7,1008,1181,1428,2.4,2.4,2.4
10902,42,44,44,1083,1083,1179,463,576,716,145,165,200,1062,1345,1745,0.8,0.8,0.8,861,1083,1351,2.4,2.4,2.4
10903,46,48,50,1192,1200,1285,454,561,655,160,200,235,1045,1324,1591,0.7,0.7,0.7,837,1037,1208,2.3,2.3,2.3
11001,38,39,39,1300,1387,1408,485,569,715,200,250,280,1217,1453,1810,0.8,0.8,0.7,960,1159,1383,2.4,2.4,2.3
11002,44,46,48,1083,1083,1100,396,482,554,160,200,240,920,1122,1352,0.8,0.8,0.7,744,873,1020,2.4,2.3,2.3
11003,37,39,39,1300,1300,1300,548,656,804,150,190,220,1264,1518,1942,0.8,0.8,0.8,1022,1246,1523,2.5,2.5,2.5
11004,40,40,39,1369,1463,1500,501,620,746,200,260,300,1163,1445,1818,0.8,0.8,0.7,938,1174,1412,2.4,2.4,2.4
11101,41,42,42,1800,1800,2000,535,624,781,265,330,370,1461,1683,2122,0.8,0.8,0.8,1149,1332,1655,2.5,2.5,2.5
11102,41,43,42,1733,1733,1900,496,582,727,255,330,380,1295,1499,1930,0.8,0.8,0.8,1061,1276,1562,2.6,2.6,2.5
11103,37,37,37,1750,1750,1962,558,655,843,275,340,400,1508,1756,2240,0.8,0.8,0.8,1154,1355,1740,2.4,2.4,2.4
11201,44,46,46,1700,1733,1980,482,592,741,300,350,450,1095,1396,1852,0.8,0.8,0.8,898,1137,1461,2.4,2.4,2.4
11202,41,44,45,1350,1330,1452,440,516,641,220,250,300,1044,1265,1571,0.8,0.8,0.8,852,1004,1224,2.4,2.4,2.4
11203,45,47,47,1733,1733,1872,442,539,658,300,340,400,1045,1332,1663,0.8,0.8,0.8,845,1064,1296,2.4,2.4,2.4
11301,37,39,38,1300,1300,1300,506,648,794,170,200,250,1215,1493,1896,0.8,0.8,0.8,975,1242,1535,2.6,2.6,2.6
11302,42,45,45,1300,1300,1300,478,577,686,165,190,230,1187,1417,1686,0.8,0.8,0.8,923,1120,1308,2.4,2.3,2.4
11303,37,38,38,1408,1408,1430,536,652,781,200,250,280,1299,1552,1928,0.8,0.8,0.7,1022,1244,1486,2.5,2.5,2.5
11401,46,48,48,1500,1517,1733,426,511,634,220,280,350,984,1226,1535,0.7,0.7,0.7,822,992,1248,2.3,2.3,2.3
11402,45,47,48,1844,1842,2167,548,645,794,270,350,430,1347,1638,2095,0.7,0.7,0.7,1093,1334,1673,2.5,2.4,2.4
11501,38,39,41,2500,2500,3000,724,809,982,470,575,580,2299,2468,2964,0.8,0.8,0.8,2139,2328,2732,3.1,3.1,3
11502,41,43,44,2600,2600,3000,651,748,905,400,500,520,2021,2308,2762,0.8,0.8,0.8,1813,2149,2541,3,3.1,3.1
11503,39,40,41,2160,2167,2308,641,762,889,300,400,430,1725,2038,2375,0.9,0.8,0.8,1577,1890,2230,3,3,2.9
11504,35,35,34,2600,2600,3000,739,854,1109,460,600,600,2130,2455,3037,0.9,0.9,0.8,2030,2407,2964,3.3,3.4,3.3
11601,34,35,36,2000,2000,2167,551,652,774,300,380,400,1440,1723,2083,0.9,1,0.9,1306,1584,1887,2.9,3,2.9
11602,32,33,33,2500,2470,2700,740,845,1072,400,500,540,2010,2305,2792,0.9,0.9,0.9,1924,2265,2722,3.2,3.3,3.3
11603,31,32,33,1881,1911,2000,471,577,680,260,335,350,1231,1509,1822,1,1,0.9,1168,1434,1637,3.2,3.2,3.1
11701,37,35,33,2400,2400,2600,575,720,949,340,470,550,1489,1921,2383,1,1.1,1.1,1244,1626,2064,2.6,2.7,2.5
11702,36,35,36,2500,2500,2800,730,900,1159,370,466,495,1881,2312,2964,1,1,1,1567,1944,2276,2.4,2.4,2.3
11703,32,32,34,2541,2500,2705,888,956,1244,470,570,550,2274,2526,3065,1.1,1.2,1.1,1644,1935,2222,1.9,2,1.9
11801,36,36,37,3000,3000,3600,1049,1238,1517,516,640,670,2661,3245,4022,1,1,0.9,2071,2422,2984,2.2,2.3,2.3
11802,35,34,37,2600,2600,3033,718,834,1121,450,550,550,2066,2421,3009,1,1,1,1578,1916,2305,2.4,2.5,2.4
11901,35,35,36,2047,2100,2240,439,509,615,320,400,425,1246,1485,1831,1,1,1,1104,1332,1595,3,3.1,3.1
11902,35,35,36,2000,2000,2167,413,492,634,310,380,390,1114,1370,1721,1.1,1.1,1.1,1022,1268,1524,2.9,3,2.9
11903,38,37,39,2167,2167,2466,543,612,763,350,430,440,1513,1765,2149,1,1,1,1293,1571,1906,2.8,2.9,2.8
11904,37,35,37,2167,2167,2383,562,667,834,380,470,480,1459,1763,2187,1,1.1,1,1296,1600,1923,2.7,2.7,2.6
12001,37,37,39,2666,2500,3000,791,895,1124,480,580,560,2177,2386,2899,0.9,1,1,1832,2073,2380,2.5,2.6,2.5
12002,37,38,40,3000,3000,3500,1086,1235,1482,480,590,600,2739,3324,3974,1,1,0.9,2234,2443,2919,2.3,2.4,2.3
12003,35,34,35,2167,2167,2436,591,700,891,380,460,465,1631,1958,2371,1,1.1,1,1417,1733,2046,2.6,2.7,2.5
12101,37,36,38,2800,2750,3033,903,1027,1255,480,569,560,2540,2784,3373,1,1,1,2071,2311,2643,2.6,2.6,2.5
12102,37,38,39,2323,2300,2500,695,793,963,400,481,480,2006,2248,2671,0.9,1,0.9,1718,2008,2295,2.8,2.8,2.7
12103,41,41,42,3033,3000,3500,814,942,1117,600,650,630,2680,3048,3446,0.8,0.9,0.8,2508,2642,3037,2.9,3,2.9
12104,37,38,40,2900,2700,3085,1188,1361,1564,480,577,582,2791,3353,3882,1,1,1,2257,2393,2617,2.1,2.1,2.1
12201,37,38,40,3033,3033,3800,986,1193,1450,522,650,720,2649,3339,4297,1,1,0.9,2223,2620,3272,2.5,2.5,2.5
12202,42,44,46,3000,2817,3200,754,874,1053,500,620,695,2136,2431,2985,0.9,0.9,0.8,1818,2121,2512,2.7,2.8,2.7
12203,38,39,40,2600,2600,3000,744,871,1059,450,540,592,2080,2427,2991,0.9,1,1,1721,2095,2471,2.7,2.7,2.7
12301,33,34,34,2200,2167,2383,719,820,962,365,450,480,1917,2181,2528,0.8,0.8,0.8,1782,2048,2334,3,3.1,3
12302,33,34,35,1803,1842,2100,547,630,736,260,350,380,1393,1596,1931,0.9,0.9,0.9,1253,1458,1702,2.9,3,2.9
12303,37,37,37,2100,2167,2318,601,724,854,280,374,415,1619,1978,2296,0.8,0.8,0.8,1439,1813,2093,2.9,3,2.9
12401,42,44,45,1842,1842,2033,590,689,817,280,350,400,1624,1866,2235,0.8,0.8,0.7,1270,1468,1756,2.5,2.5,2.4
12402,35,60,70,0,0,0,325,450,900,0,100,150,699,0,0,1.5,0.8,0.7,699,649,900,3,1,1
12403,34,34,35,2000,2000,2167,643,751,902,300,370,400,1636,1933,2272,0.8,0.8,0.8,1423,1711,1971,2.8,2.8,2.8
12404,34,36,37,2000,1950,2167,594,688,818,285,365,400,1455,1752,2116,0.8,0.8,0.8,1251,1483,1767,2.7,2.7,2.6
12405,33,34,35,1907,1863,2000,587,683,789,300,370,390,1478,1694,1975,0.9,0.9,0.8,1344,1532,1724,3,2.9,2.8
12501,31,32,33,2000,2000,2167,420,519,722,360,450,470,1161,1410,1820,1.2,1.2,1.2,1158,1469,1798,3.1,3.1,2.8
12502,39,38,38,2300,2167,2600,566,645,789,350,445,460,1659,1896,2223,0.9,0.9,0.9,1437,1695,1997,2.8,2.9,2.9
12503,33,33,34,2000,2000,2167,424,490,595,310,380,400,1185,1403,1695,1,1.1,1,1060,1282,1501,3,3.1,3.1
12504,33,34,34,2030,2080,2167,609,722,913,350,420,420,1537,1879,2321,1,1.1,1.1,1376,1718,2060,2.6,2.8,2.6
12601,40,39,39,2500,2500,2817,698,797,992,430,540,500,2251,2441,2783,0.9,0.9,1,1899,2205,2436,2.9,3,2.8
12602,37,36,37,2383,2300,2600,646,749,978,370,460,460,1913,2167,2590,0.9,1,1,1508,1831,2136,2.6,2.7,2.5
12701,32,33,33,2167,2167,2475,489,614,766,310,410,490,1387,1760,2168,0.9,0.9,0.9,1331,1720,2105,3.4,3.4,3.4
12702,36,37,39,1800,1820,2000,372,442,487,290,357,400,1081,1279,1494,1,1,1,1046,1245,1411,3.2,3.3,3.2
12703,33,34,34,2162,2100,2167,532,603,725,295,370,400,1416,1665,2013,1,1,1,1277,1504,1770,3,3.1,3
12801,40,41,41,2470,2500,2774,720,839,1027,380,450,500,1942,2277,2729,0.9,0.9,0.9,1539,1866,2188,2.5,2.6,2.5
12802,38,39,40,2383,2383,2600,716,833,1007,370,450,483,2074,2343,2783,0.9,0.9,0.8,1812,2096,2397,2.9,2.9,2.8
19797,64,58,56,0,0,0,490,540,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,37,39,39,0,0,0,349,405,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,37,38,38,1343,1374,1499,515,592,745,210,250,300,1280,1499,1885,0.8,0.8,0.7,998,1171,1441,2.4,2.4,2.4
20102,44,47,48,1300,1387,1538,475,561,707,190,250,300,1183,1405,1867,0.8,0.8,0.8,948,1120,1454,2.4,2.4,2.4
20103,47,49,50,989,1083,1127,388,464,548,150,200,230,916,1097,1386,0.8,0.8,0.7,728,838,1027,2.3,2.2,2.2
20201,37,38,39,1300,1387,1408,519,609,744,210,255,295,1253,1451,1857,0.8,0.8,0.7,993,1176,1435,2.4,2.4,2.4
20202,45,46,48,1317,1439,1600,491,590,729,200,275,320,1230,1479,1967,0.8,0.8,0.8,960,1185,1492,2.4,2.4,2.4
20203,47,49,50,910,1000,1083,395,487,602,125,160,190,965,1231,1510,0.8,0.8,0.8,771,937,1175,2.4,2.3,2.3
20301,39,40,39,1517,1650,1800,552,646,821,210,275,330,1432,1671,2194,0.8,0.8,0.8,1257,1480,1974,2.8,2.8,2.8
20302,38,39,38,1517,1517,1712,516,595,767,230,280,335,1343,1573,2056,0.8,0.8,0.8,1048,1234,1586,2.4,2.4,2.4
20303,43,44,45,1690,1733,1950,555,662,833,277,340,402,1408,1702,2176,0.8,0.7,0.7,1130,1377,1770,2.5,2.5,2.5
20401,44,46,47,1300,1300,1500,484,570,697,185,240,280,1157,1386,1737,0.8,0.8,0.7,922,1095,1328,2.4,2.3,2.3
20402,44,46,47,1300,1300,1300,490,578,705,180,210,250,1147,1347,1707,0.8,0.7,0.7,890,1045,1284,2.3,2.3,2.3
20403,40,42,42,1400,1387,1473,536,636,779,200,245,280,1253,1483,1894,0.8,0.8,0.7,994,1205,1461,2.4,2.4,2.4
20501,40,42,41,1408,1465,1600,512,585,726,210,260,320,1274,1463,1876,0.8,0.8,0.7,1025,1198,1497,2.5,2.5,2.5
20502,47,50,52,1257,1291,1300,436,505,602,185,230,268,989,1190,1417,0.8,0.7,0.7,797,934,1109,2.3,2.2,2.2
20503,45,48,50,1300,1300,1450,475,519,637,210,240,295,1107,1243,1551,0.8,0.7,0.7,886,970,1202,2.3,2.3,2.3
20504,39,41,42,1200,1200,1213,468,544,654,165,200,237,1236,1414,1677,0.8,0.8,0.7,942,1077,1259,2.4,2.3,2.3
20505,41,43,44,1213,1300,1300,479,563,658,180,220,260,1171,1412,1663,0.8,0.7,0.7,907,1103,1273,2.4,2.3,2.3
20601,34,34,35,2000,2000,2149,632,763,1030,330,380,418,1690,2100,2678,1,1,0.9,1365,1655,2049,2.4,2.4,2.3
20602,36,36,37,2000,2058,2300,698,834,1108,310,371,421,1879,2284,2994,1,1,0.9,1427,1726,2141,2.4,2.4,2.3
20603,36,35,37,2167,2167,2200,708,818,1059,296,346,370,2027,2281,2852,0.9,0.9,0.9,1449,1701,2046,2.4,2.4,2.3
20604,28,28,30,2167,2000,1962,711,642,959,400,450,396,1962,2062,2368,1.1,1.1,1,1352,1354,1677,2,2,1.8
20605,35,36,38,2200,2167,2170,985,1087,1289,367,400,420,2371,2559,3051,1,1,0.9,1672,1842,2069,2,2,1.9
20606,35,34,35,2400,2167,2287,972,1111,1371,369,407,425,2447,2637,3232,0.9,1,0.9,1697,1913,2141,2,2,1.9
20607,33,33,34,2252,2167,2326,865,1037,1322,375,430,451,2198,2508,3137,1,1,1,1682,1958,2270,2.2,2.1,2
20701,38,38,40,2400,2500,3000,772,869,1071,370,414,451,2505,2652,3186,0.9,0.9,0.9,1893,2083,2376,2.6,2.6,2.5
20702,43,43,43,2000,2000,2400,547,604,732,369,421,462,1608,1781,2132,0.8,0.8,0.8,1386,1542,1810,2.7,2.7,2.6
20703,38,37,38,2000,2000,2300,544,595,765,331,385,412,1702,1929,2285,0.9,0.9,0.8,1295,1471,1790,2.6,2.6,2.5
20801,42,44,45,2486,2500,3000,758,897,1098,400,461,520,2427,2765,3361,0.8,0.8,0.8,1826,2145,2487,2.6,2.6,2.5
20802,37,37,38,2105,2117,2396,674,776,1016,340,395,435,1915,2238,2791,0.9,0.9,0.9,1441,1738,2129,2.5,2.5,2.5
20803,39,40,41,2000,2000,2167,639,749,940,300,360,410,1723,2048,2543,0.8,0.8,0.8,1318,1581,1965,2.5,2.5,2.4
20804,36,36,39,2500,2500,2817,783,909,1157,350,388,416,2489,2750,3393,0.9,0.9,0.9,1767,2011,2374,2.5,2.5,2.4
20901,39,39,40,1900,1950,2167,618,728,915,300,350,399,1730,2033,2521,0.8,0.8,0.8,1394,1655,2027,2.6,2.6,2.5
20902,36,36,37,1800,1800,2000,457,556,776,288,330,371,1254,1542,2121,0.9,0.9,0.9,1054,1287,1668,2.5,2.5,2.4
20903,39,41,42,1950,2000,2167,689,776,950,320,371,431,2030,2268,2717,0.9,0.8,0.8,1826,2051,2427,3,2.9,2.9
20904,34,34,35,1842,1778,1900,526,601,747,300,331,371,1387,1586,1987,0.9,0.9,0.8,1287,1457,1790,3,3,2.9
21001,41,42,42,1900,2000,2167,545,655,810,315,360,410,1543,1870,2366,0.8,0.8,0.8,1293,1541,1935,2.7,2.7,2.6
21002,39,41,41,1733,1842,2014,629,728,901,265,331,400,1757,2029,2468,0.8,0.8,0.8,1542,1776,2183,2.8,2.8,2.8
21003,37,35,35,1800,1800,2000,463,584,804,300,340,381,1239,1584,2155,0.9,0.9,0.9,1043,1345,1795,2.6,2.6,2.6
21004,36,37,37,1625,1600,1750,626,695,870,275,320,369,1632,1833,2237,0.8,0.8,0.7,1417,1567,1939,2.8,2.7,2.6
21005,32,32,33,1733,1681,1834,436,491,627,290,321,369,1222,1399,1767,0.9,1,0.9,1157,1331,1658,3.1,3.2,3.2
21101,38,39,40,1733,1733,2000,598,664,796,305,356,400,1610,1820,2194,0.8,0.8,0.8,1401,1561,1884,2.8,2.7,2.7
21102,41,43,45,2100,2167,2500,675,735,867,351,400,459,2133,2363,2854,0.8,0.8,0.8,1886,2083,2449,3,3,2.9
21103,38,38,39,1733,1800,2000,611,696,851,290,341,385,1614,1895,2306,0.8,0.8,0.8,1307,1543,1865,2.6,2.6,2.6
21104,40,40,41,1900,2000,2200,588,658,802,320,370,410,1652,1900,2324,0.8,0.8,0.8,1352,1571,1931,2.6,2.6,2.6
21105,38,40,40,1647,1733,1950,579,667,809,275,330,380,1491,1768,2203,0.8,0.8,0.8,1281,1501,1882,2.7,2.7,2.7
21201,34,34,34,1733,1733,1866,592,679,830,285,320,361,1479,1701,2097,0.8,0.8,0.8,1303,1497,1874,2.8,2.8,2.8
21202,35,36,37,1733,1712,1900,555,611,748,296,335,370,1477,1668,2057,0.9,0.9,0.8,1346,1516,1850,3,3,2.9
21203,32,32,32,1733,1749,1950,588,661,804,297,346,386,1428,1647,2039,0.9,0.9,0.9,1339,1581,1955,3.1,3.2,3.2
21204,36,35,37,1600,1625,1800,412,486,634,260,310,350,1102,1314,1670,1,1,0.9,992,1206,1493,2.8,2.9,2.8
21205,38,37,38,2000,2000,2383,518,564,747,350,396,440,1542,1798,2210,0.8,0.9,0.8,1319,1503,1894,2.7,2.8,2.7
21301,34,35,37,1582,1560,1700,421,482,604,270,300,346,1179,1341,1652,0.9,0.9,0.9,1095,1252,1494,3,3,2.9
21302,38,39,40,1814,1950,2167,595,721,930,290,340,386,1612,1974,2500,0.9,0.9,0.8,1310,1597,2006,2.5,2.6,2.5
21303,34,33,35,2000,2000,2100,577,703,965,280,331,376,1525,1913,2494,1,1,0.9,1258,1551,1998,2.5,2.5,2.4
21304,32,33,33,1733,1700,1800,604,656,784,266,300,351,1486,1686,2057,0.8,0.9,0.8,1349,1527,1873,2.9,3,3
21305,32,32,32,1785,1733,1924,628,680,837,280,320,370,1539,1702,2123,0.8,0.9,0.9,1410,1608,2014,2.9,3.1,3.1
21401,37,38,39,1647,1621,1800,568,660,805,266,310,356,1396,1649,2098,0.8,0.8,0.8,1140,1331,1653,2.5,2.5,2.5
21402,43,46,48,1733,1733,1989,538,630,761,265,320,380,1351,1621,2054,0.8,0.8,0.7,1054,1276,1555,2.4,2.4,2.4
21501,44,46,46,997,1000,1043,478,556,699,150,180,215,1092,1301,1667,0.8,0.7,0.7,854,993,1242,2.3,2.2,2.2
21502,39,40,40,1262,1200,1283,463,555,694,175,220,265,1093,1340,1700,0.8,0.8,0.8,879,1064,1341,2.5,2.4,2.4
21503,42,45,45,1040,1029,1083,450,531,663,150,180,200,1022,1265,1582,0.8,0.8,0.8,819,983,1231,2.4,2.3,2.3
21601,42,45,46,1300,1300,1300,469,562,668,180,210,250,1099,1350,1632,0.8,0.8,0.7,887,1083,1267,2.4,2.4,2.4
21602,44,47,48,1200,1235,1300,437,524,629,170,200,250,1000,1283,1505,0.8,0.8,0.7,827,1014,1192,2.4,2.4,2.3
21603,38,39,39,1300,1300,1300,510,588,712,190,220,260,1206,1416,1758,0.8,0.8,0.8,980,1162,1398,2.5,2.5,2.5
21701,43,47,48,1100,1083,1083,483,556,667,165,190,220,1183,1367,1640,0.8,0.7,0.7,905,1043,1236,2.3,2.3,2.2
21703,42,45,46,1170,1200,1300,489,562,699,170,205,250,1154,1339,1700,0.8,0.8,0.7,912,1051,1271,2.4,2.3,2.3
21704,39,41,43,1408,1400,1430,531,618,761,215,250,283,1289,1493,1900,0.8,0.8,0.7,1032,1194,1451,2.5,2.4,2.4
29797,48,49,50,0,0,0,1949,9954,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,32,34,37,0,0,0,352,398,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,37,39,41,1993,1950,1950,647,725,837,350,385,405,1682,1896,2214,0.8,0.8,0.8,1479,1663,1917,2.8,2.7,2.7
30102,41,43,45,2080,2000,2000,580,658,760,355,400,425,1563,1780,2102,0.8,0.8,0.7,1291,1451,1692,2.7,2.6,2.6
30103,37,38,39,2167,2050,2100,691,783,949,360,400,420,1774,2058,2460,0.8,0.8,0.8,1486,1731,2100,2.6,2.7,2.6
30201,38,38,38,2000,2000,2000,706,805,975,360,390,430,1885,2123,2512,0.8,0.8,0.7,1640,1850,2222,2.7,2.7,2.7
30202,37,37,37,2058,2000,2100,690,792,959,330,370,390,1752,2042,2479,0.8,0.8,0.8,1377,1612,1938,2.4,2.4,2.4
30203,35,35,36,2000,1950,1950,688,814,1005,330,375,400,1686,2003,2463,0.8,0.8,0.8,1383,1663,1985,2.4,2.4,2.3
30204,38,38,39,1937,1800,1800,627,701,821,325,355,375,1570,1787,2137,0.8,0.8,0.8,1286,1468,1736,2.5,2.5,2.5
30301,36,36,37,2167,2167,2200,726,852,1046,375,425,450,2038,2294,2790,0.8,0.8,0.8,1694,1943,2316,2.6,2.7,2.6
30302,33,33,34,2150,2056,2100,744,829,1029,320,360,390,1945,2240,2699,0.9,0.9,0.9,1462,1727,2032,2.3,2.4,2.3
30303,35,34,36,2000,2000,2100,583,647,813,360,400,420,1659,1853,2226,0.8,0.8,0.8,1437,1630,2005,2.8,2.8,2.8
30304,34,34,36,2000,2000,2100,600,689,904,330,375,388,1678,1986,2477,0.8,0.9,0.8,1366,1653,2062,2.6,2.7,2.6
30305,33,33,35,2000,1863,1872,629,664,797,365,390,400,1642,1734,2048,0.8,0.8,0.8,1541,1648,1941,3,3,3
30306,33,33,35,1900,1733,1800,503,535,690,360,395,400,1402,1495,1831,0.8,0.9,0.8,1315,1464,1763,2.9,3.1,3
30401,38,39,41,2018,2000,2000,754,813,940,380,415,450,2104,2218,2588,0.8,0.8,0.7,1909,2035,2333,2.9,2.9,2.8
30402,39,40,42,2300,2188,2311,774,860,1045,410,460,500,2469,2534,3113,0.8,0.8,0.7,2239,2318,2821,3,3,3
30403,29,30,33,2167,2167,2167,616,642,881,380,410,410,2179,2330,2732,0.9,0.9,0.9,1594,1733,2078,2.5,2.5,2.5
30404,36,37,37,2050,2068,2167,737,833,1024,330,375,400,1982,2221,2716,0.8,0.8,0.8,1648,1885,2257,2.7,2.7,2.7
30501,32,32,33,2200,2061,2000,825,855,1038,400,450,440,2182,2272,2537,1,1,1,1610,1734,1922,2,2.1,1.9
30502,33,34,35,2492,2400,2500,912,1032,1235,375,420,440,2399,2684,3243,0.8,0.9,0.8,1904,2170,2469,2.4,2.5,2.4
30503,34,33,34,2300,2167,2167,854,951,1171,350,400,410,2334,2472,2975,0.9,0.9,0.9,1721,1879,2153,2.3,2.3,2.2
30504,31,32,34,2400,2383,2513,859,953,1145,380,425,430,2489,2728,3355,0.9,0.9,0.9,1914,2092,2386,2.5,2.5,2.5
30601,37,39,41,1842,1733,1733,683,768,884,290,345,390,1579,1835,2153,0.8,0.8,0.8,1343,1554,1819,2.6,2.6,2.5
30602,34,36,38,1733,1599,1517,601,662,779,250,285,315,1325,1486,1837,0.9,0.9,0.8,1082,1238,1469,2.5,2.5,2.4
30603,41,43,44,1322,1300,1300,474,540,617,190,220,250,1107,1273,1446,0.9,0.9,0.8,929,1071,1211,2.5,2.5,2.4
30604,40,43,46,1647,1560,1517,586,677,739,250,290,310,1256,1462,1688,0.9,0.8,0.8,986,1171,1314,2.3,2.3,2.3
30605,43,45,47,1473,1430,1430,455,528,640,200,250,270,1057,1242,1528,0.9,0.8,0.8,861,1009,1217,2.4,2.4,2.4
30701,37,38,39,1300,1300,1300,569,661,773,180,200,230,1283,1501,1798,0.8,0.8,0.8,1052,1233,1416,2.5,2.5,2.5
