SA3_CODE_2021,Tot_persons_C11_M,Tot_persons_C11_F,Tot_persons_C11_P,Tot_persons_C16_M,Tot_persons_C16_F,Tot_persons_C16_P,Tot_persons_C21_M,Tot_persons_C21_F,Tot_persons_C21_P,Age_0_4_C11_M,Age_0_4_C11_F,Age_0_4_C11_P,Age_0_4_C16_M,Age_0_4_C16_F,Age_0_4_C16_P,Age_0_4_C21_M,Age_0_4_C21_F,Age_0_4_C21_P,Age_5_14_C11_M,Age_5_14_C11_F,Age_5_14_C11_P,Age_5_14_C16_M,Age_5_14_C16_F,Age_5_14_C16_P,Age_5_14_C21_M,Age_5_14_C21_F,Age_5_14_C21_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_15_19_C16_M,Age_15_19_C16_F,Age_15_19_C16_P,Age_15_19_C21_M,Age_15_19_C21_F,Age_15_19_C21_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_20_24_C16_M,Age_20_24_C16_F,Age_20_24_C16_P,Age_20_24_C21_M,Age_20_24_C21_F,Age_20_24_C21_P,Age_25_34_C11_M,Age_25_34_C11_F,Age_25_34_C11_P,Age_25_34_C16_M,Age_25_34_C16_F,Age_25_34_C16_P,Age_25_34_C21_M,Age_25_34_C21_F,Age_25_34_C21_P,Age_35_44_C11_M,Age_35_44_C11_F,Age_35_44_C11_P,Age_35_44_C16_M,Age_35_44_C16_F,Age_35_44_C16_P,Age_35_44_C21_M,Age_35_44_C21_F,Age_35_44_C21_P,Age_45_54_C11_M,Age_45_54_C11_F,Age_45_54_C11_P,Age_45_54_C16_M,Age_45_54_C16_F,Age_45_54_C16_P,Age_45_54_C21_M,Age_45_54_C21_F,Age_45_54_C21_P,Age_55_64_C11_M,Age_55_64_C11_F,Age_55_64_C11_P,Age_55_64_C16_M,Age_55_64_C16_F,Age_55_64_C16_P,Age_55_64_C21_M,Age_55_64_C21_F,Age_55_64_C21_P,Age_65_74_C11_M,Age_65_74_C11_F,Age_65_74_C11_P,Age_65_74_C16_M,Age_65_74_C16_F,Age_65_74_C16_P,Age_65_74_C21_M,Age_65_74_C21_F,Age_65_74_C21_P,Age_75_84_C11_M,Age_75_84_C11_F,Age_75_84_C11_P,Age_75_84_C16_M,Age_75_84_C16_F,Age_75_84_C16_P,Age_75_84_C21_M,Age_75_84_C21_F,Age_75_84_C21_P,Age_grp_85over_C11_M,Age_grp_85over_C11_F,Age_grp_85over_C11_P,Age_grp_85over_C16_M,Age_grp_85over_C16_F,Age_grp_85over_C16_P,Age_grp_85over_C21_M,Age_grp_85over_C21_F,Age_grp_85over_C21_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,OS_vis_C16_M,OS_vis_C16_F,OS_vis_C16_P,OS_vis_C21_M,OS_vis_C21_F,OS_vis_C21_P,IP_Abor_C11_M,IP_Abor_C11_F,IP_Abor_C11_P,IP_Abor_C16_M,IP_Abor_C16_F,IP_Abor_C16_P,IP_Abor_C21_M,IP_Abor_C21_F,IP_Abor_C21_P,IP_Tor_Strt_Is_2011_Ce_M,IP_Tor_Strt_Is_2011_Ce_F,IP_Tor_Strt_Is_2011_Ce_P,IP_Tor_Strt_Is_2016_Ce_M,IP_Tor_Strt_Is_2016_Ce_F,IP_Tor_Strt_Is_2016_Ce_P,IP_Tor_Strt_Is_2021_Ce_M,IP_Tor_Strt_Is_2021_Ce_F,IP_Tor_Strt_Is_2021_Ce_P,IP_B_Ab_To_St_Is_2011_Ce_M,IP_B_Ab_To_St_Is_2011_Ce_F,IP_B_Ab_To_St_Is_2011_Ce_P,IP_B_Ab_To_St_Is_2016_Ce_M,IP_B_Ab_To_St_Is_2016_Ce_F,IP_B_Ab_To_St_Is_2016_Ce_P,IP_B_Ab_To_St_Is_2021_Ce_M,IP_B_Ab_To_St_Is_2021_Ce_F,IP_B_Ab_To_St_Is_2021_Ce_P,IP_Tot_2011_Ce_M,IP_Tot_2011_Ce_F,IP_Tot_2011_Ce_P,IP_Tot_2016_Ce_M,IP_Tot_2016_Ce_F,IP_Tot_2016_Ce_P,IP_Tot_2021_Ce_M,IP_Tot_2021_Ce_F,IP_Tot_2021_Ce_P,Brthplace_Aust_2011_Ce_M,Brthplace_Aust_2011_Ce_F,Brthplace_Aust_2011_Ce_P,Brthplace_Aust_2016_Ce_M,Brthplace_Aust_2016_Ce_F,Brthplace_Aust_2016_Ce_P,Brthplace_Aust_2021_Ce_M,Brthplace_Aust_2021_Ce_F,Brthplace_Aust_2021_Ce_P,Brthplace_Elsewhere_2011_Ce_M,Brthplace_Elsewhere_2011_Ce_F,Brthplace_Elsewhere_2011_Ce_P,Brthplace_Elsewhere_2016_Ce_M,Brthplace_Elsewhere_2016_Ce_F,Brthplace_Elsewhere_2016_Ce_P,Brthplace_Elsewhere_2021_Ce_M,Brthplace_Elsewhere_2021_Ce_F,Brthplace_Elsewhere_2021_Ce_P,LSH_Eng_only_2011_Ce_M,LSH_Eng_only_2011_Ce_F,LSH_Eng_only_2011_Ce_P,LSH_Eng_only_2016_Ce_M,LSH_Eng_only_2016_Ce_F,LSH_Eng_only_2016_Ce_P,LSH_Eng_only_2021_Ce_M,LSH_Eng_only_2021_Ce_F,LSH_Eng_only_2021_Ce_P,LSH_Oth_Lan_2011_Ce_M,LSH_Oth_Lan_2011_Ce_F,LSH_Oth_Lan_2011_Ce_P,LSH_Oth_Lan_2016_Ce_M,LSH_Oth_Lan_2016_Ce_F,LSH_Oth_Lan_2016_Ce_P,LSH_Oth_Lan_2021_Ce_M,LSH_Oth_Lan_2021_Ce_F,LSH_Oth_Lan_2021_Ce_P,Aust_citiz_C11_M,Aust_citiz_C11_F,Aust_citiz_C11_P,Aust_citiz_C16_M,Aust_citiz_C16_F,Aust_citiz_C16_P,Aust_citiz_C21_M,Aust_citiz_C21_F,Aust_citiz_C21_P
50901,27569,27788,55357,29639,29533,59170,30830,31049,61880,1861,1780,3642,1739,1602,3345,1701,1572,3273,4036,3799,7835,4045,3723,7765,4016,3819,7838,1832,1634,3459,1884,1672,3562,1918,1735,3654,1442,1229,2673,1447,1188,2637,1372,1216,2587,2710,2896,5613,3043,3051,6093,3209,3111,6315,3482,3770,7250,3313,3528,6839,3391,3537,6934,4063,4119,8186,4089,4215,8300,3860,4157,8013,3769,3716,7488,4302,4328,8632,4472,4617,9084,2540,2543,5082,3405,3461,6868,4040,4076,8126,1436,1609,3042,1774,1894,3661,2136,2284,4420,395,698,1092,599,865,1468,709,935,1644,155,161,315,198,251,447,56,25,83,1067,991,2060,1159,935,2093,1257,1168,2427,10,8,18,21,19,45,18,25,44,11,11,24,18,3,23,18,8,28,1083,1007,2095,1196,961,2159,1295,1202,2497,21295,21274,42566,21798,21307,43109,22934,22697,45630,4893,5352,10243,5280,5724,11007,5517,6197,11709,24548,25198,49740,25024,25383,50410,26234,26863,53100,1463,1673,3138,1817,1947,3765,1955,2146,4098,23952,24712,48669,24858,25367,50222,26449,27156,53608
50902,27481,25890,53369,29063,26869,55932,28873,27059,55937,1836,1661,3495,1648,1533,3178,1411,1336,2745,3875,3641,7512,3555,3390,6949,3328,3223,6546,1582,1294,2879,1545,1242,2792,1487,1293,2781,1295,1054,2348,1411,1086,2497,1274,1017,2283,2543,2711,5249,2941,2885,5829,2886,2677,5560,3438,3576,7014,3331,3139,6471,3078,3048,6125,4267,3965,8237,4210,4002,8205,3832,3703,7536,4202,3875,8081,4621,4245,8864,4708,4435,9141,2792,2414,5206,3731,3225,6956,4321,3758,8072,1338,1233,2572,1663,1560,3227,2058,1894,3947,304,474,775,406,556,964,504,686,1196,242,226,470,285,270,553,123,61,183,1108,1252,2362,1180,1200,2384,1288,1261,2550,16,20,38,10,7,21,16,12,24,10,10,20,5,14,16,15,13,26,1128,1285,2412,1199,1221,2417,1315,1285,2597,21075,19858,40936,20832,19287,40121,20605,19270,39876,4296,4400,8698,5039,4726,9763,4798,4940,9739,24551,23481,48030,24532,23194,47726,24063,23015,47076,1098,1035,2137,1307,1241,2552,1285,1421,2703,23577,22605,46177,23951,22664,46616,23842,22828,46665
50903,10864,9851,20714,10357,9892,20249,9908,9448,19357,752,741,1486,691,644,1335,525,532,1060,1426,1409,2842,1346,1321,2668,1252,1187,2443,558,492,1054,490,455,938,463,425,891,456,397,853,439,379,815,455,379,836,1241,1116,2352,1096,1093,2186,953,992,1943,1577,1376,2949,1199,1174,2370,1114,1109,2226,1691,1472,3159,1486,1440,2922,1342,1247,2586,1573,1323,2893,1589,1536,3123,1521,1462,2989,982,829,1812,1275,995,2273,1387,1174,2561,465,478,945,569,624,1191,692,659,1351,144,220,366,179,232,413,203,268,471,72,73,140,61,59,114,18,11,34,485,498,980,466,475,939,386,423,804,12,6,14,3,5,10,4,3,9,6,9,16,18,22,33,10,9,18,499,516,1017,485,500,983,398,435,829,8705,8084,16796,7904,7454,15360,7576,7071,14643,1354,1323,2680,1230,1340,2566,1209,1380,2583,9803,9125,18929,8942,8528,17469,8418,7989,16411,338,355,692,344,375,721,435,472,914,9448,8822,18267,8744,8345,17086,8320,7938,16254
51001,18504,16283,34791,17159,17208,34363,17306,17780,35092,1546,1471,3021,1529,1428,2954,1380,1264,2642,2807,2709,5519,2707,2719,5425,2839,2731,5567,1089,959,2048,1086,947,2038,1062,1110,2175,1468,1286,2751,1125,1145,2268,1077,1161,2235,3465,2999,6470,2871,3219,6090,2770,3291,6066,2995,2553,5548,2457,2659,5119,2490,2778,5272,2443,2168,4614,2249,2300,4555,2355,2305,4658,1732,1423,3157,1923,1827,3755,1892,1882,3773,673,480,1154,908,674,1578,1070,885,1958,227,178,411,248,217,463,321,290,607,57,52,107,49,69,120,66,81,139,711,696,1407,637,676,1313,174,205,374,6540,6968,13507,6702,7163,13867,6893,7125,14019,48,43,91,41,45,85,33,40,71,148,168,319,154,190,343,145,170,312,6734,7179,13919,6906,7395,14298,7073,7331,14408,13580,13172,26756,13165,13049,26213,12931,13017,25946,3113,1721,4834,2014,2140,4151,1841,2248,4087,12121,11614,23740,11446,11465,22910,10971,11275,22253,3020,3185,6198,3337,3573,6914,3344,3752,7101,14218,13891,28103,13947,14116,28060,13719,14134,27858
51002,16612,10380,26990,14782,10273,25054,14487,10955,25443,1013,918,1932,1030,948,1978,1020,959,1973,1579,1518,3100,1566,1490,3056,1748,1731,3480,703,580,1287,492,518,1005,639,556,1200,1487,977,2460,833,743,1568,798,694,1489,3916,2395,6314,3712,2501,6208,2988,2405,5394,3388,1744,5129,2979,1628,4604,2886,1966,4851,2745,1350,4091,2343,1378,3729,2195,1304,3497,1436,669,2103,1413,765,2177,1704,944,2645,280,155,436,330,227,557,409,308,716,50,57,108,74,61,128,86,77,157,18,16,36,19,22,38,19,23,39,218,116,336,209,136,342,132,55,189,2017,1978,3997,2111,2052,4165,2157,2144,4300,88,51,142,97,60,163,96,67,170,57,57,114,82,78,156,98,94,195,2160,2089,4253,2290,2193,4482,2351,2310,4657,9879,6747,16625,8995,6588,15585,8462,7015,15477,3152,1850,5005,3004,2067,5065,3005,2327,5334,11099,6962,18062,9938,6822,16761,9083,7209,16293,1923,1604,3526,2129,1918,4042,2279,2049,4333,11173,7409,18586,10389,7425,17815,9885,7971,17854
51003,20273,12632,32902,21369,13135,34499,16330,13262,29594,1334,1215,2553,1417,1310,2729,1345,1184,2527,2097,1838,3935,2272,2026,4295,2498,2341,4843,826,647,1472,751,588,1338,819,637,1455,1462,955,2422,1054,828,1883,858,686,1542,4482,2831,7314,5053,2990,8042,2958,2670,5629,4393,2416,6810,4680,2357,7038,3304,2538,5841,3515,1704,5222,3664,1755,5417,2392,1770,4161,1780,806,2582,2002,983,2985,1594,1018,2611,324,159,481,405,228,629,445,330,775,43,44,86,57,56,111,105,80,186,10,10,20,12,13,26,12,10,19,376,157,531,573,236,809,170,81,251,1519,1257,2771,1897,1642,3539,1643,1446,3089,64,42,104,83,84,170,74,59,132,41,41,85,65,54,119,82,57,140,1618,1338,2956,2045,1784,3832,1806,1565,3365,11833,8523,20356,12766,8849,21616,10438,8678,19116,4252,2234,6480,5116,2773,7891,2900,2632,5534,14085,9614,23698,15320,10053,25370,11308,9448,20757,1881,1160,3038,2538,1678,4216,1801,1775,3584,13292,9367,22664,14910,10040,24947,11758,9881,21641
51101,7916,7687,15607,8110,7863,15973,8093,7881,15970,584,566,1150,531,481,1008,490,479,969,1183,1135,2321,1134,1094,2228,1081,1061,2145,536,521,1061,556,496,1051,482,403,885,374,382,756,428,355,782,389,359,749,884,892,1774,912,940,1851,909,941,1852,1157,1080,2241,978,994,1979,933,974,1905,1199,1144,2342,1223,1113,2338,1145,1054,2190,941,854,1801,1050,1015,2067,1162,1059,2219,676,617,1296,823,783,1610,876,832,1705,309,362,674,376,417,790,504,535,1039,73,128,203,106,166,276,127,190,315,47,43,90,31,43,75,27,12,43,263,331,588,306,303,612,338,327,668,8,8,14,3,6,11,5,4,13,0,0,3,0,0,0,3,0,3,268,335,605,308,310,619,347,339,684,6293,6136,12429,6076,5832,11906,6144,5863,12004,1035,1078,2115,965,1098,2064,1010,1179,2193,7114,6993,14111,6887,6713,13597,6842,6724,13572,270,304,569,251,311,561,346,398,742,6809,6699,13503,6702,6524,13221,6759,6628,13384
51102,4843,4446,9286,4994,4490,9485,4954,4578,9537,363,351,712,350,299,647,325,284,619,655,627,1285,701,603,1295,593,532,1127,218,193,409,224,208,432,237,203,445,200,222,427,241,251,493,250,285,533,594,671,1264,653,696,1352,661,767,1432,766,701,1467,651,673,1325,637,632,1271,713,633,1345,744,660,1399,722,616,1335,692,579,1271,709,544,1247,709,613,1322,436,316,754,502,383,889,542,411,953,169,124,294,182,127,309,227,184,410,32,34,66,39,49,88,35,55,90,246,304,554,247,313,558,107,70,179,647,698,1338,632,631,1262,559,563,1119,10,5,13,5,0,4,5,6,8,5,12,16,9,4,11,7,9,12,658,707,1370,645,634,1280,563,577,1139,3577,3260,6828,3470,3040,6516,3367,2996,6360,784,746,1536,776,814,1594,821,943,1768,4008,3656,7664,3869,3466,7333,3724,3434,7157,363,388,749,452,459,910,468,516,984,4057,3663,7721,3994,3562,7557,3879,3510,7385
51103,22548,19266,41808,20796,18296,39094,20641,17624,38267,1800,1700,3500,1645,1543,3187,1429,1310,2736,3040,3018,6054,2764,2729,5491,2711,2525,5240,1416,1252,2666,1167,1133,2299,1082,1013,2092,1878,1567,3443,1404,1208,2609,1448,1194,2642,4142,3378,7526,3726,3354,7082,3471,2906,6379,3698,3066,6766,3107,2701,5808,3105,2638,5744,3275,2631,5907,3115,2491,5610,2891,2373,5261,2129,1588,3721,2351,1863,4213,2599,2064,4655,845,631,1475,1118,786,1901,1364,1041,2404,259,302,562,336,376,715,460,407,871,64,127,195,70,111,177,82,154,236,208,148,355,146,142,292,96,57,148,2217,2379,4596,2263,2400,4657,2160,2091,4254,35,24,55,25,18,42,36,20,55,25,40,64,34,54,90,46,43,81,2273,2449,4720,2321,2472,4792,2240,2153,4397,14819,13195,28006,13690,12266,25953,13247,11668,24916,4730,4007,8737,4511,4081,8596,4344,3992,8336,17038,14841,31882,15502,13704,29212,14541,12708,27246,2439,2373,4812,2776,2772,5552,2755,2831,5591,16208,14439,30649,15366,13748,29116,14821,13231,28052
51104,27642,26018,53655,27497,26520,54012,27893,27096,54981,1895,1829,3717,1706,1674,3371,1530,1545,3078,3924,3815,7735,3707,3580,7287,3717,3513,7233,1831,1726,3554,1758,1638,3397,1637,1504,3142,1642,1449,3091,1467,1337,2807,1419,1320,2738,3322,3095,6413,3311,3157,6469,3233,3058,6293,3943,3743,7678,3388,3401,6788,3304,3362,6665,4130,3784,7917,4027,3910,7941,3748,3723,7469,3490,3171,6663,3763,3595,7357,3984,3746,7731,2131,1927,4060,2704,2482,5187,3211,3090,6302,1099,1082,2183,1270,1281,2549,1623,1601,3224,241,393,641,399,467,864,484,620,1108,282,261,549,272,348,619,69,35,103,2528,2659,5193,2474,2589,5062,2484,2618,5098,27,22,50,27,12,37,16,19,29,27,25,54,44,25,74,40,25,64,2587,2709,5296,2543,2631,5174,2536,2664,5200,21871,20803,42680,20855,20034,40890,20729,20161,40892,3761,3656,7418,3763,3977,7741,3589,3999,7579,24158,23185,47346,22955,22356,45317,22452,22200,44652,1400,1473,2873,1650,1853,3505,1721,1932,3657,23523,22780,46304,22995,22508,45501,22960,22808,45771
59797,377,34,415,405,27,431,455,58,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,3,6,33,8,38,16,0,23,25,11,31,139,9,152,124,6,124,99,14,116,102,5,105,119,3,123,157,11,170,69,6,69,95,6,104,103,9,109,31,0,30,40,4,44,55,3,62,4,4,6,7,0,7,14,4,18,3,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,431,31,459,358,105,464,143,16,164,5,0,5,5,0,5,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,0,11,7,3,9,212,22,235,182,13,191,131,24,151,108,7,113,162,6,167,132,14,148,284,23,311,289,18,307,206,29,232,35,5,36,48,3,56,60,4,66,260,26,287,249,17,270,189,29,216
59999,4282,3010,7294,3535,2417,5950,4639,3416,8055,126,132,259,81,79,163,149,153,300,183,163,343,119,117,236,244,230,473,121,106,232,87,65,153,118,147,261,335,278,614,257,245,503,295,256,562,916,631,1544,773,536,1310,822,692,1512,731,414,1146,604,304,910,926,613,1543,680,415,1091,639,324,961,842,468,1313,722,613,1339,535,437,978,667,477,1144,387,220,608,376,254,636,444,316,758,67,33,93,57,38,95,118,38,155,6,12,16,9,12,22,14,16,30,0,0,0,0,0,0,0,0,0,243,184,429,323,238,562,786,677,1464,6,7,13,7,3,15,11,0,11,10,0,18,10,3,11,13,5,19,261,195,457,342,244,587,819,683,1495,2433,1803,4238,2137,1377,3512,2708,2061,4775,1323,958,2285,851,636,1484,775,656,1431,3048,2285,5334,2255,1559,3820,2185,1896,4079,381,320,703,308,274,586,243,244,486,2641,2011,4654,2135,1447,3580,2120,1823,3943
60101,7764,8251,16012,8348,8721,17072,9511,10076,19589,677,703,1385,700,642,1341,727,646,1374,1403,1289,2689,1383,1249,2632,1516,1505,3016,544,585,1132,624,578,1198,624,557,1182,439,514,949,490,624,1114,615,674,1286,935,1154,2088,1003,1209,2215,1313,1522,2838,1077,1176,2251,1060,1153,2213,1158,1297,2452,1018,1088,2103,1059,1073,2126,1169,1249,2414,938,965,1905,1005,1134,2139,1050,1148,2196,516,482,995,710,684,1390,885,951,1838,175,201,382,262,285,544,388,419,809,38,96,134,50,94,145,72,114,186,0,8,6,8,10,15,4,7,9,475,522,997,676,699,1378,945,1016,1956,51,62,111,55,58,112,70,77,152,33,37,69,29,43,67,55,50,109,553,612,1168,760,797,1562,1070,1149,2215,6839,7258,14100,7274,7585,14863,8285,8816,17098,413,403,807,427,414,839,641,638,1276,7231,7620,14860,7633,7956,15590,8662,9161,17819,152,168,319,156,188,345,325,365,695,7065,7519,14580,7648,7970,15620,8712,9274,17986
60102,24222,25420,49645,25490,27110,52600,28816,30350,59161,1654,1574,3231,1606,1504,3108,1637,1559,3199,3175,2908,6083,3241,3128,6372,3632,3374,7011,1610,1474,3085,1585,1431,3016,1560,1491,3046,1420,1291,2712,1423,1315,2734,1621,1476,3098,2765,2923,5687,2942,3118,6055,4259,4178,8430,3206,3385,6589,3156,3391,6550,3708,3910,7616,3418,3699,7117,3376,3668,7037,3419,3643,7057,3216,3449,6666,3427,3763,7190,3486,3935,7423,2121,2387,4502,2746,3040,5791,3137,3545,6679,1220,1561,2784,1451,1825,3278,1766,2207,3976,417,774,1192,534,933,1464,599,1028,1630,47,85,132,57,89,148,22,34,55,649,643,1289,866,843,1705,1183,1135,2319,48,51,94,58,51,109,61,41,102,39,20,60,44,44,86,57,86,141,734,711,1451,964,935,1895,1297,1264,2567,20616,21809,42425,21550,22887,44435,23520,24847,48365,2447,2496,4948,2571,2750,5321,4146,4289,8437,22091,23632,45728,22823,24640,47467,24680,26620,51292,843,916,1762,989,1153,2139,2489,2544,5034,21909,23514,45425,22898,24872,47773,25021,27064,52084
60103,24753,26501,51255,25739,27416,53155,28595,29410,58008,1760,1642,3408,1653,1570,3221,1625,1498,3129,3223,3120,6339,3297,3204,6507,3379,3199,6584,1779,1662,3445,1683,1667,3350,1521,1473,2992,1611,1682,3296,1637,1567,3201,1755,1749,3505,3136,3272,6409,3408,3553,6958,5512,5099,10605,3208,3356,6561,3091,3337,6427,3747,3735,7485,3482,3714,7200,3462,3628,7086,3197,3366,6567,2868,3140,6012,3318,3483,6805,3343,3489,6840,2057,2407,4468,2295,2816,5109,2520,2950,5472,1237,1733,2966,1413,1786,3198,1459,1991,3449,379,766,1145,480,809,1291,533,860,1395,38,49,87,58,89,143,25,23,47,893,1006,1896,1098,1222,2321,1383,1523,2904,89,92,180,69,61,133,63,85,148,45,50,93,49,58,115,86,86,174,1023,1148,2174,1222,1349,2572,1539,1691,3229,21038,22421,43464,20846,21977,42822,21247,22330,43579,2516,2813,5335,2937,3256,6193,5847,5562,11402,22171,23730,45907,21946,23230,45175,22134,23285,45416,1589,1784,3372,2119,2371,4488,5032,4619,9651,22581,24257,46841,22828,24338,47160,23162,24533,47692
60104,14974,16112,31087,15774,17105,32885,17648,18997,36641,1122,1020,2140,1019,1052,2067,1017,921,1941,2247,2148,4403,2430,2201,4632,2428,2343,4774,1067,1062,2133,1051,982,2031,1189,1066,2250,864,829,1691,835,789,1623,968,912,1880,1632,1735,3365,1737,1912,3649,2308,2447,4761,1937,2287,4217,1911,2235,4151,2293,2549,4838,2082,2384,4467,2113,2357,4472,2188,2533,4720,1979,2131,4110,2050,2403,4449,2035,2344,4373,1192,1294,2490,1610,1753,3366,1882,2210,4095,656,848,1498,778,983,1761,1050,1207,2257,195,384,573,245,433,682,291,467,756,57,75,131,57,105,161,18,25,40,438,438,876,554,547,1103,723,688,1415,21,20,44,16,17,33,18,14,37,6,7,18,15,14,31,28,21,51,469,472,933,585,578,1170,774,723,1498,11993,12809,24803,12479,13454,25926,13440,14284,27721,2520,2778,5297,2525,2862,5385,3697,4149,7839,13770,14690,28465,14161,15261,29424,15165,16218,31386,787,951,1744,902,1153,2055,1955,2226,4180,13679,14723,28406,14241,15470,29712,15462,16645,32108
60105,23831,24977,48807,24635,25924,50558,26845,28319,55163,1237,1167,2406,1180,1105,2283,1125,1076,2200,2500,2267,4768,2565,2395,4965,2659,2490,5153,1503,1540,3045,1471,1540,3010,1465,1443,2910,2606,2528,5131,2297,2278,4579,2063,2099,4159,3454,3406,6854,3980,3835,7819,5391,5373,10765,3074,3319,6393,3039,3318,6351,3401,3593,6997,3251,3526,6771,3168,3383,6547,3187,3448,6634,3088,3157,6244,3080,3325,6411,2983,3331,6314,1712,1807,3514,2270,2427,4696,2723,2962,5691,1005,1382,2392,1112,1389,2501,1380,1636,3022,404,888,1292,470,933,1404,463,864,1331,339,376,714,493,599,1093,257,86,341,282,288,570,333,329,661,406,420,825,12,13,27,13,12,21,17,13,25,0,7,9,18,13,29,10,3,19,290,312,607,361,347,707,433,439,871,17435,18766,36197,17468,18484,35949,18065,19062,37124,5095,5118,10212,5589,5908,11501,7665,8125,15791,19553,20866,40416,19448,20524,39969,20090,21275,41365,3025,3104,6129,3658,3940,7607,5554,5873,11428,20236,21654,41892,20241,21523,41768,21064,22367,43430
60106,7340,7506,14852,7943,8141,16085,9106,9414,18515,489,508,1004,508,461,972,504,511,1014,983,934,1916,1012,975,1991,1098,1092,2191,507,441,951,471,488,961,510,427,941,384,378,761,409,385,791,456,437,894,778,825,1597,874,912,1785,1139,1218,2356,943,1088,2036,905,983,1887,1096,1169,2272,1154,1175,2337,1115,1206,2321,1063,1204,2267,1029,1028,2053,1198,1248,2448,1376,1416,2794,640,627,1267,955,881,1833,1183,1186,2373,344,364,714,376,430,812,521,568,1087,80,130,217,119,166,289,154,185,336,4,11,19,15,20,41,9,5,10,236,244,482,284,263,544,388,387,770,24,15,38,21,26,46,25,18,44,25,24,48,22,17,40,12,13,27,282,279,563,327,303,634,420,423,844,6325,6453,12772,6692,6803,13488,7555,7768,15324,657,693,1355,694,738,1428,923,1030,1953,6907,7086,13989,7321,7430,14755,8241,8497,16740,139,154,294,154,206,361,322,384,706,6755,6917,13670,7221,7375,14594,8251,8557,16809
60201,38088,40955,79041,38953,41963,80916,42323,45021,87345,2608,2429,5037,2399,2317,4717,2316,2287,4599,4937,4828,9767,4914,4780,9692,5272,5000,10268,3013,2865,5879,2809,2638,5451,2542,2496,5032,2949,2814,5765,3123,2897,6023,2928,2770,5698,4696,5011,9702,4899,4985,9879,6643,6391,13036,4993,5453,10451,4581,5119,9703,5098,5434,10529,5016,5469,10481,5104,5579,10674,5092,5660,10755,4470,4811,9281,4633,5269,9897,4858,5398,10249,2982,3451,6433,3817,4318,8131,4171,4921,9085,1779,2485,4268,1936,2624,4557,2560,3163,5725,641,1347,1988,740,1444,2187,856,1504,2357,202,200,397,262,258,527,94,81,170,1006,1083,2083,1195,1249,2452,1474,1581,3055,41,58,98,47,55,102,60,81,136,23,31,57,30,48,79,52,66,118,1064,1165,2235,1276,1353,2630,1579,1726,3303,31808,34455,66263,31173,33693,64866,33288,35917,69204,4596,4788,9390,5000,5195,10189,6976,7098,14077,34605,37424,72032,33685,36450,70132,35742,38630,74371,2075,2167,4240,2717,2754,5475,4594,4449,9037,34415,37205,71612,34110,36934,71041,36525,39579,76108
60202,10819,11186,22007,11142,11303,22447,12107,12150,24254,667,620,1289,565,516,1079,585,515,1100,1470,1417,2883,1408,1298,2709,1460,1324,2786,714,690,1401,695,681,1377,659,600,1262,413,437,849,491,453,944,562,543,1101,819,974,1797,904,1006,1914,1189,1151,2340,1309,1476,2789,1096,1221,2320,1126,1307,2433,1703,1794,3493,1598,1688,3285,1518,1625,3138,1800,1819,3617,1896,1937,3833,1980,2080,4061,1220,1169,2386,1609,1537,3149,1901,1818,3719,566,576,1143,688,703,1388,924,911,1836,138,227,362,190,261,455,211,264,474,28,28,61,20,28,47,31,11,48,228,242,474,285,326,616,370,410,777,25,18,43,17,12,32,26,27,54,11,13,26,16,21,40,22,31,50,261,271,538,325,362,689,410,470,882,8995,9326,18317,8941,8991,17930,9749,9760,19509,1294,1378,2671,1269,1349,2621,1528,1571,3102,10206,10583,20785,10181,10292,20466,11059,11129,22190,203,242,441,216,253,468,349,360,712,9929,10317,20243,10005,10119,20121,10911,10988,21905
60203,18356,18151,36511,18668,18454,37122,19905,19694,39600,1102,1063,2167,992,884,1880,997,907,1906,2421,2327,4752,2202,2183,4389,2263,2099,4359,1203,1053,2255,1061,917,1978,1027,921,1941,709,744,1445,897,798,1689,877,806,1678,1527,1666,3197,1519,1718,3237,1932,1984,3919,2145,2400,4546,1854,2011,3866,1940,2076,4015,2909,2824,5731,2676,2698,5370,2445,2623,5066,3047,2803,5851,3211,3105,6315,3278,3346,6625,2080,1932,4003,2742,2519,5255,3229,2903,6134,977,980,1954,1225,1178,2405,1513,1528,3042,242,363,607,292,436,730,411,500,912,50,63,116,50,47,97,58,34,91,555,590,1147,573,607,1175,755,790,1547,33,32,59,45,30,74,33,30,66,15,30,38,13,21,39,30,31,67,598,645,1247,626,659,1290,823,852,1674,15641,15541,31181,15160,14943,30106,16397,16178,32572,1767,1773,3534,1716,1815,3523,1984,2119,4102,17393,17240,34633,16898,16711,33605,18136,18019,36158,276,344,622,305,363,672,491,533,1021,16892,16799,33691,16706,16535,33245,18057,17932,35990
