SA3_CODE_2021,C21_450_549_1PF_CU15_DS,C21_450_549_1PF_CU15_NDS,C21_450_549_1PFnoCU15_DS,C21_450_549_1PF_NDCO,C21_450_549_Tot,C21_550_649_1PF_CU15_DS,C21_550_649_1PF_CU15_NDS,C21_550_649_1PFnoCU15_DS,C21_550_649_1PF_NDCO,C21_550_649_Tot,C21_650_749_1PF_CU15_DS,C21_650_749_1PF_CU15_NDS,C21_650_749_1PFnoCU15_DS,C21_650_749_1PF_NDCO,C21_650_749_Tot,C21_750_849_1PF_CU15_DS,C21_750_849_1PF_CU15_NDS,C21_750_849_1PFnoCU15_DS,C21_750_849_1PF_NDCO,C21_750_849_Tot,C21_850_949_1PF_CU15_DS,C21_850_949_1PF_CU15_NDS,C21_850_949_1PFnoCU15_DS,C21_850_949_1PF_NDCO,C21_850_949_Tot,C21_950over_1PF_CU15_DS,C21_950over_1PF_CU15_NDS,C21_950over_1PFnoCU15_DS,C21_950over_1PF_NDCO,C21_950over_Tot,C21_Rns_1PF_CU15_DS,C21_Rns_1PF_CU15_NDS,C21_Rns_1PFnoCU15_DS,C21_Rns_1PF_NDCO,C21_Rns_Tot,C21_Tot_1PF_CU15_DS,C21_Tot_1PF_CU15_NDS,C21_Tot_1PFnoCU15_DS,C21_Tot_1_pa_f_NDCO,C21_Tot_Tot
51104,0,10,0,4,16,0,3,0,0,3,0,3,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,16,4,9,33,127,691,110,226,1154
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,3,25,6,5,35,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,7,20,79,557,59,166,860
60102,20,82,14,26,144,4,22,5,15,49,3,3,0,7,11,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,6,28,3,11,41,119,680,121,296,1212
60103,9,86,24,41,155,4,15,6,7,30,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,3,9,57,168,914,191,412,1685
60104,11,67,11,14,105,13,14,5,4,34,0,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,14,68,305,75,122,574
60105,5,66,21,23,122,8,20,19,11,61,5,4,3,6,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,8,5,10,20,57,305,112,148,620
60106,8,21,0,9,33,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,7,38,173,27,57,293
60201,27,55,17,18,121,4,5,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,5,25,55,209,1300,246,525,2278
60202,0,3,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,171,23,67,305
60203,4,6,0,5,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,19,64,403,48,152,666
60301,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,16,75,10,17,120
60302,0,9,0,5,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,13,26,160,28,54,261
60303,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,40,13,20,81
60401,0,3,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,12,33,120,687,129,300,1229
60402,3,6,0,0,11,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,3,11,39,108,658,112,261,1146
60403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,24,159,10,54,247
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,0,39,12,31,89,9,23,3,13,51,5,9,3,11,20,0,6,0,0,10,0,0,0,0,3,0,6,0,6,6,0,11,0,0,13,28,267,61,119,479
70102,23,81,22,51,174,4,37,15,9,65,3,17,0,7,21,0,8,3,5,14,0,3,0,0,5,0,4,0,0,5,0,31,5,18,61,93,685,119,283,1179
70103,8,16,5,8,32,4,8,4,3,14,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,10,13,86,10,32,151
70104,22,118,9,47,198,14,40,4,21,84,3,21,3,8,34,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,4,34,0,12,54,105,698,69,236,1105
70201,9,61,3,16,98,8,22,5,15,39,0,13,0,5,21,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,47,3,25,80,86,728,40,287,1137
70202,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,14,27,16,170,7,57,254
70203,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,10,27,28,415,23,226,694
70204,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,17,40,43,321,29,185,576
70205,3,11,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,9,43,53,470,27,172,729
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,35,196,48,98,381,24,78,32,38,169,7,26,0,13,50,4,6,3,5,16,0,0,0,0,4,0,0,3,0,10,8,36,7,28,84,179,845,211,456,1695
80103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,19
80104,34,195,29,67,327,26,115,39,50,229,10,40,13,23,85,4,9,0,3,20,0,4,0,4,8,0,0,0,3,4,4,21,14,15,52,147,779,160,289,1373
80105,0,60,24,25,112,0,57,20,22,102,0,19,7,5,27,6,10,8,0,13,0,0,3,3,4,3,5,3,0,12,8,10,3,3,21,46,344,112,185,696
80106,3,44,25,22,93,8,17,9,13,48,5,9,8,9,26,3,15,6,3,24,0,3,5,0,11,5,12,0,0,18,0,0,3,4,13,40,178,93,84,391
80107,35,189,57,108,378,23,68,20,30,139,8,17,6,5,39,0,5,3,3,11,3,4,0,0,8,0,3,0,0,3,8,32,0,26,67,204,779,185,426,1593
80108,5,37,13,28,77,5,24,12,10,49,0,4,0,7,12,0,4,3,0,5,0,0,0,0,0,0,6,0,0,6,0,7,0,4,11,40,156,45,101,341
80109,13,67,23,25,127,4,49,13,18,81,11,22,8,7,42,0,7,0,0,13,4,6,0,7,19,0,0,0,4,4,0,10,0,5,20,52,273,71,125,524
80110,0,15,4,3,20,0,10,0,3,10,0,9,0,0,11,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,106,13,29,153
80111,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,18
90102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
90103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,25
90104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,3,3,31
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
