SA3_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
12202,7078,3702,2658,5081,5696,5090,3860,2237,1131,36532,14,12,25,21,19,10,0,0,0,108,23,18,27,20,19,0,3,0,0,112,35,17,12,29,34,35,19,3,0,194,0,0,0,0,0,0,0,0,0,3,11,11,22,8,8,7,0,0,0,63,36,31,28,21,29,31,8,5,0,197,44,41,53,30,35,37,9,5,0,261,3225,1881,1600,2206,2176,1946,960,446,192,14617,906,555,390,621,656,635,394,230,192,4592,11419,6299,4853,8175,8795,7875,5280,2938,1521,57153,70,39,73,104,116,117,65,9,0,597,1824,969,617,1371,1833,1974,1971,1192,549,12302,0,0,0,0,0,0,0,0,0,0,89,42,62,66,63,87,69,31,15,517,0,0,0,0,0,0,0,0,0,0,3060,1652,965,1621,2055,1618,1308,763,291,13324,0,3,0,0,0,5,0,0,0,17,105,73,44,79,116,92,71,58,22,669,31,16,31,40,27,19,10,7,8,191
12203,18028,9314,10261,14660,13109,10311,8355,5700,3108,92850,139,133,293,132,90,39,20,11,3,852,174,136,174,149,134,69,27,10,5,883,98,51,51,102,66,63,47,37,10,524,0,0,0,0,0,0,0,0,0,3,44,77,133,27,16,18,12,5,5,326,77,59,101,109,101,61,23,3,0,537,124,140,232,139,116,74,32,10,5,866,7416,3900,5147,5973,4304,2736,1462,791,359,32082,2032,1103,1502,1660,1376,1002,691,533,373,10276,28311,15020,18066,23374,19659,14565,10741,7126,3873,140740,284,271,413,599,517,336,131,59,7,2616,4139,2072,1754,3464,4107,3169,3353,2227,1464,25748,4,0,0,5,0,0,0,0,0,9,217,135,177,156,207,182,135,95,50,1353,0,0,0,0,0,0,0,0,4,4,9000,4306,3982,5668,5639,3734,3023,2061,974,38382,12,0,12,7,11,11,5,9,5,66,431,230,259,375,390,275,171,108,53,2280,68,40,57,64,45,45,40,15,3,378
12301,9950,5262,5402,6950,5538,4132,2242,1238,617,41331,72,25,51,69,33,13,10,0,0,271,153,65,82,87,40,12,12,4,0,458,14,3,11,4,5,8,0,0,0,47,0,0,0,0,0,0,0,0,0,0,9,12,12,11,8,4,3,0,0,59,34,15,17,29,15,14,6,0,0,118,39,23,29,41,25,19,10,0,0,181,2051,1220,1098,1099,752,453,180,69,29,6958,643,381,340,386,309,209,138,113,56,2569,13011,7046,7085,8708,6786,4871,2591,1434,707,52235,116,68,104,144,102,56,33,4,3,632,2863,1655,1659,2297,2177,1762,1353,661,308,14721,6,7,5,3,5,0,0,0,0,38,185,102,81,139,148,85,66,32,25,870,36,25,19,18,17,14,5,7,9,146,5508,2859,2690,3259,2701,1919,1119,520,214,20780,5,6,3,10,11,4,7,0,3,56,242,130,142,180,155,74,40,14,4,991,35,33,21,30,36,44,19,15,8,240
12302,19432,15076,12863,12738,14972,13978,6893,3163,1005,100107,1070,546,891,864,617,294,123,38,8,4444,2674,1305,1455,1227,977,445,188,49,8,8330,8,10,6,7,7,8,6,3,4,70,0,6,3,0,4,0,0,0,0,17,150,96,203,94,56,43,14,5,5,657,69,79,105,91,79,49,20,5,5,496,226,176,314,189,137,85,32,15,5,1170,5338,3412,3267,2339,1950,1429,510,199,39,18483,2783,1761,1519,1316,1372,1094,580,377,288,11090,32153,22754,20830,19292,20617,17726,8478,3896,1379,147126,680,517,640,722,618,504,256,81,25,4049,3377,2683,2670,2876,3352,4188,3081,1237,470,23929,13,6,18,7,0,6,5,0,0,59,472,286,278,305,326,356,256,108,20,2414,59,37,45,33,21,10,22,8,3,238,8522,6008,5434,5217,5646,5638,3744,1548,480,42234,22,10,22,16,19,26,17,8,0,138,531,325,381,394,415,364,246,102,25,2778,96,83,179,182,140,125,133,45,24,1016
12303,5934,3527,2723,4175,4188,3592,2138,1008,349,27626,0,4,4,3,3,10,3,0,0,24,32,22,25,23,15,11,8,0,0,121,6,5,0,8,0,7,0,3,0,25,4,0,0,0,0,3,0,0,0,16,0,0,4,0,4,0,0,0,0,14,8,4,14,20,11,14,0,0,0,87,17,6,18,25,19,18,0,6,0,105,1671,959,759,821,730,547,221,94,30,5839,584,374,283,352,325,289,147,97,37,2475,8266,4919,3844,5440,5307,4482,2518,1214,423,36399,37,14,27,55,39,28,7,0,0,206,2217,1288,1047,1607,1734,1566,1264,597,207,11520,0,0,0,0,0,0,0,0,0,4,68,31,53,49,40,82,69,31,3,426,30,28,31,6,27,4,4,11,0,132,2718,1618,1359,1675,1645,1337,911,390,129,11779,0,0,3,4,6,6,0,4,0,24,106,53,63,67,76,63,36,22,4,486,22,11,22,13,21,22,18,14,3,140
12401,8527,4922,3740,5820,7056,7089,4701,2655,1193,45709,16,9,25,27,30,41,13,3,0,163,44,22,35,32,18,18,7,7,0,176,15,4,11,31,16,33,28,13,4,158,4,4,0,6,3,4,0,0,0,33,4,0,6,0,0,0,0,0,0,12,76,56,82,132,124,107,41,6,6,621,88,66,89,136,128,108,41,6,6,660,4520,2716,2283,3123,3055,2868,1275,521,160,20529,1396,880,682,966,1082,1017,613,317,182,7125,14770,8726,6975,10376,11619,11405,6738,3531,1554,75697,96,76,122,161,191,208,136,25,0,1021,1864,1110,797,1448,1872,2299,2038,1121,523,13066,0,0,5,0,0,0,0,0,0,4,364,268,196,217,271,332,236,115,64,2055,57,41,38,23,14,15,14,3,5,227,2976,1760,1232,1801,2215,2220,1815,831,303,15156,10,0,0,11,12,21,12,13,6,83,103,56,28,70,97,78,63,44,14,548,40,33,25,39,40,58,29,27,8,292
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,19211,12317,12364,13382,12849,11652,6116,3090,1222,92201,268,148,246,234,162,100,37,18,4,1219,451,244,312,237,158,118,55,26,0,1599,0,7,7,3,8,5,8,0,0,43,9,4,5,0,6,4,0,0,0,29,149,110,175,75,67,32,10,9,0,619,48,66,82,88,56,42,27,12,0,430,196,185,259,166,127,77,43,18,0,1074,5223,3383,3675,2641,1841,1246,490,183,73,18755,1859,1307,1410,1149,1076,913,510,277,116,8621,27368,17729,18440,18025,16412,14230,7298,3622,1414,124540,210,150,290,298,235,149,73,16,4,1431,4725,2959,3241,3963,3985,4019,3011,1385,632,27917,18,9,11,8,14,9,0,3,0,73,209,144,210,189,174,209,165,64,22,1394,103,73,59,47,34,20,17,9,3,361,10273,6142,5974,6158,5588,4763,3245,1396,477,44021,22,16,13,21,29,30,30,6,3,162,406,212,226,276,289,202,198,105,33,1939,42,29,41,44,41,59,48,15,10,333
12404,5419,3755,3302,3634,3709,2961,1855,1089,490,26214,12,9,26,11,4,5,9,0,0,74,39,26,27,18,23,15,7,0,0,151,0,3,0,0,9,10,4,0,0,28,0,0,0,0,0,0,0,0,0,10,5,0,6,0,0,0,0,0,0,15,27,16,25,25,23,20,3,0,0,153,34,20,31,28,26,20,9,3,0,172,1504,1123,984,712,654,378,146,82,31,5614,567,703,511,476,367,297,176,97,56,3258,7591,5682,4932,4899,4838,3722,2220,1276,585,35752,31,23,55,45,19,45,18,9,0,247,1199,875,819,1028,1293,1117,897,601,264,8085,0,4,0,0,0,0,0,3,0,6,153,86,94,79,82,80,68,37,7,678,47,40,23,18,23,12,12,3,0,174,2254,1534,1337,1246,1428,1093,811,377,152,10232,4,3,8,7,6,13,7,3,0,55,86,60,62,62,78,68,42,39,8,510,18,15,6,15,13,10,11,10,3,103
12405,7654,5897,5202,5262,5991,4765,2316,1086,328,38502,209,126,173,147,142,79,25,13,4,921,477,259,288,234,195,126,67,15,4,1662,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,53,28,69,28,29,13,6,6,0,222,11,17,30,19,36,19,10,4,0,140,63,46,105,48,59,30,12,7,0,363,1816,1252,1198,790,725,422,158,57,20,6446,880,560,523,448,481,342,207,124,90,3649,11188,8205,7576,6997,7697,5838,2805,1311,449,52060,108,75,112,115,101,94,22,5,6,636,1346,853,901,1104,1294,1448,906,332,135,8325,4,5,3,5,0,6,4,0,4,31,76,63,99,58,86,96,38,14,4,541,0,0,0,0,4,0,3,0,0,11,3631,2647,2482,2305,2457,2349,1399,603,202,18066,9,5,17,0,14,15,9,0,0,79,231,162,143,178,158,150,111,71,21,1233,40,48,31,35,38,23,17,11,0,239
12501,4254,3304,4132,3617,3408,2955,1886,1306,652,25514,499,660,1513,448,304,221,86,42,12,3785,5684,3401,3820,2603,1756,959,491,147,16,18878,5,4,5,6,4,4,6,0,0,36,0,0,0,0,0,0,0,0,0,3,66,144,294,51,12,16,5,0,3,605,31,24,45,34,27,19,12,0,0,195,97,175,338,84,47,44,12,5,3,803,1929,1800,2378,1566,1622,996,358,161,47,10867,1307,1298,1923,1179,944,555,267,150,58,7674,14631,11608,15204,10578,9405,6617,3460,2044,873,74420,592,694,1260,889,1117,1064,447,204,83,6347,273,213,389,332,366,447,321,201,162,2701,4,0,3,3,0,0,0,0,0,18,185,112,181,204,147,148,50,28,17,1074,11,8,11,7,5,0,0,0,0,36,2168,1539,2340,1842,1758,1508,1116,688,346,13320,0,0,3,0,0,0,0,0,0,16,140,94,170,172,152,129,189,148,49,1244,11,19,22,17,26,30,14,4,3,141
12502,6725,4486,3683,5012,5334,4455,3384,2279,784,36141,314,219,235,266,259,164,68,31,10,1563,412,326,286,235,243,117,51,19,5,1692,18,3,19,8,13,14,4,10,0,89,0,0,0,0,0,0,0,0,0,0,26,22,37,17,15,9,5,3,0,129,35,81,88,88,73,50,21,22,7,463,56,98,119,105,92,58,29,24,7,588,2638,1932,1861,1927,2041,1220,595,297,49,12552,739,519,520,540,546,414,324,288,189,4074,11294,7893,7134,8597,9149,6833,4627,3015,1054,59597,374,269,430,539,564,449,224,72,24,2960,872,570,498,708,915,902,868,668,372,6373,6,0,0,3,0,0,0,0,0,12,303,247,182,233,275,259,126,89,31,1743,66,44,53,32,26,15,15,6,9,272,3319,2004,1621,2136,2160,1820,1329,863,301,15550,26,13,20,17,22,17,13,14,0,148,243,127,102,175,195,125,115,91,22,1191,13,4,20,12,15,13,9,8,0,92
12503,14392,10172,10099,10118,9916,9274,6601,4459,1840,76876,748,464,1470,598,325,228,95,45,7,3990,8458,4372,4726,3223,2038,1089,438,159,21,24525,0,9,6,3,10,11,4,3,0,42,0,0,0,0,3,0,0,0,0,4,104,139,382,56,18,23,7,0,0,729,140,98,123,124,86,80,32,10,3,692,246,239,507,178,111,96,45,10,3,1434,2095,1779,2015,1566,1625,1027,405,279,95,10882,2165,1497,1789,1314,1177,937,560,484,237,10165,29438,19550,21675,18311,16719,13692,8558,5712,2257,135919,1024,897,984,1136,1385,1323,571,272,134,7731,804,635,780,847,1073,1433,1411,856,545,8396,37,23,31,18,39,40,17,14,4,230,347,226,314,253,221,213,162,78,31,1846,6,3,10,0,3,5,0,0,0,27,8747,5634,5766,5789,5601,4819,4007,2376,1140,43875,12,9,11,12,9,16,11,5,7,87,892,612,593,749,657,498,532,329,83,4944,45,34,52,59,54,53,32,20,9,354
12504,10680,6974,9184,9204,7944,7280,5659,3571,1753,62249,4474,1840,7912,3126,1198,652,286,144,21,19646,1805,1102,1761,1126,639,364,185,66,10,7065,23,3,17,26,8,12,7,3,11,112,6,0,4,0,0,5,0,0,0,12,359,441,1175,237,80,43,14,12,0,2359,181,128,327,168,128,73,38,20,9,1081,550,575,1506,407,204,119,53,32,4,3450,3169,2671,4028,2828,2424,1462,692,365,102,17743,1738,1563,2561,1491,1136,790,480,405,363,10522,22966,15168,27831,18943,14226,11130,7530,4691,2291,124777,412,387,849,740,595,478,235,94,40,3833,1340,864,1026,1367,1409,1443,1615,1031,649,10755,11,5,8,11,15,3,5,0,0,57,270,148,307,279,230,202,164,96,33,1739,26,9,30,8,6,5,0,6,0,96,5691,3161,4206,4309,3652,3062,2557,1622,718,28971,29,14,31,25,12,22,16,6,11,160,419,214,275,392,350,270,225,238,82,2457,55,27,58,54,27,33,23,10,4,302
12601,4755,3481,2193,3255,3991,3320,2402,1717,804,25916,351,276,324,287,339,168,42,24,19,1834,108,73,101,78,59,42,5,0,0,476,11,8,5,10,10,18,3,5,3,77,0,0,0,0,0,0,0,0,0,0,27,16,17,22,20,11,0,6,0,121,34,34,27,35,43,28,8,0,0,215,64,49,53,59,60,44,9,3,0,338,1798,1956,1416,1383,1692,1223,530,267,73,10327,384,373,271,265,328,312,187,131,61,2305,7692,6439,4591,5606,6851,5357,3286,2200,974,43006,238,212,281,338,384,315,166,53,27,2020,1009,664,319,625,913,804,748,580,342,5999,0,0,0,0,0,0,0,0,0,0,260,213,126,168,222,228,132,76,27,1454,43,22,33,15,9,24,6,14,8,178,1797,1124,708,1117,1290,1027,739,468,205,8466,6,5,7,5,7,22,10,4,0,81,77,38,42,58,74,38,56,29,13,417,5,8,0,8,5,5,4,0,0,36
12602,12853,8435,8596,10547,10020,8487,6023,4834,2476,72271,516,374,1082,442,284,214,100,52,18,3088,509,413,611,373,216,159,71,36,5,2391,58,30,43,69,50,83,82,107,225,745,0,0,6,0,0,0,0,0,0,7,81,77,160,57,35,18,8,0,0,444,44,59,85,84,73,58,28,17,5,459,129,138,251,144,110,73,33,21,7,904,4232,5258,5360,3977,3585,2487,1076,631,199,26800,1355,1505,1503,1092,1074,831,526,414,238,8545,20177,16923,18532,17498,16115,12913,8202,6262,3214,119844,497,589,1211,1004,733,605,395,203,47,5287,1657,1144,1064,1457,1850,1786,1505,1043,752,12257,4,0,5,3,0,0,0,0,0,22,359,224,416,321,285,287,179,121,86,2283,26,15,18,14,9,17,4,0,8,123,6811,4524,4079,4763,4767,3851,2982,2098,1174,35045,18,5,14,22,5,13,11,8,7,101,628,405,327,474,608,352,296,268,80,3442,25,28,23,35,34,30,22,14,11,214
12701,11300,7762,6269,7573,7724,5466,3280,1637,423,51438,557,383,430,438,488,226,79,42,6,2659,2796,1266,1287,997,786,445,176,45,6,7806,0,0,0,0,4,0,0,0,0,8,0,4,0,0,0,0,0,0,0,9,19,15,25,13,9,15,0,0,0,100,148,110,95,75,85,54,18,5,0,594,166,130,124,88,97,65,19,7,4,697,1580,1040,875,739,647,406,154,79,17,5537,1449,898,738,732,756,533,351,163,48,5674,19302,12499,10680,11723,11654,7799,4245,2050,525,80481,1314,1037,1016,1134,1214,941,362,115,38,7169,1255,946,938,1013,1239,1087,748,539,116,7874,463,213,346,279,210,218,103,38,16,1879,197,144,123,141,132,146,83,22,6,1000,3,0,0,0,3,4,0,0,0,13,8104,5290,4823,4874,4872,3646,2390,1204,382,35588,10,6,0,13,4,11,10,4,3,63,955,657,619,704,713,473,293,148,36,4597,66,42,44,59,59,48,29,12,0,356
12702,19132,14702,12519,13102,14232,12558,8342,5238,1547,101378,202,175,243,170,191,135,59,12,3,1199,2320,1204,1231,957,741,500,206,67,7,7236,0,0,4,4,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,17,27,60,8,8,0,3,0,0,120,255,232,201,150,176,120,54,30,7,1224,271,254,263,160,181,117,61,29,7,1353,3000,2622,2346,1670,1702,1215,490,321,73,13437,2382,1544,1337,1321,1341,1104,661,408,154,10253,35407,26354,23449,23952,25440,20126,11543,7179,2181,175636,6375,5372,4854,5395,6740,5921,2544,1108,636,38945,674,688,662,645,1003,1258,1027,613,271,6845,1403,954,1015,947,1090,942,624,369,106,7451,409,321,297,270,264,296,144,77,33,2109,4,5,0,0,4,0,0,0,0,11,11316,8423,7163,7041,7902,7273,5400,3520,1180,59214,0,3,11,3,6,11,9,0,0,51,1161,825,860,994,981,1060,955,531,220,7590,93,89,76,87,86,87,83,37,15,650
12703,13060,8079,8642,9479,8664,6900,4516,2619,860,62810,1452,669,1313,1177,880,384,162,56,5,6103,3928,1813,2037,1679,1158,573,231,58,12,11483,5,4,5,4,4,10,6,0,0,31,0,0,0,0,0,0,0,0,0,0,137,52,147,86,29,21,18,4,0,494,684,495,434,357,292,185,133,36,7,2618,820,542,587,445,320,207,141,43,7,3112,2058,1592,1553,1215,1064,646,248,131,34,8544,1873,1160,1418,1094,985,789,466,306,143,8232,23977,14362,16130,15821,13740,9899,5908,3296,1081,104226,725,526,660,713,740,589,215,83,32,4285,1458,989,1014,1350,1427,1292,1162,652,313,9653,30,25,27,33,18,22,11,4,0,162,383,219,240,229,217,159,111,58,24,1630,0,0,0,0,0,0,0,0,0,4,6003,3803,3602,4047,4027,3209,2378,1435,552,29058,13,12,24,10,9,11,10,3,0,95,1540,953,1000,1280,1156,858,620,357,77,7836,36,39,35,39,41,34,32,25,8,293
12801,13610,8679,8881,10971,10692,9471,6995,5568,2365,77223,82,58,100,77,64,36,16,11,0,445,176,124,129,120,99,86,39,13,9,792,18,14,8,34,25,38,24,11,3,168,0,0,0,0,0,0,0,0,0,0,8,14,33,10,5,10,5,0,0,92,9,18,45,38,40,20,8,4,0,176,20,35,81,48,43,30,13,8,0,269,3524,2525,3071,2559,2299,1708,882,519,173,17259,1109,841,1097,889,908,744,583,481,283,6934,18683,12419,13559,14941,14386,12291,8619,6631,2838,104367,137,105,205,258,275,186,109,45,7,1331,2935,1846,1856,2706,3079,3329,3066,2116,1289,22234,4,0,0,0,0,0,0,0,0,3,268,149,159,215,235,192,164,94,44,1526,0,0,0,0,0,0,0,0,0,0,6531,4091,3659,4121,4413,3687,2768,1777,823,31875,20,11,18,16,13,8,12,6,5,112,1163,666,465,810,934,511,380,248,75,5254,31,20,16,19,27,15,12,21,7,173
12802,16045,10575,8509,11562,12064,10444,6259,3381,1425,80271,84,81,110,90,69,69,25,8,0,528,196,152,143,108,128,84,22,10,0,844,18,13,13,28,19,24,22,5,3,137,5,0,0,0,4,0,0,0,0,8,10,3,13,8,8,4,0,0,0,48,30,26,39,48,44,40,10,0,0,232,44,38,52,52,52,45,10,0,0,294,3964,2601,2604,2614,2283,1734,706,306,113,16919,1090,791,793,805,817,687,407,299,205,5892,21561,14358,12370,15443,15639,13232,7503,4037,1756,105902,95,98,145,229,180,165,84,21,9,1028,3615,2177,1994,3142,3222,3507,2905,1439,820,22809,0,0,0,0,0,0,0,0,0,0,455,278,251,286,372,341,227,122,49,2390,38,31,42,15,29,5,10,5,0,162,7352,4320,3233,4197,4497,3697,2635,1253,655,31836,61,26,33,35,26,28,23,9,3,249,799,543,411,591,692,442,288,148,36,3953,11,18,14,14,27,15,19,19,9,141
19797,0,0,0,7,6,22,28,23,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,7,0,0,20,0,0,0,0,3,0,3,5,0,13,4,3,0,11,11,25,27,25,0,115,0,0,0,3,0,6,4,5,0,14,9,0,0,8,6,11,17,10,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,10,4,10,10,16,24,37,10,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0
19999,510,803,1037,887,835,945,616,148,74,5855,11,8,52,14,6,3,3,0,0,94,63,40,85,37,27,4,0,0,0,254,0,5,9,6,6,9,3,0,3,37,0,5,4,0,3,0,0,0,0,9,0,0,8,0,0,0,0,0,0,9,3,16,27,21,13,18,5,0,0,99,3,23,38,23,15,18,5,0,0,118,373,695,719,437,351,261,152,30,7,3027,211,470,657,651,624,409,181,55,35,3289,1181,2077,2655,2102,1894,1676,971,240,124,12915,5,35,55,24,30,30,20,7,0,214,77,100,149,178,197,291,265,61,22,1337,0,0,0,0,0,0,0,0,0,8,7,12,21,8,4,8,13,4,0,84,0,0,0,0,0,0,0,0,0,0,113,205,344,233,248,249,184,52,14,1643,0,0,0,0,0,0,0,0,0,4,0,11,16,16,20,9,3,0,0,80,3,0,5,13,7,3,3,0,0,35
20101,10199,7929,5795,7364,8520,7822,5719,4008,1671,59031,57,38,112,57,19,4,6,0,0,300,91,69,113,49,19,11,0,0,0,338,0,7,0,0,4,13,9,4,0,36,0,4,9,0,0,0,0,0,0,17,19,28,46,11,4,7,0,0,0,109,28,72,52,62,44,41,11,4,0,313,50,99,100,77,51,43,11,4,0,436,6430,4883,4381,3704,2837,2101,870,414,147,25769,1854,1501,1192,1143,1085,1009,671,437,183,9074,18742,14614,11814,12500,12638,11082,7310,4873,2006,95582,104,111,134,120,129,101,46,11,6,764,1141,960,793,1145,1734,1831,1795,1092,526,11009,0,0,0,0,0,0,0,0,0,0,116,128,98,81,138,148,140,54,39,935,50,43,34,27,20,6,6,8,4,195,5648,3453,2802,3018,3364,2887,2273,1364,527,25336,187,115,66,108,126,136,127,82,28,968,62,51,35,73,49,46,44,30,11,396,40,38,27,35,36,40,32,19,4,275
