SA3_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,335,630,130,346,109,51,144,1813,3,0,11,32,16,85,70,26,11,9,3,26,290,0,0,0,4,7,23,38,8,11,4,0,17,116,0,0,0,0,0,9,23,26,15,10,11,16,108,12,7,23,43,47,111,125,42,19,16,4,56,501,0,0,0,0,0,0,3,0,0,0,0,542,560,32,11,54,117,161,919,2416,1541,1248,1243,516,1255,9523,0,5,7,41,104,317,357,102,74,35,9,108,1159,0,0,50,129,132,185,94,26,10,3,3,54,702,0,0,6,10,10,22,21,3,5,0,0,17,105,8,3,36,39,17,22,19,4,5,0,0,11,166,25,12,137,185,117,162,126,22,9,10,3,79,884,0,0,0,3,0,0,0,0,0,0,0,28,35,32,23,240,412,382,714,629,154,104,51,15,302,3051,131,48,474,1458,1087,2793,4526,2608,1811,1753,678,2070,19429,0,0,0,5,5,29,334,467,330,338
30102,304,551,102,389,95,46,131,1706,4,0,4,30,27,100,78,23,22,10,6,39,346,0,0,0,0,10,17,40,8,24,5,0,22,138,0,0,0,0,0,8,16,26,15,11,0,20,104,11,4,24,67,59,148,134,42,21,15,6,65,595,0,0,0,4,5,4,10,4,0,0,0,633,655,35,15,61,151,188,923,2279,1426,1317,1278,559,1420,9638,0,5,11,49,102,262,285,74,71,25,6,100,989,0,3,49,147,140,155,92,9,9,4,0,56,669,0,4,4,12,11,27,16,9,3,0,0,12,93,0,0,59,54,16,19,12,3,3,0,0,7,168,15,16,145,251,159,205,69,26,12,5,0,115,1017,0,0,0,0,0,4,0,0,0,0,0,37,42,20,28,267,509,427,665,473,121,98,35,11,323,2979,168,68,554,2055,1443,3152,4411,2429,1934,1853,779,2497,21330,4,4,3,0,10,44,280,451,352,350
30103,266,494,96,477,113,43,76,1633,0,0,10,18,29,74,66,15,15,4,0,21,256,0,0,0,5,11,19,22,9,14,5,4,14,100,0,0,0,0,0,5,14,12,12,11,4,9,64,4,3,9,41,37,106,98,32,21,8,8,42,407,0,0,0,0,0,0,12,0,0,0,0,486,503,18,14,30,99,158,752,1826,1288,1324,1277,468,949,8214,4,0,10,37,112,311,344,80,91,39,0,113,1133,0,0,30,128,156,180,84,21,3,5,0,67,680,0,0,3,3,8,23,20,5,4,0,0,16,85,6,7,35,36,11,19,10,0,3,0,0,12,144,19,8,115,219,146,211,125,28,14,7,0,88,977,0,0,0,3,0,7,0,0,0,0,0,30,48,28,18,188,432,430,740,582,141,117,55,4,325,3057,100,43,337,1323,1034,2413,3711,2298,1961,1949,699,1784,17650,0,0,0,0,0,27,247,388,381,422
30201,163,285,76,257,82,31,35,958,0,0,3,12,14,28,44,18,21,14,3,18,172,0,0,0,0,0,9,8,7,9,4,0,10,52,0,0,0,0,0,6,13,14,10,8,6,13,75,5,0,11,26,19,46,86,26,13,9,4,26,281,0,0,0,0,0,0,3,0,0,0,0,287,296,15,4,26,52,70,393,1058,730,813,868,450,611,5085,5,0,6,7,30,137,149,46,72,29,4,51,531,0,0,20,45,53,108,51,16,12,3,0,27,336,0,0,3,6,5,6,9,4,3,0,5,4,44,0,0,14,9,6,7,4,0,0,0,0,6,43,3,6,47,48,48,114,58,14,16,7,3,34,404,0,0,0,3,0,0,3,0,0,0,0,4,16,12,11,83,133,139,377,260,81,100,44,7,129,1375,57,13,190,627,533,1496,2144,1368,1247,1252,607,1052,10580,0,0,0,0,3,15,145,275,203,250
30202,236,444,101,348,91,36,69,1400,4,0,10,29,14,65,77,22,12,7,0,14,254,0,0,0,0,6,19,29,0,16,9,5,11,100,0,0,0,0,0,4,18,14,5,11,3,11,67,7,0,15,64,48,119,119,35,24,15,6,58,508,0,0,0,0,0,0,4,0,0,0,0,395,409,18,12,38,130,150,645,1560,1108,1079,1155,491,850,7251,0,0,8,28,88,253,342,82,103,29,3,99,1043,0,6,37,114,98,173,88,22,9,8,4,57,617,0,0,4,12,6,16,19,0,5,4,0,11,83,3,5,40,24,9,17,12,0,0,0,0,12,132,24,17,133,194,149,238,130,39,20,11,0,113,1069,0,0,0,0,3,6,0,0,0,0,0,55,67,37,26,226,370,355,705,594,140,136,46,12,348,3006,113,43,401,1246,1023,2458,3453,2185,1792,1918,753,1754,17137,0,0,0,3,9,26,319,472,404,532
30203,127,274,57,156,41,14,52,768,0,0,5,28,9,38,32,11,14,3,0,11,151,0,0,0,3,0,10,14,8,4,3,0,5,47,0,0,0,0,0,6,7,9,3,10,4,7,39,0,0,9,23,23,63,50,17,4,4,0,21,226,0,0,0,0,0,0,3,0,0,0,3,201,213,11,3,25,81,91,386,849,540,481,503,172,442,3593,5,0,0,21,39,150,187,54,42,19,0,42,566,0,5,21,44,52,72,49,0,9,4,0,23,283,0,0,4,0,3,15,13,3,0,4,0,16,60,0,0,19,25,14,10,0,0,0,0,0,8,69,13,7,73,78,65,109,58,14,5,3,0,42,467,0,0,0,0,0,4,0,0,0,0,0,13,21,16,11,113,167,177,353,302,79,50,29,4,145,1465,67,31,205,636,515,1247,1886,1129,839,924,290,881,8646,0,0,0,3,4,14,216,336,308,337
30204,280,420,74,248,61,12,61,1229,0,0,11,22,21,62,75,15,13,0,4,17,232,0,0,4,0,8,22,28,4,11,0,0,13,96,0,0,0,0,0,9,11,16,6,8,4,6,68,10,0,14,47,47,115,93,29,12,7,4,47,414,0,0,0,0,5,9,7,0,0,0,0,327,352,22,11,35,104,143,742,1634,975,788,720,233,698,6096,0,0,0,26,79,261,282,81,50,25,0,104,917,5,0,44,119,105,131,76,17,5,3,0,47,550,0,0,3,14,9,20,18,5,3,4,0,14,93,4,0,31,34,11,10,3,0,0,0,0,15,106,17,17,119,203,117,206,123,24,16,5,0,88,923,0,0,0,3,0,6,0,0,0,0,0,32,40,25,23,196,397,323,636,500,128,73,39,0,294,2631,83,36,341,1283,920,2233,3257,1836,1212,1140,345,1449,14133,0,0,0,4,0,22,262,405,293,298
30301,142,301,68,366,119,57,67,1150,0,0,0,19,21,43,43,19,14,15,10,19,201,0,0,4,0,6,6,15,5,16,11,0,10,82,0,0,0,0,0,0,4,9,9,12,3,11,55,16,8,10,21,17,68,79,26,17,12,4,36,303,0,0,0,0,0,0,5,0,0,0,0,310,315,24,14,28,67,82,416,1036,855,1004,1200,639,668,6021,0,0,10,20,40,160,237,65,86,24,6,62,709,0,3,19,64,66,93,73,11,10,5,0,38,384,0,0,0,10,7,11,12,7,0,0,0,6,53,3,4,24,14,4,11,4,0,0,0,0,0,66,34,16,89,94,71,142,89,28,14,9,6,39,624,0,0,0,0,0,0,0,0,0,0,0,11,15,40,21,147,195,195,420,413,112,109,37,9,157,1846,92,45,274,761,590,1483,2238,1574,1535,1817,905,1174,12480,0,0,0,0,0,23,165,306,285,383
30302,167,337,59,339,105,40,71,1191,0,5,15,33,20,49,47,9,13,28,10,25,255,0,0,0,7,10,19,7,6,11,4,5,17,85,0,0,0,0,0,5,9,7,5,18,4,4,58,10,0,22,55,34,64,72,21,12,12,10,30,346,0,0,0,0,0,4,5,0,3,0,0,344,356,19,12,57,126,128,491,1089,732,994,1229,666,725,6270,0,5,7,20,55,195,263,48,93,38,5,93,813,0,3,33,76,84,109,61,14,12,4,0,37,439,0,0,4,4,0,19,14,5,9,0,0,8,57,6,4,22,22,9,14,10,0,3,0,0,4,85,14,16,117,154,75,182,107,30,18,9,3,69,800,0,0,0,0,0,0,0,0,0,0,0,25,25,24,30,182,283,225,513,459,99,132,52,10,223,2224,94,44,373,929,685,1883,2852,1861,1729,2097,1078,1490,15112,0,0,0,0,10,26,294,523,505,625
30303,266,499,86,346,100,47,83,1559,0,0,24,49,41,82,100,33,23,19,8,31,412,0,0,6,4,11,25,25,5,15,3,0,12,102,0,0,0,0,0,7,17,11,5,21,7,20,92,30,9,48,87,53,162,176,55,30,27,15,90,779,0,0,0,0,4,13,0,0,0,5,0,423,448,42,17,103,212,223,830,1753,1129,1087,1177,542,940,8059,4,0,5,22,69,191,284,93,66,18,10,78,842,0,9,35,86,81,112,86,14,10,3,4,40,485,0,0,10,8,5,12,16,6,0,0,0,11,73,7,0,31,24,12,15,6,0,0,0,0,3,101,52,18,122,182,144,212,128,41,20,13,3,97,1019,0,0,0,0,0,0,0,0,0,0,0,30,35,62,23,198,322,317,548,521,164,98,35,11,258,2560,218,61,472,1339,1067,2490,3471,2080,1638,1771,775,1703,17080,3,5,0,9,4,31,242,315,292,341
30304,152,252,54,168,55,25,35,797,0,0,9,25,21,36,38,8,13,8,4,14,186,0,0,3,3,3,6,17,0,8,0,0,5,52,0,0,0,0,0,0,8,8,5,6,9,7,44,13,3,28,48,31,69,86,23,12,9,8,43,359,0,0,0,3,3,0,0,0,0,0,0,206,218,22,6,49,107,116,388,860,566,570,618,283,449,4040,0,0,3,20,39,99,139,49,50,16,4,38,444,0,3,18,56,54,58,54,14,3,6,0,17,287,0,0,0,4,0,5,8,0,4,0,0,7,33,3,0,18,22,4,8,10,0,0,0,0,3,68,26,10,63,128,70,140,72,28,5,14,0,44,592,0,0,4,0,0,5,0,0,0,0,0,18,21,28,13,103,226,166,309,277,89,73,30,4,126,1457,97,30,247,743,567,1292,1778,1068,861,1001,426,838,8962,0,0,0,0,0,14,133,223,180,263
30305,400,522,100,253,75,28,93,1604,0,0,16,38,33,86,73,24,10,11,3,38,336,0,0,7,7,10,26,28,8,4,0,0,26,114,0,0,0,0,3,8,13,15,8,14,0,17,76,21,4,48,75,51,128,128,29,19,16,7,70,594,0,0,0,0,0,0,4,0,0,0,4,409,426,45,15,95,163,237,944,1805,1147,892,900,329,923,7494,4,6,10,29,72,243,216,59,45,19,3,72,767,0,6,28,79,59,114,60,5,8,7,0,33,398,0,0,9,5,7,14,13,4,4,0,0,11,63,3,3,22,23,7,15,6,0,0,0,0,9,102,40,33,103,123,98,142,77,24,13,10,0,71,724,0,0,0,0,0,3,0,0,0,0,0,27,35,46,39,174,254,244,531,376,100,66,37,5,218,2088,195,79,396,979,795,2179,3206,1921,1320,1291,438,1487,14287,4,0,0,4,3,19,252,356,254,199
30306,328,441,75,202,60,17,71,1340,4,0,25,67,40,79,64,19,13,16,0,25,353,0,0,6,8,10,19,24,7,7,7,0,18,108,4,0,0,5,0,3,11,10,8,9,9,17,66,39,0,56,83,60,134,134,40,20,24,3,70,663,0,3,0,0,0,8,5,0,5,0,3,315,337,61,12,116,244,254,847,1360,754,614,600,279,682,5817,4,4,11,19,67,162,173,52,45,25,0,41,594,3,8,34,75,66,74,58,14,6,3,0,29,379,3,0,5,4,6,14,10,9,0,0,0,6,50,8,3,18,16,15,3,7,0,0,0,0,10,75,57,23,93,132,85,149,93,18,17,13,0,68,745,3,0,0,0,0,4,0,0,0,0,0,26,29,71,40,158,245,242,407,335,95,69,34,7,181,1879,270,76,457,1045,840,2015,2543,1327,957,872,355,1164,11916,4,0,0,0,5,23,149,187,121,127
30401,115,269,66,249,78,29,59,903,0,0,6,9,8,33,35,19,17,14,3,6,152,0,0,6,3,3,5,19,4,5,0,0,10,52,0,0,0,0,0,5,7,6,9,5,3,5,40,7,0,11,26,17,44,59,19,19,19,11,28,262,0,0,0,0,0,0,0,0,0,0,0,271,280,19,9,31,64,71,340,899,707,731,930,466,565,4820,0,0,0,7,29,95,161,37,57,17,6,54,468,0,4,6,36,39,64,29,12,5,0,0,18,223,0,0,0,3,6,8,8,0,0,3,0,0,33,0,0,9,10,6,3,3,0,3,0,0,6,45,17,10,39,59,29,47,52,15,10,6,3,27,311,0,0,0,0,0,0,0,0,0,0,0,4,5,21,18,59,111,109,225,253,67,75,21,6,118,1084,64,22,145,420,384,1023,1714,1178,1157,1366,609,893,8984,0,0,0,0,0,11,78,166,138,217
30402,78,256,70,622,159,88,91,1395,0,3,0,10,10,32,44,18,32,29,15,17,203,0,0,0,0,0,6,10,0,13,12,5,16,74,0,0,0,0,0,3,12,10,7,15,10,12,66,14,0,18,18,13,40,50,27,31,23,14,40,278,0,0,0,0,0,7,0,0,6,0,0,487,501,31,9,32,44,53,280,831,688,1319,1542,934,970,6726,0,4,3,14,26,85,157,45,101,22,7,48,512,0,4,17,41,52,71,61,8,13,13,0,34,321,0,0,0,5,0,11,8,0,0,3,0,7,39,0,0,5,5,3,11,5,0,0,0,0,8,36,20,11,34,41,38,65,48,22,13,8,4,32,331,0,0,0,0,0,0,0,0,0,0,0,9,10,25,15,63,110,119,246,273,82,124,47,10,124,1241,112,33,152,434,408,1166,1817,1247,1887,2139,1299,1416,12111,0,0,0,3,0,9,58,155,142,215
30403,103,215,48,394,128,62,49,1028,0,0,4,32,12,42,43,10,27,17,10,16,208,0,0,0,3,0,6,8,0,7,6,4,6,51,0,0,0,0,0,0,4,6,5,13,6,11,38,23,3,14,49,22,46,72,21,10,15,12,27,316,0,0,0,0,0,0,0,0,7,0,0,303,315,27,10,28,99,67,248,587,391,771,962,717,587,4495,0,4,0,10,11,85,173,41,92,23,3,50,489,0,4,19,29,38,48,45,16,17,4,0,28,239,3,0,4,4,4,6,9,3,5,0,0,0,34,4,0,4,10,8,7,3,0,0,0,0,5,30,37,13,47,50,36,89,68,15,9,5,0,32,389,0,0,0,0,0,0,0,0,0,0,0,5,9,46,19,66,100,94,240,289,71,127,35,7,120,1204,138,43,158,472,375,1109,1686,990,1368,1605,1065,1047,10046,0,0,0,0,0,17,108,219,205,262
30404,155,380,76,361,94,40,63,1211,0,0,9,9,17,57,64,11,15,12,5,18,217,0,0,0,0,4,10,29,7,21,0,3,7,81,0,0,0,0,0,0,10,9,12,22,0,4,65,4,0,5,29,30,52,75,37,10,16,11,43,314,0,0,0,0,0,0,5,0,0,0,0,376,387,6,3,14,61,89,439,1218,908,1029,1176,506,737,6200,0,3,0,22,29,135,259,69,77,27,0,81,706,0,0,30,85,61,105,72,24,17,8,0,35,439,0,0,4,7,4,17,13,11,4,3,0,4,68,0,0,29,15,8,7,3,3,0,0,0,7,79,14,10,73,120,82,136,75,18,8,12,0,51,592,0,0,0,0,0,0,0,0,0,0,0,25,34,18,14,140,245,187,408,427,111,110,49,3,209,1926,56,24,227,747,599,1571,2436,1619,1542,1786,729,1308,12646,0,0,0,0,5,11,120,256,263,330
30501,69,143,27,264,66,40,47,676,0,3,8,9,8,22,24,6,10,6,5,8,114,0,0,0,0,0,4,11,0,14,3,0,6,42,0,0,0,0,0,0,3,4,4,0,4,4,25,9,0,13,23,13,41,52,17,16,14,4,13,224,0,0,0,0,4,0,4,0,3,0,0,203,217,16,0,28,65,47,209,438,260,512,515,436,391,2913,0,3,8,10,29,86,161,30,94,35,10,45,511,3,5,15,43,34,49,41,8,13,15,0,17,246,0,0,0,3,0,7,7,0,8,0,0,4,35,6,6,16,15,6,6,0,0,0,0,0,0,56,35,6,54,56,52,76,36,18,8,7,0,38,385,0,0,0,0,0,0,0,0,0,0,0,12,14,38,18,91,133,119,221,243,51,123,56,10,123,1242,159,43,214,489,408,1141,1878,1218,1438,1701,1155,1148,10985,0,0,0,3,4,27,308,538,497,695
30502,74,170,32,397,86,57,44,877,0,0,4,5,10,22,32,7,17,16,3,12,125,0,0,0,0,0,5,12,5,13,5,0,11,52,0,0,0,0,0,0,5,4,12,17,8,5,54,3,3,8,10,12,32,30,14,7,8,4,18,149,0,0,0,0,0,0,0,0,3,3,0,264,272,13,3,18,29,45,230,553,355,776,892,585,482,3994,0,0,0,5,24,108,134,40,83,29,0,53,482,3,6,13,51,43,52,44,5,9,0,0,20,256,0,0,0,4,0,9,7,4,8,0,0,5,40,0,0,18,16,3,7,7,0,0,4,0,3,55,21,7,61,67,48,58,35,14,10,8,0,33,355,0,0,0,0,5,0,0,0,0,0,0,11,19,22,13,90,147,126,232,232,64,114,42,9,117,1208,64,20,165,372,316,833,1401,1034,1331,1612,1017,949,9120,0,0,0,0,0,8,149,303,311,438
30503,134,248,62,633,167,130,68,1507,0,0,6,20,15,40,43,20,25,19,18,19,228,0,0,0,0,0,7,17,6,20,12,3,12,75,0,0,0,0,0,3,3,9,8,22,17,12,73,17,0,17,36,21,51,94,23,21,14,18,29,341,0,0,0,0,0,3,5,0,4,0,0,483,496,31,6,43,100,99,388,893,659,1311,1609,1194,886,7220,5,0,0,20,38,179,292,86,173,39,12,85,928,3,8,22,72,67,116,71,10,26,12,4,42,469,0,0,5,4,8,11,13,0,3,5,0,6,64,3,0,29,31,3,11,5,0,7,0,0,10,93,29,19,77,112,73,152,99,35,27,21,0,63,691,0,0,4,6,0,0,0,0,0,0,0,20,22,40,32,132,236,192,473,487,130,232,81,15,224,2281,154,41,275,754,597,1749,2679,1890,2358,2928,2014,1789,17244,0,4,0,5,3,42,395,665,645,785
30504,58,203,51,488,129,80,74,1107,4,0,0,14,19,37,27,12,23,18,12,9,183,0,0,0,0,0,0,15,3,23,6,0,5,48,0,0,0,0,0,3,9,0,9,12,15,8,57,9,0,13,12,14,40,42,13,19,12,10,13,192,0,0,0,0,0,0,3,0,4,0,3,372,379,17,6,17,54,43,208,614,466,1009,1355,1041,653,5487,0,6,3,11,33,98,160,37,126,40,9,66,582,0,0,17,50,50,59,61,14,24,10,5,39,326,0,0,7,0,9,10,8,0,6,3,0,8,50,3,0,15,6,10,6,0,0,0,0,0,5,54,19,4,42,43,43,78,64,30,17,5,0,30,379,0,0,0,0,0,0,0,0,0,0,0,19,19,22,17,79,117,150,251,309,75,175,55,10,161,1417,89,29,164,438,422,1014,1795,1264,1726,2255,1607,1247,12043,3,0,0,0,0,14,173,300,300,443
30601,212,346,63,168,34,16,56,968,0,0,3,26,31,78,64,12,15,7,0,23,259,0,0,0,5,4,21,26,0,18,0,3,11,88,0,0,0,0,4,3,18,14,8,3,4,15,68,17,3,15,36,20,53,48,11,13,5,0,31,262,0,0,0,0,0,4,0,0,0,3,0,650,665,19,8,34,112,138,661,1408,833,659,628,188,1022,5710,0,4,12,33,90,235,234,30,44,8,0,64,746,0,6,51,121,114,129,55,12,10,5,0,56,554,0,0,5,10,14,21,10,0,0,0,0,9,81,0,0,33,37,18,13,4,0,0,0,0,8,117,33,20,90,159,78,71,42,8,9,0,6,54,574,0,0,0,0,0,0,0,0,0,0,0,20,21,41,37,189,363,310,466,355,48,63,11,4,217,2094,114,55,317,940,787,1958,2994,1606,1091,1046,308,1857,13064,5,0,0,7,9,30,315,395,282,237
30602,447,552,87,164,48,18,117,1607,0,0,17,51,65,137,101,14,22,13,5,25,455,5,0,0,0,12,51,55,10,20,5,0,32,193,0,0,0,4,0,10,33,16,11,12,4,26,115,15,8,67,166,104,204,116,21,8,10,4,111,829,0,0,3,4,0,11,14,0,0,0,0,896,935,36,27,128,295,356,1424,2466,1246,785,665,249,1581,9260,0,8,19,56,198,462,340,70,54,22,5,157,1377,3,12,78,243,212,239,97,15,5,0,0,87,992,0,0,14,15,16,31,32,3,7,4,0,22,144,9,10,113,160,43,29,11,3,0,0,0,41,413,63,25,347,520,294,315,145,20,20,3,0,249,1997,0,0,3,5,9,7,0,0,0,0,0,126,147,76,59,574,999,765,1076,621,113,80,25,0,676,5073,190,100,926,2306,1727,3948,5145,2420,1326,1181,408,3315,22987,6,0,3,12,10,78,569,634,396,355
30603,188,199,25,45,9,0,65,600,5,0,10,22,14,44,30,6,4,3,0,14,155,0,0,3,3,8,22,20,4,3,0,0,18,80,0,0,0,0,0,3,11,3,0,3,0,5,40,13,0,29,74,63,109,59,7,0,0,0,50,405,0,0,0,0,0,5,0,0,0,0,0,223,238,26,7,66,143,181,621,923,371,226,177,62,607,3420,3,0,5,25,48,81,92,18,11,8,0,33,329,0,3,32,77,74,64,25,7,3,0,0,25,300,0,0,0,3,3,9,12,0,0,0,0,4,46,0,0,45,53,15,10,5,0,0,0,0,17,154,9,11,134,178,97,116,45,7,6,0,0,56,658,0,0,0,0,0,3,0,0,0,0,0,41,42,20,22,212,326,244,284,177,35,22,9,0,180,1537,120,36,425,1202,809,1593,1862,685,367,298,111,1228,8735,11,5,0,10,13,58,257,181,101,69
30604,48,57,8,6,0,0,11,150,0,0,0,4,8,19,7,0,0,4,0,8,49,0,0,0,0,0,5,0,0,5,0,0,4,14,0,0,0,0,0,0,0,0,0,3,0,0,11,5,0,7,13,10,15,11,3,0,0,0,15,75,0,0,0,0,0,4,3,0,0,0,0,90,96,7,7,17,36,37,198,291,104,52,39,17,190,998,0,0,0,0,22,29,25,12,0,0,0,17,104,0,0,18,39,21,20,6,4,0,0,0,7,108,0,0,0,4,0,4,0,0,0,0,0,9,19,0,0,8,8,0,0,0,0,0,0,0,3,18,3,0,23,38,19,24,8,0,0,0,0,15,124,0,0,0,0,0,0,0,0,0,0,0,11,7,4,3,46,86,60,74,32,16,3,0,0,64,395,41,7,100,277,184,514,675,253,109,85,31,383,2661,0,0,0,10,0,19,128,98,38,25
