SA3_CODE_2021,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Ft_st_C21_M,Ot_ty_Ed_Ins_Ft_st_C21_F,Ot_ty_Ed_Ins_Ft_st_C21_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C21_M,Ot_ty_Ed_Ins_Pt_st_C21_F,Ot_ty_Ed_Ins_Pt_st_C21_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,O_t_E_I_F_P_s_s_ns_C21_M,O_t_E_I_F_P_s_s_ns_C21_F,O_t_E_I_F_P_s_s_ns_C21_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Oth_ty_Edu_Ins_Tot_C21_M,Oth_ty_Edu_Ins_Tot_C21_F,Oth_ty_Edu_Ins_Tot_C21_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Type_Educ_Insti_ns_C21_M,Type_Educ_Insti_ns_C21_F,Type_Educ_Insti_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
30902,126,49,61,110,55,64,117,62,163,228,87,183,271,136,206,346,5,3,6,6,0,4,0,4,4,117,241,362,142,246,387,192,279,470,1966,1937,3903,1991,2142,4132,1610,1697,3306,6547,6997,13536,7153,7592,14753,7596,8447,16038
30903,114,76,82,158,92,107,203,103,174,275,104,224,319,146,235,376,0,4,12,5,0,7,0,0,4,158,242,397,178,308,485,235,347,580,2439,2505,4949,2620,2948,5558,2087,2227,4317,7565,8183,15747,8476,9340,17821,8336,9187,17523
30904,23,12,14,27,19,14,32,27,64,94,24,62,81,33,60,89,0,0,4,0,0,0,0,0,0,38,81,120,38,73,111,48,73,124,518,459,971,880,918,1799,630,665,1295,2228,2401,4626,2702,2883,5581,2682,2876,5552
30905,80,29,36,66,31,44,81,63,124,182,50,122,170,71,150,221,3,4,7,0,0,0,0,0,0,99,170,265,80,161,238,108,198,302,836,813,1652,958,926,1886,804,774,1581,4813,5148,9955,5251,5553,10802,5813,6114,11927
30906,122,59,87,148,98,109,211,91,220,311,104,240,337,172,238,408,0,0,0,5,4,11,3,0,4,155,283,431,167,334,500,279,351,627,2077,2153,4231,2148,2294,4439,1685,1604,3289,9078,9806,18883,9680,10456,20138,10128,10549,20682
30907,167,118,173,290,250,235,489,142,327,467,146,445,590,323,614,940,4,0,8,10,9,13,6,5,7,215,420,641,270,627,894,584,852,1436,2876,2628,5504,4256,4321,8578,4298,4218,8526,14068,14687,28755,18876,20514,39395,24923,26947,51862
30908,106,67,83,150,85,77,162,63,142,215,83,177,257,116,192,306,3,4,12,0,0,0,0,3,6,114,210,321,155,258,407,204,264,470,1618,1664,3283,1628,2008,3640,1268,1452,2718,7076,7534,14612,7564,8417,15974,7850,8919,16769
30909,163,105,177,279,160,173,334,86,160,246,108,200,308,191,294,491,3,6,4,4,5,9,0,0,9,162,255,418,216,384,596,356,469,825,2534,2586,5121,2595,2361,4959,2362,2462,4822,8927,9363,18288,9490,9862,19357,10193,11033,21218
30910,222,166,204,367,100,106,209,81,119,201,193,272,469,223,284,504,0,0,6,3,0,3,3,5,4,196,235,434,367,475,841,326,387,720,2397,2028,4422,2710,2626,5335,2416,2283,4699,5463,5358,10815,6604,6800,13408,6894,7074,13975
31001,170,119,153,276,172,164,341,93,203,296,162,237,396,224,285,516,10,9,22,9,15,21,3,6,14,181,301,488,289,405,696,400,464,868,4406,2631,7040,5482,3444,8930,5179,2386,7573,11614,10226,21839,13981,12499,26483,14843,12861,27703
31002,53,51,61,115,71,75,147,39,160,196,72,193,267,112,204,314,4,0,5,0,8,3,0,4,4,67,188,258,127,261,385,185,280,463,2654,1935,4584,3318,2807,6121,3285,2505,5795,8269,8062,16331,9428,9472,18901,9942,9906,19842
31003,158,124,183,307,198,183,381,126,256,381,182,385,573,285,421,703,3,7,12,5,6,12,4,5,6,209,342,550,309,575,892,486,601,1090,3340,3141,6481,3674,3740,7408,3121,3155,6283,13784,14159,27943,15443,16634,32072,16908,18210,35123
31004,143,117,163,281,229,234,467,105,202,307,152,357,512,325,475,797,3,4,9,8,8,17,5,5,10,171,284,460,284,526,808,556,716,1275,2222,2095,4324,2911,2933,5847,2905,2785,5697,10134,10627,20759,13818,14791,28604,17728,18887,36617
31101,16,7,15,22,21,32,47,8,34,39,13,34,51,29,50,73,0,0,0,3,0,3,0,0,0,18,39,57,25,55,77,43,77,120,487,413,903,734,591,1319,815,606,1415,1619,1726,3346,2025,2155,4182,2212,2134,4350
31102,84,53,107,155,90,86,176,54,113,169,62,151,218,116,179,294,0,0,3,0,0,4,5,0,5,80,175,254,118,258,379,210,263,469,1628,1604,3230,1403,1554,2954,1824,1766,3593,5310,5649,10962,5608,6259,11862,6727,7189,13914
31103,141,80,136,216,210,198,408,107,205,315,117,332,448,216,386,607,6,11,11,3,7,13,3,4,10,169,300,469,203,475,670,428,596,1024,2549,2518,5068,2967,3029,5997,3260,3199,6464,10762,11264,22030,12200,13097,25300,14866,15800,30665
31104,57,24,51,81,104,113,224,45,118,165,59,164,221,138,244,382,5,5,5,4,0,4,0,3,5,71,153,224,87,222,305,247,362,608,1136,1016,2151,1573,1451,3024,1649,1554,3204,5801,5919,11719,7095,7538,14636,9614,10382,19990
31105,97,58,86,144,109,138,242,75,158,228,96,213,306,147,249,398,0,0,6,0,3,6,6,0,8,125,209,331,160,299,458,264,385,647,1759,1799,3559,2006,2160,4166,1966,2058,4024,7748,8314,16067,8670,9214,17882,9542,10420,19959
31106,214,151,202,349,182,157,344,136,205,346,137,296,437,176,288,466,13,10,21,8,5,16,5,7,13,261,316,575,292,506,795,370,456,820,3208,2959,6163,2764,2819,5585,2977,2758,5734,11563,11623,23186,11914,12491,24403,12723,13037,25761
31201,31,18,13,29,24,35,61,40,93,133,36,97,134,84,120,207,0,0,9,3,0,3,0,4,4,59,108,163,55,110,170,114,162,272,2667,1457,4123,2792,1894,4681,4142,2088,6233,6033,4740,10768,5883,5187,11074,7551,5556,13103
31202,67,59,77,130,121,109,238,140,267,410,161,390,550,316,432,747,8,5,12,5,10,14,4,4,5,185,306,487,216,473,693,440,547,991,5475,3335,8815,5710,4221,9932,6253,4771,11020,16574,15063,31630,17404,17069,34472,19115,18888,38002
31203,18,11,9,21,24,20,45,22,68,89,29,88,119,48,91,141,0,0,0,0,0,3,0,0,0,28,76,103,40,100,139,73,114,184,1261,894,2148,1681,1397,3081,1457,1157,2613,2714,2519,5234,3394,3329,6723,3549,3418,6962
31301,37,19,22,47,16,22,37,44,81,125,54,100,150,58,99,161,0,0,3,3,5,12,0,5,5,57,109,160,78,128,205,79,128,206,1089,1084,2173,1172,1366,2530,973,953,1929,3408,3609,7014,3532,4029,7562,3391,3817,7209
31302,169,100,165,268,133,152,275,98,181,281,128,301,429,206,308,509,4,5,7,8,4,9,0,7,15,188,273,461,236,469,705,338,462,798,2595,2474,5064,2581,2833,5411,2547,2529,5076,8748,9410,18160,9836,11113,20942,11636,12626,24255
31303,11,11,9,14,4,19,19,18,30,49,12,42,52,27,36,60,0,0,0,0,0,0,5,0,5,18,34,54,23,50,71,29,54,84,993,357,1352,1582,607,2190,2017,516,2538,2010,1474,3479,2646,1816,4461,3193,1916,5110
31304,125,71,78,148,99,87,188,92,180,274,109,241,348,190,269,455,3,3,9,6,5,3,0,0,0,155,257,415,183,325,504,291,359,647,1858,1845,3702,1937,2108,4046,1725,1638,3370,8610,9158,17771,9465,10078,19539,10091,10616,20704
31305,128,44,82,126,82,61,153,101,183,288,103,201,307,131,223,352,5,7,11,3,8,11,4,6,6,167,264,431,153,287,440,219,291,512,1975,1946,3917,2038,2345,4385,1741,1762,3503,6931,7356,14282,7413,8229,15641,7716,8351,16071
31401,108,64,75,141,98,77,179,110,268,375,135,285,420,213,308,519,0,0,0,4,3,5,5,3,8,160,323,481,199,370,569,316,383,704,1569,1470,3038,1732,1666,3396,1173,1058,2229,12221,12543,24765,13160,13586,26743,13629,13858,27483
31402,91,80,115,187,148,181,326,92,196,289,112,276,390,242,451,693,0,4,5,0,3,5,3,5,11,134,253,384,191,396,583,395,631,1024,1315,1301,2619,1980,2051,4030,1796,1802,3595,7112,7688,14804,10552,11559,22107,13643,14971,28613
31403,77,47,63,108,70,60,130,81,135,211,63,148,213,95,147,240,0,0,0,0,0,0,0,0,7,118,176,292,114,210,325,170,202,373,949,855,1804,1096,1069,2165,866,862,1732,4669,4856,9521,5259,5506,10772,5593,5950,11544
31501,68,38,33,71,28,23,47,31,65,88,30,54,80,23,57,80,0,0,0,0,0,0,0,0,4,71,91,160,61,89,154,54,78,125,2364,1082,3443,2861,1697,4561,3229,1781,5005,5490,4321,9805,6101,5172,11271,6419,5116,11538
31502,36,9,12,26,36,39,80,31,87,113,38,83,125,67,75,140,0,5,3,7,5,7,9,0,6,51,103,159,55,96,158,110,116,225,2701,1955,4657,1919,1635,3549,1990,1510,3496,5650,5008,10660,4715,4679,9384,5063,4753,9813
31503,20,9,12,20,6,6,15,23,31,52,24,48,75,22,27,46,5,0,3,0,0,5,4,4,3,36,39,72,31,65,90,34,32,71,820,711,1533,819,823,1647,998,930,1928,2455,2531,4992,2262,2417,4681,2389,2500,4883
31601,70,46,64,110,77,65,147,71,148,212,89,166,253,121,188,304,0,4,5,3,0,4,3,0,3,97,184,286,134,230,366,200,250,451,1019,956,1977,1467,1481,2947,1372,1433,2807,6527,7250,13779,8051,9233,17282,8665,9856,18521
31602,111,48,94,146,90,131,218,96,230,324,108,259,367,220,344,570,6,9,10,4,5,8,4,3,12,145,301,449,166,356,521,312,478,792,2046,2083,4138,2302,2479,4777,2432,2409,4837,8919,9419,18337,10536,11281,21813,12516,13734,26247
31603,74,58,66,130,63,81,146,83,176,265,92,191,279,149,239,386,0,3,3,0,4,5,7,4,11,115,228,341,151,264,413,223,326,543,1884,1656,3540,2178,2357,4536,2088,2065,4155,6308,6909,13216,7144,7955,15099,7824,8532,16357
31605,50,18,51,73,31,31,65,41,117,156,63,139,202,91,189,285,0,0,0,0,0,4,4,4,3,56,150,204,83,199,273,127,230,351,1251,1215,2463,1482,1629,3114,1221,1198,2423,4635,4965,9590,5490,5932,11418,5936,6381,12320
31606,91,41,68,107,86,64,149,76,179,246,65,162,229,134,218,352,0,9,7,0,5,13,0,6,4,105,237,348,105,240,349,217,287,505,1524,1410,2941,1683,1625,3307,1844,1588,3432,6298,6780,13074,6530,7082,13612,7947,8492,16439
31607,60,31,55,80,68,59,127,61,148,204,70,132,200,135,192,324,7,0,7,3,7,7,0,4,6,90,175,265,105,188,288,204,254,456,1119,1035,2155,1388,1348,2737,1243,1168,2410,5029,5311,10345,5725,6272,11997,6789,7142,13935
31608,28,20,32,53,32,32,65,31,59,92,23,72,96,40,67,108,0,0,0,0,0,6,3,0,3,45,76,120,42,107,146,74,98,167,649,582,1231,782,731,1506,776,748,1519,2779,2774,5550,2996,3100,6099,3171,3326,6498
31701,244,159,195,348,281,251,531,186,409,600,290,541,834,442,669,1104,12,14,25,5,11,16,6,7,18,303,562,866,452,755,1204,732,928,1655,4459,4485,8941,5379,5742,11124,4286,4038,8320,20623,22204,42827,22505,24882,47385,24161,25828,49992
31801,44,17,20,38,24,28,52,17,71,88,33,95,120,45,84,126,3,0,3,4,4,5,5,0,0,47,89,135,50,118,168,75,109,183,1678,1454,3132,1983,1937,3922,2297,1953,4246,5854,5807,11656,5933,5990,11927,5983,5845,11828
31802,195,191,243,434,312,277,586,220,404,629,299,613,909,453,682,1132,11,4,14,10,14,26,3,10,15,318,517,839,502,871,1369,769,966,1740,7793,6373,14165,8495,6943,15442,9048,6401,15455,27191,28282,55475,29921,31410,61334,31304,31637,62935
31901,133,72,85,160,102,97,196,112,222,328,144,241,381,219,278,495,7,9,15,6,3,18,4,3,4,177,295,474,221,333,557,329,374,700,3084,2975,6055,3429,3413,6836,3210,2961,6177,11098,11657,22757,11665,12305,23975,11902,12316,24227
31902,46,30,18,48,37,42,80,44,95,140,68,109,170,64,120,181,0,4,3,3,3,10,3,3,7,64,128,194,98,137,233,102,162,268,1745,1534,3276,2557,2283,4833,2541,2323,4864,6194,6481,12673,6898,6869,13767,6727,6795,13528
31903,68,54,58,115,64,81,145,53,126,179,66,152,221,88,153,238,0,4,3,5,0,11,0,0,4,86,165,253,133,213,340,151,234,386,1730,1737,3474,2251,2299,4547,2017,1792,3814,6049,6448,12494,6692,7118,13816,6729,7056,13788
31904,93,58,87,147,66,68,137,73,136,214,74,154,221,108,195,305,3,3,14,0,4,4,0,3,3,120,196,315,133,241,377,179,269,446,1699,1778,3476,2268,2396,4662,1907,1953,3857,6644,7408,14055,7240,8005,15240,7480,8341,15822
31905,47,28,53,84,45,47,98,60,125,179,74,109,180,69,125,194,4,3,5,0,4,4,0,7,6,84,148,237,103,163,274,115,180,291,2044,1491,3540,2661,1995,4656,2427,1575,4001,5846,5654,11501,6339,5990,12334,6247,5757,12001
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,36,85,6,13,24,115,24,137,78,55,133,12,18,30,115,25,136
39999,48,23,27,49,34,28,66,17,27,41,16,36,54,19,29,55,0,0,0,0,3,8,0,0,0,41,45,94,40,72,111,54,66,114,1299,650,1949,1598,1049,2646,2143,1446,3582,1750,1206,2961,2042,1576,3620,2806,2251,5060
40101,133,71,74,137,102,87,190,49,77,125,36,71,111,66,95,157,3,3,3,0,0,0,3,0,4,116,140,262,105,139,243,168,186,350,1344,834,2179,1512,1032,2550,1161,843,2000,4431,4242,8671,5251,5040,10293,5053,5082,10131
40102,97,47,56,104,60,63,123,120,206,328,78,189,274,127,236,364,5,3,3,5,4,8,4,3,11,169,255,431,133,252,383,196,303,500,1489,1405,2892,1985,2018,4009,1754,1636,3386,9946,10370,20317,10485,11175,21665,11115,11832,22949
40103,54,30,50,74,46,50,95,75,119,191,70,105,180,95,163,254,0,5,6,3,5,3,0,0,0,108,148,254,104,155,258,136,213,348,940,1118,2057,928,1035,1962,499,504,1003,6390,6961,13349,6841,7284,14128,6892,7245,14142
40104,136,41,67,104,107,89,192,78,148,229,89,134,222,133,181,317,5,3,8,0,0,0,0,0,0,142,230,372,123,199,327,235,268,509,1147,1311,2447,1031,1047,2079,868,869,1736,6838,7171,14005,7092,7159,14249,7828,7870,15703
40105,102,40,44,89,48,53,103,70,112,181,56,111,172,89,115,203,0,0,0,0,0,0,5,3,6,113,172,287,104,155,258,141,174,309,1082,953,2039,910,986,1893,655,629,1281,5319,5399,10714,5301,5454,10763,5350,5394,10746
40106,100,37,33,65,46,54,105,52,77,130,57,70,125,101,103,200,7,3,7,0,0,3,3,5,7,103,127,236,93,103,198,149,165,313,782,690,1472,724,723,1443,466,445,908,4122,4197,8317,4330,4281,8611,4506,4621,9129
40107,52,33,47,73,33,46,81,66,91,157,71,107,178,82,101,181,0,3,5,5,0,0,0,0,0,84,127,217,105,148,259,119,152,263,983,984,1969,915,995,1911,446,523,965,5406,5960,11368,5634,6191,11824,5337,5724,11060
40201,35,18,36,58,28,45,72,47,97,144,25,94,126,68,111,176,5,0,5,3,0,7,0,0,0,53,125,178,46,133,182,99,158,249,859,914,1771,1100,1055,2153,786,785,1569,4384,4821,9211,4809,5164,9969,5010,5317,10331
40202,208,155,214,366,131,168,296,132,260,396,146,338,479,219,351,576,5,14,13,9,8,19,7,9,9,231,390,620,311,560,866,356,525,887,3126,3008,6136,3641,3611,7252,3084,3021,6104,12004,12539,24546,13947,14705,28648,15384,16209,31595
40203,307,133,156,284,224,237,458,109,209,310,161,227,381,244,323,565,10,10,18,5,0,4,11,3,15,273,371,639,297,382,675,471,564,1036,2736,2204,4937,2662,2157,4817,2193,1625,3818,9757,9113,18872,10666,10347,21016,12086,11823,23910
40204,353,259,330,586,315,309,622,218,406,619,259,504,760,379,568,948,8,18,26,12,5,19,12,13,22,391,613,1000,525,843,1370,706,892,1598,4541,4473,9015,3888,3987,7880,3261,3153,6414,18483,19069,37551,19715,20700,40412,21320,22129,43453
40205,169,84,100,182,115,105,222,188,283,464,152,266,417,241,348,592,5,8,8,3,6,16,3,0,5,265,382,643,240,372,613,364,455,818,1996,2203,4197,1842,2034,3872,1341,1272,2614,12355,13007,25359,12243,12966,25211,12604,12994,25595
40301,58,28,28,48,32,46,77,67,96,164,44,91,136,63,105,166,0,3,6,0,3,4,0,0,3,98,123,222,73,114,190,98,156,249,973,1060,2039,976,1106,2083,604,628,1232,4088,4586,8670,4290,4699,8984,4251,4507,8757
40302,187,102,133,236,142,139,282,169,307,479,146,252,395,237,314,555,6,10,17,5,9,16,0,7,9,259,417,678,258,389,652,382,454,839,2171,2226,4399,2059,2248,4310,1502,1393,2900,11378,12123,23497,12110,13175,25282,12780,13675,26454
40303,110,68,62,128,77,66,143,117,200,319,97,158,255,141,198,342,6,3,10,6,5,13,0,0,0,180,256,440,166,223,392,218,266,490,1186,1225,2410,1343,1404,2752,783,793,1576,9153,9747,18894,9574,10394,19970,9712,10140,19853
40304,242,113,201,315,148,176,325,277,525,807,278,488,762,377,593,972,9,6,15,9,11,15,8,4,12,382,686,1067,391,702,1092,536,776,1313,4188,4255,8439,4697,4986,9680,3623,3503,7131,21895,23265,45163,22830,24425,47253,23120,24536,47651
40401,276,143,136,278,142,169,310,168,311,480,207,295,494,279,409,685,12,3,17,0,10,14,9,7,12,295,473,768,351,433,788,425,582,1007,3308,3263,6574,3058,3174,6228,2154,2121,4273,13866,14266,28130,14529,15213,29738,15050,15773,30823
40402,161,77,113,188,112,102,210,111,182,290,93,179,274,130,209,341,3,5,10,5,7,7,7,0,4,175,286,462,173,298,469,246,307,558,2205,2085,4289,1733,1880,3616,1396,1254,2651,8055,8355,16414,7711,8386,16102,7780,8185,15962
40403,203,100,105,205,122,128,247,140,203,344,135,194,326,163,228,384,7,13,15,0,6,7,0,0,3,255,304,565,235,300,533,286,355,639,1730,1861,3591,1606,1804,3410,1084,972,2058,8142,8703,16847,8599,9432,18033,8799,9359,18159
40501,40,18,30,47,22,18,43,35,79,116,36,90,128,41,97,133,0,3,8,0,0,0,0,5,0,58,109,161,54,119,174,59,123,183,835,787,1619,1150,1129,2280,962,933,1896,4400,4499,8905,4886,5011,9902,5059,5290,10352
40502,27,8,12,18,11,14,17,20,53,74,21,54,74,27,39,64,0,3,3,0,0,0,0,0,0,26,73,103,30,70,94,35,43,82,657,634,1297,871,874,1754,751,729,1479,2740,2922,5664,2865,3061,5926,2751,2943,5693
40503,44,18,21,40,20,15,36,21,58,79,9,42,59,19,42,66,0,3,8,0,3,5,0,4,4,40,87,129,28,69,103,43,61,99,876,838,1714,1017,1011,2029,960,923,1879,3516,3604,7121,3410,3580,6987,3304,3496,6802
40504,15,13,14,29,13,21,33,19,55,74,16,66,81,33,56,88,0,0,0,0,0,0,5,0,4,26,65,92,29,79,109,45,75,124,613,599,1209,1037,1006,2037,1077,951,2030,2549,2687,5235,2972,2909,5886,2961,2952,5912
40601,69,34,41,77,40,35,72,54,141,195,46,125,173,61,163,228,8,6,11,9,0,6,0,4,6,88,187,274,90,167,251,100,205,307,2196,2000,4193,2706,2511,5217,2327,1943,4271,7717,8028,15742,7976,8314,16282,7690,7761,15448
40602,25,13,13,30,12,26,39,21,57,82,18,59,75,29,54,79,4,5,3,0,3,3,4,0,5,42,71,118,26,81,111,40,75,120,2109,1401,3510,2148,1400,3550,2000,1125,3121,4692,4005,8699,4392,3767,8160,4271,3645,7918
40701,57,28,26,56,46,47,91,43,112,151,40,97,133,57,146,200,4,3,5,0,0,0,6,0,7,74,140,213,63,122,189,102,188,289,1341,1410,2754,1853,1928,3783,1479,1478,2956,5074,5665,10741,5692,6261,11952,5852,6344,12191
40702,82,42,44,84,53,53,112,87,125,209,81,162,241,85,172,257,0,3,3,4,4,9,9,4,10,129,164,297,126,208,332,147,226,375,1904,1737,3640,2797,2356,5156,2886,2181,5068,8444,8761,17205,9170,9014,18187,9265,9115,18377
40703,97,41,64,110,54,65,119,81,160,252,85,153,235,87,158,242,4,7,12,5,0,4,4,6,9,127,230,362,133,218,352,140,227,366,3026,2403,5428,3333,2768,6093,3307,2373,5679,9390,9256,18644,9416,9170,18582,9412,8997,18411
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,4
49999,7,10,6,18,6,7,16,5,3,13,4,4,8,13,11,20,0,0,0,0,0,0,0,0,0,12,12,24,17,9,30,19,15,35,301,161,466,408,223,625,496,314,814,479,350,829,558,391,948,694,564,1263
50101,34,33,45,82,59,55,112,58,103,160,56,122,175,91,200,289,0,4,7,4,0,4,0,3,8,75,125,203,93,167,258,152,254,412,1540,1414,2952,2129,2090,4220,2041,1761,3800,5814,5897,11709,7290,7596,14883,7988,8154,16143
50102,98,55,96,152,105,118,224,104,222,328,127,256,385,209,326,528,3,7,5,5,4,9,3,5,10,152,281,432,182,357,536,316,445,760,4103,3429,7530,4504,4139,8642,4040,2981,7025,13744,13618,27364,15023,15569,30591,15452,15142,30594
50103,32,17,18,29,27,27,57,17,24,45,12,37,47,26,50,77,0,0,0,0,3,3,4,0,4,41,42,78,28,59,86,56,74,135,675,594,1274,1074,1130,2206,1007,890,1905,2812,2830,5639,3052,3261,6312,3010,3063,6064
50201,108,63,127,192,97,141,238,78,184,264,118,325,440,209,365,575,4,4,7,10,3,11,8,0,8,121,262,383,192,454,647,317,507,816,3568,3287,6852,3725,3537,7259,3670,3141,6815,11129,11555,22683,12858,13768,26627,14070,14990,29061
50301,84,44,44,85,70,73,140,82,151,237,87,169,254,133,205,342,0,0,0,6,4,9,5,3,3,114,207,326,133,218,349,205,283,484,2118,2022,4139,2069,2051,4116,1396,1379,2776,11568,11931,23497,12782,12680,25456,12451,12605,25056
50302,403,250,339,594,196,268,471,231,349,576,262,474,734,346,487,835,6,4,7,0,10,7,7,9,11,426,556,987,517,819,1334,549,765,1315,4827,3921,8752,5100,4792,9891,3661,2816,6473,14239,14129,28371,15789,16408,32203,16090,16641,32725
50401,213,125,124,250,141,126,267,136,210,345,187,263,452,243,342,587,0,8,7,8,8,12,3,5,9,253,307,563,322,396,719,385,471,857,2913,2442,5356,2739,2750,5484,2158,1785,3944,10523,10301,20823,11249,11392,22640,11460,11305,22771
50402,59,30,46,80,42,62,108,42,106,153,49,107,155,82,155,245,0,0,0,3,0,3,0,0,4,74,135,209,82,154,237,129,226,353,2779,1340,4118,3180,1255,4435,3079,972,4053,7135,5865,12997,7536,5806,13335,7652,5787,13440
50403,153,155,197,350,232,269,492,129,314,446,232,482,712,401,635,1040,7,11,15,7,8,22,7,0,8,193,420,610,395,686,1083,639,910,1541,3958,3812,7771,4649,4969,9617,3923,3501,7422,16117,16257,32369,20006,20877,40881,22774,23055,45831
50501,204,104,144,250,159,181,335,209,345,553,223,398,616,384,576,963,3,6,8,9,7,10,5,3,7,320,449,767,334,544,882,544,758,1305,3918,3633,7549,3491,3211,6706,2856,2201,5058,22591,22953,45543,22935,23105,46034,23196,22972,46168
50502,452,324,345,667,306,366,677,317,508,820,417,722,1141,555,862,1415,20,12,28,16,9,28,9,13,25,547,760,1307,759,1079,1835,869,1241,2118,7325,6649,13971,6613,7017,13629,5313,4848,10158,25973,26070,52050,27755,29111,56868,29040,30228,59272
50503,278,254,309,559,341,350,690,228,416,640,320,693,1011,528,944,1476,7,0,10,10,14,19,9,5,21,364,559,929,575,1012,1590,873,1306,2177,5564,5188,10752,6208,6233,12438,5146,4107,9257,24016,24563,48577,29941,31001,60945,32463,33176,65637
50601,124,104,136,239,162,181,339,86,181,264,130,280,414,230,423,653,5,0,12,8,6,15,8,3,13,148,245,392,245,422,669,391,604,999,2551,2379,4930,2788,2698,5486,2697,2312,5014,9028,9128,18163,11638,12306,23948,14626,15041,29664
50602,231,202,169,373,188,175,361,126,222,349,209,293,503,242,304,548,3,6,8,4,4,6,8,9,14,225,361,585,416,470,881,433,488,924,3330,2636,5969,3758,3367,7120,2702,2182,4878,9777,9328,19103,11252,10939,22193,10954,11079,22038
50603,264,257,198,457,288,278,567,158,268,430,198,278,472,237,351,585,10,4,13,9,3,9,9,7,10,305,405,711,460,478,939,533,634,1168,3016,2821,5841,2671,2680,5345,2344,2249,4591,15112,14912,30021,16331,15674,32005,16637,16577,33211
50604,252,213,211,427,265,262,526,176,333,506,239,408,652,368,501,870,8,4,9,7,6,15,9,8,16,311,467,772,460,632,1089,639,768,1406,5194,3999,9192,4651,3416,8071,4342,3187,7535,17238,16318,33560,19098,18180,37275,20621,20292,40907
50605,66,50,61,108,73,71,142,61,138,197,99,199,295,126,192,315,12,0,12,3,5,7,10,0,11,98,173,272,150,265,417,204,266,470,1829,1652,3481,1843,1770,3612,1387,1136,2521,7634,7675,15307,8239,8659,16898,8347,8413,16762
50606,31,21,31,61,45,41,86,15,49,60,26,66,99,77,130,204,0,4,4,3,0,3,0,0,0,31,62,91,55,102,157,122,172,291,779,457,1231,1263,829,2084,1163,631,1796,2786,2641,5431,4281,4017,8299,5287,5001,10292
50607,87,52,41,94,60,47,111,63,128,190,76,151,230,98,148,244,0,0,0,5,0,4,0,3,3,107,171,279,136,191,329,157,200,360,1566,1485,3051,1468,1542,3012,1058,1087,2148,6744,6563,13308,7056,6900,13954,6681,6418,13093
50701,295,123,117,242,125,111,236,132,279,409,188,318,510,298,457,753,7,7,9,4,11,12,10,5,6,380,339,722,318,445,758,424,568,996,2913,2687,5595,3409,3381,6791,2744,2226,4971,12759,12957,25716,15024,15931,30958,16499,17244,33741
50702,37,24,31,56,29,37,69,56,86,137,60,110,176,104,153,248,0,6,6,0,0,5,3,0,3,71,106,172,91,143,234,136,190,324,1281,1175,2453,1697,1714,3413,1284,1105,2388,4636,4953,9597,5223,5855,11080,5295,5837,11131
50703,31,55,72,120,94,88,183,33,76,115,61,145,211,124,201,329,0,5,0,0,0,0,3,4,7,41,102,144,112,219,330,211,293,509,2093,1339,3432,2584,1517,4099,2511,1029,3543,4984,4408,9400,6835,6032,12863,8160,6993,15150
50704,147,67,118,195,75,126,201,122,245,371,166,263,430,230,333,565,5,0,4,0,7,12,3,5,13,186,330,523,240,394,626,308,466,770,2676,2581,5253,2587,2751,5336,1919,1754,3668,14943,15327,30274,15361,15760,31119,15404,15906,31307
50705,174,108,153,259,186,202,390,122,276,390,176,451,633,332,529,863,0,7,13,7,13,18,6,4,11,204,378,581,291,620,912,522,735,1262,4044,3455,7500,5233,4737,9963,4590,3402,7995,15382,15771,31158,19376,20105,39476,21066,21196,42267
