SA3_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
31302,224,164,95,37,513,333,147,97,52,629,616,285,151,79,1131,289,195,74,45,604,178,93,39,19,332,81,35,10,4,132,45,31,15,4,96,16,13,12,5,42,106,90,46,18,263,43,22,9,0,77,2449,1365,649,328,4795
31303,33,9,6,3,52,39,14,13,0,69,62,30,10,9,104,34,21,8,0,60,19,6,3,0,33,8,3,0,0,14,3,4,0,0,14,8,4,0,0,7,17,9,4,0,28,10,3,0,0,13,292,137,56,15,504
31304,160,131,58,24,363,216,115,50,16,399,437,233,102,47,822,267,140,52,22,481,181,100,25,6,310,63,56,19,5,138,41,38,14,9,95,31,23,4,5,66,91,75,31,12,213,38,13,5,0,58,1872,1119,427,183,3598
31305,169,106,31,6,322,267,91,41,20,428,499,216,66,28,806,284,142,37,9,475,206,107,18,13,357,81,32,12,0,127,50,18,17,5,96,37,26,7,3,67,132,86,24,15,255,23,3,4,0,30,2090,981,313,124,3506
31401,92,50,21,5,172,139,79,31,6,262,374,201,58,11,636,295,174,40,12,516,237,167,32,10,441,84,63,15,7,167,96,87,26,5,210,40,54,15,3,113,81,97,29,13,222,21,10,3,0,32,1640,1061,301,74,3073
31402,194,156,66,12,437,285,146,74,35,536,642,400,112,44,1194,401,242,56,10,711,232,159,56,19,467,116,54,18,4,190,54,60,19,6,145,39,24,12,9,76,103,80,51,14,254,24,13,7,4,49,2431,1577,530,179,4717
31403,99,70,23,7,203,146,66,32,22,264,284,146,36,9,483,199,97,18,7,329,125,67,22,5,226,49,30,6,3,93,25,38,8,4,77,17,16,4,0,36,64,52,26,8,156,26,6,3,0,35,1233,711,224,84,2260
31501,75,59,23,22,167,88,31,20,10,156,135,83,46,29,296,75,41,18,15,152,52,14,6,5,77,14,4,4,0,20,7,9,9,10,26,9,0,4,0,16,61,41,40,35,175,53,19,11,8,91,893,455,240,177,1764
31502,39,32,12,6,98,65,36,12,15,130,121,63,40,28,247,79,37,23,15,153,62,29,13,8,112,26,9,8,5,47,32,11,8,0,50,24,16,0,0,39,49,26,18,18,114,26,12,14,5,54,697,366,186,126,1383
31503,24,14,3,12,51,45,16,4,4,66,84,35,15,9,142,37,15,8,3,58,26,11,0,0,38,7,5,0,0,12,10,7,0,0,10,12,3,0,0,14,33,16,3,13,58,10,5,4,0,25,349,163,63,46,614
31601,105,74,14,7,198,149,84,23,7,263,349,208,56,21,632,199,134,42,7,381,134,79,30,7,250,53,34,7,0,93,41,36,10,0,90,22,19,4,4,51,63,65,38,9,172,17,10,6,0,34,1328,826,253,79,2483
31602,191,119,43,17,372,307,141,58,20,516,586,275,82,24,971,378,190,46,20,633,212,143,31,10,400,98,57,14,4,171,58,52,17,0,132,46,33,10,5,93,142,102,34,8,285,32,3,3,0,43,2414,1284,403,116,4218
31603,132,70,14,0,222,241,73,14,0,333,447,159,39,15,657,238,113,26,5,379,155,78,20,3,261,47,28,7,0,81,40,21,5,0,68,39,26,3,0,63,97,61,25,3,192,24,7,0,0,35,1742,739,186,36,2696
31605,97,52,20,3,177,138,61,28,3,226,294,117,38,10,466,161,95,21,0,277,112,54,14,4,183,33,25,4,0,65,23,16,8,3,52,27,17,4,0,54,66,69,17,10,153,16,6,0,0,17,1114,590,184,36,1928
31606,97,68,26,3,196,161,74,23,10,266,325,152,36,17,528,186,111,35,8,335,132,57,14,3,209,45,30,6,4,88,38,26,7,3,80,16,17,3,0,32,98,59,26,11,198,17,6,7,0,30,1335,727,223,67,2356
31607,126,76,27,7,233,144,54,23,7,239,362,168,40,11,582,165,89,29,9,288,111,66,17,5,195,39,22,3,6,66,16,16,9,0,42,17,10,7,0,33,71,48,23,3,146,26,7,0,0,35,1306,664,218,59,2246
31608,41,27,4,4,69,61,26,6,4,100,127,65,16,5,210,90,36,12,0,131,32,24,0,0,57,22,9,3,0,33,9,6,0,0,17,10,0,0,0,18,34,33,15,0,88,7,3,0,0,16,517,256,86,17,877
31701,326,200,99,47,669,503,223,87,60,879,960,459,188,88,1692,532,322,99,54,1004,352,211,52,36,650,139,68,24,13,244,79,57,24,6,172,75,40,14,3,136,191,132,72,45,434,69,23,11,7,107,3895,2100,833,408,7242
31801,95,44,28,16,185,136,41,26,20,223,212,88,37,23,362,118,58,19,8,201,66,42,8,7,129,32,14,4,0,45,13,9,3,3,27,11,10,5,0,24,70,44,15,12,141,25,15,6,0,45,975,454,199,115,1748
31802,383,274,132,56,839,595,288,121,60,1064,1173,562,222,91,2054,781,439,123,62,1401,482,256,86,36,855,189,125,27,11,347,130,93,32,9,269,100,62,24,14,192,243,204,93,48,586,82,33,10,13,133,4973,2799,1032,491,9294
31901,223,131,83,24,465,375,143,58,30,603,614,296,106,65,1081,296,165,60,19,539,151,93,27,13,284,60,34,19,0,115,37,20,9,4,67,31,21,8,0,67,121,94,46,23,287,60,17,12,0,90,2467,1281,536,235,4516
31902,122,74,35,27,263,188,69,37,23,316,290,97,36,42,469,113,71,18,11,212,61,30,8,9,109,17,8,0,0,32,12,13,4,0,30,18,6,0,0,20,74,34,27,17,146,39,15,4,0,63,1253,558,216,181,2212
31903,154,80,39,14,292,213,77,41,17,343,378,141,42,24,583,160,66,31,14,272,101,45,13,8,164,27,19,0,0,44,12,16,4,0,28,8,9,3,0,17,95,60,22,10,182,34,7,3,0,50,1472,663,262,98,2495
31904,187,105,47,20,363,298,99,27,29,455,432,213,71,35,755,204,125,48,12,391,127,39,17,6,187,37,21,6,3,74,18,14,8,0,47,23,3,0,4,29,88,56,24,19,192,55,13,0,3,74,1828,878,306,172,3188
31905,143,63,38,14,261,226,71,36,22,356,333,123,45,31,529,132,64,21,9,224,67,32,7,3,111,26,12,8,3,43,20,4,3,3,29,13,4,4,0,18,89,46,21,7,170,32,3,6,0,47,1361,549,240,113,2269
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,19,3,0,0,28,25,8,0,0,31,78,19,0,0,95,53,16,0,0,67,44,15,3,0,68,16,7,0,0,28,14,10,0,0,22,30,3,3,0,34,13,4,0,0,20,6,0,0,0,5,396,121,26,7,548
40102,124,68,23,8,221,171,84,21,12,295,357,194,61,17,628,229,128,36,7,408,193,129,21,3,347,68,41,13,3,121,42,43,10,0,103,25,34,13,0,75,131,101,44,13,289,12,6,4,0,23,1579,936,286,79,2879
40103,59,17,0,0,79,76,32,6,0,115,162,90,16,0,260,114,75,15,6,208,101,47,15,0,159,54,17,5,0,83,45,24,3,0,71,49,47,18,5,117,48,40,18,0,106,9,5,0,0,14,876,448,104,20,1453
40104,92,41,13,0,154,170,48,10,11,234,341,166,31,11,554,197,122,15,4,342,133,96,20,3,257,70,45,11,0,122,45,44,10,3,103,33,22,3,0,60,47,61,25,6,139,17,3,4,0,30,1372,742,180,57,2353
40105,48,21,5,0,70,93,28,0,0,125,168,62,12,3,245,143,71,14,4,233,108,51,9,0,170,47,19,4,0,66,36,34,7,3,72,32,29,7,0,69,53,38,5,0,95,10,0,0,0,9,870,397,84,14,1358
40106,30,11,6,0,51,52,21,3,3,80,132,44,12,0,188,92,41,10,0,140,89,52,11,0,156,27,19,10,0,47,23,25,7,0,52,26,30,0,0,55,29,22,12,0,65,6,0,0,0,6,602,292,71,18,988
40107,47,23,3,0,76,85,21,9,0,113,147,73,11,0,233,109,57,11,0,177,105,63,10,0,179,46,18,6,0,63,45,23,6,0,78,50,49,11,0,115,40,32,20,3,97,4,0,0,0,7,802,405,101,7,1320
40201,85,52,22,9,176,118,60,27,9,213,267,130,43,23,461,162,97,23,8,288,83,60,11,10,165,40,25,7,4,76,28,19,9,0,50,10,17,5,0,36,62,58,25,7,150,15,6,3,0,25,1013,625,222,77,1944
40202,381,273,124,46,825,524,218,133,57,924,811,438,153,89,1494,403,182,84,51,717,216,125,42,27,409,67,59,23,16,165,48,44,14,20,121,24,20,15,9,73,161,131,79,43,418,62,34,16,10,128,3539,2026,861,451,6883
40203,153,81,22,5,264,258,71,20,17,363,463,203,54,17,743,277,134,34,7,452,193,110,15,3,320,66,49,17,4,137,37,40,19,6,103,21,31,7,7,64,97,71,28,18,217,33,8,5,4,49,1980,974,257,120,3327
40204,368,267,90,37,762,625,235,95,52,1012,1081,489,166,91,1830,556,292,105,34,992,336,224,46,29,636,136,84,26,19,272,79,80,26,20,206,30,28,13,14,87,217,163,84,46,508,76,26,7,4,114,4425,2339,836,409,8004
40205,169,94,22,8,293,297,104,30,17,445,620,279,87,20,1008,389,229,56,11,691,298,158,37,10,503,121,73,14,7,216,57,91,25,4,174,29,42,13,0,82,107,133,57,10,309,17,10,3,0,27,2447,1384,390,110,4325
40301,61,29,4,0,96,84,17,9,0,117,171,70,15,3,251,125,48,9,3,183,94,52,9,4,154,35,11,0,0,47,33,21,4,0,61,39,27,9,0,74,47,47,3,5,100,6,4,0,0,14,790,357,67,11,1225
40302,197,81,36,9,324,326,107,32,8,467,649,271,58,23,998,412,209,38,7,669,280,166,24,5,480,128,67,14,7,211,73,64,20,4,157,37,32,5,3,78,130,108,35,13,283,21,3,0,0,34,2685,1269,301,92,4345
40303,73,40,10,4,127,134,52,10,0,196,269,145,30,4,451,187,117,30,4,343,174,90,16,0,282,78,41,4,0,129,66,48,11,7,125,48,63,15,0,125,89,87,40,0,216,14,8,0,0,20,1288,744,185,31,2243
40304,468,304,100,26,905,702,320,109,53,1178,1286,647,183,78,2195,761,396,124,38,1319,462,263,59,15,796,162,132,30,8,333,90,98,29,7,223,38,39,17,4,101,286,269,90,32,685,63,29,9,3,102,5235,2973,892,317,9413
40401,265,143,30,9,440,398,123,42,20,583,767,300,61,24,1147,476,226,58,17,766,378,177,39,13,608,151,97,21,0,274,111,65,26,5,204,67,57,20,6,146,178,132,60,13,383,33,18,7,3,60,3331,1583,425,130,5469
40402,178,77,27,15,297,283,71,24,7,386,498,184,56,15,755,289,121,34,14,467,182,86,12,4,288,68,37,18,7,127,50,42,9,0,105,24,17,7,0,50,102,78,22,13,214,33,4,4,3,42,2063,872,279,126,3335
40403,113,40,13,0,171,194,48,12,0,253,371,132,28,7,537,254,95,27,4,381,185,105,20,3,309,68,34,17,0,119,66,37,3,0,114,29,32,11,4,77,83,53,24,3,165,9,3,0,0,14,1583,671,182,32,2476
40501,60,47,19,9,134,81,41,22,13,156,181,88,33,9,308,106,45,19,8,185,66,38,6,0,114,39,14,0,3,57,20,9,9,3,36,7,7,0,0,14,53,54,25,8,136,10,0,0,0,16,743,420,167,54,1386
40502,45,28,11,4,86,70,21,10,12,105,103,32,20,6,158,47,35,8,3,88,18,18,5,0,37,11,7,5,0,15,4,4,0,0,10,9,3,0,0,12,50,22,4,8,84,8,4,0,0,13,482,222,74,33,812
40503,64,29,17,17,126,129,34,21,13,199,142,74,23,11,254,67,43,13,5,130,38,18,6,6,66,18,10,0,0,33,7,8,4,0,20,8,5,0,0,13,45,27,14,5,88,26,6,0,0,31,719,339,145,63,1260
40504,51,30,10,3,101,88,22,17,7,137,121,59,19,8,206,50,11,5,9,73,31,10,0,4,50,14,3,0,0,18,3,6,0,0,10,3,0,0,0,3,38,23,16,4,88,25,8,7,0,43,554,254,107,53,959
40601,139,76,40,12,260,179,72,38,29,313,333,131,44,29,534,178,82,19,4,290,71,48,13,7,140,42,17,4,0,57,23,10,0,5,43,16,9,3,0,31,95,72,17,13,194,47,13,7,7,75,1444,676,252,131,2503
40602,51,44,18,17,130,50,33,22,9,110,116,56,20,14,207,62,31,16,0,106,28,16,6,5,58,24,9,4,0,34,18,12,0,0,29,12,5,4,0,21,47,24,13,9,101,28,5,0,4,46,613,311,140,85,1152
40701,122,75,15,6,212,171,75,24,13,277,288,120,44,10,458,128,79,23,3,236,74,34,3,3,112,29,20,0,0,57,23,15,6,0,41,10,6,5,0,27,68,56,36,10,177,17,5,0,0,23,1127,600,193,54,1977
40702,147,101,41,13,299,199,81,46,7,333,330,152,53,21,553,148,89,35,9,276,92,67,11,0,176,37,21,11,3,66,22,15,0,0,41,20,3,0,0,27,87,68,24,5,183,31,9,5,0,44,1396,768,291,87,2544
40703,166,97,60,14,334,268,97,45,19,432,390,179,63,25,667,195,81,29,12,318,122,48,21,7,194,48,22,5,4,78,21,12,0,3,41,19,8,5,0,34,124,68,23,9,226,40,14,4,4,63,1797,832,335,143,3116
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,121,80,22,7,230,132,98,24,3,253,285,144,55,15,496,125,84,20,3,234,84,58,17,6,161,41,21,4,0,69,19,11,11,0,39,17,18,3,0,34,88,74,34,9,192,14,10,0,0,22,1111,705,218,47,2085
50102,197,168,61,18,448,328,136,51,26,544,582,299,92,35,1009,312,152,48,18,535,216,132,39,11,398,96,44,18,10,167,74,50,19,3,142,37,24,10,0,78,193,144,61,28,417,40,16,0,3,65,2586,1465,499,207,4762
50103,50,28,8,0,88,70,18,3,7,90,84,50,12,5,149,39,24,9,0,74,22,18,0,0,44,13,3,0,0,13,8,9,0,0,17,10,4,3,0,10,52,22,8,0,78,8,0,3,0,12,447,209,71,26,744
50201,244,169,77,28,511,328,138,75,38,578,589,292,94,45,1010,314,160,39,22,537,202,125,42,13,378,93,56,16,13,184,78,58,13,10,155,54,41,13,5,116,190,126,60,26,409,45,22,5,3,69,2728,1548,539,239,5062
50301,33,22,4,0,59,81,39,8,4,129,160,86,24,3,276,137,79,21,0,242,119,91,17,0,228,76,31,7,0,111,59,51,21,0,130,147,119,40,11,322,73,78,23,4,180,5,4,0,0,9,1039,668,194,38,1938
50302,123,39,7,8,174,153,50,9,0,210,331,139,20,3,497,286,140,23,8,455,250,105,19,0,372,91,35,6,0,128,121,55,15,0,189,173,108,29,7,313,116,64,26,3,217,8,10,0,0,21,1923,831,181,28,2967
50401,173,75,30,8,282,226,79,30,9,339,435,200,42,10,697,307,142,33,10,489,228,109,24,5,368,128,35,10,5,181,98,62,12,0,177,52,37,11,4,104,128,82,32,10,258,26,12,0,0,35,2162,1001,267,94,3519
50402,62,29,13,0,109,97,42,15,15,156,176,98,39,7,324,132,69,12,3,218,122,53,23,4,199,53,21,8,3,89,51,27,13,3,95,27,24,8,0,59,71,65,11,12,166,16,5,0,0,25,967,527,162,52,1709
50403,283,159,89,41,575,390,222,69,41,722,827,457,147,59,1491,522,285,94,34,929,399,244,64,28,734,187,108,35,11,348,121,91,30,15,262,70,45,20,4,142,184,167,76,38,466,45,38,10,5,91,3642,2163,767,335,6910
50501,163,123,30,6,332,272,135,48,8,459,670,387,87,24,1174,497,279,65,20,869,409,258,70,16,754,174,101,27,8,303,187,151,26,4,368,126,138,31,4,298,221,193,84,13,510,26,16,11,0,48,3175,2017,550,125,5869
50502,364,161,45,18,587,547,191,64,18,829,1078,435,100,26,1644,723,354,67,30,1174,583,268,65,12,924,256,109,26,4,397,194,131,31,12,363,171,149,48,5,371,277,228,69,30,602,62,27,6,7,100,5093,2439,612,212,8347
50503,403,288,109,45,837,547,289,102,61,998,1129,638,189,96,2047,779,436,116,43,1375,520,371,85,42,1018,221,150,52,27,448,173,155,37,27,400,77,86,33,19,212,304,279,106,60,748,66,34,11,12,122,5101,3279,1023,505,9903
50601,169,123,50,27,367,249,112,51,38,459,561,258,96,41,959,339,160,40,26,571,211,131,29,15,389,99,48,10,9,167,60,54,24,10,143,26,46,10,9,89,127,91,57,10,283,41,23,5,0,68,2349,1283,456,229,4319
50602,119,71,21,8,223,190,52,13,10,267,359,134,33,8,527,232,100,27,6,360,192,85,19,0,295,84,30,10,5,128,77,43,11,3,137,64,36,12,0,108,71,74,25,13,177,32,8,0,0,40,1719,749,205,75,2748
50603,124,67,26,8,224,192,79,25,9,306,378,209,66,23,680,243,160,25,11,436,215,115,33,5,370,100,52,18,5,170,75,71,14,0,169,55,57,8,8,131,128,101,52,14,292,23,9,3,4,39,1842,1073,324,123,3365
50604,240,132,57,33,454,346,117,56,24,544,640,324,115,38,1119,402,196,51,15,672,295,166,47,14,530,127,66,32,9,239,96,101,32,7,237,38,41,17,12,108,169,132,44,35,381,48,26,3,7,86,2958,1624,593,252,5425
50605,72,60,25,12,165,109,59,29,0,197,295,148,42,25,512,202,97,32,18,342,144,101,27,3,281,70,38,5,5,123,63,40,14,3,121,43,29,7,0,80,104,66,31,10,219,18,11,3,0,24,1300,757,245,106,2415
50606,49,33,22,9,110,47,42,28,11,122,137,76,27,11,253,63,50,14,7,140,63,29,7,6,110,28,19,9,4,58,17,27,4,0,47,19,7,3,4,26,34,29,15,8,85,17,0,0,6,20,583,382,152,66,1179
50607,57,15,8,3,80,63,19,3,5,88,162,47,14,8,230,133,55,3,0,192,101,40,10,0,155,36,20,0,0,58,37,26,3,0,72,60,41,4,0,111,59,33,12,0,111,16,0,3,0,18,857,357,87,24,1329
50701,202,98,26,13,351,286,143,46,21,493,565,312,89,27,985,410,245,62,14,732,310,181,41,17,553,146,72,23,6,246,114,114,23,3,253,56,69,19,4,148,167,146,57,22,385,34,11,10,3,53,2749,1625,452,144,4971
50702,70,16,4,0,94,102,21,7,3,132,163,77,21,5,265,133,80,17,0,234,98,46,5,6,157,49,17,0,0,69,52,26,9,0,87,62,40,3,0,100,61,45,20,3,128,10,0,6,0,15,961,444,108,23,1538
50703,102,66,31,15,213,139,71,20,19,248,287,123,58,26,496,177,78,24,13,297,98,56,9,4,178,39,27,4,0,77,31,26,4,0,66,16,13,3,5,36,77,48,31,13,169,25,12,4,0,39,1250,652,252,126,2287
50704,131,61,12,4,212,178,79,17,4,284,417,176,56,8,662,314,149,25,4,495,301,154,33,3,494,110,71,22,0,203,124,92,20,6,244,124,116,20,5,265,116,106,55,10,290,25,10,3,0,45,2172,1166,326,70,3737
50705,252,228,92,32,608,380,204,97,33,712,692,425,144,65,1315,442,302,86,21,859,272,189,52,24,541,143,85,29,11,269,100,86,32,12,226,56,56,19,9,138,211,159,70,41,482,71,33,12,0,113,3280,2170,808,294,6551
50901,111,85,29,19,240,152,63,20,17,250,293,143,41,23,499,132,98,36,7,277,88,40,16,7,152,35,17,4,0,58,26,17,3,0,55,16,5,5,0,26,88,74,23,17,201,25,8,4,3,36,1241,708,235,111,2293
50902,83,43,22,15,163,128,58,23,15,225,214,99,36,15,369,112,56,13,18,194,77,30,12,0,119,35,14,3,0,56,33,6,0,0,43,23,11,6,0,39,85,51,23,14,170,38,13,7,3,65,1047,488,191,108,1833
50903,27,26,12,4,66,49,6,10,4,66,69,23,11,5,108,29,11,9,3,56,29,14,0,0,44,16,0,4,0,18,9,4,0,0,18,6,6,0,0,12,29,15,12,8,62,11,0,0,4,10,338,138,71,33,586
51001,73,53,23,15,156,73,38,24,16,153,135,73,31,24,266,71,64,25,6,163,60,42,15,12,129,21,9,0,3,40,26,12,4,0,37,15,8,0,0,25,60,47,44,32,184,51,33,10,9,104,878,521,261,166,1827
51002,22,12,3,4,40,15,9,5,4,35,42,31,16,11,98,55,34,12,0,105,46,20,4,5,79,16,4,0,0,28,31,15,8,4,51,21,13,5,0,37,8,15,16,4,41,18,9,3,0,30,359,206,94,36,693
51003,18,8,0,0,27,15,9,8,3,34,46,21,10,4,79,48,36,14,7,102,47,32,4,0,80,14,4,4,0,23,30,24,3,0,60,16,22,8,0,45,17,15,5,0,42,5,3,0,0,13,300,196,78,32,603
51101,25,7,3,0,36,41,12,8,4,61,46,28,5,9,90,26,14,9,3,54,34,9,4,4,48,13,4,0,0,20,7,4,0,0,16,3,5,0,0,11,36,16,6,0,61,9,0,3,0,17,311,150,50,31,547
51102,16,3,3,0,26,17,10,0,0,32,32,20,6,3,56,22,8,3,0,29,19,0,0,0,23,14,3,0,0,16,7,0,0,0,5,0,0,0,0,4,15,9,4,3,31,7,3,0,0,12,178,88,36,14,311
51103,66,23,10,6,107,71,23,10,9,116,108,62,23,12,210,88,51,18,7,166,92,41,15,4,147,46,8,3,4,62,55,13,6,7,82,35,24,7,0,67,34,49,22,10,116,35,12,4,10,59,763,395,141,90,1385
51104,103,63,30,9,208,138,63,21,23,245,220,117,50,27,410,150,92,21,8,271,94,48,12,9,170,52,24,4,3,87,37,27,5,7,79,20,14,0,0,34,97,60,30,6,196,29,9,6,5,47,1215,674,252,132,2277
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,79,70,36,14,198,80,43,13,14,156,147,89,32,13,290,76,40,14,5,131,46,18,7,0,70,18,13,0,0,31,9,11,0,0,22,14,3,0,0,18,29,32,13,7,87,14,18,0,0,33,712,451,175,76,1417
60102,110,94,30,6,248,184,85,33,12,309,373,183,61,20,637,236,116,38,13,410,186,83,18,8,298,64,40,11,0,116,47,30,8,0,85,35,27,7,0,70,83,74,37,11,203,24,12,3,3,39,1569,903,313,89,2878
60103,183,108,42,21,348,298,102,44,21,466,511,211,59,39,818,218,120,33,26,398,163,83,24,3,275,51,36,8,7,103,30,44,3,0,77,14,18,0,0,32,97,90,40,16,245,39,14,5,0,55,1962,1023,340,160,3489
60104,61,32,17,7,116,97,44,10,3,162,214,95,21,8,338,132,86,17,6,245,88,53,16,5,156,41,18,10,3,71,40,15,5,4,59,21,15,9,0,45,47,64,18,10,137,3,0,0,0,10,861,497,157,57,1571
60105,65,23,4,8,96,97,36,4,5,137,243,92,19,4,360,169,87,11,0,264,141,73,17,0,230,35,25,0,0,60,39,32,8,0,70,50,26,10,0,88,70,51,22,8,147,16,0,0,0,17,1072,492,108,32,1702
60106,38,18,13,4,74,66,22,11,3,112,127,71,8,5,210,78,40,11,5,132,51,23,8,4,86,11,7,0,0,16,3,11,5,0,16,3,0,0,0,4,34,28,9,4,75,12,6,0,0,13,505,267,86,35,894
60201,231,142,61,23,462,344,155,52,28,580,634,277,77,29,1026,318,169,52,15,549,181,110,26,9,323,83,44,7,0,129,47,29,9,0,81,26,30,3,0,58,120,116,54,17,305,35,11,5,8,60,2483,1360,422,166,4431
60202,41,36,24,0,99,83,36,11,6,140,115,48,14,8,191,55,32,13,0,99,44,15,8,0,69,13,8,3,0,22,6,4,4,0,15,5,4,0,0,9,44,22,11,3,85,15,0,0,0,18,505,266,109,35,915
60203,97,70,23,15,201,166,49,18,12,243,235,89,34,7,366,76,35,6,11,128,46,24,12,3,83,21,13,4,0,28,15,6,6,3,27,9,10,0,0,12,64,46,19,10,142,18,5,3,0,28,956,451,167,72,1648
60301,17,14,6,4,46,45,8,4,3,63,59,27,3,9,101,36,5,4,3,48,11,3,3,0,24,12,7,0,3,23,7,0,0,0,5,9,0,0,0,6,15,12,9,5,47,4,3,4,0,9,274,104,53,36,470
60302,35,27,8,5,77,62,26,12,6,105,115,67,27,5,210,49,33,10,5,90,35,16,6,5,56,3,6,0,0,9,10,7,0,0,17,5,3,0,0,12,45,19,11,5,75,9,3,3,0,18,480,242,101,23,847
60303,14,18,3,0,34,24,4,0,0,28,24,14,0,0,46,21,12,0,0,28,4,3,0,0,4,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,8,21,0,0,33,8,0,0,0,4,138,78,22,8,245
60401,155,86,35,23,294,192,78,32,19,317,326,163,41,23,559,168,75,31,0,280,79,43,15,8,149,33,18,5,0,56,19,19,0,0,47,21,11,5,0,36,89,65,30,9,183,28,7,7,5,44,1402,730,257,103,2492
60402,132,94,24,15,271,189,80,25,12,307,317,127,37,20,504,143,82,32,7,274,85,44,11,7,144,31,19,4,0,57,17,20,0,5,39,8,10,0,0,24,80,65,23,15,179,28,13,6,0,48,1304,698,227,101,2331
60403,35,20,8,0,65,48,17,14,0,81,80,45,13,4,139,34,12,9,0,49,36,3,4,0,36,10,9,5,0,22,7,0,0,0,12,7,0,0,0,8,32,19,8,8,61,11,0,0,0,7,387,179,73,25,662
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,32,15,4,0,51,25,13,8,0,39,86,29,7,0,122,84,33,8,5,126,60,38,6,6,108,37,6,3,0,40,32,11,4,6,46,39,27,0,6,64,43,18,9,0,71,3,0,0,0,6,495,208,52,17,772
70102,71,40,25,11,144,109,37,21,13,175,250,98,41,14,398,220,107,24,13,353,189,86,29,5,301,78,34,11,4,123,72,35,3,6,124,40,33,12,9,96,72,70,21,15,179,24,10,4,3,38,1327,658,236,125,2349
70103,17,8,3,0,33,28,9,3,5,44,69,33,10,3,120,45,31,12,0,87,52,16,7,7,77,19,12,3,3,39,22,10,3,0,32,21,8,4,0,31,33,34,11,4,78,9,5,3,0,21,352,196,61,26,636
70104,50,44,19,14,121,68,33,17,12,132,187,108,38,22,357,153,104,23,13,286,146,78,18,0,251,66,26,6,4,101,47,37,10,8,100,25,38,7,5,71,62,45,23,11,133,14,7,4,0,26,943,602,208,103,1857
