SA3_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
10401,0,0,58,17,5,6,11,25,93,76,35,3,14,4,17,303,6,0,6,6,12,20,18,15,3,0,0,5,84,14,10,9,15,22,58,34,22,7,9,0,18,215,35,17,18,38,70,187,141,77,17,18,6,38,664,198,134,128,250,371,1102,1001,860,252,158,130,240,4828
10402,0,6,125,20,12,10,17,25,99,132,147,40,20,3,21,549,11,4,3,9,9,44,25,42,10,17,6,10,183,22,18,18,32,28,80,54,48,12,8,8,29,356,54,31,33,61,72,242,238,269,70,46,18,72,1212,375,176,148,282,412,1263,1612,2222,936,616,305,471,8813
10501,0,3,12,9,10,6,17,12,20,4,0,0,0,3,4,80,0,0,5,0,0,0,3,0,0,0,0,3,11,9,6,9,0,5,7,0,3,0,3,6,7,50,17,23,17,20,13,30,9,3,0,0,5,19,163,148,63,77,118,122,234,144,113,35,34,64,90,1255
10502,0,0,21,13,16,24,28,25,24,10,7,0,0,0,18,171,0,0,0,8,5,15,0,4,0,0,0,3,45,9,18,9,10,10,11,9,3,0,0,0,7,101,22,39,32,53,47,61,21,13,0,0,4,30,334,106,123,130,239,240,403,200,103,32,23,29,116,1746
10503,0,3,80,20,6,7,36,49,118,91,55,15,13,8,32,460,3,6,8,10,3,17,13,11,0,4,0,6,90,15,14,11,17,27,64,31,25,12,4,4,25,251,43,33,26,71,91,228,145,100,34,22,14,70,883,344,147,157,331,524,1340,1389,1267,488,310,237,435,6968
10601,5,5,137,20,9,7,21,46,175,168,128,35,39,18,50,714,4,0,5,10,17,50,39,29,3,5,5,10,179,34,17,8,30,48,96,69,60,27,27,13,38,464,57,33,16,63,116,352,310,246,72,78,37,101,1491,358,171,148,314,521,1859,2408,2725,1222,999,501,646,11872
10602,4,6,116,13,0,7,21,21,98,139,135,40,27,7,28,535,9,0,0,9,9,28,33,41,16,7,3,8,173,17,17,13,19,31,63,84,61,21,11,9,32,369,43,26,25,56,64,209,278,261,77,50,24,77,1193,328,132,128,225,320,1323,2107,3167,1361,873,432,521,10920
10603,0,8,79,15,0,6,19,24,80,71,68,28,16,7,26,370,3,0,4,6,6,33,26,36,11,8,4,7,150,18,15,10,20,29,58,60,57,18,18,9,38,348,36,19,23,53,60,192,176,185,70,48,24,74,947,341,149,121,271,328,1078,1354,1817,868,656,333,447,7761
10604,0,5,35,6,5,4,10,12,43,34,21,4,4,7,9,143,3,0,0,0,8,9,6,0,0,0,0,3,40,4,7,0,13,11,19,16,9,3,3,0,11,100,13,11,13,23,27,81,70,36,14,10,7,22,315,123,49,55,122,167,564,686,600,252,189,132,167,3126
10701,3,5,107,9,8,3,3,19,49,102,102,49,33,10,41,442,0,3,5,0,9,35,46,37,5,11,7,12,175,18,16,20,18,36,72,70,55,25,17,13,23,366,33,25,25,29,64,177,246,222,85,68,36,77,1086,291,151,120,220,305,951,1375,2349,1427,1007,458,439,9095
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,7,108,13,3,4,12,23,62,96,147,67,51,17,35,532,8,9,0,11,11,38,42,42,18,14,12,12,218,30,13,6,20,33,81,72,101,37,20,9,32,464,51,22,20,45,63,200,232,326,132,93,36,94,1319,429,157,139,242,328,1086,1401,2903,1923,1475,780,655,11509
10704,10,12,132,10,6,9,12,19,62,92,124,69,55,32,23,514,10,9,6,12,7,58,51,67,29,25,18,15,309,30,7,5,13,19,67,73,76,33,32,22,23,403,51,22,28,36,52,202,237,293,148,126,85,72,1354,485,150,156,245,340,1063,1421,2703,2247,2367,1634,722,13537
10801,0,0,35,8,6,0,12,15,17,32,35,11,3,6,12,143,0,0,0,6,3,15,7,7,0,0,0,3,47,16,11,0,6,12,19,19,17,3,4,3,10,124,22,11,4,28,28,64,63,69,18,10,8,22,344,119,58,62,129,178,409,455,539,265,147,97,157,2622
10802,0,0,64,4,5,3,18,30,85,54,42,12,4,0,17,284,5,8,0,7,12,26,18,8,0,0,0,8,93,16,7,8,21,27,47,32,20,5,5,5,18,210,24,20,17,47,79,175,127,77,22,11,3,50,656,172,128,111,232,321,932,831,752,231,174,82,257,4221
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,4,0,3,0,0,27
10804,0,4,103,9,3,7,13,19,85,91,102,26,16,9,23,413,6,4,0,10,3,24,35,33,15,5,3,3,143,14,15,20,12,31,68,62,37,19,16,3,23,323,30,21,26,44,57,201,213,200,68,41,19,55,981,323,159,135,247,349,1004,1436,2083,930,624,325,347,7954
10805,0,0,86,11,4,3,18,28,80,66,34,17,6,5,20,290,0,5,6,4,13,28,17,11,5,0,0,7,96,25,8,15,16,26,54,49,18,4,0,10,19,244,34,21,23,47,69,188,146,85,31,7,18,52,714,225,115,127,228,347,1050,999,928,333,205,129,268,4953
10901,0,4,99,13,6,9,25,41,106,80,52,18,5,6,11,388,3,0,0,15,15,41,29,15,10,0,3,3,124,6,10,7,22,26,72,43,21,6,8,3,14,235,31,29,20,67,92,248,179,100,34,15,14,32,848,293,143,125,283,491,1553,1492,1266,454,314,216,339,6965
10902,0,0,7,0,0,4,11,9,15,10,3,0,0,0,6,48,0,0,0,0,3,6,6,0,0,0,0,3,23,3,0,3,8,3,8,0,0,0,0,0,0,37,5,6,12,20,12,31,10,3,4,0,3,6,117,55,44,43,110,135,248,170,149,56,38,31,65,1140
10903,0,4,48,5,7,13,23,17,58,39,14,0,4,0,12,188,5,0,4,7,3,23,12,3,0,0,0,3,57,11,3,9,15,21,31,15,10,6,0,4,13,128,17,10,21,45,54,124,66,32,7,7,6,27,421,226,111,102,261,393,913,726,589,180,124,115,266,4024
11001,0,0,44,3,7,4,6,23,43,25,17,4,0,4,9,150,4,0,4,3,5,20,15,3,3,0,0,3,70,3,4,5,3,19,13,14,11,3,3,0,3,85,16,10,11,28,49,81,64,30,13,9,4,20,343,172,63,77,141,241,657,622,514,205,147,134,170,3145
11002,0,3,38,6,0,18,29,32,59,20,11,4,7,4,15,197,0,4,0,8,13,13,3,3,0,0,0,0,43,6,6,13,15,11,30,6,11,0,0,0,6,111,16,14,24,51,62,117,35,24,3,3,5,26,386,220,113,124,262,333,756,401,400,112,99,103,183,3099
11003,0,0,16,8,3,3,9,8,28,11,8,0,0,0,6,91,0,0,0,0,0,5,4,0,0,0,0,4,21,9,5,7,3,5,19,9,3,0,0,0,6,62,14,7,10,14,15,52,24,15,0,0,9,19,190,129,32,51,106,144,444,370,267,103,71,47,150,1918
11004,0,4,87,14,9,12,23,54,149,123,71,20,9,10,25,514,0,5,6,9,10,24,27,18,0,4,4,6,111,22,16,16,30,34,75,60,21,8,3,0,19,304,37,24,33,73,109,265,231,126,30,19,13,60,1012,291,128,163,351,609,1696,1681,1559,605,398,262,430,8172
11101,4,6,175,25,18,10,14,36,101,147,210,71,52,18,52,753,14,9,9,8,32,68,66,64,26,22,7,16,337,37,27,14,26,41,102,95,71,36,32,10,57,539,82,45,35,53,112,292,353,378,161,111,44,132,1802,626,256,214,350,532,1587,2191,3922,2259,1589,935,769,15235
11102,0,0,98,12,12,6,10,23,87,132,135,49,27,13,35,534,5,5,8,5,12,34,39,40,11,9,6,15,196,29,18,18,27,23,92,81,68,19,18,5,35,427,52,34,28,42,65,237,285,265,86,61,24,81,1254,400,170,149,245,327,1226,1825,2911,1415,845,449,579,10539
11103,6,11,191,24,14,10,20,40,154,210,216,102,64,38,44,926,27,6,8,16,29,71,79,106,50,23,16,22,446,40,30,20,32,55,110,129,108,35,22,13,55,646,87,51,48,82,129,360,453,465,213,128,69,133,2209,689,260,232,422,594,1946,2752,4568,2609,1971,1409,895,18356
11201,0,11,107,19,7,7,18,12,70,74,85,43,45,24,31,440,4,3,0,3,6,46,29,40,15,14,11,10,171,29,17,0,26,24,58,42,63,23,17,8,31,336,55,20,15,41,53,195,163,215,89,87,53,78,1059,380,117,104,199,292,828,1014,1618,989,922,741,472,7677
11202,0,3,108,16,11,16,32,35,120,86,67,11,16,8,26,443,8,4,0,14,17,49,29,21,9,7,4,12,180,30,19,21,43,45,93,67,35,8,3,5,17,377,50,37,37,88,112,297,206,142,31,37,18,65,1109,292,138,191,335,483,1430,1399,1348,466,342,207,369,7001
11203,6,3,119,27,7,11,11,32,91,110,141,47,24,17,40,551,9,10,0,4,9,43,47,50,16,9,8,13,206,32,17,9,24,29,78,74,84,34,11,8,35,440,72,33,18,52,79,235,251,287,105,50,40,98,1320,430,180,125,264,368,1100,1465,2406,1286,971,573,597,9759
11301,0,3,60,10,8,9,17,28,49,40,16,6,4,5,16,210,0,5,0,10,12,15,18,12,0,0,0,4,66,13,9,7,18,22,39,19,10,7,4,0,12,174,26,20,20,54,77,123,85,44,15,3,5,39,510,264,104,118,239,393,964,785,693,211,173,119,283,4346
11302,0,0,17,4,5,3,15,5,18,7,0,0,0,0,0,60,0,0,0,0,3,9,3,0,0,0,0,0,26,3,4,5,4,9,13,4,10,0,0,0,4,56,12,11,6,15,24,47,24,11,0,0,0,6,152,55,36,35,102,124,332,249,229,57,42,35,72,1375
11303,0,9,122,18,14,11,36,68,152,107,61,17,10,7,37,529,11,0,9,11,16,43,42,20,5,10,3,10,179,28,18,14,27,36,82,52,36,9,10,3,17,334,52,42,38,82,130,318,233,124,30,33,11,72,1165,378,199,184,439,712,2165,2043,1762,569,484,359,528,9821
11401,5,10,120,8,11,7,16,38,96,119,116,37,40,13,27,517,13,7,0,8,9,35,30,31,13,8,4,7,166,35,26,18,14,36,92,78,55,16,11,12,36,435,54,39,34,38,87,252,261,227,73,59,28,86,1240,505,216,168,301,500,1432,1647,2250,1008,787,479,535,9835
11402,4,5,67,8,3,3,4,10,26,32,42,22,22,20,14,211,8,0,6,0,8,14,16,18,9,7,5,4,100,14,8,0,12,7,50,29,41,17,10,11,24,222,29,15,8,22,24,98,104,119,57,42,33,56,598,245,85,67,109,173,534,670,1305,836,743,678,344,5796
11501,23,13,127,28,0,12,9,8,26,39,80,48,84,93,26,451,26,8,9,6,17,37,42,73,36,57,67,27,395,40,6,6,17,22,53,44,98,53,55,71,36,509,96,16,22,40,52,125,143,275,152,204,257,102,1484,1061,237,167,281,390,1040,1182,2599,2252,4146,5967,1446,20767
11502,7,0,28,10,0,0,3,5,6,7,6,15,17,35,4,106,6,0,0,0,0,5,3,6,7,9,15,3,57,15,4,0,8,3,4,19,16,10,9,20,10,106,31,4,5,12,9,18,26,37,24,40,69,25,296,200,34,29,50,65,174,198,394,296,602,1081,280,3404
11503,9,3,37,0,5,0,7,0,9,16,30,20,15,8,14,116,0,0,5,9,0,10,4,17,7,3,5,0,53,5,5,3,7,6,9,20,21,9,9,10,10,119,13,10,5,20,10,28,54,70,40,36,23,28,326,145,46,36,80,81,267,391,743,603,652,501,276,3822
11504,4,4,63,11,6,0,0,5,21,20,41,35,55,31,29,252,0,0,0,0,0,11,13,15,17,18,17,11,99,14,0,0,0,6,22,21,28,16,32,28,22,201,25,7,0,3,16,57,55,100,71,122,84,62,617,246,56,38,79,100,364,483,1091,1444,2616,2188,597,9304
11601,7,8,126,13,5,7,13,8,41,76,143,66,50,29,39,500,8,0,10,7,14,40,50,64,25,32,13,15,274,37,11,9,24,35,96,93,113,65,62,21,64,626,65,19,27,48,63,191,240,350,173,155,74,115,1527,606,139,168,273,329,1259,1706,3783,2919,2436,1069,1076,15756
11602,4,9,119,18,4,4,4,10,31,50,122,102,93,50,43,541,9,3,3,0,11,30,30,57,37,36,15,11,265,24,13,9,8,12,64,50,102,69,79,32,47,510,64,26,17,23,40,137,147,311,234,232,111,105,1432,647,143,118,172,294,890,1278,3778,5022,6207,2964,1526,23042
11603,15,6,135,26,3,4,16,25,67,85,132,68,36,19,30,507,10,0,0,6,10,39,38,38,26,20,5,24,218,48,12,10,29,42,82,122,97,60,32,26,44,622,88,23,22,50,85,202,275,293,172,103,67,105,1481,466,116,114,224,341,1180,1727,3243,1941,1267,544,812,11961
11701,8,5,36,11,3,4,0,0,18,24,35,35,42,37,18,220,7,0,0,0,7,8,8,19,15,19,16,5,110,10,6,0,6,10,20,30,34,23,25,23,18,201,24,12,9,10,17,48,61,89,69,92,75,47,563,188,43,31,72,71,271,347,815,769,1062,1146,344,5156
11702,10,4,54,14,0,0,3,9,14,35,27,17,44,50,16,231,5,0,3,0,9,15,7,25,23,16,13,13,129,14,7,3,8,5,15,21,23,12,18,16,17,161,36,13,8,7,22,53,69,85,56,89,88,44,570,208,59,29,59,97,262,343,626,642,1049,1551,244,5151
11703,9,3,49,22,0,5,4,5,30,38,69,70,83,98,33,459,27,5,3,5,8,10,14,37,29,43,37,20,230,18,5,3,9,13,25,19,53,20,41,47,24,283,62,8,12,14,24,73,77,160,124,174,199,79,1020,565,90,72,118,183,586,644,1543,1600,2530,3717,617,12261
11801,48,14,108,26,0,6,0,7,29,30,35,46,65,158,28,424,15,0,0,0,6,18,15,35,17,25,86,18,240,24,3,0,7,6,14,13,29,17,17,46,19,200,73,10,8,12,14,62,53,106,85,120,340,78,971,608,65,58,77,116,337,340,737,644,1317,4783,781,9860
11802,20,4,96,18,0,5,4,0,21,29,55,43,68,111,26,379,11,8,0,6,13,15,30,31,22,37,40,16,232,37,10,6,7,13,28,29,44,29,50,44,35,324,77,14,6,24,31,72,92,141,106,166,217,79,1031,548,90,71,114,182,460,522,1008,929,1724,3904,725,10274
11901,22,15,241,40,15,10,7,25,69,91,130,110,115,72,75,746,28,8,10,16,16,65,60,78,51,54,30,30,449,57,25,21,30,46,98,110,170,90,87,69,86,885,131,49,42,57,91,253,281,441,270,287,202,208,2316,815,216,194,295,437,1352,1640,3158,2531,3343,2140,1369,17492
11902,8,11,126,20,6,10,12,15,45,58,115,50,65,55,40,498,22,4,4,16,23,30,47,80,20,34,23,27,339,47,17,13,28,31,82,78,109,54,75,46,59,632,90,29,31,54,77,182,199,325,141,198,130,135,1598,554,144,159,223,328,920,1143,2096,1371,1830,1674,914,11347
11903,20,6,95,10,5,0,8,13,40,44,57,55,59,78,35,409,21,3,12,13,21,28,41,55,41,43,48,27,346,38,7,12,23,23,73,72,99,38,58,65,42,553,80,20,25,45,51,158,172,221,140,175,207,107,1397,662,146,134,201,284,828,963,2103,1504,2318,2763,954,12865
11904,28,10,115,27,4,7,11,23,47,44,104,72,61,62,34,490,15,7,3,10,15,46,43,71,33,37,34,26,345,41,16,9,14,26,64,81,80,59,61,72,66,585,91,33,23,37,68,165,184,274,174,173,191,131,1536,610,152,134,213,293,830,1008,2403,1867,2235,2420,977,13141
12001,14,6,62,9,3,0,3,8,19,18,33,32,46,71,32,275,16,5,3,6,5,15,13,24,18,25,55,17,201,22,5,0,13,11,24,21,51,20,32,47,27,274,55,12,8,22,25,66,53,118,88,115,189,77,818,409,78,68,113,133,378,450,957,895,1500,2708,581,8267
12002,16,6,56,7,0,0,3,10,20,9,28,23,45,88,19,239,6,0,0,0,5,13,7,20,13,15,35,4,123,3,3,0,9,6,11,13,15,8,15,15,11,117,21,9,3,10,18,41,36,74,57,81,146,36,534,221,38,30,52,84,227,204,476,483,1096,2808,292,6017
12003,23,6,108,15,9,9,10,8,32,39,97,60,88,86,30,481,18,4,3,0,14,27,40,58,41,42,47,26,344,39,18,8,24,16,47,53,114,49,54,61,44,527,85,34,15,41,42,111,150,289,167,197,219,107,1463,666,122,107,189,230,725,906,2389,1699,2124,3177,831,13176
12101,30,10,85,17,0,6,0,0,20,20,61,40,67,118,24,368,11,0,0,0,6,29,19,28,31,38,71,15,253,26,5,5,3,13,16,19,37,29,34,52,18,252,53,10,7,5,21,66,59,132,112,154,272,72,965,595,77,69,104,130,444,442,1124,1034,1715,4394,664,10794
12102,9,5,90,12,4,4,7,8,28,32,79,50,58,50,20,361,13,3,8,6,6,28,32,59,23,30,23,16,247,24,7,11,12,9,40,43,84,37,41,20,20,341,57,14,17,22,24,110,120,252,122,146,104,65,1041,475,128,103,150,200,698,812,2013,1662,2310,2277,565,11389
12103,61,10,143,21,4,3,3,13,21,16,51,35,71,183,24,447,19,0,4,13,9,17,30,46,28,48,98,30,347,44,6,9,8,0,23,22,42,32,24,58,19,279,97,17,18,21,22,63,74,151,110,162,393,83,1216,854,134,109,153,171,621,563,1343,1199,2201,6708,991,15051
12104,19,0,54,18,8,4,0,4,13,17,42,32,60,108,18,319,9,3,0,5,0,7,15,15,15,22,58,15,168,12,9,0,7,4,11,13,19,8,20,28,11,143,43,10,8,15,10,35,49,87,59,112,214,49,686,405,56,33,60,77,281,270,611,547,1051,3095,433,6916
12201,7,0,23,7,0,0,0,3,7,3,19,15,21,54,10,139,0,0,0,0,4,8,3,13,12,16,20,8,86,7,0,0,3,3,3,3,11,8,3,22,14,86,16,0,4,10,8,21,12,43,40,41,102,26,334,209,24,32,41,48,137,114,320,303,564,2018,252,4065
12202,22,10,78,12,0,0,4,0,11,10,33,19,52,68,13,228,4,3,0,7,3,15,15,14,9,32,32,14,151,14,0,4,0,11,33,17,35,18,32,29,17,207,35,9,11,14,21,60,50,79,56,132,151,55,666,342,82,56,94,141,369,350,778,676,1401,2748,549,7581
12203,33,13,149,26,9,4,9,8,28,39,101,76,103,143,35,577,22,0,5,9,7,37,41,66,47,61,55,37,387,45,14,9,12,25,56,52,74,50,72,51,34,494,97,23,19,38,46,137,141,257,188,269,286,121,1609,746,164,139,207,323,833,983,2008,1992,3503,6444,1093,18437
12301,9,6,117,12,8,3,0,18,30,77,142,87,76,32,39,536,0,0,0,7,12,36,34,46,27,29,10,13,219,19,8,0,11,23,69,51,66,44,46,22,26,388,38,19,3,22,52,149,182,292,176,156,75,88,1258,290,111,91,138,269,771,1082,2598,2521,2079,1032,641,11599
12302,8,21,215,30,11,6,20,29,130,148,244,116,72,48,71,933,16,9,3,20,25,65,82,72,37,30,13,28,398,54,14,27,52,54,168,178,230,91,61,44,85,1049,102,35,42,94,114,395,454,601,264,173,115,202,2591,722,222,217,404,540,1988,2807,5586,3753,2541,1279,1395,21452
12303,5,6,59,8,5,3,6,3,21,30,77,39,35,18,18,268,9,4,3,8,4,20,15,27,5,9,3,5,102,13,9,0,8,4,29,41,38,24,17,7,14,210,22,12,12,20,19,74,97,152,76,76,44,43,644,196,74,58,120,136,504,712,1475,1262,1134,758,397,6825
12401,3,6,112,15,7,8,14,19,66,101,132,48,42,19,23,479,3,6,7,6,17,35,48,60,15,14,11,9,235,26,21,14,22,24,61,62,61,27,27,12,30,374,46,31,32,52,55,181,222,276,112,84,45,65,1199,400,163,116,251,313,968,1361,2508,1637,1340,687,437,10203
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,17,11,203,30,11,13,17,26,91,138,240,115,99,53,53,888,17,7,10,9,12,49,63,71,40,28,21,17,333,42,9,15,34,48,110,137,182,75,63,30,68,825,98,28,37,69,96,275,377,526,260,213,123,147,2251,589,170,159,325,422,1484,2338,4848,4032,3173,1608,1144,20303
