SA3_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
30202,5,0,66,12,8,0,8,9,33,58,98,37,18,12,11,300,6,0,5,5,6,29,24,59,28,13,4,9,185,15,5,7,14,12,31,26,35,25,16,8,13,206,31,15,7,27,38,100,127,201,95,49,30,33,753,294,96,80,139,197,688,964,2023,1363,1141,716,317,8020
30203,0,0,34,4,0,0,6,9,37,30,52,28,16,8,8,192,0,3,4,5,0,20,29,19,8,7,3,6,97,11,0,0,8,4,22,20,19,12,9,8,6,126,17,5,13,22,16,83,82,104,53,28,12,28,452,152,48,49,80,140,459,742,1260,759,548,274,216,4739
30204,4,0,70,14,3,7,17,17,67,75,79,42,15,9,13,353,11,3,5,3,5,31,48,32,8,13,8,0,159,18,6,4,9,12,44,65,52,15,4,12,22,263,37,10,15,32,41,151,202,186,68,37,26,41,854,265,96,78,165,231,889,1431,2157,855,569,298,396,7427
30301,7,6,40,5,3,6,7,11,30,37,68,26,32,14,22,264,7,3,0,0,15,12,20,23,15,17,10,7,124,16,3,9,3,12,28,23,24,9,16,3,5,158,24,8,15,17,43,81,89,129,49,66,30,42,590,272,79,69,103,146,446,708,1299,1060,1172,917,356,6628
30302,6,0,54,6,0,4,10,5,31,47,68,37,30,22,15,268,9,9,4,4,3,20,25,40,8,11,13,11,144,11,3,10,0,7,22,27,39,17,18,7,12,189,32,17,15,17,19,87,110,158,74,60,43,36,654,290,109,71,124,202,614,863,1462,1126,1271,957,344,7437
30303,0,0,76,11,0,7,9,15,37,64,71,33,31,17,22,314,8,0,5,8,10,25,35,45,14,6,8,13,178,20,4,5,11,11,26,47,41,29,16,9,13,230,41,5,13,24,41,94,163,171,84,65,39,55,798,415,98,115,151,227,797,1066,1922,1384,1216,684,498,8570
30304,0,7,35,7,0,4,9,7,17,41,52,23,13,3,4,184,0,0,5,5,3,13,11,17,4,7,0,5,77,8,4,6,5,13,19,14,10,10,4,0,13,116,23,8,8,19,30,51,73,92,39,32,8,27,413,187,59,47,101,121,401,541,1100,766,605,404,220,4552
30305,0,0,80,12,0,5,14,12,56,80,87,28,22,11,30,355,13,0,4,5,11,22,31,30,13,8,3,4,145,13,7,8,16,16,53,63,66,21,18,14,20,300,45,8,19,32,45,151,188,195,64,48,30,54,873,378,84,95,173,272,952,1581,2514,1120,697,420,484,8772
30306,3,0,39,18,0,5,5,7,33,44,36,12,13,4,11,189,4,7,6,3,7,12,17,23,14,3,8,4,102,27,3,6,9,15,42,23,29,9,8,3,13,191,47,11,11,23,28,87,91,97,46,28,17,29,520,270,78,66,93,170,563,693,1091,511,399,251,321,4508
30401,0,0,34,7,0,0,5,6,11,40,45,18,17,9,11,170,3,0,0,8,7,14,19,17,13,10,4,10,105,12,5,3,5,7,27,23,36,6,11,0,4,135,21,3,3,16,13,61,90,115,46,35,14,27,454,194,55,59,89,138,418,651,1228,723,539,301,221,4622
30402,4,0,82,8,0,3,3,5,18,40,51,35,34,19,17,233,9,3,0,7,7,19,24,24,13,10,10,9,136,10,10,4,0,6,12,18,28,10,16,10,9,132,26,10,3,14,27,58,91,131,70,74,44,35,579,283,83,65,113,144,505,700,1424,1118,1197,964,403,6992
30403,15,4,53,0,3,4,5,4,35,20,41,16,22,19,7,180,9,0,3,0,3,12,11,28,8,14,10,7,113,6,3,0,7,0,12,15,19,3,5,6,8,81,21,4,6,12,14,58,68,90,37,43,52,26,431,211,57,50,65,101,394,456,836,568,757,848,271,4624
30404,3,3,79,7,4,6,3,13,35,44,70,34,23,18,13,277,4,5,4,4,14,24,20,46,16,13,4,0,156,18,11,0,9,7,29,28,42,15,4,0,13,179,36,21,11,18,35,93,112,177,78,48,19,37,689,251,97,76,115,180,528,762,1733,1229,1030,489,255,6754
30501,6,5,38,7,0,0,4,4,15,32,45,14,20,27,12,190,5,0,0,7,3,16,13,23,14,13,9,9,117,6,0,0,3,8,19,17,12,14,11,10,6,112,18,3,6,6,18,63,64,81,47,45,58,38,455,189,37,45,71,110,386,617,858,502,581,821,190,4413
30502,8,0,51,7,3,4,3,3,22,35,55,27,40,24,10,232,3,5,0,3,0,9,17,16,10,14,16,12,99,4,3,0,5,3,14,19,19,9,10,8,7,98,12,8,9,11,13,45,72,96,52,64,58,30,476,160,50,40,69,90,319,452,830,674,930,1148,250,5012
30503,16,7,65,13,4,3,4,7,43,59,56,30,31,34,21,304,5,3,3,3,0,29,24,29,15,21,22,15,182,10,0,0,4,10,23,32,32,13,22,15,11,178,34,9,9,14,18,102,124,135,70,77,96,50,727,340,77,48,146,169,615,817,1399,1054,1428,1833,463,8383
30504,13,3,51,8,0,0,5,3,20,26,42,31,33,33,7,208,8,0,4,9,0,10,17,30,6,25,21,7,133,7,3,4,0,6,21,15,18,19,13,10,6,120,27,6,6,12,12,57,60,97,63,82,75,26,511,289,64,63,81,89,390,511,860,827,1232,1450,297,6154
30601,7,4,101,14,5,3,16,24,95,117,96,20,15,11,12,414,5,4,0,3,13,36,41,25,8,4,3,5,148,14,3,11,18,24,40,44,39,11,6,8,15,231,32,9,16,36,65,196,220,170,49,36,21,41,899,237,93,91,215,298,1043,1580,1943,694,506,290,377,7364
30602,4,8,148,19,9,13,25,51,149,175,106,19,19,6,44,643,8,3,13,15,32,49,55,27,9,9,7,13,229,19,3,13,28,29,93,89,53,8,15,10,44,393,57,20,43,71,117,326,358,207,45,47,22,103,1411,364,142,174,361,562,1961,2458,2021,661,452,271,539,9963
30603,0,4,28,6,4,6,9,25,33,18,14,0,0,3,12,133,4,0,0,3,0,11,9,0,0,0,0,3,37,6,0,7,12,6,9,16,7,0,0,3,10,86,21,10,18,25,34,56,48,21,7,0,3,22,279,128,67,77,149,238,625,497,360,94,76,62,175,2543
30604,0,4,10,5,0,0,0,4,21,5,14,3,4,0,6,57,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,8,4,5,0,0,0,0,5,29,4,4,5,7,9,28,8,18,3,3,0,12,101,38,10,29,40,82,222,226,220,95,44,41,72,1125
30605,0,0,47,3,4,13,7,30,58,53,30,6,0,0,14,213,0,0,0,9,5,18,4,11,0,0,0,0,56,10,8,6,19,10,31,24,12,0,0,0,12,139,13,15,17,36,46,119,95,66,10,5,3,20,456,168,77,77,191,227,795,773,684,213,144,120,186,3653
30701,0,3,23,0,10,6,22,30,38,15,15,5,0,5,12,155,3,3,0,3,0,8,3,0,0,0,4,0,32,6,3,0,5,10,24,11,8,0,6,3,13,92,12,14,8,38,48,75,35,31,9,4,16,20,312,304,93,98,224,281,632,534,434,143,131,172,242,3282
30702,0,10,50,0,4,11,22,41,54,31,21,3,6,0,9,204,3,3,0,3,6,20,8,5,0,0,0,3,50,7,11,0,18,22,38,16,10,0,5,5,9,139,16,16,14,43,70,122,63,40,11,9,3,25,441,229,108,133,259,373,927,699,570,196,152,112,238,3985
30703,0,0,39,3,5,3,21,28,77,29,19,5,0,0,11,216,0,0,0,3,4,15,11,7,0,0,0,0,54,11,4,4,16,15,32,19,10,3,3,0,13,144,18,13,16,39,57,143,68,39,10,8,8,30,453,207,96,99,252,390,1011,718,547,193,150,93,209,3948
30801,0,0,11,4,3,9,7,15,30,21,10,0,0,0,3,105,3,0,0,0,0,0,3,3,0,0,0,0,17,3,3,0,0,0,3,8,7,0,0,4,4,40,8,7,3,8,17,39,32,30,5,6,9,14,174,115,60,55,117,152,439,409,434,177,140,80,140,2312
30803,3,10,179,22,12,17,50,73,201,169,100,32,22,13,48,757,17,3,8,15,31,52,44,30,6,5,4,12,219,30,17,22,41,51,119,82,52,18,10,16,41,499,69,39,52,104,169,427,341,214,59,41,36,114,1657,450,248,262,546,818,2717,2885,2646,956,632,397,747,13309
30804,0,0,8,0,4,0,3,3,12,6,9,0,0,0,9,39,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,5,0,4,13,3,0,0,0,0,3,28,4,6,5,0,7,23,14,8,5,4,4,5,84,74,35,53,67,93,231,193,153,65,51,60,91,1167
30805,0,0,69,17,3,11,19,36,57,53,50,16,15,3,32,308,0,0,10,3,9,34,27,16,6,0,0,9,113,13,4,5,7,13,30,32,32,7,4,3,17,170,28,12,27,34,63,139,127,108,35,30,8,59,659,248,116,122,259,443,1229,1421,1645,639,486,221,391,7233
30901,6,5,61,18,0,8,11,12,38,56,79,32,23,22,16,316,7,5,0,3,10,33,21,19,9,10,14,14,138,24,4,3,11,13,36,45,42,15,20,12,20,246,46,14,11,25,32,125,129,148,61,60,59,56,767,287,89,67,115,187,602,830,1348,795,966,794,429,6501
30902,0,7,69,9,0,8,5,17,43,69,80,40,25,13,24,331,6,3,0,4,6,26,25,25,16,16,9,18,149,10,8,5,5,23,42,44,49,19,16,7,25,261,27,16,18,21,49,124,146,176,90,59,30,74,814,227,87,79,109,208,626,869,1544,971,845,435,408,6422
30903,3,5,61,8,3,5,8,25,67,79,63,23,26,10,20,341,0,0,0,0,8,35,31,33,9,5,8,10,149,28,9,10,14,22,55,60,40,16,8,7,34,304,39,16,16,34,58,174,184,146,52,42,31,65,855,252,105,85,176,251,878,1081,1386,648,646,503,411,6412
30904,0,0,21,6,4,5,4,6,14,22,26,18,4,8,13,131,3,0,3,3,0,8,9,7,5,0,0,3,52,4,0,8,4,12,20,21,26,4,6,4,11,112,13,3,13,9,20,46,60,60,34,16,11,19,317,99,40,46,66,106,280,472,756,414,279,190,189,2945
30905,0,11,76,4,0,0,9,9,48,57,56,27,29,9,11,263,5,4,4,4,9,18,19,16,7,8,4,3,97,10,0,0,4,15,34,28,31,12,14,6,11,171,24,8,4,22,32,101,102,128,58,64,21,39,604,192,65,55,104,127,492,667,1264,904,844,471,383,5567
30906,4,9,115,16,4,10,11,11,79,121,137,40,18,12,36,506,6,0,3,7,10,23,42,31,12,11,4,14,167,29,6,14,28,26,78,92,94,30,21,10,44,466,61,14,26,51,45,207,284,278,96,53,38,99,1253,341,116,116,245,265,1003,1677,2850,1351,877,464,631,9937
30907,7,12,182,25,5,16,14,34,141,216,293,104,66,38,71,1023,10,8,0,8,25,50,61,82,35,20,19,15,334,32,15,11,19,30,97,107,147,47,46,28,46,625,66,25,29,39,94,315,441,566,206,147,92,148,2163,494,192,165,317,482,1719,3330,6281,2831,1939,1241,1242,20247
30908,9,7,95,5,11,8,8,17,48,84,86,28,14,5,20,332,0,0,5,4,7,30,41,29,10,9,8,4,152,19,10,0,8,11,27,58,46,19,20,7,19,254,33,21,12,20,45,127,201,189,57,43,29,50,828,203,89,58,91,200,604,971,1519,785,525,306,387,5735
30909,3,6,58,13,10,5,9,15,64,68,62,23,10,12,18,302,6,4,8,8,6,16,23,32,10,8,9,6,143,17,9,4,12,14,50,52,32,28,16,3,28,273,39,27,16,30,36,139,157,138,69,39,27,61,777,242,111,59,119,199,639,877,1324,654,434,268,330,5249
30910,3,5,17,10,0,5,0,11,16,15,28,20,15,20,7,160,5,0,0,5,7,9,11,10,4,14,11,5,70,5,4,4,6,5,24,13,23,4,7,10,11,110,19,4,7,11,17,55,39,65,32,36,41,33,357,174,35,49,71,102,340,374,514,353,439,533,240,3229
31001,0,10,92,19,8,4,9,21,91,107,73,15,16,7,22,385,11,3,4,3,14,40,49,40,9,8,8,6,199,24,12,14,18,34,87,77,78,12,12,9,33,396,60,19,22,33,67,242,247,208,42,37,18,73,1077,345,118,102,165,287,1280,1714,1854,639,409,221,418,7557
31002,0,6,75,16,5,11,39,27,107,96,65,27,15,4,29,432,4,4,0,11,11,34,18,23,5,0,0,7,129,13,13,15,25,35,75,54,38,7,5,7,27,317,38,24,31,76,78,247,188,138,39,18,9,65,956,298,148,172,332,490,1657,1842,1620,575,335,188,456,8124
31003,0,6,174,22,14,19,30,63,229,182,100,29,26,6,40,756,5,3,10,21,18,65,44,17,12,9,4,22,222,25,10,14,31,58,155,116,75,22,14,5,34,559,56,34,41,88,149,503,386,228,62,50,13,107,1714,390,184,195,430,742,2967,3195,2792,933,578,284,679,13365
31004,0,15,139,8,11,7,23,42,140,190,145,34,25,6,31,666,12,6,0,3,13,47,60,60,17,10,0,7,227,30,13,14,19,27,97,110,73,23,9,7,25,450,46,29,22,43,90,309,403,301,89,54,16,78,1487,285,130,134,235,405,1923,3089,3236,1056,708,338,551,12100
31101,0,0,18,0,0,4,4,5,21,21,10,8,0,0,8,78,0,0,0,4,0,7,0,0,0,0,0,0,23,0,0,0,4,0,12,15,9,4,5,0,6,62,5,4,4,17,9,49,44,27,9,6,3,19,180,57,23,12,62,83,250,339,298,103,46,42,92,1415
31102,0,6,54,11,0,7,9,14,54,95,44,16,9,3,27,289,13,4,4,5,3,22,22,17,12,4,0,5,98,19,8,10,13,23,52,56,23,16,6,0,21,246,37,14,15,33,44,150,170,91,45,15,3,62,679,158,65,69,149,216,892,1306,1144,335,179,74,289,4875
31103,0,13,136,12,8,3,16,39,140,186,104,17,16,8,44,592,6,10,7,5,9,49,53,29,10,9,0,18,198,24,19,15,21,40,104,105,78,23,13,5,38,495,47,39,19,43,92,339,380,230,57,44,17,114,1419,313,176,133,240,407,1800,2847,2340,659,440,212,672,10236
31104,6,10,92,17,0,5,9,13,57,124,160,52,24,8,39,503,0,0,0,10,5,13,19,26,9,8,3,15,107,11,12,3,10,19,52,54,69,17,17,10,31,311,24,14,12,29,38,130,218,281,93,55,21,98,1013,233,95,68,146,247,938,1797,3257,1572,797,331,688,10166
31105,0,5,97,12,3,9,14,21,74,98,84,28,17,7,19,386,6,3,0,5,6,39,35,26,8,7,3,11,148,19,4,11,17,18,56,81,65,17,16,7,22,324,31,10,24,41,53,177,239,207,57,43,19,57,960,208,108,90,184,281,1040,1761,2013,781,555,311,413,7738
31106,0,10,98,14,7,8,16,31,80,123,101,16,17,7,25,443,5,0,0,9,9,32,38,21,4,9,0,11,148,23,7,9,27,24,87,67,56,12,13,6,30,361,45,23,20,50,81,215,249,191,45,46,12,71,1049,296,125,88,224,383,1275,1745,1877,679,453,251,428,7830
31201,0,0,12,3,9,5,7,10,16,8,12,0,5,0,4,79,0,0,0,0,0,0,4,0,4,0,0,0,18,0,0,3,3,11,14,5,7,3,7,4,0,57,8,8,3,16,23,35,27,20,7,6,4,7,168,129,50,56,131,160,370,345,330,108,73,56,130,1938
31202,4,7,144,22,10,11,24,42,161,155,121,41,21,6,50,675,10,3,0,9,8,48,47,34,17,3,9,9,189,24,11,10,17,31,77,88,56,29,11,9,26,398,66,26,27,55,89,319,327,238,97,40,24,92,1408,498,179,165,317,570,2270,3031,3483,1434,897,520,839,14195
31203,0,5,24,3,4,4,6,7,16,24,29,9,6,0,16,132,0,0,0,0,0,7,4,3,6,0,0,3,29,7,0,0,4,11,17,9,11,0,0,0,7,58,8,5,5,14,22,48,43,48,19,10,0,24,242,72,35,44,88,101,361,441,543,193,148,79,167,2255
31301,0,4,35,6,0,0,9,8,15,38,34,10,8,0,9,147,3,0,0,5,3,20,15,17,3,6,0,4,76,11,3,4,5,20,38,24,24,12,0,5,8,163,18,6,8,19,33,81,90,78,26,16,10,27,417,168,64,62,111,145,465,661,752,310,209,113,209,3274
31302,0,7,103,11,3,8,7,23,135,128,85,25,24,7,39,503,9,3,3,4,15,39,46,32,3,10,0,3,167,25,12,10,12,34,83,89,48,27,8,9,35,394,47,25,22,37,74,284,295,183,68,42,17,83,1167,260,147,108,211,365,1529,2179,2039,779,423,184,502,8732
31303,0,0,15,7,0,4,0,3,12,25,12,5,0,0,0,79,0,0,0,0,0,6,10,0,0,0,0,7,21,6,3,6,0,8,16,13,9,7,0,0,4,59,9,5,10,5,15,35,46,19,8,3,4,10,177,66,23,30,49,85,253,355,414,151,114,55,113,1708
31304,6,8,100,9,0,0,13,19,115,119,96,28,23,10,34,474,4,4,4,3,11,33,37,27,9,8,0,13,156,14,17,5,15,27,62,75,62,27,13,5,32,363,34,26,21,36,60,227,256,207,75,43,16,91,1093,284,115,101,221,327,1234,2001,2640,1005,566,220,547,9263
31305,0,0,61,10,9,6,17,14,48,85,62,16,9,14,20,304,8,0,0,6,8,25,35,32,4,0,0,9,139,22,11,9,20,23,44,56,49,14,11,6,22,276,38,18,11,36,53,129,193,163,37,24,20,54,782,249,107,92,173,230,756,1188,1532,630,431,297,339,6021
31401,0,4,117,26,8,3,18,16,71,109,163,60,55,25,19,560,4,0,4,9,13,42,59,49,17,19,7,20,254,24,10,7,21,16,57,62,71,38,21,10,30,367,53,23,20,50,51,188,260,318,120,97,44,69,1297,564,171,175,276,362,1223,1993,3960,2185,1737,1013,665,14332
31402,0,7,131,5,5,5,13,20,78,131,118,32,21,6,25,457,4,4,0,10,11,48,35,46,9,8,4,12,185,12,9,3,7,17,64,102,61,13,16,4,20,330,28,14,11,37,57,220,294,266,67,47,16,61,1108,236,97,81,178,291,1172,2342,3430,1180,665,298,505,10483
31403,0,4,61,11,3,4,10,23,55,78,51,4,5,4,7,252,0,0,3,8,11,30,34,13,8,0,0,0,106,17,8,3,13,20,44,53,44,9,8,0,19,239,28,10,16,40,55,140,173,120,23,19,8,31,659,161,67,68,137,261,737,1359,1308,296,194,79,244,4911
31501,0,0,6,5,0,0,0,4,14,0,8,0,6,0,7,51,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,5,0,4,4,3,3,0,5,4,33,16,3,4,3,9,14,11,18,0,4,5,16,106,72,29,22,40,63,148,128,201,88,56,55,80,976
31502,0,0,20,3,3,4,8,8,28,24,12,3,6,0,11,113,0,0,0,0,3,4,9,4,0,0,0,3,17,4,6,7,7,3,10,12,3,0,4,3,5,65,3,9,13,9,26,43,42,26,7,6,4,24,215,78,43,46,91,153,379,374,392,127,86,60,159,1990
31503,0,5,10,11,3,6,8,8,18,9,0,0,0,0,0,68,0,4,4,0,3,0,3,0,0,0,0,0,10,7,0,3,0,3,10,5,0,0,0,0,4,30,21,9,9,11,10,27,14,4,0,0,0,5,117,130,49,81,109,131,211,117,76,21,21,60,91,1097
31601,0,3,93,5,0,0,7,12,38,74,86,36,30,7,21,319,3,0,0,3,9,15,42,30,17,12,4,14,149,14,0,4,5,7,26,46,38,15,11,8,19,208,29,9,5,22,40,99,179,179,74,58,22,53,771,258,101,70,159,244,578,1048,1889,957,692,400,387,6783
31602,0,13,97,8,9,8,9,20,79,103,123,49,40,12,27,482,6,0,4,0,11,37,31,45,18,7,4,17,177,23,5,11,12,18,69,71,54,9,14,4,26,320,39,23,17,27,51,185,228,253,84,68,26,78,1073,354,151,133,201,300,933,1503,2838,1348,924,586,596,9874
31603,4,0,48,8,3,5,7,3,55,76,67,23,21,14,17,308,8,0,7,9,11,24,23,32,16,6,0,10,144,14,8,4,5,18,45,47,25,18,9,8,20,214,26,15,14,18,33,136,152,138,63,34,21,54,712,249,96,87,148,209,650,934,1415,739,547,369,401,5841
31605,0,0,53,10,0,0,10,8,14,36,51,23,18,12,8,201,4,0,5,5,7,22,27,14,10,4,3,3,107,9,3,6,3,11,28,24,19,4,7,3,15,133,23,7,10,24,35,70,98,101,54,33,15,26,499,236,90,66,116,137,443,559,1063,673,481,391,252,4510
31606,0,4,68,15,9,5,10,19,52,85,79,38,18,13,33,369,10,7,0,3,7,16,32,29,11,4,5,10,133,13,4,15,22,13,55,65,58,16,10,10,24,305,42,20,26,41,37,139,191,179,61,39,31,72,876,294,119,99,221,266,851,1371,2163,906,624,422,488,7827
31607,4,5,68,13,0,5,7,15,60,80,88,23,14,6,29,350,8,4,3,6,11,29,27,24,7,0,0,14,129,13,3,4,15,19,52,46,44,9,9,4,24,249,33,11,16,32,52,149,172,176,47,27,13,67,798,214,90,91,160,234,831,1319,1862,694,455,266,426,6643
31608,0,6,37,3,0,0,6,4,20,23,36,11,4,5,16,130,0,0,0,3,0,10,11,7,6,0,0,9,42,9,9,3,11,12,22,19,28,9,8,3,6,125,9,7,8,17,17,56,67,71,25,17,8,30,338,139,55,56,77,146,388,504,715,379,282,167,196,3103
31701,3,13,214,26,8,15,36,58,222,211,122,36,26,14,38,804,8,5,9,15,34,69,63,36,12,11,7,10,277,35,26,19,33,57,132,117,67,19,17,16,38,578,76,38,50,94,162,476,445,258,79,62,37,93,1863,561,248,256,568,910,3375,3884,3590,1236,813,488,789,16715
31801,0,3,27,6,4,7,13,12,45,29,13,6,9,0,15,162,3,3,3,5,4,7,4,5,0,0,0,0,32,8,6,11,12,16,22,16,6,4,0,0,10,108,17,14,22,36,38,84,57,29,8,9,3,30,336,172,95,123,258,315,778,537,429,143,91,62,207,3212
31802,0,18,222,29,19,18,55,83,338,281,188,49,42,18,59,1176,19,6,7,17,28,116,92,63,17,3,7,21,399,31,22,16,23,76,197,143,107,30,27,8,62,746,82,44,43,107,205,710,562,401,104,75,32,168,2551,718,296,261,675,1183,4191,4887,4464,1488,1027,659,1052,20894
31901,3,9,113,15,16,20,42,57,184,100,51,11,3,11,39,535,9,7,3,10,10,46,19,11,0,0,0,14,134,16,14,12,33,52,90,55,24,3,0,0,23,335,38,35,37,97,133,345,200,101,23,8,14,81,1113,361,240,214,483,828,2283,1828,1262,363,241,179,481,8748
31902,0,0,59,11,7,15,32,36,60,30,9,0,0,3,14,222,5,6,0,8,9,15,9,7,0,0,0,4,55,16,11,9,23,31,38,15,10,0,0,5,17,181,29,31,33,71,80,133,60,26,6,0,11,35,515,257,163,194,411,482,961,584,371,115,105,108,262,4006
31903,0,5,78,10,11,5,18,26,87,67,46,11,15,5,28,321,0,3,4,12,11,23,17,12,0,0,0,3,95,19,18,9,29,36,50,51,16,10,0,4,19,264,34,31,17,60,89,195,147,86,24,18,5,56,756,253,150,129,280,442,1285,1240,894,246,188,122,348,5575
31904,0,7,62,6,11,6,15,28,114,100,48,6,3,7,25,375,3,4,0,3,14,31,17,7,0,0,0,6,103,9,10,8,16,26,56,55,26,13,3,3,21,248,21,28,18,34,67,217,188,96,25,15,13,57,784,222,149,149,220,342,1240,1330,1079,280,193,120,328,5664
31905,0,0,46,11,8,22,27,46,78,38,13,5,0,0,6,267,0,0,3,3,11,23,12,8,0,0,0,3,70,17,27,14,21,29,49,25,18,5,0,0,19,229,40,35,35,59,101,179,80,42,11,3,0,34,615,217,171,134,357,484,1126,767,529,143,81,64,241,4312
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,4,0,3,3,3,0,0,5,4,11,6,4,3,3,0,43,0,0,0,0,4,4,4,9,0,0,3,0,24,9,0,5,0,5,7,0,9,0,0,5,6,31,8,0,5,0,9,11,23,16,9,6,9,5,103,60,8,15,24,36,103,132,200,106,83,143,62,970
40102,3,9,136,7,4,11,17,29,91,116,78,25,13,16,17,422,14,7,3,12,14,59,44,42,16,6,7,12,241,23,18,11,26,37,92,70,46,16,14,10,15,377,45,28,21,62,97,268,264,187,64,48,35,56,1174,450,211,176,338,507,1757,2315,2685,1209,948,713,428,11729
40103,8,8,46,8,4,0,4,3,20,21,24,17,14,16,4,148,4,4,0,5,6,12,19,16,17,17,27,0,126,10,0,0,13,7,13,14,13,8,0,10,9,96,24,10,3,15,19,45,57,67,49,34,60,24,414,259,71,49,104,142,360,470,749,615,847,1006,261,4929
40104,0,5,74,10,0,3,12,16,37,50,53,13,8,3,15,213,14,3,6,8,16,36,35,30,14,11,4,13,181,14,14,12,26,14,42,32,33,12,9,3,21,221,39,20,19,39,48,126,137,128,41,42,13,40,688,293,112,105,184,251,787,1048,1538,687,501,264,286,6055
40105,0,0,29,7,0,0,6,3,16,18,19,7,7,9,11,120,5,0,3,4,0,11,19,19,3,8,10,5,86,8,11,10,4,5,16,11,12,4,6,6,9,104,21,10,11,16,7,58,51,65,24,24,24,25,331,188,40,49,92,91,323,355,617,393,411,439,173,3179
40106,8,0,28,10,0,0,9,4,18,16,25,12,15,9,6,126,9,0,0,4,4,7,4,10,9,3,9,3,66,0,0,3,4,6,5,23,8,5,0,3,7,74,16,10,7,19,18,38,46,51,28,19,19,13,293,181,55,39,82,114,323,391,568,414,398,415,159,3142
40107,13,0,47,3,3,0,8,8,20,20,34,10,12,17,6,147,7,6,5,4,4,10,15,19,13,10,12,9,106,12,0,3,0,7,8,11,13,8,4,8,8,89,27,6,3,14,22,49,61,73,37,34,47,22,392,237,56,49,83,121,314,396,606,478,566,628,204,3726
40201,3,4,75,9,3,0,15,33,90,73,54,17,0,0,14,305,3,4,9,5,10,38,27,9,0,5,0,7,126,8,20,10,27,43,76,40,30,9,6,6,21,284,28,30,22,53,92,225,154,102,26,16,9,42,791,181,123,126,194,374,1122,1308,1204,347,188,96,239,5499
40202,0,11,218,10,18,22,62,123,305,192,77,23,10,4,51,908,3,4,3,26,48,88,41,16,7,0,0,20,250,36,42,43,91,114,216,112,40,11,10,5,38,755,56,72,74,186,315,685,401,147,42,32,11,114,2127,312,259,307,652,1163,3380,2681,1576,461,275,163,554,11779
