SA3_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
12404,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,3,60,25,43,4,132,256,29,37,449,0,0,0,0,3,0,0,14,19,0,0,0,0,0,0,0,9,12,4,3,0,0,13,16,0,5,36,4,8,5,0,18,17,3,30,65,12,35,9,0,65,31,10,0,109,2691,4108,1835,142,8773,2928,356,650,12712,2698,3798,1491,106,8084,2093,246,419,10846,295,214,264,21,797,773,60,92,1717,102,95,104,10,305,203,17,32,553,395,308,365,22,1099,977,70,128,2272,51,21,22,4,97,203,18,32,342,27,9,10,0,46,56,6,13,112,3,0,0,0,10,7,0,0,19,0,0,0,0,0,0,0,0,0,10,10,4,0,25,10,6,0,38,89,36,39,0,169,273,24,45,515,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,9,7,0
12405,36,5,85,68,9,19,181,..,..,..,..,..,..,..,..,..,0,4,0,0,3,8,0,0,10,140,131,131,18,411,384,36,108,939,0,0,0,0,0,0,0,0,5,3,0,0,0,3,6,0,0,6,6,0,5,0,9,5,4,5,26,5,0,5,0,13,14,3,5,34,8,9,7,0,21,26,3,6,53,3657,6723,2941,255,13573,3192,481,979,18227,3455,5908,2570,191,12126,2717,388,871,16104,96,125,106,8,335,276,22,64,702,306,656,334,34,1331,379,65,162,1938,400,787,447,41,1670,654,89,224,2635,32,33,37,14,119,173,12,48,345,48,45,43,6,144,171,15,45,370,40,39,28,9,118,110,11,36,273,0,0,0,0,0,0,0,0,0,31,28,14,0,72,33,0,5,114,145,145,120,31,444,488,39,132,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0
12501,555,160,4794,1589,580,722,7687,..,..,..,..,..,..,..,..,..,11,25,9,0,44,15,3,0,66,3218,3475,1059,286,8034,2594,1158,1061,12848,0,0,0,0,0,0,0,0,0,0,3,3,0,9,6,0,5,15,22,57,27,4,108,36,16,14,172,22,66,27,4,120,37,16,13,190,25,19,6,4,62,55,13,15,143,5864,10551,2800,591,19806,4443,1998,1715,27966,2277,5219,1409,219,9133,1528,643,641,11949,108,114,37,4,265,123,31,37,463,557,1304,379,31,2273,369,187,132,2969,666,1419,416,36,2536,496,222,171,3423,472,511,237,95,1318,714,287,134,2460,488,597,198,65,1344,387,298,100,2131,2178,1688,477,161,4503,1896,534,377,7307,2565,1676,466,139,4843,1973,664,412,7892,65,123,34,8,224,77,50,22,369,5770,4587,1406,471,12238,5054,1832,1037,20158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,23,16,3
12502,141,7,1002,334,84,96,1518,..,..,..,..,..,..,..,..,..,0,9,5,0,8,4,0,0,16,602,808,292,32,1728,1071,126,228,3149,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,13,7,0,30,11,3,4,49,9,12,7,0,35,16,3,3,58,14,20,9,0,45,31,7,10,92,4662,9870,2426,241,17192,4018,592,798,22603,3268,6892,1620,159,11941,1942,286,422,14595,129,230,93,4,454,359,20,42,876,923,2173,555,47,3698,795,136,154,4780,1054,2399,646,51,4148,1160,155,194,5658,78,62,48,6,196,413,5,38,657,183,205,147,9,540,402,41,64,1039,531,971,291,39,1841,570,106,133,2642,191,346,94,16,644,171,50,46,916,28,34,10,0,72,29,4,3,107,1015,1614,587,73,3290,1575,206,295,5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
12503,331,68,1610,581,140,221,2552,..,..,..,..,..,..,..,..,..,17,20,15,0,49,30,3,8,90,1689,2388,1241,218,5534,2856,533,809,9730,0,4,0,0,7,3,0,5,12,0,5,3,0,8,0,0,27,40,31,94,31,8,167,35,12,36,243,37,102,34,8,181,38,12,65,298,27,62,17,8,112,55,16,20,200,8360,19250,6340,900,34846,8980,1553,2504,47890,5549,14252,4510,489,24805,4609,877,2093,32390,306,485,264,20,1075,831,65,214,2184,899,2260,732,76,3962,902,142,350,5362,1206,2746,993,94,5031,1733,208,566,7544,334,319,232,37,927,1195,121,265,2509,779,1066,580,108,2531,1535,325,403,4797,853,910,453,102,2317,1022,326,344,4009,149,96,44,19,303,145,54,91,595,82,218,77,12,385,119,30,30,562,2195,2609,1374,282,6464,4019,856,1140,12471,0,0,0,0,5,0,0,0,7,0,0,0,0,8,0,0,0,3,23,41,19,3
12504,528,164,5774,1733,672,864,9041,..,..,..,..,..,..,..,..,..,8,6,5,4,20,10,0,7,44,5120,7240,1592,418,14361,5414,1416,1856,23048,0,0,0,0,6,0,0,3,14,0,0,0,0,0,0,0,25,25,26,81,14,4,119,40,24,17,202,20,82,12,4,125,41,26,46,236,49,73,17,3,136,106,12,18,278,10740,19078,4464,795,35081,10042,2314,2923,50358,4545,9161,2134,229,16065,2942,631,669,20312,357,866,241,30,1496,795,71,140,2499,875,2099,576,71,3614,988,236,226,5064,1230,2964,819,96,5112,1784,312,366,7565,982,1226,292,112,2610,1830,308,300,5045,1575,2065,649,172,4459,2312,654,536,7963,2028,2818,583,154,5588,1960,546,627,8726,1755,2032,335,146,4268,1612,669,397,6940,47,64,7,3,124,45,13,8,195,6384,8206,1872,581,17042,7759,2196,1876,28874,0,0,5,0,3,3,0,11,15,0,0,0,0,0,0,0,7,7,22,74,11,0
12601,104,25,874,268,125,56,1329,..,..,..,..,..,..,..,..,..,4,0,0,0,6,8,4,0,22,704,903,268,54,1933,818,269,147,3161,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,20,0,8,0,0,13,3,0,0,17,8,12,5,0,25,10,4,0,35,3669,7334,1334,172,12509,2435,591,425,15964,2888,5874,958,82,9812,1295,208,174,11485,119,156,46,0,326,172,5,12,523,261,447,123,17,847,245,26,21,1134,385,603,171,14,1176,414,33,33,1657,39,27,9,3,79,136,3,24,243,266,483,159,30,939,418,101,45,1505,781,1044,290,36,2159,622,167,151,3095,278,333,87,22,726,248,53,39,1064,29,23,9,8,65,29,0,0,97,1395,1911,559,97,3958,1461,329,263,6009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
12602,464,173,4505,1990,639,412,7554,..,..,..,..,..,..,..,..,..,6,7,0,0,15,14,0,5,30,4584,3179,1190,375,9337,5449,1323,932,17041,6,0,0,0,7,7,0,46,56,0,0,0,0,0,0,0,6,4,23,20,7,3,58,38,14,11,119,27,24,10,3,61,43,14,56,178,43,71,22,0,137,84,16,13,248,11581,17245,4178,805,33813,10927,2495,2033,49269,5746,11533,2219,272,19776,3220,672,563,24223,661,961,308,23,1957,831,51,120,2961,1223,1862,525,77,3679,1280,163,160,5278,1882,2824,832,95,5635,2105,217,279,8239,368,201,127,20,718,973,60,110,1855,1553,1145,551,136,3386,3195,408,275,7263,2454,1794,572,145,4965,2728,479,357,8531,2292,1146,360,124,3929,2019,432,352,6732,30,31,19,0,83,60,16,11,172,6694,4313,1641,436,13079,8973,1393,1102,24551,0,0,0,0,5,9,0,7,11,0,0,0,0,0,0,0,0,0,34,19,10,5
12701,0,0,3,3,0,0,9,..,..,..,..,..,..,..,..,..,3,0,0,0,3,9,0,6,15,65,55,106,11,240,479,20,148,890,0,0,0,0,4,8,0,7,16,3,3,3,0,14,3,0,7,22,5,4,3,0,16,9,3,0,25,11,8,5,0,24,21,0,11,64,28,45,7,5,88,86,3,47,219,5049,14769,4179,375,24373,3545,380,1761,30058,7029,19766,5120,406,32328,3866,529,1466,38193,165,251,120,4,536,192,13,53,791,308,789,446,38,1578,405,29,103,2110,470,1040,568,37,2116,593,42,156,2906,55,27,72,10,164,293,7,87,550,23,8,36,8,76,182,8,60,324,0,6,11,3,18,4,0,3,25,0,0,0,0,0,0,0,0,0,52,102,42,6,204,65,9,15,293,128,145,158,18,457,549,22,170,1195,15,0,10,0,26,63,0,4,93,0,0,0,0,0,4,0,0,0,3,3,0,0
12702,377,73,1483,495,75,106,2157,..,..,..,..,..,..,..,..,..,15,33,16,3,70,31,4,9,111,1163,1892,1318,203,4579,1941,295,402,7224,10,0,4,4,15,56,0,22,97,3,14,4,0,25,12,3,4,40,52,122,57,11,243,64,18,50,374,64,139,64,14,276,132,19,77,506,45,80,48,4,174,74,9,11,276,9267,23825,9974,1102,44168,8078,1169,2106,55514,7874,19295,7455,789,35422,5455,752,1765,43397,220,389,263,25,896,491,26,98,1508,790,2385,1402,124,4707,969,147,265,6082,1013,2772,1671,155,5602,1464,170,361,7592,318,470,370,42,1197,838,69,170,2274,455,562,444,75,1542,744,143,185,2615,351,501,371,61,1277,611,54,180,2120,109,152,97,13,373,165,16,48,604,137,299,126,19,581,183,29,63,860,1370,1989,1404,214,4975,2545,309,647,8473,3,0,0,3,6,49,4,35,95,0,0,0,0,4,5,0,5,9,8,12,7,0
12703,364,38,1731,501,103,510,2850,..,..,..,..,..,..,..,..,..,10,13,12,5,36,20,0,9,63,1234,2096,1079,129,4532,2218,286,1303,8343,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,8,28,10,0,45,22,0,15,81,8,29,10,0,47,22,0,17,88,15,30,5,3,55,45,3,6,108,6511,16359,4895,480,28252,6201,724,2716,37895,5057,14262,3638,287,23240,3146,414,1084,27883,165,209,113,10,490,295,26,117,938,741,1610,720,53,3125,1118,86,266,4599,903,1817,837,62,3620,1414,113,384,5530,181,173,158,19,535,623,28,129,1323,591,890,540,92,2110,1541,164,357,4171,368,548,316,40,1282,434,58,165,1943,748,860,391,63,2067,1102,154,418,3739,50,89,43,9,200,62,13,27,293,1945,2564,1456,222,6183,3775,416,1103,11475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,5,3,0
12801,313,48,1975,1467,169,312,3918,..,..,..,..,..,..,..,..,..,0,0,0,0,0,6,4,0,10,3183,1645,1198,145,6172,4753,654,953,12531,20,7,9,0,32,36,4,12,79,0,0,0,0,0,0,0,0,3,33,26,11,0,74,46,15,24,155,52,31,19,0,101,84,15,39,246,34,25,9,0,64,31,6,9,113,10446,14263,3997,388,29095,9804,1132,1866,41897,6169,11431,2099,183,19877,2988,323,514,23703,346,255,126,12,739,614,25,61,1441,1556,1653,666,35,3907,1589,111,201,5801,1900,1906,790,46,4643,2204,134,262,7245,543,258,184,17,996,1256,116,150,2521,1529,803,672,60,3062,2322,304,234,5924,1340,556,347,48,2299,1654,172,216,4345,502,196,143,13,856,648,60,75,1637,32,32,8,4,74,25,7,8,110,3942,1843,1360,149,7286,5908,653,688,14538,17,0,3,0,19,44,4,14,78,0,0,0,0,0,0,0,0,0,37,25,15,0
12802,89,13,549,327,39,45,956,..,..,..,..,..,..,..,..,..,7,3,3,0,12,3,0,0,15,1317,822,593,60,2797,2132,212,277,5418,11,12,12,0,36,63,3,26,127,0,0,0,0,0,3,0,7,10,18,9,7,0,28,18,5,0,63,30,18,18,0,69,86,13,39,199,22,25,8,4,56,35,3,0,95,9014,16332,3647,322,29318,6212,608,934,37067,7459,13912,2436,172,23974,3049,269,327,27621,261,347,170,12,785,463,17,44,1316,753,1106,530,25,2408,838,62,96,3400,1005,1455,700,39,3198,1300,78,141,4719,254,182,151,12,602,667,23,52,1344,714,484,385,31,1606,1286,148,98,3137,728,336,192,21,1281,819,100,89,2290,66,28,32,3,129,67,6,8,214,16,20,6,0,41,31,0,9,84,1777,1050,764,67,3655,2863,289,259,7062,5,3,0,0,7,30,0,22,51,0,0,0,0,0,0,0,0,0,9,4,4,0
19797,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,4,165,57,105,8,338,770,78,149,1335,8,0,0,0,7,12,4,40,59,0,0,0,0,5,0,0,6,11,23,21,14,4,64,23,0,11,93,27,27,18,4,75,30,4,49,161,37,29,10,5,79,79,10,53,220,9839,10821,4783,402,25845,11386,1834,2192,41248,10664,11587,5010,383,27638,9684,1450,1417,40190,850,408,501,58,1816,2789,204,330,5131,110,54,85,5,248,247,48,48,594,959,463,584,59,2068,3029,244,380,5725,129,39,85,8,263,717,36,92,1115,20,3,3,0,28,54,3,5,87,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,4,3,3,0,5,9,0,0,19,152,45,92,8,304,775,44,99,1227,0,0,0,0,8,15,0,37,54,0,0,0,0,0,0,0,29,27,8,6,9,0
20102,0,0,0,0,0,6,6,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,13,3,13,0,33,85,6,15,127,8,0,3,0,12,35,0,10,60,4,0,0,0,7,8,0,11,16,110,78,29,4,213,102,5,21,338,121,79,30,4,232,142,10,36,422,27,31,17,0,74,45,4,17,152,3357,2918,985,67,7328,3008,255,943,11539,3906,3098,1034,89,8121,3089,278,888,12376,37,18,16,0,73,133,3,27,236,14,8,4,0,20,22,0,8,52,51,23,22,0,95,158,3,40,289,11,0,3,0,14,84,0,16,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,4,14,0,4,0,23,84,0,19,126,3,8,6,0,16,39,0,24,78,0,0,0,0,4,4,0,3,13,9,7,4,3
20103,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,0,0,0,19,81,0,9,113,23,4,3,0,35,94,8,57,188,0,0,0,0,3,8,0,6,16,5,6,0,0,17,18,3,10,43,37,12,8,0,54,121,7,73,258,12,10,3,0,21,23,6,4,50,3106,2298,1044,65,6507,3284,296,672,10767,3252,2262,1120,98,6731,3151,241,728,10847,66,10,23,3,103,292,9,36,440,6,0,6,0,5,12,0,4,25,72,11,27,3,111,296,9,40,457,8,3,0,0,14,49,0,11,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,14,53,0,12,74,30,3,3,0,37,90,0,54,181,0,0,0,0,7,4,0,9,12,12,13,4,0
20201,0,0,0,15,0,4,20,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,73,45,62,3,179,330,29,160,691,20,5,4,0,25,81,0,60,168,0,0,0,0,0,5,0,7,13,18,3,0,0,26,15,3,4,53,35,10,10,0,55,103,7,73,228,24,21,13,0,61,56,8,34,158,9194,9571,4569,425,23758,10266,1538,2192,37755,9855,10313,4790,403,25364,9589,1221,1448,37624,389,191,266,33,882,1793,121,271,3076,104,45,61,9,221,189,47,25,481,494,233,328,43,1100,1982,170,301,3552,68,27,44,4,136,250,13,48,446,8,4,0,0,11,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,9,0,3,13,77,25,44,4,154,265,13,56,482,21,5,0,0,18,25,3,34,82,0,0,0,0,0,0,0,26,24,10,9,0,3
20202,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4,0,0,0,0,0,0,0,3,17,8,3,0,37,118,3,17,177,8,3,4,0,12,45,0,34,91,3,0,0,0,9,7,0,4,15,17,15,6,0,37,22,0,10,71,27,15,13,0,52,72,0,44,174,56,34,7,0,99,49,0,17,165,5417,5003,1692,152,12270,4830,480,1400,18975,6331,5499,1785,146,13763,4924,472,1219,20372,130,36,60,4,230,469,21,50,764,16,3,10,0,30,17,0,0,51,143,46,70,4,260,486,25,50,820,9,5,0,0,10,14,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,5,0,0,12,13,0,3,34,36,22,0,0,61,45,0,41,152,6,0,0,0,3,3,0,11,22,10,11,8,0
20203,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,0,3,0,13,38,0,13,65,5,0,3,0,11,44,0,28,86,3,0,0,0,3,7,0,4,11,5,6,4,0,14,6,4,5,29,13,10,8,0,29,54,9,39,127,16,3,0,0,23,14,0,3,49,1426,1108,357,31,2917,1339,118,441,4814,1484,1172,373,51,3082,1249,107,464,4905,21,12,4,0,32,41,0,24,101,0,0,0,0,0,0,0,0,0,21,7,4,0,28,44,0,24,103,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,8,0,0,0,11,38,0,35,82,0,0,0,0,0,7,0,11,13,6,6,0,0
20301,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,9,0,5,0,13,18,0,0,33,0,0,0,0,3,4,0,8,13,0,8,0,0,4,3,0,0,16,0,4,0,0,0,0,0,0,0,0,10,5,0,14,4,0,9,39,10,0,0,0,20,6,0,5,25,1917,2589,562,47,5111,1076,106,331,6626,2236,3136,641,39,6053,1139,109,363,7663,30,13,24,0,61,66,4,8,134,0,0,0,0,3,0,0,0,8,32,16,24,0,62,68,4,8,142,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,0,0,7,0,0,0,0,3,6,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0
20302,9,0,61,112,19,45,231,..,..,..,..,..,..,..,..,..,4,0,0,0,4,0,0,0,5,371,172,161,16,717,1374,138,320,2549,37,10,15,0,65,218,11,98,384,0,0,0,0,0,0,0,66,71,39,94,16,5,147,56,23,34,260,74,103,29,5,213,278,30,192,711,37,39,19,3,100,74,13,17,207,17863,20376,8543,761,47553,19971,2769,3783,74075,18532,21988,8344,782,49641,15930,2782,2447,70806,1459,594,627,74,2758,4837,309,546,8449,454,245,189,19,907,621,135,111,1776,1915,840,822,97,3671,5456,442,652,10223,296,132,143,17,591,1133,84,116,1927,23,7,8,0,43,106,11,20,183,61,19,13,3,93,185,23,46,346,57,4,4,5,68,59,7,13,151,9,0,0,0,7,8,0,5,19,452,164,165,26,808,1496,128,204,2634,53,10,19,7,84,261,8,122,479,0,0,0,0,0,0,0,27,30,30,38,8,0
20303,0,0,4,4,0,12,24,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,93,30,21,0,145,214,16,64,440,14,3,0,0,15,23,0,70,113,0,0,0,0,0,0,0,5,3,12,11,5,0,22,15,6,4,47,21,17,5,0,41,40,5,83,162,38,32,11,0,81,42,0,21,145,8260,8236,2355,166,19011,6393,638,1746,27788,11159,10289,2836,234,24516,7081,826,2088,34503,305,136,109,13,564,687,40,97,1384,279,126,104,7,518,255,41,90,908,582,264,214,15,1076,943,79,194,2291,48,10,6,0,63,108,6,17,196,13,4,0,0,20,24,0,17,58,3,0,0,0,3,6,0,5,13,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,11,69,14,7,0,90,140,10,35,275,23,5,5,0,33,49,5,104,193,0,0,0,0,0,0,0,4,8,7,0,0,0
