SA3_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
50704,33,95,4,5505,156,28,13,134,20,73,4,32,3,72,825,1362,4,0,3,6,4,3,5,0,0,0,24,55,3149,580,78,4777,455,2188,175,644,130,890,872,13938
50705,60,29,3,2742,212,24,17,177,29,107,25,41,33,69,2109,2842,14,0,4,15,9,3,0,0,11,9,62,124,3311,485,157,4575,650,3046,276,653,368,927,2205,16640
50901,6,10,0,695,103,20,5,131,13,46,6,23,4,50,499,909,0,0,0,0,0,4,0,0,0,3,25,47,1159,342,68,1966,210,884,95,300,79,345,542,5994
50902,7,9,0,612,188,20,4,174,14,48,13,20,6,39,533,1071,6,0,0,13,0,3,4,0,0,4,28,49,1062,178,61,1530,188,799,82,192,90,335,570,5091
50903,6,5,0,209,97,11,6,83,7,11,0,4,0,5,130,358,3,0,3,3,0,0,0,0,0,5,0,16,425,56,28,605,74,272,30,54,22,83,136,1786
51001,3,3,4,453,61,11,3,35,9,20,4,8,6,52,248,466,4,3,5,3,0,0,0,0,3,18,40,77,713,101,37,611,123,312,47,128,55,628,317,3070
51002,16,0,3,822,40,3,0,12,3,15,0,8,0,6,193,289,4,0,0,7,6,0,0,0,0,0,21,31,723,56,38,543,129,395,49,69,50,132,222,2389
51003,31,3,5,1309,55,7,7,32,10,24,0,7,0,10,271,412,5,0,3,0,0,0,0,0,0,0,13,21,868,88,62,952,184,600,73,53,76,72,287,3316
51101,0,0,0,204,55,4,8,58,4,11,6,0,5,3,134,290,0,0,0,5,5,0,0,0,0,4,0,19,319,56,26,560,55,219,28,47,30,61,147,1546
51102,0,0,0,94,32,3,0,13,3,5,0,0,0,5,86,150,5,0,0,0,0,0,0,0,0,0,7,8,201,37,13,211,30,112,11,23,14,63,93,805
51103,9,3,3,1036,66,3,5,29,11,22,5,13,4,27,323,520,0,0,6,0,0,0,0,0,3,6,29,43,1001,96,45,1015,155,723,60,106,71,233,364,3878
51104,13,8,5,719,89,12,7,88,15,38,4,10,3,38,615,926,5,0,0,5,0,6,0,0,3,3,16,38,1069,196,49,1447,178,710,116,219,83,326,644,5032
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,0,4,0,219,43,9,4,23,6,13,5,5,3,15,75,202,0,0,0,0,0,0,0,0,0,6,6,16,490,102,21,699,96,273,29,118,35,222,92,2167
60102,4,22,0,1157,91,30,4,90,13,30,3,13,0,32,209,526,0,0,0,0,0,0,0,0,0,6,13,19,1481,430,62,2264,315,708,111,294,58,477,230,6429
60103,4,9,0,438,77,20,7,69,9,40,7,14,3,37,169,452,0,0,7,0,0,0,0,0,0,6,18,32,1026,420,58,1648,213,880,83,394,73,578,198,5579
60104,8,8,0,833,71,13,11,62,6,26,4,16,4,25,150,382,5,0,0,5,0,0,0,0,0,0,4,12,961,320,50,1649,169,542,70,225,43,263,159,4446
60105,9,32,0,1656,60,17,6,53,10,23,0,9,6,19,200,396,0,0,0,6,0,0,0,0,0,0,7,21,1243,482,39,1703,179,550,77,299,56,292,217,5116
60106,0,6,0,176,30,11,5,32,8,11,0,8,3,8,61,189,0,0,0,0,0,0,0,0,0,0,4,10,354,127,25,669,111,266,41,109,21,145,70,1942
60201,8,14,4,1183,95,20,0,127,17,38,15,13,7,49,308,680,0,0,4,0,0,5,0,0,4,3,17,43,1747,508,71,2992,330,1213,118,516,92,721,345,8653
60202,0,3,0,209,33,7,0,49,9,22,6,9,0,27,112,277,0,0,0,0,0,0,0,0,0,0,4,15,456,143,32,837,102,344,37,138,35,206,126,2459
60203,0,4,0,302,49,22,3,81,13,23,7,11,4,35,166,409,0,0,0,0,0,0,0,0,0,9,15,28,664,203,41,1180,148,493,68,212,60,384,191,3644
60301,0,0,0,95,24,8,3,30,0,13,3,12,7,17,42,159,0,0,0,0,0,0,0,0,0,0,0,12,230,58,23,423,67,187,34,79,32,140,47,1314
60302,5,6,0,169,24,7,0,42,4,19,3,14,5,16,79,225,0,0,4,0,0,0,0,0,0,0,10,18,361,204,26,642,71,310,33,167,38,211,100,2161
60303,0,4,0,28,15,5,4,20,5,4,0,5,4,5,25,89,0,0,0,0,0,0,0,0,0,0,0,4,65,38,8,134,18,64,7,45,14,68,27,498
60401,7,5,0,461,72,14,6,84,5,30,10,20,5,23,317,578,0,0,0,3,4,0,0,0,0,3,11,28,844,210,50,1612,229,684,86,260,59,426,341,4792
60402,5,0,0,450,61,9,3,73,12,29,4,10,15,35,226,472,8,0,3,5,0,0,0,0,0,4,17,32,881,230,57,1547,173,591,96,290,76,417,251,4601
60403,0,0,0,140,42,4,0,43,7,11,6,9,3,7,72,212,3,0,0,3,0,0,0,0,0,4,0,12,322,64,30,505,68,267,35,80,28,158,91,1646
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,5,12,0,697,48,5,0,18,5,9,0,0,0,5,187,279,0,0,0,0,0,0,0,0,0,0,5,9,818,101,36,527,112,334,19,78,28,88,196,2343
70102,11,26,0,1524,127,8,8,46,13,42,7,16,8,33,451,753,5,0,0,0,0,0,0,0,4,0,22,46,2123,248,69,1445,305,915,91,247,71,415,491,6407
70103,12,11,0,635,63,3,4,31,9,18,3,3,7,11,236,393,4,0,0,3,0,0,0,0,0,0,11,20,864,70,35,473,131,258,29,66,35,100,252,2325
70104,3,3,0,899,68,3,9,18,9,21,5,3,4,7,441,595,0,0,4,0,0,0,0,0,0,0,15,22,1678,142,56,948,258,645,68,131,57,138,464,4591
70201,0,4,0,573,66,8,6,27,4,27,3,15,0,59,204,410,6,0,3,3,0,0,0,0,6,12,52,78,1035,143,44,651,133,430,31,172,42,629,277,3584
70202,0,0,0,31,7,0,0,0,0,4,0,4,0,24,12,56,0,0,0,0,0,0,0,0,0,3,14,17,94,20,8,31,13,40,0,36,3,199,31,473
70203,0,0,0,51,12,6,0,12,0,5,4,16,0,92,30,185,4,0,0,0,0,0,0,0,5,27,21,59,155,51,22,88,23,154,14,120,37,792,64,1527
70204,0,3,0,148,25,3,0,8,0,17,0,10,0,44,46,156,0,0,0,0,0,0,0,0,0,3,14,22,259,30,19,166,23,173,6,107,19,514,68,1380
70205,3,0,0,134,27,0,3,11,0,5,3,9,10,27,98,202,0,0,3,0,0,0,0,0,0,3,7,12,368,55,35,195,49,213,17,114,33,541,121,1741
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,21,74,5,4255,129,10,14,60,17,33,10,25,12,31,283,620,7,0,3,0,0,4,0,0,0,3,16,38,4055,572,129,3491,670,1546,171,482,117,768,318,12322
80103,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,14,5,19,0,6,0,8,3,92
80104,12,32,3,4456,149,4,9,62,14,43,6,11,12,25,350,684,5,0,3,3,5,0,0,0,0,0,25,47,4897,488,134,3349,642,1862,148,457,96,464,399,12944
80105,9,27,0,2515,55,6,0,28,4,13,7,4,7,8,138,279,0,0,0,0,0,0,0,0,0,0,9,11,1651,237,67,1330,283,583,66,200,43,217,145,4836
80106,11,39,0,1929,44,10,0,26,0,6,5,3,0,11,83,186,3,0,0,0,0,0,0,0,0,0,3,19,1186,107,32,820,153,401,32,103,31,145,86,3095
80107,18,77,0,3900,164,15,13,92,21,56,5,18,9,40,273,701,11,0,0,0,0,6,0,0,0,4,19,55,4034,419,154,3143,662,1447,170,385,99,690,310,11512
80108,8,20,0,1509,35,4,0,33,3,12,4,6,0,6,83,191,0,0,0,0,0,0,0,0,0,0,3,3,1104,129,44,883,205,326,40,111,26,180,92,3133
80109,4,58,4,2415,63,6,3,21,6,28,0,6,4,15,138,287,3,0,0,0,0,0,0,0,0,0,8,14,1656,208,44,1305,217,588,63,163,39,241,161,4677
80110,0,10,0,648,13,4,0,4,0,3,0,0,0,0,24,60,5,0,0,0,0,0,0,0,0,0,6,8,666,63,20,403,90,209,21,36,12,29,37,1588
80111,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,27,7,7,0,0,0,0,0,79
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,0,0,31,9,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,50,3,4,45,3,26,0,0,3,3,10,149
90102,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,11,0,13,0,9,0,9,5,77
90103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,5,5,0,0,0,0,3,9,18
90104,0,0,0,9,4,0,0,4,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,50,15,8,53,4,13,5,12,6,9,7,171
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
