SA3_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
10304,0,5,5,1369,107,4,3,96,18,23,8,13,3,34,314,625,11,3,4,6,0,0,0,0,0,3,22,52,1977,248,61,2273,348,811,94,207,77,361,344,6799
10401,5,10,0,361,55,24,3,79,3,24,5,24,0,42,241,508,6,0,0,0,3,0,0,0,0,7,25,45,934,281,46,1271,147,559,73,287,73,525,282,4489
10402,4,17,0,1136,119,31,12,104,13,41,13,38,12,61,323,769,7,0,4,7,0,0,0,0,0,10,20,58,2023,676,89,2708,321,1036,137,566,125,844,371,8909
10501,0,4,0,228,82,0,3,36,0,14,9,8,4,17,109,281,4,0,0,3,4,4,0,0,0,6,18,40,541,41,24,438,86,220,21,65,24,151,131,1735
10502,0,0,0,222,29,0,3,19,4,8,0,0,0,16,106,188,0,0,0,0,0,0,0,0,0,3,3,14,422,46,17,350,82,233,22,59,23,190,122,1573
10503,3,10,0,990,174,14,13,111,13,38,8,14,6,38,388,815,11,3,9,12,0,4,0,0,0,0,22,58,2158,267,85,2188,367,830,87,254,69,438,432,7179
10601,14,24,3,1832,116,18,5,130,19,90,10,32,13,82,479,999,6,0,3,12,5,3,3,4,6,10,30,87,2252,465,149,3327,618,1692,241,503,187,926,544,10922
10602,9,26,5,1991,132,20,11,118,16,56,9,21,10,37,489,921,8,0,7,7,0,0,3,0,6,9,29,72,2649,440,111,3513,608,1547,190,424,158,636,536,10815
10603,5,28,0,1071,95,24,14,101,26,49,11,22,12,60,348,760,4,0,7,4,5,6,0,0,7,6,20,55,1543,369,101,2231,377,1032,145,401,139,744,402,7485
10604,5,6,0,555,62,7,6,57,3,24,3,10,8,21,161,360,0,0,0,3,0,0,0,0,0,5,12,23,835,107,39,995,129,487,62,121,55,210,179,3220
10701,9,32,0,1555,64,20,9,64,28,56,7,20,9,51,250,571,0,0,0,5,3,5,3,0,0,8,34,65,1754,455,166,2577,732,1382,274,542,223,1069,298,9478
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,27,46,0,2336,120,20,12,119,33,51,27,33,17,64,410,902,0,0,4,6,4,4,4,0,0,13,42,86,2368,615,181,3581,903,1513,367,613,259,1008,482,11890
10704,26,84,4,4544,134,29,16,142,33,71,15,51,15,78,355,940,4,0,3,18,7,3,0,0,0,10,30,86,3227,869,240,4573,1174,2060,411,828,263,1260,415,15310
10801,0,7,0,244,27,12,3,45,7,10,0,15,0,22,80,242,0,0,0,0,5,0,0,0,0,3,7,23,473,193,42,722,86,269,42,182,44,317,99,2468
10802,0,0,5,316,47,17,11,35,11,22,0,25,3,45,149,367,0,0,0,10,0,3,0,0,0,15,17,51,786,297,49,1043,159,486,62,357,55,573,193,4057
10803,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,10,0,6,3,5,4,0,3,37
10804,4,18,0,1199,98,19,9,96,14,31,9,20,11,52,274,632,6,0,6,8,0,0,0,0,0,13,23,57,1991,491,84,2582,318,906,133,434,98,721,317,8066
10805,3,10,6,383,61,15,5,57,8,24,6,23,5,46,171,434,0,0,3,9,0,5,0,0,0,13,26,55,998,316,53,1322,166,565,88,310,79,632,221,4753
10901,3,9,0,996,93,13,4,102,16,37,4,13,0,27,275,576,4,3,3,9,3,0,0,0,4,8,18,50,1720,313,50,2386,327,869,99,301,59,409,307,6832
10902,0,0,0,139,33,0,0,34,8,18,0,0,0,6,85,195,0,0,0,0,0,3,0,0,0,3,9,21,331,49,15,380,56,163,18,40,12,92,102,1259
10903,0,3,0,407,106,4,7,90,0,23,6,8,9,22,149,422,7,0,4,5,3,4,0,4,0,3,18,52,1044,159,40,1413,178,412,68,153,54,253,177,3941
11001,0,11,0,509,71,9,0,41,4,16,4,9,0,20,116,284,5,0,0,3,4,0,0,0,0,3,7,25,972,178,40,947,133,409,58,184,46,265,137,3365
11002,0,7,0,225,67,10,5,54,6,16,6,9,0,17,162,354,0,0,5,5,3,0,0,0,0,9,14,34,813,130,36,862,128,393,40,170,32,344,194,3135
11003,0,0,0,347,78,3,5,47,6,14,3,9,4,5,94,263,4,0,0,0,0,3,0,0,0,5,10,39,710,66,27,719,121,257,25,55,30,124,113,2239
11004,8,14,0,1178,158,19,6,86,12,26,5,23,8,35,358,733,12,0,8,4,0,7,0,0,3,11,22,74,2506,287,92,2553,411,1107,114,290,99,580,402,8440
11101,16,59,4,3480,162,17,14,171,22,64,20,34,12,68,463,1049,0,0,4,10,0,0,0,0,5,7,24,67,3369,762,155,5198,801,1678,267,669,179,1105,513,14696
11102,12,30,0,1523,114,26,0,108,19,46,21,42,10,66,333,792,3,0,4,8,6,4,0,0,4,13,31,71,2211,462,130,2986,530,1237,201,453,130,832,383,9552
11103,31,68,5,4809,207,30,15,169,30,69,14,43,16,67,618,1278,8,0,3,14,3,5,5,0,0,8,38,89,4259,1007,185,6195,951,2285,340,885,211,1247,688,18251
11201,17,26,5,1436,72,43,6,105,14,42,15,44,3,53,309,717,7,4,8,14,3,4,0,0,0,4,35,79,1574,803,93,2561,345,927,187,625,136,643,380,8279
11202,3,11,0,621,95,28,8,74,10,37,9,30,13,41,199,520,4,0,10,4,0,0,0,3,4,8,23,62,1492,467,71,1915,244,803,119,394,94,646,239,6486
11203,11,17,0,1341,98,33,13,128,22,58,13,29,14,53,380,834,9,0,10,8,3,5,0,0,5,10,46,90,1921,714,103,2976,409,1160,224,573,143,804,457,9471
11301,3,10,0,668,113,8,3,114,14,37,5,17,7,18,178,515,3,0,0,3,0,3,4,0,0,0,16,34,1464,164,46,1775,217,761,48,213,71,315,218,5286
11302,0,5,0,159,48,3,0,28,6,10,0,8,0,7,75,190,0,0,0,3,0,0,0,0,0,5,6,15,358,50,20,488,59,180,19,57,24,113,87,1452
11303,4,20,3,1604,194,23,11,151,16,58,17,28,4,57,436,997,11,0,9,9,5,8,0,0,4,11,27,85,2976,353,103,3342,482,1237,114,370,100,694,504,10272
11401,11,21,0,1184,103,37,8,117,15,53,11,38,11,88,370,851,10,0,7,9,6,3,0,0,5,15,31,82,1898,664,108,2954,448,1286,178,576,160,1046,411,9740
11402,13,30,0,1372,77,17,7,66,15,38,3,21,6,30,205,488,7,0,3,3,0,0,0,0,0,5,13,28,1317,359,62,1801,255,767,112,263,89,366,224,5614
11501,57,209,9,11229,259,35,21,165,41,118,26,40,33,94,533,1371,15,5,17,13,3,9,0,4,3,10,66,142,7958,1154,320,5785,1395,4236,503,1173,421,1960,646,25552
11502,16,62,3,1696,54,10,9,46,5,27,7,11,7,25,67,255,4,0,3,4,3,0,0,0,3,5,20,48,997,285,81,1010,227,554,92,243,78,376,102,4045
11503,3,14,0,904,48,8,3,33,12,14,5,7,7,12,104,248,9,0,6,4,0,4,0,0,4,0,5,38,781,234,91,975,271,452,143,184,85,210,109,3531
11504,21,47,0,3716,73,18,15,61,9,36,13,16,9,27,222,492,5,0,4,5,0,8,0,0,5,4,30,70,3139,445,182,2357,731,1466,229,370,184,526,266,9888
11601,40,98,6,3221,99,19,25,79,26,102,18,39,46,138,459,1057,9,5,11,3,5,5,0,4,0,14,86,149,4411,769,424,3215,1275,3581,585,1282,699,2634,604,19480
11602,40,107,16,7250,148,20,38,84,42,86,20,22,18,64,503,1039,24,0,20,11,4,11,3,0,7,10,108,203,8286,909,511,5009,1790,4119,620,1009,503,1473,686,24922
11603,40,84,9,1606,82,18,15,55,30,95,24,44,39,146,452,1012,7,0,14,0,0,8,0,0,11,26,84,151,2832,453,306,2092,845,2929,402,1108,652,2621,609,14853
11701,5,30,3,1839,41,8,9,34,3,29,0,14,14,30,135,314,14,0,4,5,3,0,0,0,0,4,21,55,1549,352,119,1396,473,1036,198,404,164,706,173,6567
11702,10,32,0,2329,38,3,5,17,3,14,4,8,7,31,85,217,0,0,4,6,0,0,0,4,6,3,14,29,1479,261,67,1247,368,700,89,253,90,528,108,5188
11703,39,99,12,5327,75,11,14,42,15,35,3,13,3,32,255,492,6,0,5,3,0,3,0,3,0,4,32,66,3032,588,192,2442,886,1764,268,644,212,960,318,11314
11801,59,166,15,8191,140,38,19,136,34,116,12,47,22,66,344,965,17,0,7,12,0,10,0,4,4,11,45,116,3441,678,175,3366,792,2409,209,680,170,679,418,13020
11802,34,138,4,7286,142,30,12,110,34,63,10,30,20,78,340,873,15,3,10,16,3,12,3,0,3,9,36,111,4054,772,185,3829,988,2238,306,708,244,1146,406,14865
11901,100,242,6,4062,96,32,49,69,45,120,22,65,83,260,598,1442,10,0,12,4,5,6,5,7,14,64,182,312,3408,907,724,3148,1321,3869,808,2035,1512,5973,869,24573
11902,74,182,8,2683,44,20,35,46,26,55,15,44,68,187,398,944,5,0,14,5,5,3,0,9,13,44,113,205,2088,684,565,2098,986,2716,612,1638,1147,4630,584,17745
11903,62,165,0,4689,91,28,26,75,40,85,20,37,44,117,407,962,7,0,8,9,5,11,0,0,9,11,65,129,3329,895,441,3194,1126,2589,592,1108,714,2517,522,17036
11904,49,156,9,4112,69,18,25,61,25,67,14,41,28,123,356,829,7,6,9,9,9,14,0,0,3,18,99,166,3331,911,361,3194,1081,2650,564,1339,643,2604,492,17168
12001,29,100,7,4943,66,16,9,51,15,27,8,20,4,48,225,494,9,4,11,3,3,4,4,0,3,4,31,69,2835,624,208,2476,716,1701,237,585,213,935,292,10817
12002,18,35,0,4377,75,9,4,33,8,31,4,5,4,12,124,308,9,0,4,0,0,0,0,0,0,3,10,25,2358,243,56,1786,527,990,97,244,62,257,141,6774
12003,34,172,6,6068,110,26,12,77,23,72,18,36,29,116,397,918,9,0,15,5,5,4,7,0,12,16,73,145,4166,1028,359,3487,993,2863,429,1142,555,2231,503,17760
12101,46,181,13,8846,127,24,10,97,21,91,7,33,21,51,381,862,14,8,3,3,4,3,0,0,0,5,53,92,4636,751,178,3752,891,2930,223,753,224,1059,463,15852
12102,22,50,8,4958,101,23,14,94,24,49,13,23,4,47,235,616,5,0,7,11,0,8,0,4,3,4,27,72,3821,668,159,3586,766,2117,201,628,189,832,283,13247
12103,45,284,9,11195,207,41,11,140,40,128,12,26,25,78,556,1258,10,3,9,8,0,11,6,0,4,15,49,114,5740,999,184,4747,855,3546,299,926,251,1499,625,19655
12104,38,126,3,5942,91,13,5,65,17,70,5,31,4,29,234,564,8,0,0,4,5,0,0,0,6,0,30,60,2841,370,97,2098,605,1812,113,447,125,505,280,9293
12201,16,88,4,3627,85,18,6,77,14,45,3,14,0,27,137,420,0,0,7,0,0,0,6,0,4,0,15,34,1504,246,55,1561,346,1002,81,262,57,294,151,5560
12202,21,89,4,3969,96,37,11,104,27,51,13,33,5,37,199,614,5,3,3,3,0,4,0,0,0,9,23,51,2009,606,110,2639,519,1170,226,443,112,532,232,8599
12203,50,154,10,10680,199,40,10,205,50,95,20,42,28,89,401,1179,14,5,10,17,8,10,6,3,7,8,42,127,5768,1213,276,6602,1504,3111,475,994,312,1261,477,21995
12301,23,20,0,2864,99,23,12,65,31,39,14,25,18,35,212,567,7,6,6,8,3,3,0,0,0,6,45,83,2920,587,271,2873,934,1473,391,500,248,615,266,11067
12302,51,114,9,3114,138,24,40,96,46,136,31,60,60,191,610,1424,10,0,10,3,4,6,8,4,9,17,121,194,4427,937,601,3926,1462,4378,737,1770,1007,3340,806,23388
12303,17,23,3,1458,95,11,8,60,29,32,6,10,10,31,165,452,3,4,8,6,10,3,0,0,3,10,22,65,1452,352,154,1721,482,805,214,287,147,452,200,6280
12401,16,33,0,2433,75,21,9,75,23,40,15,17,8,34,204,530,4,0,3,3,4,5,4,3,0,8,15,49,2081,609,140,2565,666,1286,264,489,176,672,225,9175
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,33,69,8,4422,171,28,21,117,74,86,31,40,20,69,537,1199,17,3,20,12,9,3,0,0,11,12,73,173,5338,1017,431,4821,1735,3176,653,1037,498,1483,659,20845
12404,3,19,3,778,23,9,10,32,11,17,13,13,3,17,126,269,3,0,0,0,4,0,0,0,0,0,12,29,860,232,103,1020,328,652,166,282,104,354,154,4252
12405,8,25,0,909,51,14,12,31,26,45,14,9,19,45,175,441,0,0,4,0,0,4,0,0,10,9,33,56,1422,289,137,1274,448,1310,228,464,264,896,237,6970
12501,28,119,5,1688,38,9,12,18,9,47,17,25,34,120,321,654,4,0,3,0,0,0,0,0,10,22,85,134,1519,445,348,1294,509,2116,328,1041,664,2869,462,11592
12502,27,92,3,2757,52,18,21,50,23,52,21,28,17,61,273,606,0,0,5,0,3,3,0,0,6,8,44,73,2399,575,343,1991,625,1833,304,754,426,1451,342,11033
12503,87,258,4,2719,73,14,29,38,18,93,17,61,82,284,491,1199,4,0,14,10,4,3,3,3,20,51,217,332,2507,622,527,2097,876,3182,541,1709,1305,6183,798,20342
12504,45,90,6,4815,93,15,23,61,24,57,11,25,23,79,448,867,13,0,16,7,0,8,0,0,3,5,100,158,5556,720,386,3384,1242,4465,466,1127,579,2059,615,20601
12601,19,79,0,3537,66,7,6,44,13,28,9,15,5,42,191,427,5,0,3,0,0,4,4,3,3,8,32,59,2434,358,136,1839,397,1570,151,453,161,731,235,8464
12602,45,171,4,7101,121,39,19,92,34,78,22,31,21,83,404,938,21,5,0,3,6,7,3,0,4,10,59,126,4904,978,332,3998,1080,3313,396,1101,423,1823,518,18857
12701,73,177,4,3626,97,25,46,60,34,99,12,48,52,185,494,1147,4,3,23,15,0,6,0,0,14,30,127,229,3892,936,590,3472,1429,3448,699,1538,919,3982,686,21588
12702,117,409,0,2930,73,19,37,60,42,104,23,71,79,358,515,1380,7,0,6,6,8,6,5,5,18,91,168,329,2506,736,653,2046,965,3619,585,2100,1443,9702,797,25155
12703,47,132,0,3225,91,23,31,60,27,81,17,44,34,139,461,1012,4,0,10,6,6,8,0,8,11,43,98,206,3448,670,495,2753,1161,3201,553,1412,862,3864,644,19066
12801,47,124,8,6269,154,35,31,144,43,73,34,36,20,60,354,977,11,0,7,8,5,8,0,3,4,6,39,90,3536,972,251,4417,1148,2013,461,828,267,1022,417,15323
12802,31,92,4,6193,138,34,12,126,33,70,15,22,17,70,324,876,11,0,7,11,11,5,3,0,6,9,39,105,4199,865,226,5060,1295,2036,479,691,277,1050,385,16561
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,6,23,0,2077,136,28,11,154,16,72,11,24,11,34,372,867,4,0,0,15,3,0,0,4,0,13,37,74,2624,624,109,4340,607,1738,177,599,138,781,432,12176
20102,0,3,0,482,41,8,4,48,9,35,5,9,8,14,95,280,3,0,5,7,0,4,0,3,0,0,9,33,628,203,43,1048,169,460,71,161,59,214,115,3165
20103,0,3,0,172,34,10,3,33,0,19,3,12,3,24,98,238,0,0,0,0,0,0,0,0,4,5,13,25,414,124,27,710,104,327,42,142,48,257,120,2311
20201,9,18,5,1519,96,23,11,119,12,53,8,28,12,47,323,726,7,0,5,8,0,0,3,4,0,13,32,76,2243,571,113,3729,519,1523,183,521,145,737,378,10670
20202,7,8,3,1055,85,31,7,94,16,30,7,17,12,26,169,484,8,0,9,8,0,3,0,0,5,4,14,50,1126,446,74,1940,290,698,138,284,98,317,203,5604
20203,0,0,3,98,23,3,9,21,0,10,3,4,4,13,47,129,0,0,0,5,4,0,0,0,4,5,7,15,227,53,32,410,66,152,20,46,23,122,51,1201
20301,0,7,3,541,44,13,6,51,6,24,3,9,3,10,101,274,3,0,7,4,0,4,0,0,0,8,10,38,654,160,38,1184,209,435,72,122,28,148,128,3177
20302,20,52,8,4622,225,37,18,240,37,131,23,45,24,119,569,1479,14,0,14,14,4,11,0,0,13,22,56,156,4695,1150,231,8231,1220,3467,386,1154,263,1731,674,23203
20303,14,25,0,2466,137,44,9,156,26,57,15,28,18,59,296,831,11,4,6,13,4,5,3,0,0,5,22,85,2190,690,142,4040,596,1330,222,424,135,529,342,10622
20401,5,13,0,656,90,27,9,91,15,46,9,28,9,36,218,585,8,0,9,7,4,9,3,0,5,7,18,69,1232,272,80,1810,285,806,122,272,100,394,256,5638
20402,0,3,0,542,95,15,10,74,9,23,9,12,13,27,162,453,8,0,6,10,0,0,0,0,0,5,17,48,1143,262,59,1549,222,523,95,207,57,308,198,4620
20403,8,7,0,1026,105,23,10,117,11,33,7,24,4,25,308,683,8,0,7,5,0,0,0,0,5,5,26,61,1995,390,107,2712,424,959,132,351,93,424,344,7931
20501,7,9,4,918,66,12,6,111,11,47,13,16,4,34,202,525,11,0,9,7,7,3,3,0,0,4,31,85,1244,347,94,2252,376,969,115,304,88,391,242,6425
20502,4,11,0,359,54,13,3,64,10,46,4,14,4,44,153,410,7,3,0,5,0,7,0,5,0,3,7,44,751,272,65,1370,171,494,102,258,51,401,179,4118
20503,4,13,3,737,89,33,7,125,11,40,11,27,10,50,214,627,5,0,7,5,3,3,3,0,6,4,24,77,1230,479,128,2229,319,809,135,379,120,511,261,6605
20504,13,11,5,1143,82,10,12,98,16,44,14,16,17,56,292,668,7,0,6,9,3,4,3,3,5,10,32,76,1393,311,76,2442,394,1047,133,437,136,715,355,7458
20505,5,4,0,614,51,16,5,63,10,31,11,7,3,26,230,450,8,0,3,6,3,0,0,3,0,6,14,43,918,191,57,1430,192,641,92,190,71,324,257,4357
20601,0,53,5,3245,54,3,8,56,9,34,7,10,7,35,153,388,0,0,3,4,3,9,0,0,0,7,27,64,2121,489,81,2746,478,1195,157,439,81,738,198,8719
20602,3,28,5,2830,45,12,4,48,3,19,5,10,0,32,97,281,7,0,0,3,3,0,0,0,0,8,5,27,1504,391,37,2072,319,686,79,248,37,389,116,5893
20603,18,42,3,3658,64,13,9,59,13,30,6,8,8,36,158,398,9,0,4,3,4,3,0,3,0,5,22,63,2162,346,74,2443,403,1145,92,353,79,522,197,7819
20604,14,33,3,2326,47,13,11,29,10,22,5,5,7,13,236,393,0,0,3,7,4,0,0,0,0,6,6,24,1683,348,83,1400,349,1372,87,370,108,541,266,6605
20605,20,36,0,3971,88,14,9,59,10,37,0,19,8,20,195,447,7,4,5,10,0,0,3,0,5,0,19,51,2200,375,67,2195,449,1310,111,327,72,424,226,7751
20606,16,54,11,2228,57,10,7,49,5,38,0,14,4,26,135,338,5,0,0,3,0,0,0,0,0,3,11,35,1042,169,43,1043,245,792,36,195,44,297,157,4058
20607,15,37,0,3220,46,13,3,31,10,27,4,11,3,32,147,335,8,0,3,3,3,0,0,0,4,3,17,46,1737,332,55,1881,410,857,87,325,70,433,183,6358
20701,50,232,3,11943,229,33,15,222,35,149,19,58,13,102,687,1556,25,3,9,24,5,21,0,6,3,5,43,152,6190,1090,153,6464,797,3491,221,1144,182,1585,758,22080
20702,24,125,4,3740,80,27,18,99,11,87,5,34,20,82,402,859,14,0,12,20,4,6,0,0,4,9,40,106,3025,809,131,3477,391,2331,187,898,187,1596,472,13497
20703,19,66,10,4548,123,28,6,102,15,47,5,35,13,60,326,757,8,0,6,4,0,4,0,0,0,4,24,58,3410,704,83,3935,465,1981,136,747,137,1110,382,13096
20801,30,141,13,7938,181,46,12,174,23,92,5,34,15,46,324,958,9,4,7,11,8,9,0,4,3,9,33,91,3877,632,103,4428,583,2251,139,571,115,719,384,13810
20802,31,82,19,8719,192,34,10,211,35,92,18,50,15,57,388,1114,22,6,10,23,3,12,6,3,11,15,41,162,5617,1041,159,6443,912,2972,253,866,184,1109,483,20043
20803,21,44,3,5158,161,28,17,154,17,67,14,24,4,39,311,838,15,3,10,19,9,7,4,0,5,0,42,108,4234,719,140,5621,858,2211,219,603,133,882,364,15983
20804,10,41,3,3055,63,3,0,78,5,31,0,12,3,13,117,337,3,0,5,7,3,4,0,0,0,5,5,36,1428,211,42,1643,227,890,40,206,33,259,132,5125
20901,24,85,3,5534,134,27,13,151,22,74,14,30,19,71,347,906,10,0,10,13,5,5,0,0,3,11,36,102,3907,811,139,5712,833,2368,232,751,168,1126,417,16457
20902,11,49,6,2206,48,18,9,61,16,35,6,24,20,74,215,533,8,3,3,9,0,0,0,0,4,19,33,84,2035,612,106,2914,491,1699,184,670,167,1194,284,10352
20903,21,44,4,3567,118,27,8,159,25,74,11,31,17,40,210,724,19,0,12,8,0,8,0,0,0,6,22,81,2525,535,101,3693,469,1458,153,434,106,519,248,10243
20904,25,92,3,4432,236,46,35,219,46,177,38,79,54,195,845,1959,30,4,19,30,16,25,5,5,16,30,179,360,7497,1704,310,9747,1609,6836,523,2287,619,3927,1138,36196
21001,16,49,5,2637,57,18,7,48,20,45,11,24,9,49,148,427,10,0,7,16,0,4,0,3,8,12,29,88,2102,361,74,2632,424,1229,123,392,102,796,196,8441
21002,9,12,5,1267,57,9,3,71,9,29,7,10,8,29,137,364,0,0,9,10,0,0,0,0,6,0,6,37,1112,215,49,1644,253,622,86,170,59,214,155,4574
21003,0,33,3,1913,40,15,8,42,7,43,3,33,14,60,194,458,5,0,6,9,0,3,0,3,10,13,50,107,1788,464,93,2510,516,1844,144,762,153,1070,276,9629
21004,8,13,0,1087,61,11,3,66,10,32,8,13,4,19,142,373,3,0,4,12,0,4,4,0,0,6,18,50,1379,228,49,2007,345,1009,110,243,77,382,169,6002
21005,18,162,9,2875,137,41,30,144,33,131,25,72,68,285,726,1690,14,5,16,19,12,18,11,5,23,70,215,400,4693,1205,234,5880,962,6024,353,2893,686,5829,1068,29835
21101,22,84,0,4602,178,44,25,211,30,117,18,55,20,114,440,1249,15,0,16,16,9,7,4,3,0,18,37,126,5369,1088,207,7049,895,3596,297,1125,251,1628,513,22019
21102,4,42,4,1750,46,7,0,56,7,32,5,21,0,22,93,297,0,0,3,6,0,0,0,0,0,0,15,29,1002,224,28,1306,127,625,44,240,34,274,114,4016
21103,12,40,9,3718,137,17,19,163,29,67,6,29,15,47,297,823,8,0,11,16,7,7,0,0,5,5,44,102,3424,728,143,5371,763,2408,191,629,149,917,368,15087
21104,3,34,3,2505,62,12,11,62,9,32,5,16,12,35,198,453,7,0,6,0,0,0,0,0,4,4,16,38,2193,433,64,2715,334,1354,104,472,94,648,220,8645
21105,20,59,9,3856,233,54,23,281,44,122,33,53,28,78,454,1399,20,4,21,26,7,16,0,0,4,9,62,174,4203,1040,239,7557,1138,3077,348,892,254,1176,549,20469
21201,6,35,3,2158,170,36,16,192,29,86,9,40,16,48,358,1004,21,0,11,21,3,9,0,5,0,14,68,152,3590,755,176,5246,860,2954,251,714,215,855,482,16091
21202,11,70,3,3263,167,37,22,184,22,107,18,63,32,110,479,1250,11,7,18,14,4,9,0,3,15,14,77,175,4390,858,170,5278,701,3697,236,1285,304,1935,595,19437
21203,19,77,3,3591,266,36,41,213,51,188,21,86,54,142,939,2027,14,9,27,30,11,15,3,3,17,15,149,293,8082,1681,316,9315,1510,7106,435,2212,545,2690,1203,35110
21204,11,123,3,2587,142,33,33,97,23,126,12,67,40,173,613,1361,19,5,13,7,6,8,0,7,3,30,126,222,4845,1186,186,4692,721,4865,254,1949,403,3829,859,23791
21205,30,151,11,6726,188,48,18,167,28,93,14,52,20,105,662,1407,13,0,12,23,9,7,0,4,4,14,77,168,6454,1270,189,6057,862,3889,240,1409,264,2171,802,23599
21301,17,129,3,2705,132,38,32,127,36,151,14,67,59,187,578,1427,8,0,4,12,5,4,0,3,10,30,123,209,3997,1045,211,4524,795,4578,284,2091,482,3939,800,22758
