SA3_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
21103,467,645,320,449,475,171,80,129,33,2778,715,796,516,965,803,351,131,200,68,4547,1183,536,4247,1383,1167,572,519,792,159,10563,60,39,62,77,117,66,31,76,4,538,141,103,91,171,212,107,43,96,10,965,38,84,33,27,34,19,20,23,9,286,59,110,86,112,105,65,37,60,102,743,6416,14567,6208,4795,5314,2181,1130,1799,648,43053
21104,213,314,149,164,230,108,36,59,21,1289,290,337,305,434,352,171,69,136,28,2129,387,199,1183,462,385,215,159,249,55,3302,27,12,25,30,25,22,13,32,3,182,44,55,48,76,95,45,22,41,5,422,29,49,6,17,30,15,6,8,5,162,43,54,38,37,44,25,12,26,49,336,3685,9492,2456,2212,3043,1277,525,864,371,23920
21105,695,783,418,634,641,199,72,146,43,3625,1087,1004,756,1580,1107,420,164,314,68,6491,2429,857,8681,2371,2006,934,1270,1669,308,20534,107,52,113,129,190,122,60,141,16,926,204,107,163,241,251,130,85,114,15,1306,60,81,34,46,54,15,9,24,14,339,149,136,134,172,158,94,83,127,188,1239,8231,14452,11127,6943,6371,2600,1964,2968,861,55513
21201,418,405,328,371,424,151,152,135,24,2405,757,714,623,1356,855,362,309,303,62,5351,1562,616,5768,1758,1631,810,1242,1371,277,15031,59,39,83,126,162,113,65,97,9,748,117,55,111,211,185,103,82,106,14,979,45,46,39,40,37,11,36,38,13,316,126,87,107,116,125,96,79,102,146,979,4969,9071,7789,5454,4870,2184,2360,2680,734,40111
21202,480,504,446,397,527,181,175,194,46,2946,734,691,709,1239,977,386,297,362,95,5493,1204,518,4570,1535,1320,725,1029,1104,220,12219,61,42,82,84,160,112,61,89,14,707,120,78,122,205,223,125,100,104,17,1096,52,98,53,44,66,25,34,36,10,415,102,149,109,114,139,86,92,119,178,1088,5631,11685,7105,5270,5814,2492,2371,2699,870,43938
21203,643,643,737,672,741,279,492,368,75,4645,1221,1060,1393,2780,1620,718,987,766,182,10727,1819,715,7726,3235,2275,1246,2264,2227,419,21929,96,46,161,144,258,148,175,199,21,1247,163,99,222,418,307,169,201,236,31,1849,65,120,101,82,85,51,79,81,12,690,179,165,207,248,200,104,216,213,312,1840,7656,16138,12459,11021,9288,4199,6051,5627,1478,73920
21204,349,462,557,413,547,227,307,362,55,3278,607,609,1084,1446,922,470,581,790,95,6616,738,362,4014,1789,917,595,1182,1320,228,11141,56,33,99,99,134,74,111,147,20,771,107,74,192,254,213,108,155,241,18,1377,55,116,104,65,63,44,91,100,16,650,101,162,182,189,150,105,179,272,342,1689,5089,13664,8125,6791,6673,3200,4164,5253,1259,54229
21205,614,737,466,423,585,250,162,228,51,3519,759,762,850,987,944,519,263,450,105,5639,860,423,2704,1166,799,507,454,700,148,7767,35,38,58,94,133,77,30,79,4,544,150,104,115,180,245,98,74,115,27,1113,96,179,74,62,76,68,38,40,15,641,133,212,129,110,147,94,57,104,264,1249,10359,26548,6668,5809,8447,4095,2173,3339,1328,68759
21301,349,415,425,431,490,208,270,218,44,2848,585,575,903,1317,969,449,468,518,113,5894,839,418,3988,1815,1268,614,1359,1307,250,11861,59,43,95,136,162,99,102,150,15,862,115,75,165,250,263,114,171,182,29,1371,44,104,46,51,69,35,62,53,14,479,109,151,163,203,165,106,165,194,328,1575,4751,12082,7258,6360,6708,2911,3921,3886,1182,49062
21302,357,410,213,229,305,107,64,65,22,1756,604,558,362,585,590,207,119,130,51,3200,727,347,2421,672,727,356,475,499,128,6359,42,35,37,45,74,41,21,33,8,324,100,58,55,99,162,69,51,50,11,654,37,63,19,18,34,18,13,7,4,215,64,92,56,60,76,46,31,52,112,596,5826,11282,3787,2834,3902,1439,1008,1155,580,31820
21303,292,424,271,246,248,116,85,90,22,1786,481,582,373,603,465,252,140,185,46,3127,518,366,1461,699,583,312,302,421,80,4745,45,20,37,54,63,42,34,52,3,344,83,87,57,99,113,62,41,40,7,588,25,68,35,20,28,15,18,33,11,262,64,94,54,65,79,55,40,65,132,654,5919,14404,3340,3356,4308,1913,1252,1674,609,36782
21304,543,513,471,539,716,232,339,205,63,3625,966,850,849,1873,1313,485,769,437,113,7663,1498,702,6447,2640,2139,1022,2055,1747,374,18626,77,30,111,146,210,145,136,147,15,1012,148,106,179,300,348,170,203,167,37,1658,75,106,73,62,77,27,55,37,15,525,112,163,164,209,193,125,158,177,246,1545,6773,14427,9571,8426,8346,3388,4870,3691,1249,60746
21305,713,783,786,705,786,340,610,369,79,5165,1342,1206,1550,2876,1743,767,1457,756,208,11900,1590,862,6517,2965,2260,1181,2550,2080,417,20403,85,64,90,162,209,135,189,182,14,1120,171,126,187,411,347,186,292,204,46,1984,143,265,128,148,128,95,137,120,36,1186,166,301,204,259,237,153,303,226,489,2335,11774,28619,12729,12702,13154,5790,8809,6122,2303,102009
21401,519,668,357,537,531,199,107,151,33,3099,920,935,665,1542,1044,460,204,315,105,6188,1650,707,6788,2206,1749,1016,1118,1548,279,17066,82,48,99,125,189,147,58,116,7,869,152,98,138,246,230,121,98,118,18,1217,42,85,39,36,49,21,23,30,14,334,97,147,130,162,151,98,72,125,130,1112,6019,11823,8863,6391,5597,2778,1943,2791,757,46965
21402,838,873,437,579,606,300,67,133,64,3904,1024,936,670,1373,918,484,115,291,63,5883,2372,726,7208,2194,1596,1004,832,1512,291,17737,110,52,102,142,146,122,28,106,15,832,225,120,147,243,263,155,66,108,17,1342,71,81,38,34,49,28,12,24,6,345,193,169,159,191,174,137,63,155,151,1399,9105,14360,9505,6317,5437,2956,1317,2709,851,52553
21501,381,253,71,206,152,59,27,65,14,1216,333,255,118,573,261,60,53,102,19,1783,1392,279,1873,1122,593,354,571,799,125,7104,71,12,34,62,85,55,19,84,10,433,92,24,30,84,75,34,20,64,10,438,17,26,5,7,19,4,3,13,0,97,126,68,37,69,49,47,60,111,57,629,3295,3718,2316,2549,1560,710,795,1448,293,16690
21502,146,181,61,167,109,33,19,56,12,791,287,319,160,498,243,91,54,130,37,1824,863,312,1980,951,680,423,504,643,113,6476,43,23,28,64,76,65,32,78,3,412,54,23,35,87,64,44,32,53,6,386,20,12,7,15,20,5,5,22,5,107,89,58,49,69,46,46,46,109,97,596,2210,3823,2470,2259,1536,804,749,1296,310,15453
21503,165,116,37,79,61,20,12,34,3,529,199,176,75,276,129,46,30,98,16,1045,924,181,1242,514,403,225,326,487,72,4379,31,16,17,43,40,30,16,46,0,238,55,10,12,50,41,38,12,54,4,269,14,12,3,6,7,0,0,18,3,70,90,42,39,46,30,27,34,128,58,497,1950,2065,1516,1210,885,436,458,995,180,9697
21601,160,140,56,100,73,22,10,37,8,598,213,155,105,328,174,70,25,81,10,1166,802,159,1583,670,380,266,417,602,62,4950,34,14,26,33,36,32,18,57,5,243,35,22,27,51,50,30,21,23,4,263,17,15,6,10,6,4,3,5,5,63,74,42,33,61,33,37,28,83,50,435,1855,2316,1940,1493,932,531,552,1013,157,10792
21602,137,74,26,69,48,16,18,39,7,439,164,117,76,280,122,46,18,67,10,908,619,110,1107,444,297,186,303,469,68,3608,46,9,17,28,36,33,19,36,0,208,38,13,11,37,41,19,11,33,3,214,5,11,6,9,4,0,4,11,6,62,40,25,28,43,28,30,32,80,22,337,1372,1518,1335,1082,719,371,417,850,145,7816
21603,223,206,80,175,147,35,33,58,10,962,387,386,197,702,349,121,82,190,28,2443,898,308,2397,1062,745,431,480,795,123,7237,35,19,35,51,78,73,33,87,8,406,64,34,41,91,82,55,36,80,8,490,17,34,10,19,11,4,16,27,5,142,74,72,60,61,34,54,54,116,79,598,2635,4976,3031,2686,1878,930,809,1643,324,18901
21701,203,144,33,79,76,22,18,26,4,622,227,157,71,318,141,51,33,63,14,1078,762,162,1426,631,374,249,418,529,91,4646,51,17,14,37,50,40,22,61,0,303,53,22,19,45,43,30,28,32,6,284,15,14,7,12,5,7,4,11,0,64,73,48,32,46,20,20,38,54,36,370,1977,2324,1680,1451,918,474,571,858,166,10423
21703,246,115,50,136,80,37,22,71,12,756,223,129,93,244,128,55,21,97,15,1009,922,167,1353,689,327,227,449,684,84,4900,43,11,24,34,43,38,24,58,3,272,62,13,19,46,32,20,15,44,6,263,19,10,6,15,7,3,6,15,0,77,99,39,40,47,34,32,35,75,44,448,2289,2132,1710,1471,892,502,603,1249,194,11048
21704,253,213,79,157,129,56,22,62,12,985,311,244,160,533,264,115,35,130,20,1814,973,236,2108,958,583,377,421,744,109,6515,40,10,23,53,61,58,20,79,6,360,52,14,41,72,68,40,17,50,7,369,9,17,12,8,10,7,5,6,5,80,99,52,34,72,43,50,30,85,52,513,2690,4542,2664,2353,1600,818,593,1378,253,16880
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,6
29999,7,6,8,8,6,3,3,3,0,46,13,16,15,20,6,0,13,19,3,110,20,27,132,53,19,21,37,74,5,393,0,0,6,0,0,0,0,4,0,22,3,0,3,6,0,0,0,7,0,22,0,5,0,0,3,0,0,0,0,10,5,0,9,0,4,3,0,13,13,44,133,313,192,156,89,64,81,181,28,1239
30101,279,310,135,230,252,82,51,49,25,1417,582,507,338,755,669,239,106,127,40,3356,1018,470,3456,1172,1171,585,681,834,128,9525,41,30,75,57,100,84,53,76,3,514,87,62,71,133,178,81,71,84,13,772,38,40,16,24,33,20,13,20,4,209,43,75,64,64,69,39,43,51,71,526,3709,6521,4518,3150,3467,1441,1118,1421,379,25722
30102,412,424,179,265,325,108,41,58,27,1839,702,681,395,905,834,276,117,185,49,4147,1411,535,4048,1450,1486,748,708,965,190,11537,81,32,71,99,128,102,44,87,5,645,121,68,93,146,197,107,70,75,11,895,35,52,25,29,34,22,13,26,7,231,79,93,65,70,102,48,40,59,97,657,4624,7363,5234,3725,4115,1753,1125,1629,480,30057
30103,300,361,177,157,253,83,24,61,15,1428,695,534,306,605,702,247,104,123,38,3356,954,496,2689,893,1005,477,543,598,126,7784,49,28,45,59,108,69,27,81,3,474,99,70,60,109,145,63,59,65,16,687,40,51,14,14,32,16,14,9,0,200,83,77,42,70,75,43,32,52,82,563,4719,8667,3770,2685,3681,1403,913,1172,400,27423
30201,160,229,95,111,131,46,38,30,13,859,341,359,212,416,373,127,67,73,24,1993,485,250,1386,661,588,283,262,289,65,4270,26,10,27,35,44,42,17,38,3,248,49,45,35,58,108,47,17,35,5,398,21,40,20,15,19,11,0,6,0,129,30,58,21,43,56,17,8,24,52,303,2655,6690,2166,1956,2325,878,516,676,263,18120
30202,247,349,156,190,196,69,34,48,26,1309,535,555,343,649,623,265,90,166,39,3271,704,376,2357,862,907,448,370,494,80,6602,45,25,53,62,80,79,30,76,7,461,79,57,52,103,137,91,38,51,10,614,33,68,20,22,33,15,4,6,4,212,52,73,45,61,59,24,26,51,92,496,4476,10936,3632,2952,3634,1525,823,1262,432,29674
30203,127,185,94,102,132,62,27,44,12,784,346,351,248,426,456,156,76,121,27,2208,457,307,1403,566,659,272,291,323,69,4353,26,24,20,52,52,32,24,38,8,279,46,34,40,50,79,43,23,33,5,357,12,32,19,20,20,8,4,11,8,137,31,48,26,20,39,15,17,44,44,293,2527,6310,2225,1889,2457,900,612,843,297,18061
30204,182,231,159,173,192,38,58,47,12,1087,394,438,310,641,553,185,148,157,47,2875,628,360,1971,938,827,373,461,577,102,6245,19,15,38,59,86,62,30,59,3,373,61,52,67,100,110,73,42,45,5,559,19,34,13,27,21,20,19,13,4,175,39,60,34,61,56,21,23,55,62,425,2745,6446,3033,2884,2942,1114,1016,1296,355,21834
30301,208,288,113,110,153,65,26,32,9,1008,409,423,246,388,436,188,55,92,10,2242,605,260,1417,482,570,326,210,294,57,4226,33,17,31,34,69,43,17,41,0,285,66,58,37,50,140,61,14,44,0,470,22,61,14,11,26,13,5,5,4,156,53,66,29,32,32,25,18,30,60,340,4026,9257,2309,1799,2825,1171,463,754,295,22903
30302,221,324,135,185,224,75,41,79,16,1292,456,542,373,668,554,262,104,215,39,3210,652,405,1739,742,691,367,270,427,97,5385,37,34,51,70,78,69,37,47,6,422,74,51,58,85,112,60,19,48,7,528,33,92,21,29,29,20,6,27,9,263,66,114,36,66,57,32,27,48,91,550,5255,16557,3342,3374,4017,1685,790,1566,489,37078
30303,213,311,164,163,189,87,51,90,13,1285,418,407,374,626,498,244,160,218,62,3013,536,257,1747,751,643,357,341,464,84,5188,20,26,33,54,90,59,35,82,6,403,57,56,58,80,124,61,39,72,9,557,36,72,34,30,28,25,14,33,10,278,45,78,45,47,48,44,31,46,109,491,3928,11452,3303,2967,3632,1823,1100,1616,539,30358
30304,98,152,100,79,107,24,27,29,13,626,210,215,184,299,262,120,67,90,13,1465,298,177,982,395,338,184,153,266,47,2847,15,10,24,27,35,29,13,28,0,189,30,30,17,45,58,36,17,35,7,275,18,40,13,9,18,10,8,11,4,128,22,34,24,31,22,18,16,28,49,246,2231,6668,1771,1519,1841,820,536,840,241,16463
30305,148,183,154,155,173,67,97,67,8,1055,336,331,322,655,461,216,220,205,43,2784,438,230,1654,747,656,320,471,477,89,5091,38,13,51,54,76,58,46,53,0,387,55,39,63,95,118,51,53,65,10,552,32,49,18,25,25,31,22,26,10,237,42,80,61,63,57,34,53,42,106,536,2673,7299,3029,2914,3281,1500,1449,1420,423,23986
30306,102,124,123,93,100,41,66,76,12,740,208,213,286,404,258,144,149,162,32,1855,238,119,987,502,325,196,299,342,59,3067,20,8,27,35,34,31,23,42,3,223,28,17,44,71,55,27,29,29,8,307,25,35,31,17,17,15,23,20,6,197,30,41,48,45,42,25,34,43,98,407,1814,5315,2074,2004,2009,1076,1044,1202,393,16935
30401,145,179,78,92,129,37,13,28,7,699,235,195,144,278,255,94,36,38,14,1290,323,161,872,325,313,172,119,178,30,2488,18,5,6,23,40,30,11,30,0,163,39,37,30,36,53,38,10,24,6,268,20,24,10,7,17,4,0,0,3,98,36,39,16,20,25,24,3,14,22,198,2213,5178,1427,1243,1588,611,273,429,159,13114
30402,265,274,75,94,140,61,24,36,12,989,274,278,151,267,244,111,27,49,16,1419,382,173,791,302,299,161,103,153,33,2396,22,13,22,30,27,39,10,30,0,194,48,47,23,43,75,33,11,15,0,300,29,49,9,12,12,6,3,4,9,131,35,68,10,37,31,20,4,13,32,253,3907,8803,1485,1303,2019,773,248,455,223,19226
30403,137,197,63,84,100,44,17,33,5,690,238,242,152,295,243,119,38,100,9,1446,298,177,622,373,312,183,119,185,37,2298,25,34,15,41,44,41,16,44,0,264,28,33,23,43,53,36,6,29,0,262,20,63,7,25,22,15,3,16,3,180,31,58,16,24,25,14,7,20,41,238,3375,10776,1389,1788,2215,1044,383,809,283,22076
30404,203,310,105,170,143,52,18,28,7,1037,372,443,236,480,435,138,50,75,24,2250,514,276,1418,702,595,281,228,298,57,4377,16,23,32,52,53,55,14,39,0,288,54,63,38,74,99,37,25,33,5,431,26,48,10,16,26,5,8,3,8,142,28,62,12,30,44,15,12,21,38,276,3617,8775,2225,2329,2538,889,461,653,275,21756
30501,291,395,228,206,229,107,43,90,19,1617,558,640,469,690,585,317,105,267,54,3696,643,493,1328,797,694,406,225,451,77,5112,36,52,37,77,80,57,18,84,7,447,83,95,60,86,110,78,24,70,3,606,53,119,41,45,31,22,21,54,6,390,69,155,73,91,79,52,37,71,127,759,6276,18222,3440,4080,4483,2146,875,2256,662,42435
30502,224,244,76,91,135,65,18,25,9,891,391,339,210,295,358,155,41,62,34,1881,471,252,1040,380,456,205,169,197,64,3230,25,19,21,36,51,28,6,15,0,202,54,53,27,29,106,36,20,21,4,350,31,64,20,11,19,10,10,11,0,169,42,55,25,30,34,12,16,29,55,300,4247,8653,1820,1528,2365,927,379,581,311,20811
30503,388,492,202,214,338,139,36,67,17,1894,691,772,428,760,786,367,128,225,41,4205,915,572,1877,959,990,518,329,453,101,6715,54,35,51,95,110,97,31,70,7,553,118,100,53,86,146,97,30,57,11,697,62,127,23,45,48,22,11,29,12,384,106,150,49,78,91,51,21,56,96,697,8231,21105,3745,3965,5410,2466,911,1722,645,48209
30504,186,292,109,99,148,73,14,28,10,962,361,382,207,375,340,163,59,93,27,2001,416,274,940,440,390,241,117,205,47,3071,21,20,34,52,45,39,10,34,0,257,59,66,31,51,83,45,8,31,0,378,36,84,10,23,24,13,0,11,9,218,49,100,13,40,35,17,5,11,66,335,5106,13990,1931,2075,2937,1281,354,775,354,28802
30601,248,353,133,240,162,85,34,55,15,1318,408,398,268,705,432,155,63,119,36,2578,787,361,2539,1089,794,476,434,608,98,7184,48,32,46,91,53,72,18,66,0,432,69,42,61,122,123,70,29,48,8,577,30,44,23,45,17,11,7,20,4,206,52,88,48,71,54,47,25,49,81,508,2831,6610,3405,3135,2312,1164,684,1133,314,21586
30602,248,386,207,304,229,121,73,78,19,1659,565,571,431,1147,708,251,114,196,59,4042,1158,599,4328,2181,1483,861,887,1113,194,12802,70,44,110,149,137,157,72,181,4,927,74,66,82,211,135,93,60,116,13,850,18,49,25,50,29,16,15,29,8,237,81,90,102,149,82,90,60,116,128,893,3555,8428,5750,5482,3702,2014,1461,2180,545,33123
30603,82,112,45,72,59,19,16,37,9,448,145,103,66,229,140,32,41,74,8,842,560,154,1238,563,401,228,372,518,77,4114,27,11,34,40,27,58,18,83,5,295,36,21,23,50,25,17,24,51,5,246,14,10,6,6,6,0,4,22,0,69,50,35,28,44,28,29,37,169,58,472,1229,1574,1512,1195,835,427,529,1095,180,8577
30604,41,31,28,49,37,28,13,21,0,239,76,34,42,131,44,30,10,42,4,413,198,74,551,214,103,92,101,204,29,1566,15,3,5,12,14,17,3,34,3,109,20,14,17,13,13,25,8,27,0,137,0,3,3,6,3,3,0,4,3,32,17,13,14,29,19,17,7,30,20,166,552,649,728,656,345,268,151,450,79,3878
30605,134,167,48,127,99,27,14,39,6,660,187,172,93,346,210,67,36,98,19,1225,600,191,1560,739,462,267,404,536,90,4854,28,11,26,45,47,47,19,69,4,298,50,18,28,72,37,37,28,38,7,298,10,18,13,11,4,0,6,16,4,86,72,35,49,52,36,45,36,108,61,491,1536,2517,1915,1743,1141,559,565,1114,228,11328
30701,217,107,31,95,80,26,19,34,14,620,338,132,123,233,217,51,51,103,17,1268,934,155,1644,546,560,271,532,622,92,5369,72,9,32,46,72,42,33,89,5,395,115,28,22,51,61,25,46,66,8,415,22,15,15,9,13,8,4,11,0,98,75,18,30,38,39,34,46,103,58,453,2520,2269,2023,1248,1320,529,790,1251,222,12174
30702,160,123,49,79,83,21,22,35,7,568,278,124,93,287,216,51,38,62,23,1180,690,157,1786,670,557,282,485,677,90,5403,55,9,40,46,56,68,35,88,6,402,76,12,42,53,50,35,31,56,3,359,19,5,3,11,9,7,7,12,0,71,65,23,40,41,25,25,41,85,46,392,1880,1950,2149,1386,1239,537,688,1186,182,11202
30703,115,101,38,90,60,28,14,31,10,485,199,119,98,274,188,72,43,102,20,1108,634,155,1313,740,442,319,430,646,86,4764,45,13,31,59,42,55,37,89,4,375,62,16,25,68,53,34,30,60,4,353,15,14,6,9,3,0,5,15,0,66,65,30,34,50,26,24,34,86,50,402,1604,2119,1641,1511,1018,586,631,1166,194,10471
30801,92,45,23,44,43,10,22,25,7,311,167,89,83,147,128,46,72,54,14,796,478,145,1530,289,368,174,861,297,80,4224,39,13,46,31,46,55,48,67,0,351,48,14,33,27,28,21,38,42,0,255,11,10,6,7,4,4,7,7,0,54,36,16,27,14,24,17,62,67,40,294,1229,1512,1838,727,801,377,1149,682,159,8478
30803,243,324,166,281,158,51,51,54,22,1346,473,507,348,1084,618,150,113,128,54,3488,1272,630,5679,2357,1664,810,1688,1251,257,15606,62,52,121,199,192,177,88,197,7,1101,97,49,92,210,152,96,123,123,6,943,26,53,27,32,30,17,23,26,0,232,90,80,88,142,85,68,123,163,116,957,3469,8503,6989,5196,3741,1559,2332,2148,573,34503
30804,60,34,20,17,16,4,8,7,0,158,61,45,35,65,49,12,25,23,4,313,242,53,737,149,192,73,291,189,39,1969,19,4,16,11,15,16,25,24,3,142,35,0,8,17,13,7,18,21,4,130,3,5,0,7,0,0,3,3,0,26,35,3,5,24,13,8,27,35,21,170,652,697,859,356,376,141,417,338,83,3912
30805,128,191,115,107,99,33,38,29,18,736,266,264,233,384,291,86,93,78,33,1720,743,377,4084,1044,881,409,1262,823,214,9828,44,33,80,92,84,124,81,119,8,667,48,31,55,77,72,51,59,78,9,486,10,34,23,19,4,7,21,26,0,150,33,37,52,56,46,49,80,81,68,499,1832,3841,4903,2159,1802,847,1721,1339,395,18843
30901,315,315,120,204,174,111,35,52,22,1355,525,502,340,720,472,280,66,159,52,3113,874,347,2490,909,731,525,267,527,114,6791,37,34,31,59,70,53,21,47,3,354,100,71,44,135,129,109,30,51,13,664,23,53,31,30,36,17,9,27,4,223,75,113,55,97,87,73,21,46,92,661,4009,7697,3565,3142,2624,1725,581,1183,441,24967
30902,221,277,109,196,181,72,20,48,8,1130,366,429,286,638,416,220,64,141,37,2600,775,331,2542,972,636,436,323,601,130,6750,32,16,32,67,63,49,11,59,3,337,78,50,56,119,98,77,26,71,7,593,30,38,15,20,20,10,4,12,3,158,52,85,51,80,55,50,20,38,72,499,2887,6259,3378,2743,2115,1282,549,1137,373,20732
30903,243,247,138,198,184,118,48,59,17,1254,391,396,309,703,497,330,79,178,38,2931,811,376,2292,1005,723,558,408,657,112,6951,34,28,41,74,82,81,25,56,4,426,84,50,68,122,126,107,40,70,8,681,28,45,29,27,39,15,9,26,5,223,54,90,49,93,83,57,40,51,83,594,2832,5481,3303,2919,2493,1755,800,1381,373,21330
30904,86,109,54,77,55,16,8,18,5,441,135,118,104,210,161,65,28,66,7,885,348,128,935,285,229,133,165,248,59,2524,11,11,19,26,19,11,6,26,0,126,29,14,28,44,27,17,11,29,3,210,11,15,7,4,9,4,0,3,0,56,29,25,24,21,15,19,12,20,17,166,1064,1801,1286,850,714,340,256,462,126,6898
30905,150,198,69,155,123,58,19,33,13,820,271,249,173,356,292,156,37,80,29,1636,541,209,1540,505,487,262,207,382,90,4219,17,17,21,42,41,46,8,21,7,219,48,40,31,52,90,56,18,30,4,363,18,27,11,16,22,9,0,9,8,115,28,33,25,41,50,25,8,33,50,291,1924,3798,2031,1555,1551,807,346,665,272,12948
30906,199,247,111,237,194,109,43,62,9,1214,487,446,334,904,564,298,88,167,48,3336,900,384,3225,1211,997,648,585,819,147,8912,40,30,50,53,95,90,29,89,6,483,86,59,79,137,172,111,52,96,8,805,25,46,25,17,20,18,10,20,7,192,51,77,65,85,71,47,35,54,101,591,2893,5693,4230,3361,2890,1705,969,1543,420,23713
30907,600,580,304,399,457,224,98,103,40,2799,1253,1065,808,1948,1346,733,309,394,93,7944,2257,971,6707,2598,2221,1414,1499,1920,360,19949,115,52,122,157,190,231,96,211,15,1189,198,130,164,291,336,214,125,189,28,1687,73,91,56,51,60,43,26,30,12,444,166,126,149,135,173,112,98,100,215,1278,7483,12158,9042,7157,6432,3762,2565,3342,962,52902
30908,172,253,108,166,174,104,35,50,16,1084,364,390,255,666,432,276,55,138,35,2613,567,299,1768,791,636,451,264,449,77,5313,35,26,32,57,47,64,10,45,3,317,82,58,54,94,101,89,23,55,4,559,19,48,24,27,21,13,12,18,4,174,52,66,44,63,51,55,15,47,78,463,2509,5724,2611,2597,2327,1521,537,1059,339,19221
30909,184,255,140,173,142,95,39,92,14,1133,335,339,335,772,427,306,103,233,47,2904,525,275,1964,964,655,469,342,657,123,5968,38,23,46,62,48,67,25,82,8,391,68,42,50,116,108,74,25,75,12,567,22,50,24,43,34,21,13,26,5,237,73,71,58,72,51,46,32,73,98,570,2399,6044,3139,3256,2296,1648,805,1688,424,21702
30910,218,232,96,137,133,97,34,75,16,1033,291,235,252,398,257,206,79,174,34,1931,508,193,1054,481,382,360,164,357,64,3562,19,10,7,42,22,39,5,24,3,180,73,44,37,62,73,79,21,47,12,449,39,25,21,33,28,20,7,26,0,196,71,62,52,57,39,49,13,45,73,464,2447,4049,1951,1929,1566,1350,500,1284,327,15410
31001,128,180,123,152,150,46,80,86,8,952,277,329,297,719,454,198,194,224,40,2721,434,294,1770,1097,748,369,605,635,113,6071,40,20,37,69,71,63,71,86,13,464,60,35,60,140,98,58,81,85,11,617,19,41,20,16,28,23,24,31,6,202,34,55,57,89,49,32,60,82,95,555,2156,6257,2876,3223,2740,1117,1413,1598,412,21801
31002,156,177,90,157,125,26,28,35,12,808,363,270,223,600,394,103,75,114,27,2172,890,337,2784,1385,846,476,856,955,145,8675,29,15,85,78,101,100,67,117,5,601,74,31,43,102,96,64,48,82,13,556,17,19,10,8,14,6,7,15,5,102,69,40,56,79,42,49,64,87,75,567,2229,3045,3455,2802,1951,917,1191,1569,336,17496
31003,267,346,160,248,245,59,45,58,22,1448,726,627,447,1260,908,289,173,228,57,4716,1241,684,4882,2510,1801,926,1218,1367,240,14865,88,46,120,170,197,202,105,229,16,1181,103,68,77,202,194,118,91,143,10,1011,24,39,23,34,33,15,21,25,0,218,70,67,78,126,92,66,72,106,148,827,3971,8136,6215,5642,4453,1968,1877,2378,605,35239
