SA3_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
50903,0,17,0,203,3,0,0,3,0,3,0,5,5,8,164,194,7,5,3,5,0,0,0,0,0,11,25,65,535,148,32,422,46,211,22,159,43,654,201,2474
51001,0,4,0,293,3,0,3,3,3,0,4,0,4,6,261,297,5,0,3,0,0,0,0,0,0,20,31,68,879,92,35,300,46,205,25,98,25,451,312,2469
51002,4,0,0,454,0,0,3,0,0,4,0,0,0,5,156,169,0,0,3,3,0,0,0,0,0,0,19,29,718,37,30,217,59,171,11,32,23,127,175,1601
51003,4,3,0,667,4,0,0,0,0,0,0,0,0,4,194,211,0,0,0,0,0,0,0,0,0,0,15,18,934,40,43,281,91,195,18,51,31,115,214,2012
51101,5,16,5,169,4,0,6,4,0,0,0,0,0,8,147,168,0,0,0,4,0,0,0,0,0,17,9,34,400,88,24,280,28,148,23,108,11,522,173,1806
51102,0,0,0,76,0,0,0,0,0,0,0,0,0,0,95,103,0,0,4,0,4,0,0,0,0,13,5,28,288,48,19,134,32,90,11,45,19,215,109,1009
51103,8,0,0,577,0,0,5,3,3,4,4,0,0,8,240,270,3,0,3,3,0,0,3,7,0,13,32,70,1136,88,36,459,77,411,38,129,43,472,288,3178
51104,3,27,0,468,8,0,0,6,0,4,0,3,3,20,506,552,4,4,3,7,0,5,0,4,0,42,56,133,1210,281,66,867,108,543,64,423,86,1928,592,6165
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,0,4,0,69,0,0,0,0,0,0,0,5,0,4,45,54,0,0,3,0,0,0,0,0,0,8,9,25,358,84,15,301,45,181,21,126,20,644,60,1843
60102,6,29,0,492,0,0,0,0,0,4,0,8,0,22,219,255,0,0,0,0,0,0,0,0,0,32,24,64,1210,344,45,927,79,508,52,562,90,2711,279,6813
60103,0,11,0,181,3,3,0,5,5,7,0,8,0,11,192,236,5,0,0,0,0,0,0,0,0,47,32,93,1100,404,42,931,95,513,70,439,73,1927,283,5881
60104,0,21,0,286,4,0,0,0,0,0,0,0,5,7,134,153,0,0,0,0,0,0,0,0,0,21,17,43,653,276,29,562,55,308,39,384,53,1615,167,4142
60105,3,78,3,857,4,0,0,7,0,4,3,0,4,16,224,259,0,0,0,0,0,0,0,0,0,7,16,26,1217,551,50,1013,82,567,74,670,77,1938,266,6490
60106,0,3,0,94,0,3,0,4,0,0,0,0,0,13,57,86,0,0,5,0,0,0,0,0,0,17,15,39,398,145,27,324,44,185,24,202,32,861,99,2334
60201,4,47,0,567,4,0,0,4,3,13,0,0,3,16,323,367,3,0,0,3,0,0,0,4,0,40,44,109,1791,555,52,1528,132,753,86,793,93,3348,425,9554
60202,0,11,0,115,0,0,0,0,0,9,0,4,0,9,128,149,10,0,0,0,0,0,0,0,4,34,27,67,456,192,34,444,34,283,29,326,53,1472,174,3498
60203,0,17,0,200,4,0,0,5,0,10,5,0,0,18,221,264,4,0,0,4,0,0,0,0,0,48,39,100,792,280,53,732,64,413,70,544,74,2329,306,5665
60301,0,11,0,58,0,0,0,5,0,0,0,0,0,12,61,76,5,0,0,0,0,0,0,0,0,11,12,31,247,81,23,206,33,158,21,118,27,537,93,1536
60302,0,11,0,140,0,3,3,0,0,9,0,3,0,10,129,155,0,3,4,0,0,0,0,0,0,16,17,42,348,237,28,356,34,238,32,313,52,1229,165,3042
60303,3,12,0,48,0,0,3,0,0,0,0,0,0,9,71,89,0,0,0,0,0,0,0,0,0,9,15,23,133,88,15,134,8,50,20,108,21,636,98,1319
60401,0,24,4,247,3,0,5,6,3,5,0,3,4,29,284,343,0,0,0,6,0,0,0,0,5,43,49,110,868,291,53,826,104,530,75,459,91,2657,396,6350
60402,5,19,0,201,5,0,0,0,0,3,3,6,0,33,203,260,6,4,7,0,0,5,0,3,0,37,48,112,841,280,59,813,91,481,72,529,94,2725,305,6290
60403,5,11,0,99,5,0,0,0,0,0,0,0,0,4,115,135,3,0,5,4,0,0,0,0,0,13,17,41,336,123,25,350,39,201,34,183,29,771,157,2254
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,3,23,0,604,4,0,10,0,4,5,0,0,3,6,266,293,4,0,0,0,0,0,0,0,0,6,18,27,1262,169,28,520,71,317,16,147,31,362,288,3218
70102,0,22,0,578,10,0,0,5,0,3,4,0,3,9,369,409,4,0,0,0,0,0,0,0,0,20,20,46,1412,235,54,706,98,468,52,241,47,933,418,4671
70103,4,12,0,271,3,5,0,0,0,3,0,6,0,3,174,190,3,0,0,0,0,0,0,0,3,9,20,43,570,67,35,281,67,222,30,107,35,424,204,2030
70104,0,6,3,333,3,0,0,0,0,6,0,0,0,0,327,334,3,0,3,0,0,0,0,0,0,3,9,21,1113,85,27,441,94,311,25,106,33,318,346,2905
70201,5,12,0,374,6,0,0,0,5,0,0,0,0,11,181,198,4,0,0,0,0,0,0,0,0,11,35,55,1052,100,29,325,38,281,18,112,31,599,226,2824
70202,0,0,0,29,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0,0,0,0,0,0,4,14,17,108,11,4,28,12,27,0,11,4,90,37,330
70203,0,0,0,52,0,0,0,0,0,4,0,3,4,17,68,94,4,0,0,0,0,0,0,0,0,14,27,53,210,43,19,69,6,92,8,68,30,459,101,1108
70204,0,0,0,73,0,0,0,0,0,0,0,0,0,6,33,44,0,0,0,0,0,0,0,0,0,4,6,14,160,15,9,51,14,65,3,26,6,196,43,590
70205,0,9,0,121,4,0,0,0,0,0,0,0,0,4,80,93,6,0,0,0,0,0,0,0,0,7,7,22,409,47,18,132,27,106,5,49,16,365,110,1275
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,20,105,0,1589,9,3,0,13,0,11,0,4,4,19,284,334,3,0,4,0,0,0,0,0,0,32,34,78,3062,499,73,1558,188,1057,97,694,120,3718,350,11424
80103,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,15,0,16,0,3,0,34,8,103
80104,6,34,0,1185,4,4,0,0,0,5,4,0,3,9,230,257,0,0,8,0,3,0,0,0,0,13,20,45,2657,345,43,1168,161,753,56,416,67,1537,279,7493
80105,9,107,0,1765,0,0,0,4,0,3,0,0,3,8,250,269,0,0,0,0,0,0,0,0,3,11,13,34,2506,325,39,965,118,614,44,397,52,1333,274,6668
80106,13,161,0,1421,0,0,0,3,0,0,0,0,0,5,143,154,0,0,0,0,0,0,0,0,0,4,4,16,1294,180,23,477,65,389,22,269,45,1058,157,3972
80107,18,65,3,1342,12,0,0,0,6,7,5,0,0,17,226,275,0,0,3,0,0,0,0,0,5,22,24,50,2401,308,48,1091,199,920,69,649,119,3186,275,9276
80108,4,28,0,498,0,0,0,0,0,0,0,0,0,6,73,87,0,0,0,0,0,0,0,0,3,13,6,18,591,90,17,249,47,195,14,183,30,1118,83,2620
80109,6,91,0,930,3,0,0,3,0,0,3,3,5,11,143,165,5,0,0,0,0,0,0,3,0,10,14,28,1190,191,31,494,61,350,36,299,43,1514,168,4372
80110,0,7,0,270,0,0,0,0,0,0,0,0,0,0,28,26,0,0,0,0,0,0,0,0,0,0,3,4,545,50,5,163,20,79,6,42,3,123,30,1069
80111,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,9,5,7,0,5,0,4,0,72
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,0,0,24,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,32,7,5,22,6,20,0,6,3,7,14,116
90102,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,6,0,9,0,4,0,27,9,69
90103,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,5,5,24
90104,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,5,42,18,8,61,3,25,5,47,8,54,14,285
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
