SA3_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
10903,3,31,0,259,4,0,3,4,5,6,0,6,0,29,229,293,19,0,7,6,0,7,4,4,4,82,70,201,955,259,61,805,86,421,52,464,82,2513,353,6052
11001,5,4,0,316,3,0,3,4,0,3,0,0,0,9,127,154,7,0,0,4,4,4,0,4,0,24,20,65,893,252,38,708,62,346,48,328,50,1357,174,4251
11002,5,16,5,176,3,0,0,4,0,11,0,4,0,26,182,236,7,5,0,10,0,7,0,0,0,56,56,135,862,249,46,635,62,357,51,368,62,2018,275,4975
11003,0,15,0,174,3,3,0,10,0,7,0,0,3,7,104,140,12,4,3,0,0,4,0,0,5,33,25,77,699,82,31,436,47,208,15,141,37,596,158,2442
11004,5,29,6,551,13,0,0,4,0,9,3,8,0,22,322,386,12,5,3,3,0,0,0,4,0,62,68,168,2097,390,65,1260,154,782,79,585,121,3134,460,9126
11101,16,87,0,1059,3,3,0,3,3,8,4,8,3,35,367,444,0,5,0,4,0,3,4,0,0,108,65,192,2215,590,78,1755,233,1042,126,1063,215,6348,499,14166
11102,5,54,0,555,5,0,0,4,3,7,5,7,0,27,288,346,0,0,0,7,4,0,0,0,0,90,54,159,1533,410,51,1143,179,769,114,702,128,4544,382,9954
11103,16,111,0,1947,12,5,3,8,7,10,5,12,10,48,620,736,4,0,6,10,0,3,0,4,5,79,99,216,4121,1041,119,2785,389,1405,224,1326,210,6172,791,18579
11201,8,96,0,854,3,4,0,3,0,8,3,9,3,26,354,431,7,4,6,0,4,5,0,3,0,64,52,155,1304,855,87,1391,137,660,160,950,146,4090,464,10235
11202,4,19,0,332,9,3,3,3,3,0,0,0,3,28,270,330,8,0,10,9,0,6,0,4,4,57,45,152,1281,520,65,1126,104,638,105,635,121,2974,393,7962
11203,6,79,0,570,8,3,0,5,0,8,3,4,5,53,374,472,6,6,3,8,0,9,0,3,0,103,90,230,1295,640,83,1355,165,799,152,977,176,5498,551,11692
11301,3,25,0,283,7,0,3,8,0,11,0,4,3,17,163,212,14,0,4,6,4,4,0,3,0,47,44,133,1274,242,49,843,83,442,45,306,62,1429,259,5027
11302,0,11,0,110,0,0,0,3,0,5,0,0,5,7,67,92,0,0,4,0,0,0,0,0,0,14,15,44,326,86,17,301,28,170,18,125,31,650,103,1849
11303,0,53,5,661,7,0,4,4,7,10,0,7,3,35,415,500,23,0,8,3,3,0,0,3,3,84,76,221,2309,468,110,1586,158,879,91,750,130,3570,552,10600
11401,5,107,3,754,0,0,3,5,0,8,3,7,3,55,432,525,3,3,4,5,0,5,0,6,7,143,82,263,1563,747,89,1489,201,973,163,1181,222,7724,643,14999
11402,12,108,0,812,0,0,0,3,3,8,0,4,0,24,187,246,0,3,0,3,0,6,0,0,0,52,33,107,975,403,56,835,108,565,72,630,104,3125,269,7141
11501,10,115,0,2090,9,3,5,0,0,4,4,4,8,35,290,374,7,6,3,7,3,0,0,7,4,59,61,148,2235,564,107,1250,332,1283,166,1038,291,6078,400,13741
11502,6,52,0,415,0,0,0,0,0,0,0,3,3,6,73,93,3,0,0,0,0,5,4,0,0,20,13,43,378,165,35,290,60,264,48,242,54,1159,101,2794
11503,0,12,0,289,0,0,0,4,0,0,0,0,0,11,57,78,0,3,0,0,0,5,0,5,4,20,14,45,480,151,30,375,113,288,62,203,78,891,80,2750
11504,4,24,0,661,5,0,3,3,0,0,0,3,0,7,95,126,3,0,5,0,3,3,0,0,3,9,21,50,1115,172,47,493,178,437,61,222,91,1118,130,4067
11601,9,14,5,662,8,0,11,5,6,6,0,9,10,28,256,347,7,6,4,8,0,0,0,9,5,78,87,193,1908,388,173,1037,523,1292,263,710,359,3962,406,11019
11602,4,17,3,1223,8,0,6,3,5,3,0,6,4,21,182,234,8,0,6,0,0,5,0,0,5,23,49,96,2689,292,154,961,502,1016,192,464,208,2432,271,9174
11603,0,20,0,213,8,0,0,0,3,7,0,8,7,19,167,224,3,0,11,0,0,5,0,5,5,27,82,138,1046,189,106,646,308,885,145,423,211,2494,312,6759
11701,3,20,3,861,5,0,3,3,3,3,3,6,3,10,201,239,7,0,6,0,0,0,0,0,0,16,35,65,1689,329,96,749,297,589,144,401,133,1386,260,6080
11702,4,8,0,1638,3,5,0,0,3,0,3,0,0,9,180,206,3,0,0,0,4,0,0,0,0,7,24,41,2327,260,56,884,256,539,124,299,76,1084,216,6115
11703,37,249,12,10123,32,3,13,6,25,24,4,10,14,20,878,1036,23,0,10,7,0,3,0,4,3,36,129,220,12055,1457,485,3997,1357,3311,659,1813,483,4007,1089,30717
11801,27,500,8,5805,12,9,9,6,6,8,0,5,4,37,389,481,8,3,15,11,7,8,0,10,10,58,61,181,4745,815,163,1793,434,1388,218,1129,218,3047,497,14446
11802,13,128,4,3085,9,0,3,3,11,9,10,6,5,31,373,461,14,4,13,0,0,4,0,0,5,53,65,167,3964,602,143,1652,489,1275,246,872,234,3450,490,13405
11901,7,32,0,822,7,4,4,4,6,14,4,11,11,44,302,406,4,0,13,3,0,8,0,4,3,76,109,210,1576,362,243,841,457,1221,271,772,457,5547,494,12241
11902,9,29,5,638,4,0,3,0,6,10,0,13,12,40,261,348,0,0,12,0,0,6,0,0,14,74,97,198,1271,358,268,769,387,938,233,721,439,4410,439,10231
11903,9,82,5,1130,6,3,9,4,5,9,0,5,11,36,298,381,3,0,7,0,5,3,4,3,3,53,82,166,1905,578,221,1138,478,1053,247,877,376,5022,440,12337
11904,4,52,9,1612,13,6,10,7,11,10,0,7,4,26,347,438,10,0,8,3,5,6,0,3,6,65,108,209,3211,792,225,1566,597,1405,293,993,321,4709,536,14648
12001,5,122,0,2265,12,3,0,0,3,10,0,3,5,22,260,322,3,0,4,0,0,0,0,6,6,28,49,96,2711,455,142,1115,317,984,165,660,202,3098,333,10186
12002,12,87,0,2449,3,0,0,0,0,6,0,6,0,9,182,215,7,0,3,0,3,0,0,0,0,12,11,40,2265,269,58,843,186,712,83,386,88,1178,199,6272
12003,8,87,3,2411,9,0,12,13,3,17,0,10,7,30,423,514,8,0,4,5,4,4,0,0,7,52,82,173,4053,948,274,2009,612,1638,345,1124,396,4355,598,16344
12101,16,259,4,3378,8,0,5,5,6,0,0,10,4,27,303,366,12,0,0,0,3,5,0,5,0,17,46,88,3467,583,102,1320,340,1227,174,897,176,3328,374,11982
12102,5,33,0,1080,10,3,0,0,0,0,0,7,3,17,188,231,8,0,3,4,0,0,0,0,0,25,35,75,1683,359,81,984,246,805,128,543,156,2902,249,8132
12103,21,430,5,2784,3,0,3,4,0,8,4,6,4,28,261,324,4,0,7,6,0,0,0,5,4,61,41,132,1823,569,74,1083,199,1044,116,1023,165,5103,324,11520
12104,24,468,0,5048,8,0,0,9,4,7,4,7,6,15,332,392,9,0,5,4,4,3,0,4,3,36,29,99,4407,585,85,1503,389,1383,163,931,155,2841,391,12827
12201,11,176,5,1847,4,0,0,3,4,0,0,3,3,12,113,138,0,0,0,0,0,0,0,0,0,8,15,35,1446,256,25,551,140,441,59,363,64,1370,143,4852
12202,8,246,3,1480,5,0,4,9,3,5,0,3,3,20,169,218,4,0,3,7,0,0,0,3,3,40,30,88,995,447,69,753,154,573,121,683,122,2870,225,7018
12203,10,184,6,2727,17,0,7,9,8,11,9,5,10,47,345,462,7,3,7,3,3,3,0,5,0,61,55,154,3448,762,138,1880,506,1213,253,1144,250,5074,456,15128
12301,7,25,0,567,3,0,3,0,0,4,0,4,3,18,116,159,6,0,7,8,5,0,0,0,0,27,32,75,1343,203,86,799,272,582,126,337,122,1854,163,5891
12302,8,29,7,754,9,0,3,7,9,12,4,7,7,22,320,398,6,0,6,3,4,5,3,0,3,70,91,201,2283,442,240,1319,705,1559,289,830,418,4861,478,13430
12303,0,23,0,374,3,0,0,0,3,12,4,0,3,10,119,161,4,3,7,6,3,0,0,5,5,32,20,80,801,172,62,586,171,461,90,312,120,1632,169,4576
12401,13,56,0,986,6,0,5,3,3,15,0,6,0,21,216,278,5,0,3,0,0,0,4,0,0,37,22,80,1335,519,103,1065,273,868,197,835,218,3662,267,9355
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,8,37,0,1025,10,3,5,5,6,11,6,6,7,43,340,452,12,3,6,3,9,7,0,4,5,72,66,170,3079,529,185,1690,632,1409,264,802,290,4185,477,13529
12404,5,17,0,222,4,0,0,0,3,9,0,6,0,6,93,116,3,0,4,0,0,0,0,0,0,21,23,67,706,158,53,460,159,351,62,220,76,1121,136,3503
12405,4,9,0,207,4,0,8,0,3,7,0,3,0,13,110,144,5,0,0,0,0,0,0,0,0,37,31,68,859,124,58,506,181,561,61,298,125,1483,161,4417
12501,4,20,3,808,10,0,9,7,3,8,3,0,12,9,261,311,0,0,9,0,0,0,0,3,0,35,99,153,2015,509,248,963,404,1145,237,642,335,2756,416,9661
12502,5,19,0,587,4,0,0,0,3,0,0,0,3,16,174,208,0,3,3,4,0,0,0,0,0,25,37,80,1011,229,119,532,226,554,112,404,156,2515,233,6091
12503,4,16,6,494,5,0,9,4,3,11,4,5,5,41,246,338,6,0,5,9,8,7,0,0,9,79,118,230,1305,369,184,747,344,1050,184,652,362,4520,446,10164
12504,6,34,4,1402,7,0,15,0,3,7,7,9,10,33,338,427,17,0,9,0,5,0,3,6,0,45,75,159,3133,542,214,1368,550,1668,293,825,295,3745,474,13104
12601,3,64,0,856,3,0,0,4,0,3,5,4,0,16,116,154,4,0,5,0,4,0,0,4,0,12,18,47,974,210,47,509,164,540,66,385,77,2027,155,5152
12602,17,163,0,2529,8,4,12,9,7,14,6,3,7,21,389,480,4,0,6,3,4,4,0,5,3,50,88,166,3865,676,190,1686,563,1585,261,1034,304,4604,562,15325
12701,4,28,6,706,3,6,10,4,10,4,4,4,4,22,178,256,5,0,6,0,3,6,0,0,4,54,75,159,1983,300,176,840,464,917,196,485,273,3077,312,9017
12702,6,48,0,403,3,0,4,6,3,9,3,5,7,53,259,357,5,0,12,5,0,0,4,6,4,94,146,274,1055,267,210,615,399,1138,188,753,457,6770,534,12391
12703,8,28,0,629,3,0,4,0,3,9,3,6,7,27,263,332,4,0,6,3,8,0,0,0,4,50,80,149,1581,261,169,759,440,1025,195,510,288,3256,391,8869
12801,21,200,0,2022,0,4,0,8,5,7,7,3,5,39,273,360,11,0,6,3,6,3,0,3,0,63,49,145,2467,657,154,1333,448,971,239,922,270,4861,366,12683
12802,10,52,0,1443,7,3,0,6,9,3,5,3,0,36,229,306,0,0,8,8,0,6,0,3,0,55,29,115,2223,395,88,1149,398,939,172,768,216,4327,288,10969
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,8,63,3,761,10,0,3,9,3,6,4,3,3,28,335,408,13,0,0,9,0,0,0,0,0,96,63,184,2278,625,79,1810,204,962,147,909,171,4423,477,12081
20102,0,26,0,360,5,0,0,0,4,13,0,9,3,22,130,179,7,3,0,0,3,4,0,3,0,27,40,85,657,272,47,584,97,393,48,348,63,1412,191,4108
20103,0,10,0,98,3,0,0,4,0,3,0,8,0,13,84,119,9,4,0,0,0,3,0,5,0,55,34,121,450,148,37,428,43,284,42,267,81,1535,148,3475
20201,8,46,0,551,10,6,7,14,6,5,0,5,3,44,322,415,8,3,4,4,0,0,0,3,3,93,59,195,1915,514,76,1579,179,826,117,810,157,4152,447,10779
20202,4,42,0,571,0,5,6,3,4,7,0,11,4,28,192,258,4,0,0,4,3,3,0,0,0,43,43,118,975,432,72,866,119,588,109,623,110,2545,273,6721
20203,0,8,3,54,3,0,0,0,0,6,0,5,0,7,33,50,4,6,0,7,4,3,0,0,0,14,15,49,271,85,18,211,40,143,19,107,26,579,66,1559
20301,0,14,0,185,0,0,0,0,0,9,0,7,0,7,68,99,4,0,4,3,0,0,0,6,3,18,16,50,476,119,26,406,61,205,25,205,36,736,102,2396
20302,8,98,0,1630,15,0,6,16,6,14,6,16,11,75,533,710,15,4,7,12,8,9,0,9,9,158,126,358,4320,1040,131,3279,439,1775,218,1579,290,7776,770,21613
20303,12,151,3,1239,8,4,0,8,4,9,3,4,0,40,349,442,7,5,6,6,0,3,0,5,0,97,51,189,1668,691,84,1423,195,834,130,1053,181,5351,462,12079
20401,6,48,0,471,10,4,6,6,9,10,0,3,6,35,299,385,7,3,11,5,0,3,0,10,0,87,62,188,1210,439,90,1001,158,631,106,631,124,2894,417,7699
20402,5,23,0,284,8,0,0,7,0,7,0,4,0,29,190,258,7,0,3,5,0,4,0,0,4,59,36,125,1070,361,66,936,110,453,92,459,95,2373,286,6299
20403,4,42,4,488,7,8,0,10,3,4,0,4,3,19,297,354,15,0,5,9,0,3,4,3,4,77,51,171,1701,524,90,1396,171,710,150,705,140,3215,405,9202
20501,6,30,0,417,13,3,0,3,0,8,4,5,4,32,171,250,11,0,3,5,0,3,0,7,0,65,41,151,1225,337,66,968,105,560,72,522,119,2667,259,6909
20502,5,39,5,237,3,3,3,8,6,11,0,3,0,33,237,306,5,7,8,4,0,6,0,6,0,94,58,190,754,385,83,771,82,438,72,653,97,3418,367,7117
20503,12,68,0,531,8,0,3,10,0,10,0,11,5,38,308,384,5,8,11,14,4,7,3,3,3,94,83,248,1127,661,109,1161,154,631,134,848,181,4455,473,9933
20504,7,40,0,474,12,0,5,6,3,7,0,6,8,35,268,349,4,7,0,12,4,3,0,4,3,81,65,188,1248,305,71,1172,144,741,109,667,154,3440,399,8442
20505,12,19,0,315,4,0,0,6,3,7,0,9,3,30,195,252,6,0,6,3,0,0,0,0,4,47,55,131,828,232,59,780,90,503,60,489,93,2256,291,5673
20601,4,25,0,1777,20,0,0,8,8,3,3,4,0,12,244,307,13,0,3,3,6,0,0,0,0,22,38,85,3473,569,49,1808,255,867,118,548,79,1828,307,9911
20602,6,16,0,1147,5,0,5,0,5,4,3,0,5,3,144,177,3,0,3,0,3,0,0,0,0,7,13,32,1896,305,38,911,118,416,72,337,51,1093,174,5422
20603,0,55,0,1341,5,0,3,3,4,0,0,5,4,12,191,222,4,0,4,0,0,6,0,5,3,33,27,79,2116,387,47,1131,164,615,82,450,65,1620,241,6928
20604,13,183,8,3931,8,3,11,8,16,13,10,8,5,6,586,668,4,9,11,4,0,0,0,0,4,17,62,110,6394,1759,181,3057,454,2336,301,1382,233,2476,692,19259
20605,13,163,7,3561,10,0,5,10,8,13,8,8,0,22,416,495,3,0,3,3,0,3,0,4,0,25,48,94,4902,777,109,2122,310,1237,151,761,117,1960,502,12949
20606,11,238,8,2797,11,0,4,8,12,4,0,3,0,12,241,293,8,5,6,4,5,3,0,0,0,28,20,72,3312,458,51,1280,184,799,86,554,70,1415,278,8499
20607,7,92,0,3628,16,3,3,5,8,4,4,7,5,12,303,359,4,0,0,0,0,3,0,0,0,11,25,48,5180,583,74,1887,253,974,106,607,78,1563,343,11638
20701,27,459,0,3700,11,3,4,10,8,13,3,4,4,45,428,534,8,5,3,7,4,3,3,3,5,60,52,149,3670,913,72,2103,237,1507,141,1443,179,5451,522,16248
20702,8,121,4,1089,6,3,0,6,0,6,7,6,4,31,263,324,4,3,4,3,3,3,0,0,0,84,61,176,1545,525,62,1047,135,865,73,787,124,4964,390,10508
20703,7,75,0,1133,8,4,3,4,0,3,3,3,0,19,263,313,4,0,5,4,0,3,0,0,3,55,46,118,1966,599,52,1260,151,951,104,841,124,3915,351,10312
20801,21,285,0,2538,9,3,0,5,5,10,0,7,5,41,278,357,6,5,0,5,5,6,5,6,3,58,30,133,2068,512,46,1251,134,979,93,1036,122,3838,334,10418
20802,13,146,3,2719,12,0,3,7,4,16,4,13,5,25,383,484,18,3,7,4,3,11,4,9,0,61,72,197,4281,886,92,2284,299,1392,157,1226,171,4185,513,15490
20803,7,46,3,1574,16,3,5,8,4,3,6,4,0,26,271,346,12,0,3,10,3,3,0,0,6,76,67,184,3269,522,71,1708,238,1097,107,818,149,3868,391,12236
20804,12,122,4,1083,4,0,0,0,0,3,0,0,0,19,99,129,7,5,4,8,0,3,0,5,3,11,14,48,1144,208,13,585,73,388,28,369,45,1212,132,4203
20901,8,98,6,1639,14,5,0,6,3,11,0,11,0,37,294,383,11,0,0,10,0,7,0,3,4,92,68,203,2976,549,75,1610,269,1056,122,959,140,4520,429,12696
20902,0,18,0,913,9,3,0,3,9,8,0,3,4,23,227,297,3,0,5,0,3,7,0,3,0,54,79,155,2591,502,56,1490,205,844,111,516,109,2566,367,9355
20903,8,61,0,883,4,0,0,7,0,7,0,5,6,22,155,211,8,0,8,9,0,6,0,4,0,25,19,79,1198,357,58,949,119,662,68,619,109,2242,203,6575
20904,11,34,5,974,13,4,11,12,6,15,8,16,6,54,473,624,21,7,13,7,4,9,0,9,11,133,150,364,4370,790,132,2756,394,2139,209,1328,238,6915,773,20046
21001,5,28,0,590,4,0,5,4,4,8,0,5,0,24,123,173,5,5,4,5,4,3,0,0,0,60,51,133,1150,206,39,585,96,483,39,428,77,2690,218,6006
21002,0,31,0,454,3,0,0,5,0,0,0,3,0,19,92,127,6,0,6,0,0,4,0,0,3,28,9,61,731,175,28,476,90,350,39,280,58,1250,117,3600
21003,3,7,6,765,3,0,3,0,0,6,0,4,0,21,193,243,8,0,4,0,0,0,0,0,5,52,48,118,2196,328,51,1099,177,671,74,397,69,1995,288,7336
21004,6,14,0,350,3,4,0,3,0,0,0,0,0,5,84,106,3,0,0,3,0,0,0,0,0,20,10,45,1184,176,35,659,95,454,57,253,64,1337,107,4420
21005,0,16,5,596,19,4,4,10,10,20,11,18,9,36,305,436,17,4,7,5,4,7,0,0,7,97,113,260,2803,524,95,1607,267,1512,110,844,168,4465,510,12913
21101,8,37,0,1115,9,3,7,9,12,17,9,12,0,42,338,457,11,8,5,12,0,8,0,12,4,103,72,232,3285,681,92,2120,280,1539,138,1137,192,5806,470,15738
21102,0,48,0,442,0,0,0,3,0,3,0,3,0,7,69,87,4,0,0,3,0,4,0,3,0,17,10,40,367,139,10,313,41,246,18,246,35,1070,89,2580
21103,5,50,0,1095,9,0,5,5,9,3,3,7,6,29,239,320,7,0,8,4,3,5,0,6,3,64,52,148,2697,517,57,1557,232,951,95,835,139,3893,342,11318
21104,0,33,0,600,0,0,0,4,0,0,0,0,0,23,155,188,0,0,0,0,0,0,0,0,0,26,34,73,1192,271,30,704,78,525,55,439,72,2610,217,6192
21105,10,69,0,1241,21,0,3,8,9,16,4,11,3,48,392,521,21,3,18,22,5,8,0,10,8,98,70,269,3399,812,109,2533,338,1458,196,1272,250,5492,536,16405
21201,3,25,4,615,18,0,3,14,9,13,4,7,5,31,284,381,12,0,8,15,9,11,0,3,5,72,81,217,2706,481,87,1712,226,1049,121,653,130,3051,416,10631
21202,8,49,0,707,18,0,4,6,7,25,4,4,6,29,248,347,8,0,4,7,0,7,0,7,4,81,85,204,2296,464,57,1514,191,1289,100,831,150,4109,405,11407
21203,0,24,0,705,26,3,12,11,15,13,5,10,8,39,365,505,20,3,7,13,5,5,3,4,4,91,119,274,4122,636,141,2446,352,1790,160,901,174,4322,579,15621
21204,0,23,3,578,6,3,11,3,11,23,0,15,14,48,381,516,7,0,12,3,0,7,3,3,3,113,155,315,2795,799,109,1807,225,1639,118,1052,186,6159,667,15571
21205,8,112,5,1671,6,3,7,11,4,11,5,9,7,63,431,552,10,3,8,7,0,3,0,9,0,104,77,232,3199,846,85,1817,241,1506,128,1232,191,7271,608,17130
21301,7,15,0,635,10,3,5,7,10,18,8,13,11,56,354,478,12,0,9,0,0,5,0,0,3,124,175,328,2479,589,83,1540,248,1531,138,1002,221,6059,647,14546
21302,5,48,4,1373,6,0,7,4,8,9,0,0,4,23,201,261,9,0,3,5,0,0,0,5,0,55,44,134,2349,303,57,1119,177,815,63,526,98,2734,286,8514
21303,0,8,4,1600,5,0,5,4,7,3,3,0,5,10,215,256,9,0,0,4,0,6,0,3,3,32,47,95,3160,501,69,1472,233,785,92,387,103,1501,295,8587
