SA3_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
21304,759,705,1459,107,183,291,8,10,16,3,10,16,88,62,146,31609,20882,52493,1800,2064,3868,723,18,737,125,7,129,67,23,91,284,158,441,244,327,578,35816,24454,60271,109,197,304,0,0,0,22,43,62,249,199,440,31,64,92,20,10,35,421,513,938,4,0,4,0,0,3,11,14,27,21,39,65,6,4,12,42,60,103,326,181,506,794,750,1542,145,203,350,3,10,18,7,4,10,159,218,377,7425,10332,17753,3944,6359,10302,234,161,397,48370,42267,90639
21305,1762,2053,3811,218,434,649,15,3,16,13,15,25,239,249,481,43769,26362,70126,2448,3443,5893,786,11,795,265,29,290,228,62,290,531,234,772,390,581,972,50662,33474,84134,399,635,1037,0,0,0,79,128,204,542,305,842,59,175,239,64,37,104,1146,1284,2428,0,0,0,0,0,0,32,27,57,32,69,106,14,20,30,74,112,192,530,275,804,1757,1667,3423,423,700,1123,20,18,38,15,12,31,460,737,1196,17172,17621,34791,5536,8291,13829,429,258,686,76004,62044,138048
21401,290,185,467,196,231,429,21,5,25,0,0,0,60,49,116,22804,17054,39861,1255,1208,2463,405,14,419,149,12,164,153,48,202,152,97,241,365,398,759,25850,19296,45145,79,72,152,0,0,0,8,3,14,96,43,144,12,10,19,22,9,30,215,137,353,3,0,3,0,0,0,17,4,15,22,42,61,6,9,22,47,57,104,199,108,311,462,299,761,52,47,99,8,10,21,11,0,7,69,61,129,5552,8150,13702,2925,5639,8568,118,121,246,34983,33566,68545
21402,88,41,129,133,128,255,11,7,24,0,3,6,20,7,24,23244,17978,41224,1248,1246,2488,505,18,524,103,0,104,185,55,241,222,113,333,1072,666,1733,26824,20264,47086,16,16,28,0,0,0,5,0,5,73,29,105,8,11,16,4,0,4,104,50,154,4,0,4,0,0,0,6,12,24,15,30,39,4,3,12,28,44,72,213,79,287,342,173,517,13,7,19,4,3,8,17,3,14,34,17,43,7505,9614,17119,3808,6690,10497,249,261,509,38755,37014,75773
21501,0,0,6,36,38,70,9,3,9,0,0,0,15,10,21,9174,7637,16814,566,649,1207,183,8,195,49,13,62,171,42,212,165,51,214,861,736,1599,11221,9194,20418,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,0,3,3,4,8,0,0,0,14,3,12,114,37,153,134,43,175,0,0,0,0,0,0,14,6,17,14,7,19,1567,1793,3357,975,1706,2679,128,113,243,14033,12853,26892
21502,5,3,6,68,48,115,5,0,5,0,0,0,17,19,40,9203,7898,17100,809,1005,1821,159,4,162,69,11,83,69,40,107,67,39,111,421,373,798,10887,9451,20332,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,5,3,7,4,10,13,3,0,3,12,15,30,92,44,136,107,58,162,0,4,3,0,5,6,7,0,8,11,8,15,951,1329,2280,737,1314,2050,145,115,257,12827,12270,25101
21503,0,0,0,101,18,120,5,0,5,3,0,3,14,11,27,6169,4744,10909,496,539,1035,117,3,116,48,13,58,81,33,116,84,22,106,549,507,1056,7663,5896,13559,0,5,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,10,4,10,0,0,0,0,0,0,10,3,8,79,41,121,87,51,143,0,0,0,0,0,0,7,0,8,8,3,12,837,920,1754,423,836,1258,105,77,182,9121,7783,16906
21601,3,3,5,6,3,13,4,0,0,0,0,0,4,10,12,6035,5281,11311,420,380,800,136,6,142,88,15,103,107,37,142,60,21,83,375,373,743,7242,6129,13371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,6,68,28,96,70,33,102,0,0,0,0,0,0,5,0,5,6,0,6,902,1114,2019,638,1162,1797,86,75,165,8944,8518,17465
21602,0,0,0,5,5,18,0,0,0,0,0,3,3,0,0,4567,3842,8404,303,318,620,98,0,96,33,15,49,79,19,102,46,17,64,313,283,595,5443,4510,9952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,58,29,82,58,34,89,5,0,5,0,0,0,0,0,0,4,0,4,685,748,1433,425,818,1243,87,61,146,6699,6168,12870
21603,3,3,9,30,36,70,5,0,6,0,0,3,25,34,61,11165,9280,20446,767,995,1763,175,8,183,73,15,88,146,57,200,87,49,130,494,438,924,12972,10912,23884,0,0,4,0,0,0,4,0,3,3,6,7,0,0,0,0,0,0,8,10,18,0,0,0,0,0,0,5,0,5,8,8,12,6,6,8,14,8,26,100,67,164,123,85,207,0,0,0,0,0,0,9,3,11,9,8,10,1260,1644,2908,992,1802,2792,119,100,213,15464,14550,30019
21701,4,0,4,8,5,16,5,0,5,0,0,0,10,7,22,5667,4892,10559,365,357,723,142,7,142,35,17,50,59,13,70,73,23,95,438,392,829,6796,5715,12514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,7,59,29,90,63,33,98,0,0,0,0,0,0,10,0,12,12,5,15,1048,1091,2142,654,1012,1670,81,80,152,8653,7932,16589
21703,10,3,13,15,5,23,0,0,0,0,0,0,21,4,30,5964,4931,10895,374,436,814,129,9,140,96,20,119,73,30,98,90,53,140,638,512,1149,7413,6008,13420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,8,4,12,65,31,95,68,39,110,0,0,0,0,0,0,8,0,8,8,4,13,1303,1325,2626,701,1162,1866,108,73,188,9608,8607,18216
21704,4,5,12,51,30,85,7,0,7,0,0,3,25,24,48,8754,7778,16535,600,682,1282,150,0,150,62,16,76,127,46,174,95,38,131,563,460,1022,10444,9090,19526,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,5,0,8,0,6,9,0,0,0,12,11,16,85,43,130,105,53,156,0,0,0,0,0,6,4,0,9,10,4,12,1466,1754,3218,980,1760,2737,89,84,177,13091,12739,25830
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15
29999,20,8,28,21,11,29,0,0,0,8,12,24,4,0,12,476,265,736,49,31,82,14,0,12,9,0,9,15,10,18,15,9,22,70,74,144,696,412,1107,12,0,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,5,19,0,0,0,3,0,3,0,0,0,0,0,3,0,5,5,5,4,6,7,0,9,24,15,36,0,7,7,0,0,0,0,0,0,0,5,5,162,151,311,131,181,310,18,7,22,1022,771,1797
30101,253,248,499,159,240,399,10,13,17,0,0,3,33,26,58,12491,10539,23032,626,736,1365,342,4,351,223,16,241,77,13,92,129,49,173,159,181,336,14492,12066,26558,14,27,42,0,0,0,0,0,0,71,84,158,17,15,30,7,5,14,110,129,237,9,0,9,0,0,5,33,48,79,6,29,38,8,0,5,56,75,134,159,70,227,321,282,603,16,16,33,8,4,10,4,3,13,27,27,57,2463,3264,5723,1665,2540,4202,54,58,102,19021,18233,37245
30102,152,159,313,148,176,325,50,40,90,0,0,4,18,23,43,14123,12358,26481,716,869,1589,375,4,386,213,10,222,76,47,117,138,69,216,247,312,555,16264,14063,30335,17,18,32,0,0,0,0,0,0,61,60,118,0,13,16,11,0,16,90,91,187,15,36,47,0,0,0,26,53,81,7,25,32,3,7,9,54,120,171,456,350,809,606,566,1167,15,22,35,16,40,57,35,19,55,66,82,150,2921,3877,6803,1939,2958,4898,95,99,198,21892,21650,43546
30103,594,622,1216,131,169,293,8,12,25,0,0,3,36,26,63,11387,9793,21180,612,802,1415,216,12,219,216,25,242,122,35,159,127,47,168,241,238,477,13688,11782,25465,32,56,88,0,6,3,0,0,0,92,111,207,19,25,38,29,7,41,170,206,377,6,0,6,0,0,0,12,18,29,7,12,16,4,0,8,32,30,62,145,74,220,341,304,650,32,25,62,6,6,14,5,3,8,48,37,87,3393,4162,7548,1528,2538,4066,80,65,144,19080,18886,37962
30201,305,329,628,213,261,472,0,0,0,0,0,0,25,19,47,7193,6272,13472,325,554,874,144,9,144,162,12,175,96,7,102,70,32,103,97,100,197,8621,7601,16226,23,31,51,0,0,0,0,0,0,107,80,185,12,12,26,12,5,22,161,127,286,0,0,0,0,0,0,11,27,39,9,17,28,5,0,3,29,45,78,61,38,106,250,217,470,14,23,33,9,3,11,5,0,8,27,23,56,2271,2521,4790,1047,1778,2823,55,32,81,12271,12179,24450
30202,261,316,575,680,928,1607,5,0,3,4,0,4,87,84,173,11071,9195,20266,573,984,1555,171,0,169,280,38,317,283,63,342,127,45,170,404,465,877,13937,12121,26061,63,61,130,0,0,0,0,0,0,122,128,250,15,17,26,14,3,20,216,210,428,3,0,3,0,0,0,31,56,85,14,53,61,10,13,24,59,115,176,128,85,214,398,415,819,17,34,55,8,5,14,4,4,11,33,45,76,3650,4105,7758,1741,2988,4727,55,47,104,19822,19722,39547
30203,849,963,1813,74,151,226,15,18,27,3,0,3,48,45,95,6575,5256,11832,297,541,835,95,0,95,169,17,189,155,33,188,76,42,112,232,228,462,8583,7290,15877,82,117,201,0,0,0,0,0,0,78,83,157,17,30,48,20,15,35,202,242,445,4,3,11,0,0,0,4,16,23,6,11,18,5,5,10,13,44,56,90,36,125,307,323,630,19,44,65,6,0,9,4,0,4,28,48,76,2285,2575,4861,1069,1614,2680,55,42,93,12320,11883,24203
30204,517,587,1106,199,359,559,3,0,3,0,0,0,50,59,111,9067,7731,16800,426,688,1115,166,7,166,179,28,205,111,34,143,99,52,149,163,178,337,10985,9710,20693,82,83,168,0,0,0,0,0,0,114,137,248,17,28,51,24,10,40,244,259,502,4,0,4,0,0,0,15,26,45,9,10,20,0,9,9,34,50,81,84,47,133,359,351,716,23,45,66,3,8,12,4,0,4,32,54,87,2239,2697,4933,1329,2173,3511,77,47,117,15017,15038,30058
30301,147,180,330,645,793,1440,18,10,30,0,0,0,41,41,83,8205,7155,15361,420,685,1100,107,3,108,167,20,188,169,27,193,60,30,89,138,199,334,10122,9144,19269,30,27,52,0,0,0,0,0,0,56,40,94,6,10,20,4,0,4,103,73,178,0,0,0,0,0,0,30,39,73,17,35,49,15,8,22,64,87,149,107,56,168,276,216,496,14,10,23,10,7,15,7,3,7,29,20,50,3204,3459,6668,1182,2143,3321,43,52,95,14858,15035,29889
30302,473,475,949,1363,1996,3355,8,7,19,0,0,0,111,167,272,11108,9208,20315,530,1049,1574,124,0,124,370,64,428,750,301,1055,169,80,256,648,838,1491,15654,14182,29836,118,135,251,0,0,0,0,0,0,41,25,69,13,19,30,19,13,35,192,199,389,3,0,0,0,0,0,40,60,104,28,69,93,67,39,102,130,174,307,129,86,221,457,462,920,54,46,107,31,37,63,8,3,13,98,84,176,4893,5263,10153,1983,3309,5290,77,54,131,23168,23345,46512
30303,38,29,67,1130,1472,2603,0,0,5,0,0,0,62,44,102,12099,9544,21645,596,1071,1668,152,4,158,195,17,213,161,32,194,115,56,167,289,322,614,14833,12587,27426,33,41,77,0,0,0,3,0,3,19,22,41,0,10,10,0,0,0,60,69,129,0,3,6,0,0,0,111,113,226,31,87,120,22,19,38,168,224,391,142,91,225,369,383,752,25,26,52,18,25,37,0,3,3,40,54,92,3514,3634,7147,1460,2491,3951,90,77,172,20317,19230,39542
30304,186,202,392,449,598,1040,7,0,7,0,0,6,40,51,94,6044,4645,10689,268,530,798,77,0,81,149,21,169,229,78,306,58,32,95,157,157,316,7662,6323,13984,55,44,93,0,0,0,0,0,0,28,22,44,3,7,9,8,4,12,94,79,168,0,0,0,0,0,0,29,31,63,9,33,44,12,8,18,58,76,130,64,46,109,215,198,406,18,24,35,10,17,26,0,0,5,21,39,57,1978,2160,4131,894,1438,2333,30,23,54,10798,10175,20973
30305,109,122,230,530,763,1294,5,0,0,3,3,4,65,46,108,11537,8826,20364,532,1034,1564,197,4,201,144,18,158,48,10,59,100,31,134,93,115,210,13366,10968,24337,45,59,104,0,0,0,0,0,0,67,59,124,5,11,20,3,6,4,117,139,258,4,0,0,0,0,0,78,83,164,19,67,88,6,12,23,109,166,276,142,88,223,369,394,758,31,47,78,10,14,26,3,6,6,47,64,104,2184,2491,4672,1057,1770,2827,83,54,133,17099,15735,32838
30306,275,230,500,481,695,1176,0,0,0,0,0,0,44,49,91,7978,5446,13424,399,775,1174,136,3,141,75,19,91,54,12,66,91,29,119,117,151,269,9646,7400,17046,63,67,129,0,0,0,4,3,3,35,22,57,5,4,11,12,6,16,116,100,221,0,0,3,0,0,0,51,56,107,15,52,73,0,14,14,74,124,194,107,86,191,297,311,608,36,36,72,4,3,12,7,0,7,48,40,86,1634,1649,3281,779,1172,1946,61,43,112,12463,10613,23076
30401,150,174,318,135,168,306,0,0,3,0,0,0,17,8,18,4835,4116,8956,217,358,568,70,0,70,79,7,87,92,23,113,33,18,52,79,87,161,5700,4943,10650,43,37,78,0,0,0,0,0,0,74,71,153,9,10,18,7,3,7,138,123,257,0,3,3,0,0,0,9,20,25,3,13,20,4,4,5,10,40,50,55,28,79,198,182,384,16,15,30,5,0,5,4,0,4,21,15,35,1905,1899,3805,744,1228,1967,34,17,47,8600,8293,16893
30402,73,55,128,317,294,613,4,0,11,0,0,5,5,11,12,5729,5250,10980,248,395,638,87,3,92,120,10,129,195,56,254,59,32,92,101,120,222,6936,6236,13170,32,11,50,0,0,0,0,0,0,46,41,86,13,11,19,3,0,3,98,65,162,9,0,4,0,0,0,28,28,49,8,29,34,8,4,15,48,58,107,117,46,163,260,170,437,22,11,37,5,6,8,0,0,6,32,15,49,3790,3491,7282,1083,1697,2785,27,34,64,12138,11654,23788
30403,752,619,1364,441,486,931,52,39,95,0,0,0,34,39,69,5593,4760,10355,230,481,707,30,0,30,163,20,181,383,125,511,86,64,144,472,431,904,8224,7078,15297,132,133,260,0,0,0,0,0,0,52,43,95,18,27,39,23,13,38,223,215,441,23,14,32,0,0,0,25,19,48,13,31,41,10,20,32,69,84,155,73,38,106,367,336,707,42,43,85,15,10,28,4,0,4,64,50,113,4132,3953,8089,1492,2459,3950,44,34,76,14318,13913,28229
30404,538,550,1095,269,274,545,4,0,4,3,0,3,29,22,44,6832,6198,13036,349,583,936,75,4,78,212,27,243,274,58,336,83,46,122,391,222,617,9068,7977,17049,55,65,117,0,0,0,0,0,0,66,69,135,8,25,31,23,6,30,151,169,318,0,0,0,0,0,0,19,27,52,3,17,22,8,0,8,35,48,81,86,41,123,268,253,528,14,30,49,10,0,10,8,0,13,33,31,64,3453,3531,6986,1276,2173,3453,46,33,77,14149,14005,28154
30501,519,449,964,1720,2297,4014,199,191,395,0,3,3,231,277,508,8721,6631,15348,536,1067,1600,56,4,60,525,126,645,1011,435,1450,409,208,621,4084,3983,8065,18002,15667,33671,128,161,287,4,0,4,0,0,0,12,10,23,10,25,33,48,18,68,205,213,418,27,40,73,0,3,3,29,25,56,34,68,93,59,81,136,145,223,364,227,134,360,578,562,1142,64,63,122,35,40,75,14,9,20,110,111,217,6121,5907,12030,2224,3135,5354,116,85,207,27152,25467,52614
30502,263,306,568,313,448,760,262,278,549,0,0,0,51,44,96,6300,5506,11804,310,539,853,60,5,65,208,37,250,328,85,419,100,49,151,256,267,523,8461,7569,16033,41,51,86,4,0,3,0,0,0,16,39,60,4,9,11,6,11,18,75,104,177,40,77,121,0,0,0,10,16,30,3,20,25,9,5,20,74,116,192,130,78,208,277,300,582,17,23,39,19,20,44,4,10,14,41,53,92,3266,3631,6900,1000,1717,2716,37,38,70,13079,13311,26396
30503,1210,1168,2372,1294,1905,3200,40,34,71,8,8,13,226,255,472,13634,11085,24719,681,1337,2021,91,3,93,505,87,594,678,220,892,277,114,393,1540,1591,3136,20171,17808,37976,161,222,384,0,0,0,0,0,0,87,80,164,22,38,59,36,17,50,304,361,662,8,17,23,0,0,0,31,28,57,28,65,92,41,47,87,105,155,260,150,112,258,557,629,1181,61,88,146,15,19,36,9,6,14,80,108,195,7165,7682,14843,2529,3937,6465,109,106,208,30600,30269,60877
30504,496,459,952,794,895,1692,41,34,83,0,0,0,88,95,184,7311,6423,13738,415,744,1159,56,0,59,253,39,295,578,197,779,130,80,210,710,710,1423,10890,9681,20571,93,121,211,0,0,0,0,0,0,23,21,41,7,5,11,19,11,27,135,157,295,11,4,18,0,0,0,15,33,47,12,34,45,29,19,46,64,95,155,87,69,156,293,319,604,38,42,75,5,9,16,11,4,16,54,53,106,5013,5114,10129,1545,2674,4220,46,38,86,17841,17887,35730
30601,8,0,8,133,102,238,5,3,7,0,0,0,13,20,32,8730,8581,17305,518,722,1242,164,6,168,156,26,183,163,56,215,204,84,284,221,237,454,10309,9830,20137,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,4,11,0,0,6,0,0,0,10,0,10,11,37,41,10,7,16,31,43,73,101,72,175,140,123,260,0,0,0,11,11,25,8,4,13,23,16,33,1751,2340,4089,2179,2901,5085,59,43,105,14461,15252,29708
30602,3,7,8,255,286,543,16,15,29,6,0,6,88,94,178,14711,13359,28072,1134,1536,2672,257,0,262,267,48,313,468,207,681,372,126,498,722,708,1427,18297,16389,34686,0,0,0,0,0,0,0,0,0,11,5,9,0,0,0,0,0,0,11,5,13,0,0,0,0,0,0,6,4,11,17,39,56,21,11,35,46,56,103,224,156,379,286,209,496,0,3,5,13,13,30,23,4,25,34,26,59,2013,3060,5067,3314,4455,7766,140,126,271,24088,24265,48355
30603,0,0,0,257,146,402,0,0,0,0,0,0,16,21,39,4715,4144,8859,544,512,1058,131,5,136,58,18,77,74,14,89,103,39,144,402,299,701,6299,5204,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,23,12,7,14,3,0,3,23,23,41,52,33,87,80,56,132,0,0,0,11,0,11,7,0,7,13,0,16,514,657,1166,617,706,1324,104,74,172,7627,6693,14312
30604,0,0,0,32,25,59,0,0,0,0,0,0,5,4,10,1649,1591,3243,107,171,278,40,0,41,34,5,47,74,56,128,39,19,64,209,190,396,2192,2073,4264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,13,0,13,37,16,56,51,16,68,0,0,0,3,0,6,6,0,10,11,0,9,273,368,646,339,398,733,30,31,60,2896,2879,5780
30605,4,0,0,174,85,256,5,0,5,0,0,0,3,6,6,5292,5351,10637,481,585,1070,177,6,183,77,16,92,55,21,77,138,40,182,420,351,771,6818,6461,13284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,3,5,0,6,12,7,18,78,22,104,88,30,122,0,0,0,7,4,9,4,0,3,13,3,17,823,1047,1866,936,1096,2034,116,78,190,8794,8718,17515
30701,0,0,0,126,76,201,0,0,0,0,0,0,15,14,23,6729,5936,12663,544,501,1046,282,14,294,90,17,109,65,29,90,156,63,219,688,686,1372,8700,7328,16029,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,7,9,6,0,0,0,0,0,0,8,5,15,0,0,4,0,0,0,13,4,18,114,42,160,133,58,185,0,0,0,4,0,6,16,7,24,22,5,27,1354,1393,2745,632,853,1482,121,84,200,10949,9718,20670
30702,0,0,0,34,21,54,3,0,3,0,0,0,0,5,8,6450,5608,12058,484,465,947,287,10,290,75,14,84,94,13,107,107,35,143,509,347,864,8043,6514,14557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,5,4,10,0,0,4,3,0,3,13,3,11,90,40,126,97,42,145,0,0,0,7,0,3,3,3,9,15,0,17,1141,1163,2311,664,1032,1690,96,67,161,10055,8824,18880
30703,3,0,4,32,4,42,3,0,3,0,0,0,18,16,42,5749,5433,11181,446,474,917,231,8,241,70,3,70,45,10,60,80,38,118,383,332,715,7066,6329,13389,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,6,3,11,60,24,89,73,29,97,0,0,0,0,0,0,3,0,0,3,0,0,938,974,1909,673,1061,1731,99,72,176,8843,8471,17311
30801,0,0,0,497,106,601,0,0,0,5,0,0,12,15,29,4607,3953,8560,470,424,893,114,5,121,46,8,63,52,26,80,84,34,117,391,383,770,6277,4956,11239,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,64,11,76,5,0,3,6,0,6,72,11,89,64,42,100,133,57,189,0,0,4,0,0,0,8,0,4,6,0,13,569,723,1295,824,722,1545,60,41,103,7878,6505,14383
30803,0,0,8,418,163,582,17,9,25,0,0,4,63,106,170,18925,18424,37346,1545,1739,3278,490,13,502,233,28,257,175,42,211,188,87,274,640,607,1250,22683,21210,43896,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,7,4,12,6,0,6,0,0,0,77,15,87,13,12,19,8,4,13,99,27,124,220,139,358,322,169,491,0,3,5,13,8,20,18,3,18,31,11,48,1221,1874,3098,3211,3577,6784,154,147,297,27622,26985,54606
30804,0,0,0,31,17,52,0,0,0,0,0,0,0,0,6,2302,1835,4138,199,208,411,64,0,59,27,4,28,28,18,43,47,27,77,208,200,405,2911,2303,5216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,27,14,42,34,13,47,0,0,0,0,0,0,4,0,9,4,0,9,496,486,988,360,355,718,44,24,71,3857,3189,7053
30805,9,5,8,113,32,141,54,6,65,0,0,0,23,29,56,10515,9071,19584,669,731,1400,148,3,154,227,8,234,105,33,138,101,49,147,324,363,690,12286,10326,22616,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,5,3,13,67,8,75,0,0,0,26,9,28,0,8,11,0,0,0,95,22,115,348,110,461,453,141,594,0,0,0,165,21,187,3,0,8,170,24,195,552,1003,1561,1801,1651,3448,90,57,141,15355,13205,28565
30901,76,56,131,117,206,319,3,5,10,68,101,173,23,37,60,10607,9694,20306,478,649,1129,149,3,155,159,20,182,332,165,491,130,64,199,492,597,1085,12640,11600,24239,7,10,15,0,0,0,6,3,5,28,29,54,5,3,10,6,0,5,50,39,90,0,0,0,25,42,68,18,3,17,4,10,10,11,5,15,54,58,118,122,92,219,227,199,422,14,10,20,9,10,17,5,0,13,25,24,49,2455,3107,5571,1345,2323,3678,73,79,151,16774,17331,34105
30902,33,33,76,103,150,249,5,3,9,0,5,5,26,11,41,9387,8708,18088,402,516,919,156,8,162,125,12,137,250,140,389,113,52,164,230,349,575,10831,9975,20810,5,5,15,0,0,0,0,0,0,23,21,47,0,4,8,5,0,4,37,30,68,0,0,0,0,19,19,5,4,13,8,12,16,7,9,15,22,42,62,109,59,175,168,138,305,11,7,19,4,6,18,0,0,4,21,10,39,1697,2424,4126,1256,2033,3284,71,74,145,14049,14655,28709
30903,67,78,144,82,186,259,0,0,3,35,41,74,27,41,68,10317,9245,19560,508,826,1338,173,0,175,177,34,210,129,61,188,122,42,163,226,286,513,11853,10845,22697,22,27,47,0,0,0,0,4,5,33,33,68,5,3,10,3,0,5,65,70,137,0,0,0,18,43,58,3,12,13,12,21,39,6,8,11,45,84,125,122,88,204,230,240,468,17,18,33,6,9,18,3,8,10,28,33,61,1713,2298,4011,1294,2020,3318,77,99,177,15198,15544,30735
30904,11,3,17,15,4,18,0,0,0,0,0,0,4,0,3,2981,2622,5600,157,150,306,124,6,128,47,3,54,7,6,10,40,17,61,148,125,277,3540,2928,6467,0,0,0,0,0,0,0,0,0,9,8,20,4,0,4,0,0,0,11,10,23,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,3,36,20,60,49,32,82,6,4,7,0,0,0,0,0,0,8,4,12,732,984,1721,464,662,1132,40,36,72,4831,4651,9485
