SA3_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
31203,9929,9547,19478,4547,2870,7416,1230,2595,3825,399,423,826,278,228,506,6458,6111,12570,2145,2423,4569,4.3,3.7,4,65,64,64.5,62.2,61.6,61.9,173,214,385,66,172,236,702,1349,2050,764,1052,1815,3127,1459,4585,166,192,359,151,186,332,3436,1835,5271,8019,7588,15606,2337,2549,4885,4837,4387,9224,5018,5260,10284
31301,15777,17110,32888,3983,2332,6315,1450,2802,4255,606,838,1449,460,359,818,6500,6337,12838,8379,9882,18259,7.1,5.7,6.4,41.2,37,39,38.3,34.9,36.5,305,371,683,159,315,471,1085,1642,2727,1325,1869,3192,4777,2344,7122,157,297,448,320,441,763,5258,3078,8337,14015,15116,29130,2734,3014,5745,8481,9023,17505,7710,8544,16253
31302,29868,32717,62586,11821,7132,18948,3837,7451,11292,1383,1952,3334,1395,1241,2629,18432,17771,36201,9398,12857,22255,7.6,7,7.3,61.7,54.3,57.8,57,50.5,53.6,344,446,793,191,624,809,1609,3196,4802,1905,3686,5592,8914,6110,15023,496,721,1223,528,784,1310,9945,7613,17556,29213,30829,60044,6536,7308,13843,16158,16593,32753,17145,19124,36272
31303,7012,5479,12488,2225,1213,3430,646,1280,1927,284,353,635,131,131,264,3280,2977,6256,3252,2102,5353,4,4.4,4.2,46.8,54.3,50.1,44.9,51.9,48,71,111,179,50,125,179,446,586,1030,324,612,942,1661,845,2505,63,94,154,101,114,217,1829,1055,2882,5251,5235,10490,881,893,1771,3345,3341,6692,2433,2485,4915
31304,26513,28359,54869,11902,7016,18915,3357,6937,10292,1189,1829,3013,1107,901,2009,17549,16681,34226,7573,10331,17905,6.3,5.4,5.9,66.2,58.8,62.4,62,55.7,58.7,393,498,892,269,581,849,1736,3336,5069,2064,3354,5415,8478,5200,13677,404,542,947,425,695,1117,9308,6435,15745,26904,27899,54811,4939,5382,10320,16901,17204,34109,13089,14348,27435
31305,25365,28595,53964,9325,6151,15476,3067,5895,8963,1110,1603,2718,998,779,1774,14499,14430,28928,9404,12686,22094,6.9,5.4,6.1,57.2,50.5,53.6,53.2,47.7,50.3,718,859,1579,367,781,1147,2271,3805,6075,2196,3376,5569,6926,4100,11023,296,451,752,459,687,1141,7680,5232,12917,23656,25933,49591,4725,5412,10135,14207,15434,29644,12912,14709,27620
31401,34861,36284,71148,17964,11011,28977,4704,10232,14939,1671,2604,4280,981,807,1786,25326,24650,49983,8530,10752,19282,3.9,3.3,3.6,72.7,67.9,70.2,69.8,65.7,67.7,1934,2029,3962,837,1544,2382,5708,8178,13890,3925,4640,8563,9150,4457,13607,364,516,881,548,858,1405,10063,5827,15886,37741,38295,76039,5163,5425,10585,26258,26475,52732,14473,15280,29754
31402,31816,35332,67150,16197,10334,26535,4354,9023,13375,1564,2510,4077,1337,1262,2599,23462,23122,46580,6874,10728,17593,5.7,5.4,5.6,73.7,65.4,69.4,69.5,61.9,65.5,1261,1302,2563,432,912,1346,3737,5801,9542,3116,4529,7647,8466,5884,14347,464,711,1185,531,840,1367,9458,7438,16900,32799,34757,67553,7503,8232,15732,16496,17084,33578,20813,23172,43983
31403,15546,16371,31916,6964,4306,11271,1994,3831,5826,756,1083,1833,737,563,1304,10449,9778,20233,4379,5903,10287,7.1,5.8,6.4,67.2,59.8,63.4,62.5,56.3,59.3,371,452,828,178,428,612,1374,2181,3555,1302,1883,3184,4466,2760,7228,248,338,584,259,388,650,4972,3489,8469,15708,16134,31845,2855,2977,5835,10087,10271,20365,7343,7798,15137
31501,13035,11542,24572,4168,3006,7172,1088,1870,2962,588,569,1158,617,512,1130,6461,5954,12420,4881,4154,9035,9.5,8.6,9.1,49.6,51.6,50.6,44.9,47.1,45.9,118,187,299,61,217,278,535,1054,1592,503,911,1416,3099,1775,4876,331,369,704,184,180,365,3620,2324,5943,11844,11368,23208,1927,2033,3957,8259,7938,16202,4243,4257,8502
31502,12256,11256,23511,6232,4208,10438,874,1851,2729,625,539,1160,376,280,653,8108,6879,14984,2475,3157,5634,4.6,4.1,4.4,66.2,61.1,63.7,63.1,58.6,60.9,203,279,483,86,220,302,662,1445,2107,470,810,1284,3470,1470,4943,131,224,349,105,164,268,3711,1854,5558,10964,10240,21204,2657,2644,5297,6917,6237,13161,5508,5597,11106
31503,6950,7116,14067,3456,2571,6031,551,1376,1920,284,295,584,132,101,236,4419,4343,8769,1694,1981,3670,2.9,2.4,2.7,63.6,61.1,62.3,61.7,59.6,60.7,77,124,200,33,153,193,313,902,1213,364,590,957,1596,989,2582,84,127,214,92,108,200,1774,1224,2999,6229,6237,12464,1216,1399,2612,4281,4219,8500,2720,3008,5725
31601,22240,25818,48055,9141,5562,14701,3497,7355,10848,1132,1832,2960,665,614,1277,14439,15357,29790,6657,9222,15884,4.6,4,4.3,64.9,59.5,62,61.9,57.1,59.3,1137,1252,2390,436,839,1275,3287,4981,8268,2143,3180,5321,5776,3389,9170,253,401,657,347,625,974,6386,4419,10802,21375,23922,45300,4838,5566,10406,12370,13887,26259,12517,14383,26902
31602,37394,42444,79832,14421,8995,23419,5272,10730,16004,1865,2722,4587,1113,985,2102,22679,23427,46107,12644,16892,29540,4.9,4.2,4.6,60.7,55.2,57.8,57.7,52.9,55.1,1395,1628,3022,599,1215,1812,4554,7063,11620,3405,5052,8464,10726,5882,16604,339,659,995,660,1002,1660,11725,7538,19267,34660,38313,72974,8308,9335,17639,19405,21247,40654,21489,24339,45828
31603,26100,28888,54990,9761,6246,16006,3991,7227,11214,1298,1931,3230,694,666,1361,15754,16071,31823,8468,10872,19335,4.4,4.2,4.3,60.3,55.6,57.9,57.7,53.3,55.4,1122,1311,2438,453,875,1332,3615,5221,8829,2367,3601,5963,7013,3735,10751,216,413,632,459,709,1174,7692,4864,12549,22190,23777,45965,6096,6915,13008,12452,13130,25587,14583,16375,30963
31605,18413,20533,38945,6129,3689,9823,3043,5324,8370,975,1340,2318,482,416,905,10636,10777,21407,6726,8667,15394,4.6,3.9,4.2,57.8,52.5,55,55.1,50.4,52.7,942,930,1874,320,654,977,2912,3959,6868,1963,2814,4772,4506,2292,6797,166,265,429,338,558,891,5012,3112,8118,16971,18396,35363,4034,4496,8530,9551,10330,19878,10540,11631,22167
31606,23557,25047,48597,9093,5148,14239,3398,6642,10044,1220,1723,2947,665,585,1250,14378,14105,28484,7681,9620,17306,4.6,4.2,4.4,61,56.3,58.6,58.2,54,56,832,1025,1862,382,786,1161,2454,4280,6732,2143,3244,5388,7061,3768,10830,250,422,673,412,585,997,7731,4780,12505,22387,23545,45927,4384,4776,9164,13782,14292,28075,11730,12773,24505
31607,19483,20890,40374,7786,4369,12156,2904,5715,8623,1017,1419,2432,644,526,1165,12343,12030,24376,6101,7872,13973,5.2,4.4,4.8,63.4,57.6,60.4,60.1,55.1,57.5,547,711,1255,271,581,848,1836,3369,5205,1621,2701,4321,6079,3221,9299,267,379,649,325,484,810,6673,4086,10761,19310,20236,39548,3603,3895,7500,11483,11912,23396,10165,10982,21145
31608,9932,10269,20202,3195,1782,4978,1593,2713,4309,584,741,1328,285,211,496,5666,5446,11110,3642,4198,7843,5.1,3.9,4.5,57,53,55,54.1,51,52.5,328,381,704,144,345,491,1103,1709,2815,901,1411,2321,3066,1349,4416,110,181,289,179,274,450,3351,1806,5154,9590,9754,19340,1584,1705,3286,6294,6229,12530,4437,4760,9194
31701,61863,68358,130221,27759,17777,45533,8179,17160,25341,1949,2604,4549,2091,1870,3961,39981,39414,79389,18296,25598,43898,5.2,4.7,5,64.6,57.7,61,61.2,54.9,57.9,2691,2746,5433,944,1957,2897,6721,11126,17841,4542,6895,11442,16013,9988,26005,894,1318,2211,863,1331,2195,17774,12643,30416,60036,64742,124775,13006,14290,27298,36246,38779,75022,32639,36230,68872
31801,17108,16986,34094,7149,4015,11164,1432,3703,5136,593,593,1186,442,346,792,9607,8663,18275,5558,6689,12245,4.6,4,4.3,56.2,51,53.6,53.6,48.9,51.3,160,213,374,85,239,321,733,1577,2314,628,1167,1792,4823,2250,7072,191,301,494,174,267,447,5188,2821,8012,15951,15796,31746,2422,2532,4954,11924,11571,23502,5506,5941,11447
31802,77082,78767,155844,35260,24071,59335,9045,19722,28767,2700,3217,5915,2810,2233,5044,49820,49242,99058,20264,24391,44654,5.6,4.5,5.1,64.6,62.5,63.6,61,59.7,60.3,2446,2994,5437,828,2214,3042,7138,12599,19736,5303,7526,12832,21085,11520,32602,991,1397,2389,1000,1329,2331,23071,14249,37325,70408,71984,142394,15556,17038,32592,43546,44085,87626,37500,40460,77961
31901,37932,40373,78306,13001,8598,21600,4349,8624,12969,1173,1303,2478,1533,1108,2644,20056,19633,39687,15199,18244,33440,7.6,5.7,6.7,52.9,48.6,50.7,48.8,45.9,47.3,639,675,1306,336,772,1106,2437,4551,6987,2041,3513,5551,10882,6127,17006,587,846,1441,572,823,1390,12044,7793,19836,35217,36647,71873,7052,7699,14747,23021,23600,46625,17305,18931,36235
31902,20605,20691,41299,6782,4036,10822,2006,4164,6172,718,681,1401,680,504,1182,10186,9393,19572,8305,9375,17678,6.7,5.4,6,49.4,45.4,47.4,46.1,42.9,44.5,196,271,473,122,293,418,890,1876,2765,988,1793,2784,5061,3073,8135,312,483,791,282,409,689,5658,3962,9618,18812,18576,37394,3344,3467,6804,13062,12729,25796,8051,8334,16392
31903,21822,22523,44348,6908,3863,10771,2594,5298,7892,853,810,1654,693,582,1276,11044,10552,21597,9107,10524,19629,6.3,5.5,5.9,50.6,46.8,48.7,47.4,44.2,45.8,261,363,621,167,440,604,1121,2221,3347,1280,2227,3506,6541,3786,10326,363,513,878,365,517,882,7272,4817,12088,20381,20758,41139,3742,4038,7780,13133,13018,26147,9894,10727,20622
31904,25242,28433,53674,6917,4979,11897,2839,5694,8530,719,856,1575,1060,837,1900,11527,12364,23895,12074,14321,26402,9.2,6.8,7.9,45.7,43.5,44.5,41.5,40.5,41,519,648,1169,286,591,874,1679,3227,4911,1830,2839,4671,7524,4402,11929,354,483,839,416,635,1058,8294,5531,13825,22918,25227,48153,5127,5799,10933,13581,14549,28131,13279,15273,28556
31905,20504,20124,40629,5235,3266,8504,1961,3870,5830,592,631,1227,938,658,1598,8730,8426,17161,10285,10319,20605,10.8,7.8,9.3,42.6,41.9,42.2,38,38.6,38.3,193,266,455,132,317,442,826,1676,2500,1162,1822,2984,6003,3376,9377,310,470,780,319,448,764,6637,4294,10927,18222,18317,36541,3225,3346,6570,12037,11950,23983,8509,8897,17406
39797,149,28,183,25,0,26,0,0,0,6,0,8,0,0,3,31,3,35,6,0,11,3.1,33.3,5.7,21.2,9.7,19.2,20.5,6.5,18.1,0,0,0,0,0,0,3,0,4,0,5,4,18,0,14,7,0,7,4,0,4,25,0,25,39,5,47,3,0,4,17,3,20,26,3,30
39999,7108,6127,13234,1003,602,1610,462,658,1119,244,247,492,466,384,851,2172,1892,4069,2898,2883,5780,21.5,20.1,0,30.6,30.9,0,24,24.7,0,171,197,369,66,101,168,494,831,1322,384,577,959,1449,778,2225,71,114,183,96,112,208,1616,1003,2617,1455,1091,2545,4166,4209,8378,948,648,1590,4429,4444,8873
40101,12014,11556,23578,4220,2998,7215,2075,2698,4777,296,354,648,706,588,1299,7295,6642,13937,3822,4123,7948,9.7,8.9,9.3,60.7,57.5,59.1,54.8,52.4,53.6,1704,1704,3406,332,411,747,3270,3304,6576,936,938,1875,973,665,1636,87,83,168,118,152,268,1172,906,2074,7590,7395,14987,3959,3955,7911,3235,3152,6391,8057,7987,16044
40102,31565,33232,64794,14706,8271,22977,5048,10434,15482,1097,1373,2467,774,703,1479,21623,20784,42406,8541,11179,19720,3.6,3.4,3.5,68.5,62.6,65.4,66,60.4,63.2,1792,2056,3840,737,1412,2145,4933,7126,12055,2924,3902,6825,7766,4149,11916,332,504,839,539,715,1256,8639,5373,14016,32659,33801,66462,4306,4665,8969,22403,22975,45379,12658,13671,26336
40103,18047,20234,38283,7727,4831,12559,3162,5641,8801,393,552,945,530,486,1013,11810,11510,23322,5825,8302,14134,4.5,4.2,4.3,65.4,56.9,60.9,62.5,54.5,58.3,2820,2554,5369,639,1013,1649,5314,5959,11273,1504,1978,3484,1730,1101,2832,83,135,217,222,412,633,2030,1648,3681,18404,20222,38624,2906,3120,6031,12237,13599,25838,8228,8983,17209
40104,22110,24093,46199,9706,6026,15735,3751,6758,10507,528,727,1257,783,675,1456,14764,14189,28953,6641,9152,15792,5.3,4.8,5,66.8,58.9,62.7,63.2,56.1,59.5,1984,2063,4052,478,753,1229,4323,5406,9727,1879,2321,4195,3881,2113,5991,159,206,362,326,433,760,4367,2751,7117,22108,23515,45619,3608,3714,7319,14450,15571,30020,10059,10571,20628
40105,15384,16760,32147,6676,4464,11143,2726,4608,7328,365,514,875,559,450,1006,10321,10036,20354,4481,6145,10617,5.4,4.5,5,67.1,59.9,63.3,63.5,57.2,60.2,1852,1899,3749,460,822,1277,4022,4600,8622,1292,1536,2837,2032,1158,3195,101,138,240,212,272,487,2344,1575,3920,14110,15380,29492,3142,3253,6396,8746,9701,18443,7832,8231,16066
40106,12287,12953,25238,5786,3802,9589,2153,3702,5862,340,421,764,391,304,693,8666,8228,16898,3197,4309,7504,4.5,3.7,4.1,70.5,63.5,66.9,67.4,61.2,64.2,1403,1402,2799,403,599,995,3085,3560,6645,1092,1241,2334,1765,1004,2771,75,119,196,155,197,348,1998,1314,3315,11980,12537,24515,2281,2253,4533,7637,8103,15747,5940,6086,12023
40107,15192,17453,32648,6839,4630,11473,2630,4886,7520,367,553,920,467,431,894,10303,10504,20804,4493,6505,11000,4.5,4.1,4.3,67.8,60.2,63.7,64.7,57.7,61,2122,2033,4163,569,954,1524,4325,5173,9498,1263,1681,2946,1728,995,2724,106,137,242,203,277,480,2033,1412,3446,14937,16672,31611,2740,3010,5749,9782,11029,20807,7120,7895,15016
40201,14986,15824,30811,6711,4005,10711,1947,4272,6223,519,593,1116,538,400,940,9716,9275,18988,4606,5882,10487,5.5,4.3,4.9,64.8,58.6,61.6,61.2,56.1,58.6,258,345,603,144,349,491,947,1764,2712,1054,1701,2755,4441,2780,7215,212,339,548,211,337,552,4863,3456,8316,15237,15742,30985,2276,2448,4727,10243,10435,20678,6404,6961,13364
40202,37880,39305,77184,15022,8101,23125,4812,9101,13918,1310,1452,2761,2214,1866,4080,23365,20517,43879,12170,16459,28630,9.5,9.1,9.3,61.7,52.2,56.8,55.8,47.5,51.6,464,493,959,177,550,731,1789,3018,4807,2076,3149,5226,9351,7113,16467,775,985,1764,520,774,1292,10651,8871,19519,39226,40004,79229,6366,6654,13015,24739,24619,49357,17737,18976,36711
40203,31589,31392,62976,13520,7965,21486,5302,8224,13522,912,1029,1943,1358,1093,2445,21084,18304,39390,9162,11918,21083,6.4,6,6.2,66.7,58.3,62.5,62.5,54.8,58.7,2730,2826,5560,490,891,1386,5642,6614,12257,2684,2851,5535,5270,3174,8445,326,397,726,351,521,879,5950,4097,10045,30339,30481,60820,5812,5454,11264,17425,18020,35443,16473,15932,32396
40204,57753,58549,116301,24001,13086,37080,8558,14336,22897,1695,1764,3456,2794,2293,5086,37040,31480,68515,18073,24567,42640,7.5,7.3,7.4,64.1,53.8,58.9,59.3,49.8,54.5,1966,2033,3999,473,923,1392,5188,6885,12072,3631,4833,8466,13155,8320,21472,807,1140,1945,729,1060,1792,14688,10523,25212,60052,60475,120526,8204,7865,16065,40771,41213,81984,23389,23402,46790
40205,38948,41134,80083,18043,10295,28339,5582,11702,17282,1109,1506,2619,1256,1015,2271,25991,24514,50509,11804,15502,27304,4.8,4.1,4.5,66.7,59.6,63.1,63.5,57.1,60.2,1683,1709,3389,571,1154,1723,4888,6841,11722,3770,4608,8374,10570,5615,16185,424,663,1087,664,970,1634,11655,7248,18905,40973,42526,83497,4637,4842,9483,29646,30794,60438,13773,14496,28266
40301,14656,16421,31076,5994,4000,9999,2295,4354,6644,411,509,923,398,306,700,9094,9172,18272,5025,6685,11710,4.3,3.3,3.8,62.1,55.9,58.8,59.4,54,56.5,1164,1219,2379,369,689,1052,2955,3740,6694,1582,1886,3467,2800,1417,4221,129,146,275,249,379,627,3175,1945,5121,13834,15149,28983,2470,2711,5181,9001,10000,19003,6739,7299,14034
40302,38438,42358,80798,16842,10778,27619,6163,12184,18341,1131,1555,2687,1486,1119,2608,25624,25635,51257,11451,15491,26945,5.8,4.4,5.1,66.7,60.5,63.4,62.8,57.9,60.2,2342,2853,5195,723,1333,2054,6427,8906,15332,3525,4324,7847,8781,4880,13658,388,567,956,601,895,1492,9767,6334,16108,38301,41465,79762,6005,6527,12530,24881,27029,51911,17141,18870,36012
40303,26404,28509,54914,11643,6954,18602,4437,8734,13176,702,1030,1725,833,630,1466,17617,17351,34970,8073,10456,18527,4.7,3.6,4.2,66.7,60.8,63.7,63.6,58.6,61,2760,2755,5512,870,1473,2339,6301,7830,14131,2477,2917,5397,4320,2169,6485,220,277,496,443,582,1026,4984,3022,8005,27460,29099,56556,3662,3830,7486,19210,20307,39520,10472,11229,21704
40304,70308,74900,145208,29470,16704,46170,10295,21478,31767,2171,2832,5008,2858,1999,4856,44799,43009,87803,22473,28952,51426,6.4,4.6,5.5,63.7,57.4,60.5,59.6,54.8,57.1,1870,2361,4233,900,1999,2895,6550,10567,17119,5513,8021,13531,21025,12287,33309,1085,1502,2589,1182,1854,3039,23291,15644,38937,73105,76041,149147,8641,9467,18106,51319,52460,103785,26362,29142,55506
40401,48541,51885,100427,21313,13793,35101,7598,13693,21283,1340,1767,3102,1684,1353,3034,31925,30602,62527,14745,19464,34208,5.3,4.4,4.9,65.8,59,62.3,62.3,56.4,59.2,2620,3052,5677,846,1466,2313,7894,10085,17976,4177,4985,9158,10390,5617,16007,491,600,1092,683,1018,1705,11558,7244,18798,47327,49824,97149,7602,8003,15601,31418,33245,64659,20887,22089,42970
40402,25130,26320,51451,10188,6564,16744,3700,6614,10310,724,955,1680,1113,840,1949,15728,14966,30690,8213,10283,18495,7.1,5.6,6.4,62.6,56.9,59.7,58.1,53.7,55.9,946,1269,2214,299,659,953,2952,4046,7001,1918,2392,4311,5723,3373,9098,315,394,715,360,502,861,6395,4274,10672,24676,25601,50280,3578,3701,7276,16690,17414,34101,10096,10603,20698
40403,27085,28550,55643,11992,7764,19756,4988,8224,13213,753,1037,1792,971,758,1725,18695,17790,36487,7417,9889,17308,5.2,4.3,4.7,69,62.3,65.6,65.4,59.6,62.5,2074,2297,4373,569,985,1557,5349,6670,12020,2510,2779,5290,5073,2649,7722,241,300,541,410,546,952,5721,3496,9214,25584,26845,52435,4915,4987,9906,15934,16891,32823,13183,13631,26815
40501,15335,15755,31084,7052,3595,10649,1995,4588,6583,530,648,1183,361,315,677,9932,9157,19086,4609,5857,10469,3.6,3.5,3.5,64.8,58.1,61.4,62.5,56.1,59.2,290,368,653,169,392,558,1194,2095,3281,1038,1721,2761,4425,2547,6970,202,304,510,258,356,622,4888,3212,8097,15932,15956,31894,1810,1961,3771,11447,11275,22718,5486,5889,11376
40502,9411,9452,18864,3706,1684,5393,1101,2619,3723,335,358,697,256,188,438,5398,4857,10255,3390,3991,7376,4.7,3.9,4.3,57.4,51.4,54.3,54.7,49.4,52,136,200,335,80,202,278,561,1094,1652,494,881,1374,2365,1365,3733,125,183,307,182,182,360,2674,1729,4397,9276,9204,18481,1208,1254,2464,6717,6541,13264,3235,3466,6692
40503,11147,11415,22565,4130,2094,6217,1184,2901,4078,330,367,693,450,285,737,6090,5649,11736,4288,5034,9322,7.4,5.1,6.3,54.6,49.5,52,50.6,46.9,48.7,124,134,264,76,214,289,455,1128,1586,474,929,1408,2982,1646,4629,169,236,407,128,165,296,3286,2048,5333,11056,11156,22208,1279,1450,2735,8324,8237,16558,3424,3754,7178
40504,11526,11442,22965,3316,1619,4936,1259,2600,3857,350,378,727,362,257,627,5291,4855,10146,5345,5750,11099,6.9,5.3,6.1,45.9,42.4,44.2,42.7,40.2,41.5,89,127,219,71,178,246,455,966,1419,569,1035,1603,3071,1690,4753,149,198,340,173,201,372,3384,2088,5474,10687,10536,21218,1492,1552,3042,7705,7439,15150,4008,4146,8156
40601,23394,23145,46538,9447,4911,14353,2774,6099,8874,985,916,1906,809,561,1365,14014,12485,26499,7650,9104,16757,5.8,4.5,5.2,59.9,53.9,56.9,56.4,51.5,54,283,394,674,126,418,545,1244,2517,3759,1108,1947,3060,6593,3459,10056,350,524,869,333,425,761,7275,4410,11682,22900,22441,45339,3207,3423,6631,16675,16102,32780,8012,8432,16441
40602,10975,9761,20736,4201,2678,6883,994,1944,2936,486,430,915,491,299,792,6180,5351,11529,3591,3511,7102,8,5.6,6.9,56.3,54.8,55.6,51.8,51.7,51.8,167,211,375,61,183,240,506,963,1472,478,721,1196,2777,1274,4050,152,194,344,155,163,317,3088,1627,4715,9390,9084,18473,1800,1802,3605,6459,6172,12631,4028,3996,8026
40701,23100,24871,47972,6727,3617,10344,3357,6146,9503,727,840,1567,595,454,1052,11410,11062,22470,10450,12589,23039,5.2,4.1,4.7,49.4,44.5,46.8,46.8,42.6,44.6,549,710,1255,325,651,972,2028,3121,5145,1841,2875,4715,6394,3554,9949,282,441,727,492,675,1164,7162,4679,11838,22002,23259,45264,3302,3568,6874,14534,15209,29741,9792,10728,20521
40702,27761,27400,55163,12290,5943,18234,3258,7916,11173,1012,1111,2120,688,497,1188,17248,15472,32719,8626,10135,18758,4,3.2,3.6,62.1,56.5,59.3,59.7,54.6,57.2,319,432,746,197,555,751,1517,3069,4590,1380,2310,3689,7143,4237,11381,342,574,919,424,548,969,7907,5361,13268,26514,26412,52925,3915,4056,7971,18430,17886,36318,10505,11177,21678
40703,30367,29386,59757,11419,5890,17309,3457,7355,10820,1008,1030,2039,925,710,1632,16805,14992,31797,11372,12427,23798,5.5,4.7,5.1,55.3,51,53.2,52.3,48.6,50.5,309,399,711,177,468,641,1376,2651,4024,1421,2451,3877,7547,4716,12263,432,635,1069,442,554,991,8423,5900,14321,28286,28003,56288,4085,4153,8240,20132,19575,39708,10766,11144,21912
49797,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,6,0,6,0,0,0
49999,1668,1306,2975,233,117,351,124,141,264,64,48,106,150,113,266,562,423,989,651,613,1266,26.3,27,0,34,32.3,0,25,23.6,0,36,44,76,6,22,29,108,125,234,65,96,154,308,166,472,33,30,60,23,21,45,363,214,577,369,226,596,947,917,1865,262,144,404,1008,965,1975
50101,22448,23859,46314,9100,4826,13933,3513,7553,11061,1146,1069,2216,445,392,833,14203,13844,28050,6532,8631,15165,3.1,2.8,3,63.3,58,60.6,61.3,56.4,58.8,585,671,1256,304,758,1061,2482,4130,6609,1888,2797,4690,6437,3288,9724,334,489,821,350,618,964,7116,4391,11512,21419,22580,44000,4318,4597,8925,13657,14143,27799,10780,11768,22549
50102,42497,44325,86826,19252,9859,29110,4582,12163,16742,1890,1699,3590,1330,1260,2590,27052,24975,52029,12510,16900,29408,4.9,5,5,63.6,56.4,59.9,60.5,53.5,56.9,745,828,1569,413,1003,1413,3018,5424,8438,2714,4070,6782,13172,7830,21007,731,1244,1971,562,1080,1645,14468,10154,24621,41569,43059,84633,7160,7745,14905,28449,29048,57495,17523,19251,36773
50103,9879,10042,19922,4042,2022,6064,1157,2678,3840,483,420,897,248,191,442,5927,5309,11241,3102,3968,7075,4.2,3.6,3.9,60,52.9,56.4,57.5,51,54.2,164,212,371,86,244,335,689,1279,1967,613,1003,1609,2666,1425,4087,150,267,419,165,242,403,2977,1926,4902,9337,9310,18644,1442,1619,3058,6724,6597,13324,3552,3851,7402
50201,42513,46298,88811,15662,8465,24125,4646,11005,15656,1882,1534,3413,1689,1515,3206,23882,22518,46404,15493,21130,36622,7.1,6.7,6.9,56.2,48.6,52.2,52.2,45.4,48.6,740,763,1505,352,924,1276,2657,4797,7454,3163,4712,7875,12843,7116,19957,638,1038,1677,592,1201,1794,14075,9356,23430,40538,43879,84415,7260,8181,15442,26103,27682,53784,19230,21887,41115
50301,28511,30813,59324,12277,6852,19128,5242,9111,14355,676,945,1621,852,792,1639,19044,17697,36747,8246,11912,20163,4.5,4.5,4.5,66.8,57.4,61.9,63.8,54.9,59.2,4967,3993,8955,881,1686,2563,9506,10217,19723,1960,2878,4844,1949,1082,3032,157,222,377,207,549,758,2311,1850,4157,27711,29216,56924,5546,5994,11540,17511,18751,36262,14444,15203,29647
50302,47440,48092,95536,24127,16491,40617,7546,13116,20661,1363,1695,3059,1522,1347,2863,34551,32651,67205,9382,12788,22168,4.4,4.1,4.3,72.8,67.9,70.3,69.6,65.1,67.3,6467,6150,12615,1488,2392,3880,14105,15403,29510,4177,4799,8978,5371,2955,8328,355,480,836,448,790,1233,6175,4222,10399,39961,40628,80590,10958,11475,22436,21410,22229,43638,27214,27764,54974
