SA3_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
21502,22661,23768,46427,9289,5618,14908,2678,5601,8280,861,1048,1916,796,586,1375,13620,12857,26476,7067,9017,16082,5.8,4.6,5.2,60.1,54.1,57,56.6,51.6,54.1,397,481,877,233,587,821,1454,2759,4214,1370,2259,3630,5475,3280,8757,247,410,657,254,352,606,5981,4042,10025,21846,22799,44643,3449,3528,6972,14395,14746,29135,9464,10150,19621
21503,15907,15746,31652,6849,3229,10080,1725,3913,5647,551,639,1184,361,246,611,9486,8028,17516,4958,6369,11327,3.8,3.1,3.5,59.6,51,55.3,57.4,49.4,53.4,134,275,406,118,361,480,809,1657,2469,838,1405,2242,3843,2050,5888,114,238,349,175,239,419,4134,2522,6657,15309,15081,30397,1951,2068,4023,10898,10696,21589,5505,5605,11108
21601,15809,16442,32243,6523,3368,9897,1763,4354,6117,658,796,1453,353,286,639,9299,8803,18101,5327,6474,11800,3.8,3.2,3.5,58.8,53.5,56.1,56.6,51.8,54.2,177,308,488,152,377,531,929,1868,2791,899,1652,2550,4512,2315,6831,130,247,375,167,269,438,4812,2835,7644,15394,15820,31217,2160,2264,4424,10931,11051,21981,5755,6233,11989
21602,12635,12834,25470,4883,2444,7329,1308,3178,4491,508,543,1048,264,204,468,6964,6375,13337,4690,5504,10197,3.8,3.2,3.5,55.1,49.6,52.4,53,48.1,50.5,118,201,320,84,300,386,629,1291,1923,730,1279,2008,3451,1765,5223,113,207,324,171,205,377,3740,2181,5920,12013,12112,24124,1824,1848,3671,8222,8197,16422,4990,5184,10172
21603,27035,27985,55021,11338,6454,17790,3177,6955,10126,953,1145,2100,852,590,1435,16314,15141,31453,8539,10770,19310,5.2,3.9,4.6,60.3,54.1,57.2,57.2,52,54.5,669,822,1490,348,846,1198,1978,3459,5440,1769,2966,4734,6351,3499,9843,257,403,662,296,453,752,6907,4351,11259,26761,26990,53753,3911,4354,8262,17592,17584,35175,11281,12190,23473
21701,15173,15704,30877,6181,3154,9332,1867,4085,5952,609,702,1306,362,283,644,9019,8215,17233,5159,6497,11659,4,3.4,3.7,59.4,52.3,55.8,57,50.5,53.7,252,356,607,179,431,610,962,1857,2820,939,1618,2557,4220,2223,6448,149,286,440,193,276,470,4567,2784,7349,14713,14930,29642,2032,2211,4237,10435,10343,20772,5549,6064,11614
21703,15994,16111,32101,6825,3373,10195,2081,4442,6526,705,797,1496,278,224,510,9892,8836,18727,4952,6209,11158,2.9,2.6,2.7,61.8,54.9,58.3,60.1,53.5,56.8,276,445,721,171,435,602,1113,2057,3173,1005,1666,2674,4201,2268,6470,149,227,377,203,240,437,4550,2737,7290,15620,15631,31254,2022,1996,4019,11004,10949,21962,5785,5917,11704
21704,20705,22580,43291,9367,4978,14348,2868,6637,9507,856,1125,1981,402,363,761,13492,13097,26589,5898,8128,14032,3,2.7,2.9,65.2,58,61.4,63.2,56.4,59.7,598,822,1415,341,804,1141,2059,3537,5598,1518,2529,4051,5396,3115,8510,197,337,536,233,380,610,5820,3833,9654,20826,22052,42876,2876,3184,6058,14158,14790,28955,8380,9307,17688
29797,36,6,38,7,0,8,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,28.6,25,28.2,28.6,25,28.2,0,0,0,0,0,0,3,0,3,4,0,4,4,0,4,0,0,0,0,0,0,4,0,4,7,0,7,0,0,0,5,0,5,7,0,9
29999,4576,3373,7946,621,302,919,281,367,646,125,103,231,298,191,485,1324,961,2281,1218,1228,2447,22.6,19.6,0,28.9,28.4,0,22.4,22.9,0,114,129,239,35,69,98,337,365,701,161,208,372,614,336,949,54,54,112,50,41,90,715,435,1148,847,576,1426,2008,1884,3889,538,340,876,2171,2008,4180
30101,28957,30752,59707,13861,8376,22235,3832,7864,11694,1327,1990,3321,932,737,1667,19949,18970,38915,7920,10531,18447,4.7,3.9,4.3,68.9,61.7,65.2,65.7,59.3,62.4,1031,1160,2193,419,901,1324,3407,4938,8343,2629,3870,6493,8605,4367,12972,364,469,833,465,763,1230,9438,5597,15035,30258,31210,61467,4257,4424,8681,20512,20882,41393,12199,13044,25245
30102,37124,40114,77236,15674,9643,25314,4581,9558,14139,1642,2454,4092,1158,906,2059,23042,22560,45602,12438,15960,28395,5,4,4.5,62.1,56.2,59,59,54,56.4,1283,1401,2687,508,1101,1611,3848,5955,9802,3585,5370,8954,11219,5657,16878,435,643,1072,657,968,1623,12310,7268,19579,36193,38245,74438,6877,7408,14279,21999,23000,44993,19002,20656,39657
30103,28116,30289,58407,14319,9486,23806,3585,7390,10968,1180,2011,3189,919,714,1633,20000,19598,39593,6983,9567,16558,4.6,3.6,4.1,71.1,64.7,67.8,67.9,62.3,65,1493,1720,3216,562,1150,1711,4548,6215,10768,2688,3615,6300,7007,3641,10653,303,433,739,410,666,1076,7722,4738,12463,28826,30411,59245,4982,5279,10262,18006,19029,37035,13888,14815,28707
30201,17860,19441,37301,8947,5957,14906,2472,4894,7369,852,1321,2179,531,461,994,12801,12642,25443,4524,6293,10814,4.1,3.7,3.9,71.7,65,68.2,68.7,62.6,65.5,1424,1361,2785,446,731,1176,3539,4674,8213,1792,2130,3923,3584,2118,5698,193,194,384,281,399,680,4057,2702,6764,18031,19373,37403,3331,3575,6907,11187,12109,23293,9030,9687,18711
30202,29242,32142,61382,14158,9829,23982,4175,7657,11830,1495,2237,3727,1008,862,1870,20828,20587,41412,7043,10117,17163,4.8,4.2,4.5,71.2,64,67.5,67.8,61.4,64.4,2009,2180,4189,693,1291,1981,6047,7907,13963,2784,3469,6259,5931,3099,9025,309,388,699,431,591,1021,6669,4076,10741,27932,30008,57939,6004,6421,12421,16972,18442,35413,15045,16187,31232
30203,17794,18239,36039,8971,6516,15484,2494,4127,6628,846,1244,2091,637,496,1144,12959,12384,25345,4042,5157,9200,4.9,4,4.5,72.8,67.9,70.3,69.2,65.1,67.2,1084,1246,2332,435,717,1149,3567,4492,8062,1776,2178,3961,3714,2000,5707,189,244,427,226,341,568,4121,2584,6712,16235,16400,32635,3879,4091,7966,9235,9406,18638,9811,10126,19933
30204,23699,26022,49725,10657,7226,17884,3302,6155,9455,1061,1656,2720,913,700,1616,15933,15736,31670,6721,9247,15973,5.7,4.4,5.1,67.2,60.5,63.7,63.4,57.8,60.4,1221,1418,2639,470,901,1369,3432,5075,8506,2364,3072,5433,5590,3283,8867,253,353,607,391,533,930,6239,4171,10401,24003,25506,49508,4128,4489,8619,14848,15796,30642,11642,12611,24256
30301,20915,23245,44153,10902,7692,18591,3050,5780,8829,907,1556,2468,631,578,1208,15490,15611,31097,4765,6975,11738,4.1,3.7,3.9,74.1,67.2,70.4,71,64.7,67.7,1942,1976,3919,619,1042,1657,5009,6436,11448,2011,2442,4459,3757,1965,5715,174,239,414,266,485,753,4193,2691,6886,20717,22283,42995,4319,4773,9090,12827,13891,26717,10819,11799,22622
30302,33162,34884,68050,15907,12017,27922,5515,8905,14422,1745,2430,4166,1298,1030,2328,24464,24368,48833,7166,9078,16240,5.3,4.2,4.8,73.8,69.9,71.8,69.8,66.9,68.3,3738,4027,7766,1028,1854,2880,9182,10990,20176,2777,3405,6188,4740,2537,7276,322,326,650,396,468,862,5456,3328,8789,28468,29293,57765,8519,9073,17591,15650,16176,31829,19547,20598,40142
30303,31310,33114,64422,13852,9056,22902,5083,8208,13297,1379,1959,3346,1303,1159,2463,21620,20385,42007,8335,11473,19813,6,5.7,5.9,69,61.6,65.2,64.9,58.1,61.4,3336,3335,6672,693,1147,1842,7259,8591,15854,2884,3391,6277,4769,2601,7367,281,359,636,380,592,967,5426,3552,8973,30289,31959,62256,6741,6794,13536,18126,19476,37600,16907,17390,34299
30304,16170,16385,32561,7258,4904,12159,2725,4172,6893,813,1105,1921,671,468,1139,11467,10641,22117,4011,5159,9173,5.9,4.4,5.2,70.9,65,67.9,66.8,62.1,64.4,1749,1740,3482,454,816,1268,3834,4480,8309,1389,1595,2985,2728,1283,4014,156,144,302,195,260,458,3081,1693,4775,15777,15952,31735,3206,3084,6287,9733,10104,19841,8234,7991,16220
30305,25599,27137,52733,12046,7586,19628,3897,6623,10514,1154,1533,2686,1104,972,2077,18203,16709,34907,6284,9328,15611,6.1,5.8,5.9,71.1,61.6,66.2,66.8,58,62.3,2261,2274,4530,388,732,1123,4928,6090,11016,2435,2954,5387,4401,2573,6970,277,348,626,354,526,885,5037,3446,8479,26725,27741,54463,4873,5095,9972,15635,16195,31833,13843,14526,28366
30306,20327,20559,40881,7981,4803,12783,3520,4743,8257,965,1063,2034,958,743,1697,13421,11356,24779,5913,8296,14207,7.1,6.5,6.8,66,55.2,60.6,61.3,51.6,56.5,2027,1872,3898,315,538,854,4288,4638,8929,1942,2161,4098,2948,1629,4576,168,216,385,235,356,593,3351,2206,5552,19712,20022,39735,4090,3798,7889,11979,12527,24501,10466,10156,20626
30401,12861,13842,26697,6271,4018,10289,1760,3394,5150,572,882,1456,410,325,736,9008,8613,17625,3535,4951,8486,4.6,3.8,4.2,70.1,62.2,66,66.9,59.9,63.3,1434,1248,2682,357,649,1005,3007,3609,6616,1259,1649,2909,2257,1115,3370,120,153,267,219,290,505,2588,1557,4148,13813,14401,28212,1848,1978,3827,9522,10037,19564,5313,5636,10955
30402,18256,19415,37665,8678,5331,14009,2616,5031,7650,843,1291,2131,607,464,1066,12742,12109,24852,5065,6841,11901,4.7,3.8,4.3,69.8,62.4,66,66.5,60,63.2,3065,2651,5715,610,1057,1662,4926,5809,10729,1719,2043,3755,2232,1158,3389,134,184,323,210,381,589,2576,1727,4302,19959,20627,40586,2799,2923,5722,13290,13916,27204,8425,8636,17060
30403,21920,23558,45471,9251,6119,15370,3738,5791,9534,1331,1994,3330,1010,891,1910,15334,14808,30135,5799,7913,13721,6.6,6,6.3,70,62.9,66.3,65.3,59.1,62.1,3985,3610,7592,680,1131,1812,6357,7185,13546,1523,1916,3439,1958,1251,3209,194,223,422,177,332,508,2320,1812,4136,18804,19901,38710,6485,6892,13383,9591,10175,19764,14687,15601,30283
30404,20754,22288,43040,10336,6751,17086,2802,5681,8480,1008,1576,2583,701,548,1248,14849,14551,29401,5127,7154,12284,4.7,3.7,4.2,71.6,65.3,68.3,68.2,62.8,65.4,1943,1916,3854,647,1131,1781,4602,5817,10418,2137,2476,4611,3789,2205,5994,223,251,473,306,426,732,4317,2882,7203,21429,22547,43976,3943,4046,7991,13195,14216,27406,10748,11079,21834
30501,40553,39755,80307,18269,13815,32085,6676,8858,15534,2204,2792,4997,1772,1622,3390,28923,27089,56012,8289,9780,18073,6.1,6,6.1,71.3,68.1,69.7,67,64.1,65.5,5272,5282,10552,1121,1667,2791,11543,12482,24023,3527,3872,7400,4363,2584,6946,362,351,705,414,543,960,5135,3473,8609,25921,25072,50997,14470,14939,29408,10113,9685,19797,29114,29255,58370
30502,17693,18908,36605,9682,7388,17070,2558,4602,7163,842,1331,2168,591,482,1075,13677,13799,27473,3157,4302,7464,4.4,3.5,3.9,77.3,72.9,75,73.9,70.4,72.1,1803,1961,3772,573,975,1548,4900,5915,10811,1626,1977,3605,2696,1472,4170,130,167,293,196,314,508,3026,1956,4978,15775,16302,32073,4758,5203,9960,8433,8863,17296,11009,11671,22684
30503,42336,44165,86501,21985,16647,38628,6549,10555,17102,2069,3073,5145,1469,1221,2692,32077,31493,63568,7954,10615,18571,4.6,3.9,4.2,75.8,71.3,73.5,72.3,68.5,70.4,4721,4683,9407,1346,2253,3597,12399,14075,26478,3793,4457,8249,5450,3251,8703,369,413,787,468,665,1130,6286,4329,10614,34118,35305,69428,12039,13021,25060,17163,17675,34840,27108,28815,55921
30504,24676,25702,50378,12349,8862,21213,4181,6993,11174,1310,2033,3345,886,687,1573,18731,18574,37305,5060,6315,11375,4.7,3.7,4.2,75.9,72.3,74,72.3,69.6,70.9,3556,3611,7169,894,1558,2452,8004,8947,16952,1907,2236,4141,2545,1428,3974,177,192,365,234,344,584,2958,1962,4923,21861,22488,44347,6637,7012,13648,12471,12844,25318,14787,15422,30209
30601,22458,24104,46563,9981,7266,17247,3528,6912,10443,952,1069,2023,768,669,1442,15227,15920,31150,5692,6818,12501,5.1,4.2,4.6,67.8,66.1,66.9,64.4,63.3,63.8,959,1339,2292,410,825,1242,2734,4756,7496,2232,3058,5287,6311,3266,9576,273,328,603,368,522,888,6953,4118,11068,21321,22326,43651,4820,5374,10200,12618,12870,25486,12232,13575,25801
30602,41995,43471,85466,16604,11767,28375,5989,10847,16842,1490,1647,3138,1870,1443,3312,25956,25705,51662,11071,13440,24513,7.2,5.6,6.4,61.8,59.1,60.5,57.4,55.8,56.6,1057,1434,2489,487,1141,1627,3924,6448,10369,3172,4631,7803,11025,6359,17384,643,816,1466,580,777,1359,12248,7956,20207,37316,38314,75631,8522,9209,17733,23033,23373,46412,20236,21693,41929
30603,14717,14187,28898,5455,3010,8461,1619,3226,4847,549,459,1007,562,470,1033,8184,7164,15344,5013,5684,10698,6.8,6.6,6.7,55.6,50.5,53.1,51.8,47.2,49.5,156,250,405,94,245,339,734,1313,2046,736,1222,1962,4027,2011,6037,180,309,488,198,249,441,4405,2562,6966,13814,13276,27095,2212,2159,4377,9816,9432,19241,5280,5206,10484
30604,5301,5116,10420,1816,1135,2955,851,1524,2377,228,219,447,145,100,249,3045,2979,6025,1591,1558,3150,4.8,3.3,4.1,57.4,58.3,57.8,54.6,56.3,55.5,128,148,276,44,120,169,500,719,1221,365,582,944,1507,686,2187,64,96,155,97,125,222,1667,904,2564,4249,4073,8315,1150,1191,2349,2791,2599,5394,2380,2454,4839
30605,17354,18069,35427,6035,3911,9949,2009,4114,6128,750,690,1443,590,420,1012,9383,9141,18522,6060,7140,13204,6.3,4.6,5.5,54.1,50.6,52.3,50.7,48.3,49.4,352,464,816,167,422,585,1202,2281,3477,1116,1806,2925,4840,2394,7235,200,297,500,231,325,555,5272,3013,8287,15956,16330,32283,2794,3005,5801,10773,10927,21704,7012,7529,14546
30701,17625,17391,35017,8741,5078,13817,1517,3990,5511,686,654,1345,420,374,789,11373,10091,21464,4122,5411,9533,3.7,3.7,3.7,64.5,58,61.3,62.1,55.9,59,171,270,440,100,312,413,959,2232,3190,910,1468,2378,4266,2514,6776,226,332,565,275,288,567,4772,3134,7905,16199,15870,32063,3246,3383,6630,10733,10132,20868,7456,7891,15345
30702,17204,17095,34306,7761,4050,11814,1651,4135,5791,640,638,1279,505,398,906,10566,9223,19784,5020,6473,11491,4.8,4.3,4.6,61.4,53.9,57.7,58.4,51.6,55,141,243,384,121,287,413,935,1843,2782,958,1496,2452,4484,2734,7217,230,400,627,239,320,560,4950,3460,8404,16609,16475,33087,2718,2892,5613,11456,10994,22445,6780,7347,14131
30703,16718,17591,34310,6247,3578,9828,2028,4221,6252,572,664,1233,453,372,824,9298,8841,18135,6020,7401,13423,4.9,4.2,4.5,55.6,50.2,52.9,52.9,48.1,50.5,263,361,623,156,327,479,1076,1936,3009,965,1609,2574,4326,2682,7010,246,351,597,236,366,604,4812,3401,8210,15862,16328,32190,2709,2883,5583,10966,11162,22128,6724,7293,14012
30801,11558,10451,22006,6342,3392,9738,999,2636,3634,538,474,1016,294,251,547,8172,6759,14926,1724,2652,4370,3.6,3.7,3.7,70.7,64.6,67.8,68.2,62.2,65.3,126,199,318,80,210,292,553,1288,1841,523,843,1367,3404,1605,5014,179,252,434,164,174,341,3750,2038,5784,10411,9897,20304,2468,2467,4937,6168,5600,11772,5795,5859,11647
30803,48479,49107,97589,20532,13068,33594,5221,11842,17064,1869,2081,3946,1681,1350,3034,29301,28338,57640,14469,17306,31778,5.7,4.8,5.3,60.4,57.7,59.1,57,55,56,1065,1178,2239,508,1086,1592,3345,6394,9736,2569,4191,6762,13740,7387,21126,700,994,1701,664,844,1510,15106,9231,24333,44940,46104,91037,8985,9796,18787,29425,29522,58951,21339,23508,44845
30804,5904,5556,11455,3080,1656,4738,452,1303,1757,323,234,555,112,86,201,3968,3279,7249,1105,1554,2659,2.8,2.7,2.8,67.2,59.1,63.3,65.3,57.5,61.5,67,68,134,17,91,108,268,631,904,213,384,593,1564,800,2361,90,101,186,82,82,161,1735,979,2715,5406,5094,10494,898,1003,1896,3780,3509,7290,2145,2200,4343
30805,25274,24597,49868,11791,6144,17932,2469,6148,8620,1091,918,2013,1233,1042,2274,16586,14252,30840,6584,8760,15344,7.4,7.3,7.4,65.6,57.9,61.8,60.8,53.7,57.3,394,463,860,237,460,700,1564,2867,4429,1422,2026,3440,8850,4376,13223,417,638,1053,322,466,790,9587,5472,15064,24190,23504,47693,5164,5474,10640,15517,14554,30071,12077,12759,24838
30901,26929,29883,56813,11038,7344,18379,4360,7871,12229,1375,2121,3493,872,729,1597,17643,18059,35702,7278,9780,17056,4.9,4,4.5,65.5,60.4,62.8,62.3,58,60,1373,1600,2971,428,838,1268,4466,6209,10671,2573,3783,6360,6457,3173,9627,208,337,544,432,733,1163,7099,4236,11337,23482,25231,48715,5861,6775,12637,13688,14751,28439,14300,16038,30335
30902,22829,25283,48116,9245,5780,15020,3677,7192,10875,1124,1687,2815,738,602,1339,14785,15262,30047,6563,8476,15035,5,4,4.5,64.8,60.4,62.4,61.5,58,59.7,839,1135,1974,335,737,1074,3104,4817,7924,2074,3222,5298,6455,3188,9646,197,324,520,385,636,1019,7035,4151,11183,21513,22985,44495,4301,4968,9265,13253,13954,27216,11249,12800,24049
30903,28131,32093,60225,9860,6765,16629,4054,6916,10970,1278,1857,3136,1047,951,1996,16244,16487,32734,10032,13576,23608,6.5,5.7,6.1,57.7,51.4,54.4,54,48.4,51,1220,1419,2642,340,739,1077,3124,4683,7808,2595,3952,6547,7186,3896,11079,271,439,710,496,859,1353,7950,5197,13145,24606,27386,51997,5885,6583,12469,14097,15697,29788,14981,16910,31891
30904,8135,8501,16639,3150,1871,5019,1202,2180,3372,481,609,1089,215,164,377,5051,4813,9863,2558,3206,5764,4.3,3.4,3.8,62,56.6,59.3,59.4,54.7,57,363,411,774,119,277,396,939,1496,2441,817,1215,2028,2501,1103,3601,90,132,227,159,221,375,2749,1458,4203,8028,8125,16154,1226,1313,2538,5263,5214,10476,3548,3850,7397
30905,13457,14591,28056,6065,3712,9777,2154,4366,6518,666,986,1645,489,364,856,9377,9427,18801,3432,4523,7954,5.2,3.9,4.6,69.6,64.6,67,66,62.1,64,633,721,1356,215,479,700,1791,2714,4502,1327,1985,3309,3738,1992,5731,125,198,326,206,364,570,4071,2556,6626,14282,15046,29329,2286,2543,4826,9154,9500,18653,6491,7233,13725
30906,27274,28844,56121,11974,7139,19115,4134,7888,12024,1335,2134,3468,1031,836,1866,18471,17995,36469,7375,9490,16865,5.6,4.6,5.1,67.7,62.4,65,63.9,59.5,61.7,902,1134,2033,327,760,1092,2724,4442,7165,2411,3846,6254,7909,4305,12210,307,427,730,508,784,1296,8724,5517,14239,27816,28745,56559,4518,4792,9315,17745,18117,35861,12853,13775,26627
30907,58924,62776,121701,28604,17137,45740,8272,16459,24733,2889,4494,7383,2254,2132,4387,42014,40218,82234,13520,19122,32650,5.4,5.3,5.3,71.3,64.1,67.6,67.5,60.7,64,2060,2388,4440,622,1477,2101,6098,9322,15418,5610,8830,14440,16552,9743,26294,769,1016,1786,1055,1551,2607,18377,12313,30693,57802,60000,117800,14493,15379,29866,28157,28688,56847,39241,41964,81205
30908,20711,23958,44672,8621,5930,14547,3394,6308,9699,1079,1594,2675,733,687,1419,13821,14522,28342,5775,8124,13902,5.3,4.8,5,66.7,60.6,63.5,63.2,57.7,60.3,1197,1350,2551,317,643,966,3318,4434,7749,2079,3082,5162,4601,2773,7371,196,294,487,356,596,947,5152,3656,8810,19148,21291,40439,4829,5718,10553,10456,11665,22118,12253,14283,26534
30909,26760,28805,55566,9209,6221,15430,4601,7033,11629,1517,2108,3622,1263,1040,2306,16590,16395,32988,8061,10111,18179,7.6,6.3,7,62,56.9,59.4,57.3,53.3,55.2,1539,1619,3151,355,708,1065,3904,5214,9120,2493,3540,6025,5654,3160,8817,290,344,629,378,626,999,6326,4126,10449,22217,23280,45501,6570,7029,13596,12252,13026,25283,15258,16067,31324
30910,20037,20164,40202,6529,4077,10609,3483,4828,8314,1118,1386,2497,810,663,1469,11940,10957,22893,5838,7070,12904,6.8,6.1,6.4,59.6,54.3,56.9,55.6,51,53.3,1261,1128,2387,326,510,836,3375,3978,7355,2066,2577,4645,3627,1911,5538,129,196,329,335,457,789,4094,2562,6659,14717,14599,29320,5345,5511,10854,7689,7639,15325,11718,11897,23615
31001,31590,30975,62567,11818,7659,19476,4040,6390,10432,1351,1855,3204,1395,1306,2696,18604,17206,35811,11366,12117,23482,7.5,7.6,7.5,58.9,55.6,57.2,54.5,51.4,52.9,1531,1487,3018,407,725,1138,3966,5091,9054,2280,2939,5215,5452,3421,8874,358,462,824,432,602,1030,6231,4494,10726,29030,30495,59523,5403,5579,10985,17646,18691,36337,14364,15214,29580
31002,27545,27401,54943,10581,6000,16579,2794,5828,8620,1264,1649,2910,837,715,1555,15471,14189,29659,9956,11331,21284,5.4,5,5.2,56.2,51.8,54,53.1,49.2,51.2,325,484,814,214,490,707,1306,2726,4035,1690,2816,4502,8038,4615,12658,374,621,996,399,617,1020,8817,5859,14670,26084,26009,52091,4211,4581,8792,17416,16939,34360,11339,12192,23529
31003,44067,47345,91408,19351,12542,31900,5195,10263,15464,2094,3073,5165,1971,1677,3648,28615,27554,56173,12981,17212,30190,6.9,6.1,6.5,64.9,58.2,61.5,60.5,54.7,57.5,1048,1323,2370,505,1261,1762,3497,6034,9532,3399,5145,8548,12874,7950,20820,769,1111,1880,670,1002,1670,14312,10059,24373,43818,45604,89425,9074,9693,18768,26442,26909,53361,23148,25257,48409
31004,37619,39729,77349,18739,11896,30632,4912,9089,14004,1813,2594,4413,1873,1789,3658,27334,25373,52708,8118,12311,20433,6.8,7.1,6.9,72.7,63.9,68.1,67.7,59.4,63.4,1483,1556,3032,442,955,1395,3741,5803,9544,3246,4668,7912,9351,6470,15823,624,805,1432,631,861,1499,10604,8143,18750,39308,40198,79509,8997,9678,18675,19717,19888,39610,24731,26243,50971
31101,5896,6093,11994,2103,1181,3284,601,1220,1818,242,347,594,183,184,366,3132,2932,6067,2287,2661,4945,5.9,6.2,6.1,53.2,48.1,50.6,50,45.1,47.5,68,99,164,38,109,138,288,526,817,312,600,912,1634,975,2604,65,118,186,93,126,220,1792,1224,3011,5420,5658,11074,1012,1102,2115,3363,3459,6824,2704,2934,5638
31102,17864,18905,36771,7480,4429,11909,2113,3880,5992,780,1153,1932,760,689,1451,11134,10147,21288,5336,7323,12660,6.8,6.8,6.8,62.3,53.7,57.9,58.1,50,53.9,307,406,712,119,336,452,1121,1875,2999,1210,2135,3339,5070,3087,8155,271,402,671,279,427,702,5618,3914,9532,16949,17568,34518,3720,3933,7651,9724,9959,19684,9601,10233,19838
31103,34769,36610,71382,15557,9055,24607,4517,8058,12578,1484,2023,3506,1731,1534,3269,23290,20670,43961,9065,13474,22535,7.4,7.4,7.4,67,56.4,61.6,62,52.3,57,745,858,1604,207,592,800,2303,3703,6010,2241,3906,6147,9153,6018,15174,538,744,1280,537,815,1348,10229,7580,17804,35108,36203,71311,7219,7514,14729,20544,20875,41416,18663,19857,38523
31104,22770,23527,46301,11750,6874,18625,2612,5854,8466,1092,1496,2592,784,784,1563,16236,15008,31244,5276,7320,12588,4.8,5.2,5,71.3,63.8,67.5,67.9,60.4,64.1,327,491,819,190,536,726,1277,2697,3968,1599,2956,4556,7852,4320,12170,296,511,808,372,554,925,8520,5388,13904,24127,24361,48490,4485,4770,9256,14242,14020,28266,12330,13202,25533
31105,24587,26486,51076,10843,6685,17531,3108,5876,8982,1058,1539,2599,1095,955,2044,16104,15054,31160,6895,9713,16606,6.8,6.3,6.6,65.5,56.8,61,61,53.2,57,679,791,1473,245,576,820,2217,3582,5798,1894,3015,4909,6830,4010,10840,315,506,820,427,614,1041,7572,5138,12704,24641,25959,50604,4342,4728,9067,15141,15796,30933,12109,13131,25238
31106,30727,31305,62023,11981,6815,18800,4159,6501,10653,1287,1650,2933,1654,1461,3113,19077,16426,35507,9322,12680,22000,8.7,8.9,8.8,62.1,52.5,57.2,56.7,47.8,52.2,1078,1159,2239,322,669,994,3095,4229,7323,2288,3166,5449,6824,4126,10948,471,546,1017,467,706,1180,7771,5378,13147,30809,31086,61897,5326,5312,10641,19580,19652,39230,14244,14602,28848
31201,15739,12918,28659,7310,4083,11394,1073,2796,3869,744,516,1261,301,271,573,9427,7671,17099,2526,3425,5948,3.2,3.5,3.3,59.9,59.4,59.7,58,57.3,57.7,146,204,351,77,181,257,711,1302,2012,598,938,1532,4168,2036,6205,134,266,406,173,236,403,4480,2537,7021,12190,10901,23095,2928,3054,5979,7225,6231,13462,6877,6850,13730
31202,48640,48547,97190,24376,13783,38161,4401,12504,16906,1973,1914,3887,1314,1123,2443,32061,29335,61395,11057,15158,26214,4.1,3.8,4,65.9,60.4,63.2,63.2,58.1,60.7,773,923,1699,384,972,1355,2872,6018,8889,2451,4091,6538,16458,7608,24065,562,918,1479,578,923,1504,17600,9447,27048,45264,45366,90631,8877,9537,18418,29663,28957,58617,21249,22967,44218
