SA3_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
10902,3581,3329,6910,599,557,1155,337,361,697,552,561,1118,48,49,99,65,67,134,26,27,51,5,6,4,10,6,18,5,3,11,0,0,0,1054,1078,2132,136,113,249,28,32,61,1816,1774,3591,933,814,1741,6323,5913,12241
10903,11555,11617,23172,2317,2505,4812,1237,1343,2578,2563,2688,5254,190,209,403,66,66,131,62,60,122,22,27,49,30,33,64,16,30,50,0,0,0,4187,4462,8651,230,257,491,139,110,245,6867,7336,14200,2029,1941,3967,20453,20884,41336
11001,8633,9048,17683,2603,2722,5327,2458,2896,5353,99,141,239,375,440,813,34,46,78,51,64,117,18,15,38,35,41,77,42,50,93,0,0,4,3105,3692,6797,887,965,1854,100,84,187,6699,7460,14168,1733,1952,3684,17070,18464,35533
11002,10266,10499,20767,2272,2501,4774,2158,2339,4499,63,52,118,714,829,1538,16,18,34,37,32,77,20,17,35,23,14,36,10,14,18,0,0,0,3033,3316,6355,254,278,536,109,122,233,5670,6221,11886,2175,1993,4170,18109,18720,36831
11003,6335,6192,12528,1346,1423,2770,1240,1339,2575,50,51,100,285,309,597,14,15,28,12,21,32,3,0,3,12,3,17,3,3,10,0,0,0,1617,1746,3367,145,141,290,62,51,115,3169,3367,6536,2072,2025,4100,11577,11588,23167
11004,20483,21090,41576,4476,4899,9373,8029,8623,16655,191,168,353,629,696,1322,67,60,129,88,88,175,20,40,61,55,55,107,28,29,53,0,0,0,9101,9760,18856,931,933,1869,295,293,588,14803,15887,30690,3555,3523,7085,38847,40504,79353
11101,35902,37328,73226,3677,3885,7564,13723,15153,28876,272,280,546,372,410,778,50,53,105,118,110,229,34,45,79,67,59,127,93,110,206,0,0,0,14725,16230,30953,837,1016,1854,402,359,766,19646,21493,41136,2549,2709,5260,58099,61526,119626
11102,22084,22840,44922,2753,3119,5873,10587,11302,21893,141,170,311,305,347,649,63,61,127,84,88,173,28,30,61,39,35,74,57,62,121,0,0,0,11305,12102,23411,494,559,1054,367,385,754,14922,16167,31091,1975,2096,4077,38980,41104,80085
11103,42701,44127,86830,4666,4742,9402,24392,26221,50611,568,630,1203,829,883,1710,194,191,385,236,221,456,88,103,192,186,184,369,340,326,662,13,9,18,26840,28763,55596,3390,3414,6806,842,737,1577,35733,37654,73387,4652,4708,9355,83084,86486,169571
11201,20677,21520,42197,4017,4488,8506,7530,8610,16135,881,1035,1908,1234,1465,2698,84,114,201,169,159,325,29,55,84,94,100,192,77,77,155,4,0,4,10087,11605,21694,1534,1844,3384,403,395,797,16050,18333,34385,3409,3611,7016,40134,43457,83595
11202,18931,19339,38269,3104,3467,6570,6033,6414,12450,292,311,603,1048,1119,2163,59,64,124,79,107,188,41,31,77,62,64,128,37,39,78,0,6,7,7651,8157,15815,449,486,940,268,257,532,11479,12372,23853,3158,3152,6314,33573,34866,68435
11203,23783,25469,49259,3592,3990,7586,7599,8465,16065,664,771,1430,3511,3822,7331,88,92,181,120,162,288,43,48,86,81,96,175,62,76,134,0,6,9,12174,13533,25706,932,1162,2096,424,385,805,17123,19063,36189,3538,3782,7327,44448,48322,92764
11301,13001,12894,25897,3262,3444,6705,2513,2659,5176,330,305,638,222,237,456,46,33,84,44,41,83,24,22,48,15,23,40,53,69,118,0,0,0,3237,3397,6635,1321,1204,2522,128,104,231,7948,8147,16099,2316,2143,4464,23272,23181,46452
11302,4178,4052,8225,765,914,1682,936,930,1865,121,100,217,99,104,202,11,14,22,18,17,39,3,7,13,14,10,30,32,48,83,0,0,0,1238,1223,2463,109,110,217,56,53,112,2171,2303,4479,787,608,1402,7139,6968,14103
11303,24027,24927,48954,4434,4925,9358,9151,10107,19261,658,751,1407,821,742,1558,209,218,426,135,148,279,39,42,81,113,97,208,345,349,702,0,0,0,11471,12445,23919,1465,1347,2814,346,310,656,17717,19031,36749,4041,3142,7180,45792,47095,92886
11401,27693,28397,56089,5075,5633,10706,10941,11774,22717,332,353,682,477,485,959,74,83,159,183,147,326,33,45,79,68,79,147,367,383,748,21,20,41,12499,13356,25852,743,798,1540,370,299,668,18685,20091,38775,4425,3606,8028,50801,52088,102887
11402,12905,13938,26843,2020,2165,4184,6638,7274,13916,69,82,152,149,180,324,20,25,48,56,53,102,19,26,45,11,18,27,56,99,158,4,6,8,7022,7756,14774,586,625,1215,126,119,239,9752,10663,20415,1354,1503,2860,24013,26110,50118
11501,44417,46300,90714,2262,2355,4621,17755,18260,36011,314,331,648,289,295,589,130,121,253,154,182,336,21,27,56,22,21,48,109,81,195,0,0,0,18807,19325,38133,4343,4719,9056,299,297,594,25711,26694,52405,1893,2311,4204,72026,75302,147327
11502,8868,8697,17561,659,641,1296,3053,3069,6124,31,26,60,41,45,90,5,5,6,17,17,32,6,4,7,0,8,8,4,11,17,0,0,0,3160,3186,6343,269,262,528,47,40,92,4132,4130,8257,482,439,917,13478,13261,26737
11503,8074,7826,15904,827,725,1547,2318,2351,4668,14,23,37,52,47,99,8,7,11,11,7,13,0,0,0,4,0,4,7,9,19,0,0,0,2405,2444,4850,97,99,199,68,72,139,3393,3338,6732,500,415,917,11978,11575,23547
11504,10509,10400,20915,931,951,1881,11667,12152,23819,81,97,181,153,156,309,58,53,115,54,49,107,7,5,7,16,21,36,54,33,82,0,0,0,12096,12559,24658,1403,1553,2961,147,148,289,14577,15216,29786,854,717,1574,25940,26337,52277
11601,37623,38177,75808,2551,2592,5143,15301,14691,29990,271,238,506,271,254,521,90,84,173,127,99,224,13,21,35,34,27,66,56,57,114,0,0,0,16158,15466,31625,5885,5813,11693,426,307,732,25010,24183,49191,4059,3897,7958,66698,66256,132954
11602,27249,27606,54862,1894,1915,3808,26118,26424,52543,293,289,583,357,380,735,154,168,323,178,180,358,22,16,36,51,36,92,99,93,190,3,0,3,27287,27581,54871,5086,5696,10782,383,322,704,34650,35513,70164,3595,2225,5827,65499,65350,130844
11603,30982,31900,62882,2885,3172,6059,10822,11259,22085,159,150,310,202,215,413,48,59,107,99,83,185,20,12,25,22,23,46,20,17,38,0,0,0,11393,11815,23209,2461,2849,5307,370,356,730,17119,18196,35311,4230,4481,8705,52321,54573,106895
11701,11620,12030,23654,1685,1623,3302,7807,7798,15607,199,167,365,277,243,520,54,67,114,127,114,244,26,13,40,30,21,58,70,55,127,0,3,3,8591,8486,17082,3758,3701,7456,291,211,505,14322,14020,28341,1743,1612,3357,27689,27666,55357
11702,12664,13100,25766,1136,1046,2182,8090,8370,16462,276,288,562,187,234,425,45,44,92,82,82,166,30,26,58,9,14,24,94,88,176,0,0,0,8817,9149,17972,1579,1619,3195,283,261,543,11810,12078,23889,1424,1175,2599,25896,26360,52253
11703,33160,30045,63199,6946,6237,13184,34052,30585,64643,1948,1637,3581,1787,1641,3430,560,514,1072,889,737,1626,119,110,228,96,90,189,697,701,1400,0,4,6,40150,36025,76176,19632,19968,39601,1362,1042,2409,68098,63274,131367,8632,6934,15562,109885,100253,210140
11801,26036,28636,54672,4164,4410,8578,14779,16112,30895,708,740,1452,630,679,1304,141,194,330,282,326,611,28,38,63,37,31,66,177,223,409,3,3,5,16788,18350,35139,6576,7624,14198,433,450,884,27963,30833,58798,3455,3818,7269,57457,63291,120738
11802,29966,32780,62748,2980,3122,6098,15255,16234,31490,491,594,1087,564,613,1175,116,128,250,221,247,466,34,20,57,53,52,105,235,251,485,6,0,6,16984,18144,35125,6833,7366,14195,536,452,980,27325,29078,56403,4553,3698,8253,61851,65554,127404
11901,51532,53375,104905,3736,3840,7575,18713,19134,37844,205,190,389,190,164,356,70,69,140,92,86,181,18,16,29,20,27,51,62,53,118,0,0,3,19377,19728,39107,4265,4313,8582,563,517,1078,27941,28403,56342,5975,6028,11995,85452,87800,173248
11902,37240,37748,74986,4002,3554,7561,13319,12564,25881,194,175,370,204,172,378,79,42,122,104,66,170,20,17,34,27,14,47,59,57,114,0,3,4,14010,13115,27124,6626,5343,11969,450,299,751,25089,22316,47404,5055,4564,9623,67384,64629,132011
11903,35415,37717,73126,2913,3024,5941,13310,13631,26941,171,146,317,186,164,354,82,66,151,91,89,179,23,26,45,38,21,58,56,51,111,0,0,0,13946,14197,28143,5830,5327,11153,424,387,810,23114,22938,46053,2936,3204,6143,61464,63859,125320
11904,35415,37566,72988,3714,3634,7351,15852,15676,31533,279,274,558,302,286,593,88,81,163,115,107,220,24,20,47,50,28,75,89,81,171,0,0,0,16804,16551,33354,7497,7195,14687,523,435,955,28544,27807,56352,4267,4167,8445,68231,69549,137775
12001,20810,23140,43954,2755,3008,5761,9874,10456,20326,245,268,512,272,256,525,67,77,142,132,135,268,21,17,32,21,10,28,83,75,153,0,0,0,10713,11280,21996,2847,3315,6157,258,258,514,16566,17859,34424,1685,1888,3572,39057,42888,81947
12002,12725,14260,26990,1925,2006,3922,6923,7509,14431,269,273,545,213,232,449,59,63,122,101,127,233,6,27,40,28,22,54,82,105,186,0,3,4,7691,8370,16058,1520,1704,3225,156,191,348,11287,12269,23555,1253,1180,2434,25269,27709,52979
12003,35059,37705,72765,3659,3660,7317,19827,20359,40187,484,513,999,456,434,886,143,149,293,200,177,381,44,35,73,58,57,107,163,199,358,5,4,7,21375,21925,43298,11346,10401,21750,672,569,1240,37050,36557,73608,4066,3819,7887,76177,78082,154261
12101,26922,29132,56051,3280,3449,6730,14399,14904,29303,405,419,824,356,320,679,109,108,212,181,174,354,46,34,84,23,19,42,121,126,256,0,0,0,15637,16106,31743,5539,6299,11839,326,305,625,24782,26161,50937,1839,2131,3968,53537,57426,110959
12102,23459,24367,47825,2170,2235,4402,9941,10050,19992,167,143,309,140,138,286,50,63,119,64,65,127,8,20,28,11,12,23,52,37,90,0,0,0,10443,10536,20977,2978,3393,6374,239,207,445,15825,16373,32194,1129,1228,2357,40412,41966,82379
12103,34216,36851,71064,2937,3153,6096,13276,14187,27466,295,313,610,214,268,488,103,103,208,124,132,254,23,36,58,9,19,30,116,91,210,0,0,0,14165,15152,29318,4186,4691,8882,204,167,376,21487,23173,44663,1357,1663,3023,57069,61686,118756
12104,18552,21881,40428,2757,3167,5921,12676,14217,26890,438,525,968,416,458,877,101,116,214,202,197,396,28,36,61,21,23,49,186,212,406,4,4,4,14077,15789,29868,4497,5125,9617,295,305,599,21622,24386,46004,1794,2040,3831,41969,48303,90272
12201,9902,10769,20671,2030,2008,4032,4584,4691,9274,129,148,274,103,96,199,21,24,45,48,59,115,6,6,17,6,8,17,32,34,71,0,0,0,4931,5067,10001,2047,2277,4326,133,160,289,9140,9510,18655,730,719,1453,19783,20992,40772
12202,18019,19028,37044,1973,2002,3968,6677,7030,13705,107,107,214,104,97,202,28,17,47,43,28,76,5,10,14,6,9,19,23,23,46,0,0,0,6994,7328,14318,1011,1060,2075,174,166,340,10147,10549,20698,1246,1447,2687,29411,31027,60434
12203,42904,44716,87620,3963,3926,7886,17674,18550,36221,224,256,484,286,315,597,58,65,120,119,124,241,19,26,44,25,20,40,77,77,151,0,0,0,18480,19427,37906,4204,4457,8669,477,484,959,27125,28302,55423,2469,2665,5140,72498,75681,148176
12301,18833,19624,38456,1407,1516,2924,10479,11330,21813,86,87,170,179,195,373,21,31,50,37,48,83,10,14,27,24,11,33,31,25,53,0,0,0,10860,11737,22597,485,523,1008,297,277,576,13043,14059,27105,1072,1217,2294,32950,34903,67854
12302,45047,46463,91507,3971,4373,8349,21896,22827,44717,226,242,464,383,343,722,109,86,196,139,107,249,30,31,56,39,31,71,59,67,126,4,0,3,22878,23728,46613,3145,3561,6704,653,545,1194,30651,32209,62857,5017,5371,10384,80705,84043,164748
12303,13052,12872,25921,1543,1615,3154,5005,5159,10160,43,48,91,91,115,214,12,11,29,23,32,54,8,4,18,7,5,14,17,18,38,0,0,0,5210,5392,10610,136,178,314,126,110,235,7022,7294,14315,1191,1203,2396,21264,21372,42634
12401,23049,24695,47739,2820,3050,5876,7355,7782,15136,133,145,277,140,149,285,37,30,63,55,51,106,23,34,54,14,15,31,63,59,123,0,0,0,7822,8262,16078,573,649,1216,212,187,395,11419,12143,23561,1324,1444,2769,35791,38276,74067
12402,5,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,8,0,8
12403,39687,40901,80593,4265,4486,8750,21158,22684,43838,184,224,412,395,403,791,71,79,148,97,106,196,26,28,51,32,36,76,60,77,132,0,0,0,22022,23633,45653,1606,1849,3453,636,497,1135,28531,30459,58986,3900,4162,8058,72118,75520,147640
12404,9551,9906,19452,1277,1373,2657,4259,4558,8817,50,51,98,103,95,196,10,12,26,18,20,35,12,12,18,21,21,38,19,11,31,0,0,0,4489,4778,9267,309,349,654,176,188,365,6259,6685,12946,1834,1434,3264,17633,18023,35660
12405,15634,15583,31215,1346,1350,2695,6032,6190,12221,82,70,157,146,166,310,14,17,31,27,26,54,8,10,19,12,10,19,21,13,26,0,0,0,6333,6509,12845,739,856,1595,219,164,386,8638,8875,17512,1956,1976,3929,26235,26427,52663
12501,20916,20587,41503,3279,3032,6312,11876,10901,22774,240,223,461,258,225,482,81,78,160,138,84,220,30,25,54,23,11,28,83,72,151,0,0,0,12719,11620,24337,9167,7470,16633,618,401,1021,25781,22520,48299,4523,2804,7325,51214,45911,97132
12502,19323,19861,39181,1504,1582,3084,8918,8751,17675,189,188,376,211,205,413,63,73,140,99,96,196,8,19,25,27,19,51,55,69,124,0,3,4,9578,9426,19004,2439,2644,5082,232,189,425,13755,13842,27598,1517,1451,2967,34591,35151,69742
12503,43104,43696,86801,3831,3664,7494,15173,14580,29754,244,210,453,184,186,369,111,85,190,155,85,246,26,20,49,6,8,12,35,33,69,0,0,0,15927,15212,31137,6255,5571,11819,553,463,1016,26561,24901,51471,7349,6333,13677,77009,74938,151943
12504,30812,31953,62770,3927,3686,7619,17438,16363,33795,474,365,839,393,337,734,186,162,347,216,161,370,43,34,80,45,34,74,113,102,212,0,3,3,18906,17557,36461,13222,12321,25547,483,402,890,36538,33975,70508,4434,4098,8527,71786,70021,141809
12601,13494,14552,28051,1319,1415,2736,6361,6720,13080,141,141,279,125,147,271,71,65,135,74,71,150,5,6,15,8,11,17,26,40,66,0,0,0,6809,7194,14003,2696,2994,5684,134,117,248,10953,11710,22669,709,739,1446,25159,27011,52165
12602,33487,35587,69075,3601,3854,7452,18700,19008,37714,447,418,864,371,422,796,121,141,264,205,161,362,34,33,65,46,40,88,173,151,324,4,0,3,20100,20371,40473,7186,7883,15069,503,421,922,31395,32531,63921,2907,3211,6112,67787,71324,139116
12701,33911,34204,68117,1827,1852,3680,21997,23022,45022,235,234,473,297,296,596,57,57,116,80,101,185,12,14,30,44,32,77,45,53,98,0,0,0,22778,23809,46585,2337,2662,4995,460,401,863,27402,28729,56127,3450,3273,6721,64759,66211,130969
12702,58075,60256,118333,4354,4576,8929,14541,14945,29490,264,251,513,156,142,302,67,57,128,34,48,83,13,17,27,9,12,25,23,28,51,0,0,0,15108,15509,30615,7395,7881,15275,526,440,963,27382,28405,55782,5627,5471,11093,91082,94127,185211
