SA1_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
10102100801,4,0,0,4,0,4,3,4,0,19,0,4,7,0,9,4,3,3,0,31,0,0,3,3,13,4,0,0,0,28,0,0,11,11,9,3,4,0,0,33,0,0,9,6,7,11,0,0,0,31,0,0,0,4,5,9,0,0,0,18,0,0,3,8,8,4,0,0,0,30,0,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,4,8,0,0,3,0,0,25,30,19,54,57,62,53,33,19,4,327
10102100802,0,9,0,4,4,7,3,3,0,31,4,0,6,3,11,8,5,3,0,42,0,4,3,4,10,14,5,0,0,46,0,9,11,11,10,0,3,3,0,43,0,5,8,9,10,10,3,0,0,45,0,0,7,8,8,11,0,0,0,32,0,0,12,14,18,13,4,0,0,62,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,9,3,0,3,24,22,34,63,73,75,77,63,47,11,464
10102100803,0,4,0,4,5,0,0,3,0,17,0,8,8,4,3,4,0,0,0,21,0,3,8,3,6,0,0,0,0,14,0,0,9,6,13,6,5,0,0,31,0,0,3,4,3,4,0,0,0,16,0,0,0,0,7,0,3,0,0,4,0,0,4,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,8,5,0,0,0,0,27,15,19,64,46,52,31,29,13,3,276
10102100804,0,5,8,0,0,0,0,0,0,13,0,0,10,8,0,7,6,0,0,31,0,5,9,17,6,6,0,0,0,42,0,5,7,10,0,5,0,0,0,21,0,3,6,0,11,7,0,0,0,24,0,0,5,0,6,0,0,0,0,10,0,0,4,6,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,3,3,5,0,0,28,16,24,82,56,64,41,34,14,7,341
10102100805,0,3,0,4,4,0,5,0,0,16,0,0,3,0,3,4,3,0,0,13,0,0,8,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,9,4,4,0,0,0,36,21,19,41,38,28,22,20,12,3,199
10102100806,0,0,6,3,3,3,4,0,0,27,0,0,3,6,7,8,0,0,0,30,0,4,10,6,7,5,6,0,0,33,0,6,8,7,0,4,3,0,0,24,0,3,6,6,9,0,0,0,0,28,0,0,3,7,4,10,3,0,0,21,0,0,7,13,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,8,0,0,0,13,16,22,62,62,40,48,54,16,0,325
10102100807,0,4,5,3,0,5,3,0,0,22,0,3,8,10,4,7,0,0,0,38,0,4,8,9,10,8,3,0,0,41,0,0,10,7,5,7,0,0,0,34,0,0,17,9,8,3,0,0,0,30,0,0,3,7,7,0,0,0,0,18,0,0,3,12,9,5,0,0,0,33,0,0,0,3,5,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,5,6,5,5,5,8,5,0,37,25,35,73,76,62,57,63,27,4,421
10102100808,0,0,11,6,3,4,3,0,0,36,4,4,10,8,5,6,3,0,0,35,5,6,18,13,11,8,0,0,0,49,0,5,11,5,10,9,0,0,0,38,0,0,13,5,4,4,7,0,0,31,0,0,7,3,4,3,0,0,0,18,0,0,4,5,14,6,0,0,0,31,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,9,4,4,0,4,3,30,37,28,82,67,64,59,44,17,8,406
10102100809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10102100810,3,5,0,5,0,8,3,0,0,18,0,3,0,0,6,4,0,0,0,19,0,6,6,0,5,3,3,0,0,18,0,3,4,3,5,8,0,0,0,23,0,0,4,0,5,4,0,0,0,19,0,0,5,0,0,3,0,0,0,12,0,0,0,4,10,10,0,0,0,29,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,9,0,5,0,0,0,0,0,0,0,3,22,20,21,22,32,51,20,10,0,200
10102100811,0,6,3,4,0,5,0,3,0,13,0,7,4,0,4,0,3,0,0,19,0,3,5,5,6,7,7,0,0,33,0,0,6,7,4,7,0,0,0,28,0,0,7,8,4,8,0,0,0,25,0,0,6,10,0,4,0,0,0,20,0,0,9,5,7,6,0,3,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,6,7,0,7,3,5,0,5,4,0,35,19,19,57,49,34,43,45,30,6,295
10102100812,5,3,0,3,0,4,0,0,0,13,0,0,9,0,3,0,0,0,0,12,0,0,7,3,3,3,5,0,0,14,0,5,3,5,4,0,0,0,0,20,0,0,7,0,3,5,0,0,0,17,0,0,4,9,8,5,0,0,0,16,0,6,7,13,13,6,0,0,0,39,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,6,13,9,39,40,41,45,10,5,0,202
10102100813,0,8,0,0,4,4,4,0,0,20,0,3,0,0,9,6,0,0,0,17,0,4,4,4,10,10,6,0,0,37,0,0,5,7,3,3,0,0,0,22,0,3,7,7,13,12,0,0,0,39,0,0,4,5,11,13,0,0,0,41,0,0,3,9,24,8,0,0,0,49,0,0,0,3,0,0,0,0,0,5,0,0,4,6,3,7,0,0,0,12,0,3,0,0,5,0,0,0,0,10,37,31,38,45,97,69,26,10,6,349
10102100814,0,6,5,4,0,3,3,3,0,25,0,13,7,0,9,4,3,6,0,37,0,5,7,9,11,10,9,3,0,52,0,6,5,7,9,13,3,0,0,43,0,0,13,3,13,12,3,0,0,49,0,0,8,3,14,6,0,0,0,36,0,0,8,16,13,8,0,0,0,50,0,0,3,3,3,3,0,0,0,11,0,0,3,0,0,0,0,0,0,8,0,4,4,5,0,8,0,0,0,27,17,47,83,58,76,88,54,24,5,444
10102100815,0,7,9,0,0,4,4,10,0,30,0,4,14,4,3,6,0,0,0,31,0,11,19,10,8,10,6,0,0,58,0,3,18,9,9,4,0,0,0,38,0,0,7,6,4,0,0,0,0,22,0,0,3,4,3,4,0,0,0,20,0,0,7,4,7,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,4,6,18,4,6,11,6,4,0,51,15,35,132,53,49,55,37,36,8,427
10102100816,0,0,9,3,3,0,3,0,0,20,0,0,7,9,3,0,0,0,0,22,0,0,7,8,4,5,4,0,0,33,0,0,5,7,7,6,0,0,0,27,0,0,11,9,0,4,0,0,0,27,0,0,5,4,3,5,0,0,0,15,0,0,3,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,12,6,0,8,3,0,0,39,28,18,64,84,43,58,44,19,12,368
10102100817,0,3,3,5,0,3,0,0,0,19,0,3,9,0,3,6,0,0,0,28,0,3,9,3,3,6,3,6,0,35,0,0,12,5,3,3,0,0,0,23,0,0,14,3,4,3,0,0,0,31,0,0,6,7,0,0,0,0,0,17,0,0,3,8,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,18,10,17,72,46,36,43,19,22,8,272
10102100818,0,4,0,4,3,0,4,0,0,18,0,0,0,9,8,4,3,0,0,26,0,3,4,5,8,3,3,0,0,32,0,5,6,3,5,6,0,0,0,25,0,0,8,3,10,0,3,0,0,24,0,0,0,6,0,0,0,0,0,10,0,0,5,8,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,18,26,22,41,40,48,22,24,23,6,258
10102100819,0,5,0,0,0,4,3,0,0,12,0,5,5,4,0,5,4,0,0,26,0,3,4,4,13,8,3,0,0,38,0,9,7,7,6,11,0,0,0,31,0,3,9,5,7,7,0,0,0,33,0,0,6,12,4,7,0,0,0,30,0,0,12,21,13,10,6,0,0,54,0,0,3,0,5,0,0,0,0,15,0,0,0,4,0,5,0,0,0,8,0,0,0,0,3,0,0,0,0,14,32,29,50,63,68,72,35,19,0,363
10102100820,0,0,4,0,3,0,0,3,0,13,0,4,4,8,0,5,4,0,0,21,0,3,4,0,7,6,4,0,0,32,0,4,4,7,0,3,0,0,0,15,0,0,9,3,0,3,0,0,0,13,0,0,3,3,0,0,0,0,0,7,0,0,3,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,10,15,18,45,42,27,32,32,10,3,218
10102100821,4,8,4,0,0,3,4,0,0,33,0,0,6,4,3,3,5,0,0,26,0,8,6,3,10,10,3,0,0,31,0,0,5,8,8,8,0,0,0,36,0,0,7,9,12,10,4,0,0,43,0,0,3,3,14,6,3,0,0,23,0,0,4,14,13,3,0,0,0,31,0,0,0,0,5,4,0,0,0,13,0,0,0,0,3,4,0,0,0,12,0,0,5,4,0,0,3,0,0,19,35,31,52,52,81,61,42,19,0,379
10102100822,0,0,4,0,0,0,3,0,0,7,0,0,4,0,4,0,0,0,0,10,0,0,4,7,4,3,0,0,0,13,0,0,6,3,3,4,0,0,0,8,0,0,3,4,7,4,0,0,0,20,0,0,0,4,5,6,0,0,0,14,0,0,3,7,5,4,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,6,0,0,0,8,0,0,0,0,0,0,0,4,0,3,15,6,24,33,38,27,25,10,0,188
10102100823,0,0,4,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,8,0,0,4,3,0,9,0,0,0,19,0,4,6,0,7,0,0,0,0,13,0,0,0,4,0,0,4,0,0,12,0,0,3,3,3,0,0,0,0,14,0,0,0,7,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,8,0,3,0,0,0,0,21,21,14,27,37,35,24,12,0,0,165
10102100901,0,4,4,4,0,3,0,0,0,11,0,0,0,3,0,0,4,0,0,13,0,0,3,6,0,8,0,0,0,16,0,0,3,9,0,0,3,0,0,13,0,0,4,3,0,10,3,0,0,20,0,0,0,3,0,3,0,0,0,11,0,0,0,7,15,4,0,0,0,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,10,4,11,31,36,30,38,31,6,10,191
10102100902,5,4,4,9,0,0,3,0,0,24,0,6,4,9,0,0,6,3,0,29,0,0,4,8,0,0,4,0,0,30,0,3,5,0,6,3,0,0,3,29,0,3,4,0,7,0,3,0,0,23,0,0,0,4,5,0,4,0,0,16,0,0,3,9,17,3,0,0,0,40,0,0,0,6,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,3,7,13,0,3,0,0,25,22,29,45,53,63,33,44,25,7,325
10102100904,0,0,0,0,0,4,3,6,0,21,0,4,5,7,0,0,6,4,0,26,0,0,11,8,8,6,5,0,0,42,0,0,4,3,3,0,0,0,0,12,0,0,4,9,4,3,0,0,0,30,0,0,4,6,0,5,5,0,0,20,0,0,9,7,12,6,4,0,0,40,0,0,0,0,0,0,0,0,0,7,0,0,4,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,14,15,51,53,47,32,49,21,7,287
10102100905,0,3,4,0,0,0,6,0,0,14,0,0,0,7,9,11,5,0,0,32,0,0,7,7,5,4,3,0,0,26,0,5,6,3,10,3,4,0,0,33,0,0,6,5,4,4,0,0,0,19,0,0,11,0,5,0,0,0,0,24,0,0,13,18,13,11,5,0,0,52,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,4,0,0,6,18,15,20,66,52,53,52,40,36,24,349
10102100907,0,4,13,6,5,3,0,0,0,30,0,14,11,11,6,5,0,3,0,47,0,3,15,9,10,7,3,0,0,55,0,0,14,5,6,9,7,0,0,39,0,4,9,8,5,4,0,0,0,32,0,0,7,10,3,3,0,0,0,19,0,4,3,11,14,7,3,0,0,43,0,0,0,0,4,3,0,0,0,9,0,0,4,3,5,0,0,0,0,8,0,3,5,0,0,0,0,0,0,16,17,38,133,76,63,54,36,13,4,430
10102100908,0,0,12,4,3,3,0,3,0,37,3,8,31,6,8,6,4,0,0,62,0,7,39,14,5,6,3,0,0,72,0,0,17,5,8,8,0,0,0,39,0,0,7,10,5,3,3,0,0,31,0,4,12,7,4,3,0,0,0,31,0,0,6,15,7,7,0,0,0,39,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,5,3,0,19,20,38,171,75,59,55,35,17,0,468
10102100909,0,8,14,13,5,0,5,0,0,41,0,9,32,21,10,0,3,0,0,74,0,6,32,11,9,0,0,0,0,59,0,4,25,11,6,8,0,0,0,54,0,3,12,11,7,4,0,0,0,40,0,0,8,11,3,3,0,0,0,29,0,0,3,6,8,8,0,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,5,7,9,8,3,0,0,0,31,13,49,188,117,68,49,38,10,0,526
10102100910,0,0,17,7,4,11,3,0,0,38,0,12,27,6,8,4,3,0,0,67,0,4,29,16,9,4,0,0,0,64,0,10,25,9,3,0,0,0,0,51,0,4,13,8,3,4,0,0,0,33,0,0,12,9,3,0,0,0,0,23,0,0,3,8,11,5,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,11,0,11,5,5,0,0,40,10,55,183,76,66,54,34,11,0,489
10102100911,0,6,6,4,4,0,0,0,0,28,0,3,11,3,10,0,0,6,0,37,0,9,17,0,11,11,0,0,0,50,0,0,16,5,4,8,3,0,0,36,0,0,15,7,3,0,0,0,0,33,0,0,8,3,0,5,0,0,0,19,0,0,9,12,4,4,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,6,9,5,0,3,0,5,0,25,20,31,109,58,58,55,21,20,6,379
10102100912,0,0,0,0,0,0,9,0,0,16,0,5,3,0,4,9,6,0,0,24,0,0,7,0,6,0,4,0,0,25,0,0,5,4,8,3,0,0,0,18,0,0,3,9,0,3,0,0,0,22,0,0,5,0,0,0,0,0,0,10,0,0,7,11,0,0,4,0,0,21,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,4,0,0,5,0,0,4,0,5,16,16,10,55,40,32,35,38,16,11,248
10102100913,0,5,4,4,5,8,4,3,0,34,0,4,7,9,3,10,5,0,3,39,0,9,14,4,9,13,3,4,4,60,0,0,17,9,8,3,3,0,0,36,0,0,13,7,12,7,4,0,0,40,0,0,4,4,5,14,3,0,0,31,0,0,8,20,27,18,4,0,0,85,0,0,0,3,6,3,0,0,0,5,0,0,0,9,13,0,0,0,0,18,3,0,0,9,0,0,9,0,5,22,40,38,88,78,89,103,61,38,18,545
10102100914,0,4,4,5,8,11,0,0,3,29,0,5,5,3,4,7,4,4,0,32,0,5,7,3,11,0,6,0,0,42,0,3,5,10,9,7,0,0,0,31,0,0,12,12,0,7,0,0,0,35,0,0,8,4,8,3,0,0,0,25,0,0,9,7,8,4,0,0,0,30,0,0,0,0,9,0,0,0,0,11,0,0,0,4,0,0,0,4,0,9,0,3,4,5,3,0,0,0,0,16,17,26,64,60,58,60,33,22,19,361
10102100915,0,8,12,7,10,3,12,3,0,58,0,7,18,11,6,9,9,0,0,59,3,9,19,24,4,15,4,0,0,80,0,12,29,19,9,3,0,0,0,77,0,5,16,10,6,5,0,0,0,51,0,0,4,17,16,5,0,0,0,47,0,0,11,15,14,8,0,0,0,52,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,3,0,0,0,12,0,0,5,5,4,4,0,3,0,22,37,53,165,143,99,92,57,32,10,679
10102100916,0,7,9,0,4,3,3,0,0,27,0,8,4,5,9,3,5,0,0,28,0,6,11,6,7,8,3,0,0,43,0,0,10,5,5,3,0,0,0,20,0,0,7,16,4,6,0,0,0,31,0,0,8,9,9,0,0,0,0,25,0,0,6,14,14,5,0,0,0,47,0,0,0,3,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,5,0,0,18,3,3,0,6,3,0,37,21,30,90,73,63,49,41,19,9,386
