GCCSA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4GADE,16,3,9,25,4,21,0,26,9,401,4,515,3,7,0,7,0,5,4,27,3,98,3,161,3,10,3,5,0,14,4,60,14,152,3,260,0,8,0,7,0,20,7,60,8,145,0,250,13,17,6,16,0,33,0,147,23,448,9,711,17,47,3,34,7,102,14,302,34,476,7,1032,30,113,7,78,9,297,16,578,60,1002,22,2218,72,289,13,210,26,948,33,778,106,1124,18,3616,148,540,20,574,79,1992,102,1105,155,1620,31,6368,363,964,49,2027,219,2656,186,1189,193,1522,41,9413,500,801,67,2809,258,2494,160,807,150,1077,27,9151,961,835,78,3587,364,2251,180,641,115,944,27,10000,4514,1655,204,9195,1087,4094,405,1021,223,1485,60,23950,5308,1117,189,8987,1134,1907,352,608,122,823,37,20592,5140,725,153,7367,992,1564,246,415,88,440,27,17144,4611,385,103,4450,662,692,162,209,45,229,8,11552,12463,911,198,10342,1329,3108,320,535
4RSAU,16,3,5,13,0,4,0,3,7,56,6,120,5,9,0,8,0,0,0,10,3,23,4,63,0,3,0,5,0,4,0,12,4,26,0,60,3,0,0,7,0,3,4,5,0,24,0,49,15,7,0,18,0,11,0,30,9,129,3,224,19,13,4,30,3,30,4,63,8,90,0,263,30,36,8,57,12,78,13,141,19,331,4,733,55,63,7,112,5,213,14,179,30,297,10,978,82,137,16,276,30,487,29,266,51,446,20,1831,174,211,25,824,92,699,58,289,57,413,9,2865,199,206,29,964,108,581,50,208,49,198,12,2609,351,174,37,1165,98,470,48,107,54,181,7,2674,1232,329,74,2453,304,805,127,173,64,214,15,5793,1178,216,56,2036,226,354,98,93,29,78,15,4370,1064,125,45,1326,164,238,62,47,26,53,4,3148,791,75,22,657,104,114,49,13,7,19,5,1858,1566,117,44,1210,182,286,55,58
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5GPER,42,14,8,37,0,45,6,23,27,615,15,821,5,8,0,6,0,13,0,33,6,133,3,217,11,12,3,7,0,21,7,86,6,216,5,366,3,6,0,8,0,33,0,92,12,201,0,353,9,19,0,19,8,68,11,207,18,491,4,845,18,55,3,40,4,141,20,384,45,553,16,1282,44,158,14,121,9,446,22,687,88,1100,18,2700,71,306,14,273,25,1208,45,915,115,1114,32,4113,162,610,30,739,79,2614,90,1305,205,1613,41,7488,446,986,62,2370,183,3878,155,1281,246,1467,52,11130,584,818,65,3352,306,4087,168,1047,276,1182,36,11929,1083,825,84,4395,418,4094,188,791,266,1025,53,13227,5242,1661,239,11727,1253,8749,508,1492,581,1720,82,33257,6733,1362,287,13541,1506,3232,585,801,285,978,43,29349,7354,1023,247,11411,1483,4040,464,649,286,695,33,27687,7007,630,195,7440,1175,1372,337,337,120,340,31,18986,23243,1781,537,22339,3030,9506,813,1135
5RWAU,24,7,9,17,3,16,0,11,4,68,3,157,6,0,3,9,0,3,0,10,5,30,3,65,3,6,0,6,0,10,0,14,3,49,0,86,6,8,0,3,0,10,0,16,0,28,0,64,10,4,0,13,5,21,3,32,7,219,3,320,11,16,0,24,5,32,6,66,13,177,4,350,24,26,9,49,4,87,11,132,17,387,10,746,50,54,8,92,18,189,7,174,27,352,13,985,86,139,10,242,29,474,27,220,45,380,3,1647,137,219,20,592,49,741,34,273,52,349,10,2483,153,164,33,832,69,804,51,172,74,192,12,2565,289,160,28,1116,89,772,61,147,66,168,12,2906,1119,330,100,2664,312,1744,130,258,158,231,22,7061,1486,287,73,2971,297,614,161,118,77,114,11,6206,1637,184,74,2226,300,731,142,89,92,79,14,5557,1375,90,49,1324,192,254,91,36,29,23,9,3463,3645,242,149,2777,513,1082,227,114
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6GHOB,4,6,0,0,0,0,0,0,0,67,0,81,0,0,0,0,0,3,0,5,0,14,0,25,0,0,0,0,0,0,0,7,0,22,0,39,0,0,0,0,0,0,0,10,0,3,0,18,0,0,0,6,0,9,0,25,0,65,0,109,0,4,0,5,0,21,5,43,9,61,0,155,8,27,5,10,0,57,7,92,10,134,0,354,9,59,5,25,0,153,10,160,18,153,0,595,19,115,4,105,17,266,21,168,31,201,10,954,50,177,4,419,36,412,32,172,33,253,3,1599,83,159,13,464,47,385,27,133,23,174,7,1515,180,143,19,588,62,320,19,91,20,142,11,1593,705,306,45,1609,188,535,67,165,35,227,4,3884,759,293,45,1494,211,266,55,102,20,112,10,3377,774,197,19,1253,144,184,47,60,20,65,4,2769,704,104,32,750,104,81,33,35,13,38,0,1889,1882,189,37,1541,208,360,57,91
6RTAS,0,0,6,3,5,3,0,0,3,50,0,80,3,0,0,3,0,0,0,6,3,20,0,40,0,3,0,6,0,0,0,5,0,21,0,37,3,0,0,0,0,0,0,8,0,19,4,41,8,9,0,10,0,5,0,39,7,81,0,161,7,12,0,10,4,20,4,59,9,95,3,225,19,32,0,24,0,62,5,136,25,310,0,620,32,78,4,73,8,202,5,199,29,310,8,938,42,134,13,177,22,457,14,286,43,419,7,1619,126,189,18,682,60,635,50,265,71,323,9,2431,110,157,27,795,84,587,42,169,41,228,18,2256,229,173,29,891,95,416,53,128,42,175,8,2238,899,308,64,1974,262,725,105,172,55,229,3,4798,964,179,47,1729,211,293,66,93,17,99,8,3707,801,111,26,1204,159,191,54,50,16,45,3,2659,623,72,24,660,80,64,24,17,12,21,5,1590,1273,101,32,1060,122,283,61,42
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7GDAR,5,0,0,0,0,7,0,0,0,25,0,36,3,0,0,0,0,3,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,6,0,8,0,15,0,6,0,0,0,0,0,9,5,28,0,50,0,4,0,3,0,3,5,12,0,20,0,53,3,5,0,0,0,26,0,34,6,51,4,122,3,19,0,9,0,56,0,33,0,56,0,191,10,24,0,38,4,178,3,54,14,71,5,400,30,46,0,124,14,209,7,66,13,65,3,573,46,30,6,154,19,194,4,47,18,49,0,573,110,45,0,211,17,210,15,46,15,36,0,718,572,91,18,574,114,436,31,74,29,70,7,2001,719,78,20,580,109,166,36,38,10,59,8,1823,797,47,33,488,117,192,15,30,16,41,4,1783,757,43,23,334,107,80,26,18,6,21,0,1421,2103,108,54,757,265,295,54,31
7RNTE,6,0,0,0,0,0,0,0,0,12,0,25,0,4,3,0,0,0,0,7,7,123,0,142,4,3,5,4,0,10,0,16,0,152,0,190,0,0,0,0,0,0,0,4,0,59,0,70,4,9,4,0,0,24,0,42,7,530,8,624,3,16,0,0,0,19,0,35,7,237,6,323,9,13,0,5,0,61,0,73,13,375,6,554,17,12,7,13,0,74,4,69,4,294,8,506,30,28,3,29,0,111,6,81,16,226,3,522,30,35,8,43,3,98,6,54,5,140,9,439,35,16,0,47,4,99,0,32,13,73,5,326,61,15,8,85,6,63,3,13,3,56,4,323,212,31,9,192,30,149,5,33,10,62,8,735,303,34,17,182,52,62,14,17,6,20,0,709,305,29,16,162,37,57,6,12,4,15,0,632,241,14,12,109,30,23,3,5,4,9,0,448,512,27,13,209,56,87,8,6
79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ACTE,3,3,0,0,0,11,0,0,0,65,0,92,0,0,0,5,0,0,0,5,0,19,3,29,0,3,0,0,0,0,0,7,0,12,0,31,0,0,0,0,0,3,0,12,3,19,0,35,0,0,0,6,0,8,0,23,0,58,0,98,8,8,0,3,0,21,0,57,3,75,0,183,5,16,0,8,0,53,0,75,17,134,0,313,13,36,0,22,5,145,8,105,11,132,3,479,23,77,5,60,15,298,14,152,27,172,9,846,58,145,12,279,26,456,26,165,30,192,4,1399,72,114,5,383,35,526,24,142,25,173,4,1506,197,121,24,497,58,571,36,111,40,167,4,1821,996,319,57,1557,218,1308,102,250,71,340,17,5247,1488,297,63,2084,382,542,111,160,35,277,4,5442,2072,289,74,2157,428,658,86,157,26,248,8,6210,2381,236,110,1764,418,341,83,104,33,168,4,5637,11293,534,211,5600,1268,1807,202,337
89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9OTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,8,0,5,0,0,0,3,0,3,0,6,0,16,3,3,0,7,5,8,0,0,0,0,0,26,5,4,0,15,4,3,0,0,0,0,0,21,11,0,0,10,0,5,0,0,3,0,0,28,22,7,7,12,4,12,0,3,0,7,0,62,15,3,0,19,0,6,3,0,0,0,0,57,23,0,0,12,0,3,0,0,0,0,0,40,12,0,0,7,0,0,0,0,0,0,0,30,22,0,0,13,0,3,0,0
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
