Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"BEDRD Number of Bedrooms in Private Dwelling (ranges) and NPRD Number of Persons Usually Resident in Dwelling by SA1 (EN) by TEND Tenure Type"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" None (includes studio apartments or bedsitters),  One person"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"Segment 16",59,101,0,143,3,0,0,302,
"Segment 17",827,3511,17,1441,30,0,4,5830,
"Segment 18",248,550,0,475,13,0,0,1286,
"Segment 19",874,5242,11,1903,18,0,4,8060,
"Segment 20",1666,6303,6,1827,31,4,6,9838,
"Segment 21",330,831,0,384,5,0,5,1551,
"Segment 22",266,752,0,723,15,0,4,1764,
"Segment 23",1313,2562,10,723,20,3,7,4640,
"Segment 24",824,4492,5,1495,17,3,6,6851,
"Segment 25",960,3081,0,1402,19,0,11,5480,
"Segment 26",1066,3272,8,1616,27,5,15,6009,
"Segment 27",1471,3892,10,2010,46,3,21,7445,
"Segment 28",920,1974,9,827,20,0,11,3767,
"Segment 29",561,2758,8,1833,24,0,9,5198,
"Segment 30",594,3291,7,1843,17,4,10,5765,
"Segment 31",325,1378,3,2437,80,0,0,4234,
"Segment 32",343,1261,0,1317,17,7,5,2958,
"Segment 33",1155,7564,3,1528,19,0,9,10278,
"Segment 34",1400,6271,0,910,21,0,8,8608,
"Segment 35",1161,3573,0,1059,38,3,11,5840,
"Segment 36",1049,5101,0,2145,38,3,3,8348,
"Segment 37",995,4808,3,3020,43,0,6,8873,
"Segment 38",622,2067,3,1272,31,3,7,4003,
"Segment 39",312,1090,0,235,35,0,6,1685,
"Segment 40",637,2289,6,689,35,0,6,3671,
"Segment 41",371,1133,0,388,90,0,8,1983,
"Segment 42",181,644,0,151,27,0,3,1001,
"Segment 43",576,1975,0,607,42,4,5,3219,
"Segment 44",1374,4290,6,996,193,3,19,6888,
"Segment 45",601,1669,0,339,125,0,10,2745,
"Segment 46",1233,2312,0,619,257,4,10,4442,
"Segment 47",135,232,0,118,59,0,4,545,
"Segment 48",57,159,0,675,33,0,6,916,
"Segment 50",43,165,0,43,6,0,0,253,
"Total",44524,182880,270,67417,1977,70,377,297522,


" Four bedrooms,  Six persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",249,550,0,237,23,0,0,1060,
"Segment 02",402,1160,3,386,14,0,0,1971,
"Segment 03",272,505,0,163,6,0,0,955,
"Segment 04",349,1446,8,530,6,0,0,2341,
"Segment 05",390,1179,4,331,14,0,5,1911,
"Segment 06",225,2125,15,1050,8,0,0,3429,
"Segment 07",366,2066,6,1076,13,0,6,3531,
"Segment 08",141,263,0,156,3,0,0,571,
"Segment 09",378,942,0,503,17,0,7,1844,
"Segment 10",229,943,0,563,8,0,6,1746,
"Segment 11",502,1313,4,622,20,0,7,2464,
"Segment 12",299,1547,0,477,9,0,5,2335,
"Segment 13",319,3657,10,2761,24,0,9,6788,
"Segment 14",169,1181,6,1601,29,0,3,2993,
"Segment 15",69,779,0,556,4,0,3,1410,
"Segment 16",7,27,0,55,0,0,0,92,
"Segment 17",212,1028,7,648,12,0,10,1911,
"Segment 18",48,88,0,154,0,0,0,297,
"Segment 19",215,1158,8,780,3,0,0,2166,
"Segment 20",328,1076,0,591,11,0,0,2013,
"Segment 21",58,109,0,125,0,0,0,297,
"Segment 22",88,243,0,338,3,0,0,672,
"Segment 23",347,537,0,275,9,0,9,1170,
"Segment 24",195,851,0,566,0,0,0,1619,
"Segment 25",214,675,5,509,7,0,5,1411,
"Segment 26",435,1313,7,1011,14,0,14,2792,
"Segment 27",676,1687,6,1258,17,0,13,3657,
"Segment 28",363,758,0,530,11,0,6,1670,
"Segment 29",192,907,9,1021,11,0,4,2143,
"Segment 30",206,1065,5,932,7,0,6,2216,
"Segment 31",116,392,0,1076,18,0,0,1616,
"Segment 32",133,460,4,903,5,3,0,1512,
"Segment 33",271,1452,0,612,9,0,4,2344,
"Segment 34",350,1206,4,329,13,0,0,1915,
"Segment 35",303,752,0,418,11,0,3,1491,
"Segment 36",314,1210,0,921,11,0,0,2465,
"Segment 37",293,1210,6,1368,18,0,5,2900,
"Segment 38",154,508,0,537,11,0,0,1212,
"Segment 39",81,303,0,99,16,0,0,501,
"Segment 40",195,633,4,351,9,0,3,1195,
"Segment 41",116,287,0,155,28,0,9,589,
"Segment 42",66,129,0,74,9,0,0,279,
"Segment 43",185,460,0,284,21,0,6,954,
"Segment 44",425,1096,0,431,62,0,8,2025,
"Segment 45",209,431,3,140,42,0,0,822,
"Segment 46",302,573,0,248,75,0,10,1208,
"Segment 47",60,65,0,46,25,0,3,204,
"Segment 48",34,78,0,539,14,3,3,671,
"Segment 50",14,35,0,15,0,0,0,76,
"Total",11585,42459,122,28365,723,27,167,83446,


" Four bedrooms,  Seven persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",54,61,0,53,0,0,0,173,
"Segment 02",107,165,0,75,0,0,0,354,
"Segment 03",44,73,0,42,0,0,0,155,
"Segment 04",76,263,0,117,4,0,0,463,
"Segment 05",92,204,0,115,4,0,0,419,
"Segment 06",61,522,5,357,0,0,0,946,
"Segment 07",108,706,0,408,9,0,0,1235,
"Segment 08",36,52,0,28,0,0,0,120,
"Segment 09",93,184,0,157,0,0,0,440,
"Segment 10",77,230,0,234,3,0,0,540,
"Segment 11",125,296,0,220,3,0,0,648,
"Segment 12",74,336,0,166,0,0,0,579,
"Segment 13",96,1020,0,1019,7,0,8,2138,
"Segment 14",43,310,0,478,4,0,7,840,
"Segment 15",31,230,0,247,0,3,5,515,
"Segment 16",7,4,0,13,0,0,0,24,
"Segment 17",81,281,4,291,4,0,0,658,
"Segment 18",10,18,0,47,0,0,0,78,
"Segment 19",51,284,0,240,0,0,0,581,
"Segment 20",79,222,0,179,6,0,0,481,
"Segment 21",15,25,0,27,0,0,0,75,
"Segment 22",23,46,0,143,0,0,0,217,
"Segment 23",97,149,0,90,0,0,0,340,
"Segment 24",38,174,0,135,0,0,0,350,
"Segment 25",51,147,0,218,5,0,0,419,
"Segment 26",200,458,0,470,7,0,3,1139,
"Segment 27",253,621,9,596,0,0,3,1479,
"Segment 28",134,285,6,243,0,0,4,676,
"Segment 29",81,316,4,424,0,0,0,823,
"Segment 30",60,341,4,373,4,0,0,779,
"Segment 31",28,101,0,376,4,0,0,513,
"Segment 32",58,158,3,361,0,0,0,578,
"Segment 33",67,317,0,168,0,0,0,552,
"Segment 34",73,265,0,111,3,0,0,452,
"Segment 35",74,140,0,105,3,0,0,314,
"Segment 36",83,259,0,310,5,0,0,660,
"Segment 37",80,281,0,443,7,0,0,812,
"Segment 38",41,107,0,147,4,0,0,300,
"Segment 39",23,52,0,22,4,0,0,99,
"Segment 40",55,213,0,122,5,0,3,398,
"Segment 41",27,53,4,39,5,0,0,130,
"Segment 42",10,19,0,17,0,0,0,47,
"Segment 43",39,106,0,85,8,0,0,237,
"Segment 44",104,236,0,116,14,0,0,475,
"Segment 45",37,79,0,41,16,0,0,173,
"Segment 46",52,92,0,72,14,0,0,231,
"Segment 47",15,14,0,21,7,0,0,43,
"Segment 48",11,13,0,353,11,0,0,390,
"Segment 50",0,9,0,12,0,0,0,17,
"Total",3183,10527,45,10114,173,11,52,24101,


" Four bedrooms,  Eight or more persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",10,33,0,33,0,0,0,71,
"Segment 02",27,59,0,44,6,0,0,133,
"Segment 03",13,20,0,15,4,0,0,54,
"Segment 04",27,104,0,68,0,0,0,201,
"Segment 05",26,72,0,53,5,0,0,150,
"Segment 06",24,267,0,184,0,0,0,486,
"Segment 07",54,372,0,305,3,0,4,743,
"Segment 08",10,26,0,20,0,0,0,64,
"Segment 09",36,56,0,104,0,0,0,200,
"Segment 10",38,123,0,156,0,0,0,316,
"Segment 11",60,137,0,134,5,0,0,342,
"Segment 12",25,160,0,80,0,0,0,271,
"Segment 13",59,509,0,586,3,0,0,1155,
"Segment 14",34,121,0,284,3,0,0,446,
"Segment 15",8,117,0,139,3,0,0,271,
"Segment 16",0,0,0,18,0,0,0,26,
"Segment 17",40,141,0,194,3,0,0,391,
"Segment 18",3,12,0,29,0,0,0,40,
"Segment 19",30,131,0,150,0,0,0,321,
"Segment 20",26,87,0,110,0,0,0,226,
"Segment 21",6,11,0,23,0,0,0,43,
"Segment 22",15,37,0,71,0,0,0,123,
"Segment 23",33,66,0,70,4,0,0,176,
"Segment 24",20,67,0,64,4,0,0,151,
"Segment 25",37,90,0,137,0,0,0,268,
"Segment 26",116,293,6,336,4,0,3,762,
"Segment 27",150,383,3,478,9,0,0,1017,
"Segment 28",77,212,3,228,0,0,0,525,
"Segment 29",41,209,0,385,0,0,0,634,
"Segment 30",40,216,0,301,0,0,0,558,
"Segment 31",24,69,0,257,4,0,0,359,
"Segment 32",23,105,0,329,0,0,0,462,
"Segment 33",34,112,0,70,0,0,0,219,
"Segment 34",33,88,0,71,0,0,0,196,
"Segment 35",24,44,0,57,0,0,0,131,
"Segment 36",35,113,0,193,4,0,0,340,
"Segment 37",37,126,0,260,7,0,0,428,
"Segment 38",20,43,0,130,0,0,0,195,
"Segment 39",10,26,0,19,5,0,0,65,
"Segment 40",36,113,4,106,3,0,0,265,
"Segment 41",20,29,0,25,9,0,0,81,
"Segment 42",3,9,0,11,0,0,0,23,
"Segment 43",22,52,0,61,6,0,0,142,
"Segment 44",63,87,0,62,7,0,4,225,
"Segment 45",14,35,0,22,11,0,0,79,
"Segment 46",34,52,0,29,5,0,0,122,
"Segment 47",8,8,0,12,0,0,0,37,
"Segment 48",22,6,0,660,16,0,4,709,
"Segment 50",3,6,0,6,0,0,0,15,
"Total",1549,5275,30,7183,141,8,35,14237,


" Four bedrooms,  Not applicable"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",261,77,3,95,12,0,14,464,
"Segment 02",209,119,0,68,26,0,5,432,
"Segment 03",413,190,0,91,41,0,9,754,
"Segment 04",147,113,0,69,9,0,5,339,
"Segment 05",184,107,0,67,9,0,4,367,
"Segment 06",63,135,0,84,9,0,3,300,
"Segment 07",31,55,0,69,3,0,0,165,
"Segment 08",89,42,0,64,13,0,6,212,
"Segment 09",76,46,0,45,7,0,0,176,
"Segment 10",30,44,0,41,5,0,0,125,
"Segment 11",91,53,0,55,6,0,0,207,
"Segment 12",88,91,0,57,8,0,5,241,
"Segment 13",149,248,0,259,16,0,9,681,
"Segment 14",118,108,0,266,35,0,3,527,
"Segment 15",16,43,0,38,0,0,3,91,
"Segment 16",19,6,0,21,4,0,0,51,
"Segment 17",42,46,0,55,7,0,3,155,
"Segment 18",36,19,0,30,7,0,0,91,
"Segment 19",69,97,0,83,22,0,3,273,
"Segment 20",158,105,0,107,18,0,0,392,
"Segment 21",207,66,0,84,22,0,4,388,
"Segment 22",17,15,0,41,0,0,0,82,
"Segment 23",60,38,0,26,4,0,0,128,
"Segment 24",171,100,0,81,18,0,12,373,
"Segment 25",54,44,0,88,7,0,0,195,
"Segment 26",28,41,0,37,4,0,4,115,
"Segment 27",49,31,0,52,12,0,0,146,
"Segment 28",30,29,0,23,0,0,5,86,
"Segment 29",47,47,0,86,5,0,3,196,
"Segment 30",51,45,0,65,6,0,3,162,
"Segment 31",117,68,0,258,42,0,7,495,
"Segment 32",28,21,0,58,5,0,0,111,
"Segment 33",114,89,0,67,11,0,0,285,
"Segment 34",191,119,0,76,14,0,3,412,
"Segment 35",532,247,0,146,43,0,19,987,
"Segment 36",291,127,0,134,39,0,6,603,
"Segment 37",195,130,0,238,34,0,9,606,
"Segment 38",536,216,3,243,63,0,6,1069,
"Segment 39",115,46,0,24,8,0,0,190,
"Segment 40",141,57,0,51,16,0,3,273,
"Segment 41",91,35,0,42,20,0,0,188,
"Segment 42",63,38,0,29,4,0,0,132,
"Segment 43",156,73,0,86,12,0,0,334,
"Segment 44",679,260,0,188,81,0,13,1223,
"Segment 45",168,83,0,38,10,0,0,302,
"Segment 46",382,163,0,148,58,3,12,765,
"Segment 47",160,90,0,39,28,0,5,324,
"Segment 48",84,29,0,72,22,0,4,211,
"Segment 50",43,19,0,13,6,0,0,77,
"Total",7090,4114,27,4189,867,21,205,16511,


" Five bedrooms,  One person"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",893,282,4,71,34,5,5,1288,
"Segment 02",1017,393,4,89,27,4,3,1538,
"Segment 03",748,255,0,64,27,5,0,1104,
"Segment 04",478,459,3,80,19,0,3,1045,
"Segment 05",793,398,0,65,16,0,4,1281,
"Segment 06",140,294,0,70,3,6,0,508,
"Segment 07",126,163,0,49,4,0,0,345,
"Segment 08",245,96,0,71,7,3,4,429,
"Segment 09",622,185,0,81,23,3,7,926,
"Segment 10",240,154,0,52,12,0,0,461,
"Segment 11",645,234,0,70,15,3,6,977,
"Segment 12",334,332,0,38,8,4,3,717,
"Segment 13",182,311,0,103,14,0,3,621,
"Segment 14",202,230,0,135,13,0,5,586,
"Segment 15",39,75,0,36,0,0,0,148,
"Segment 16",24,6,0,19,5,0,0,52,
"Segment 17",242,109,0,60,10,0,0,419,
"Segment 18",93,44,0,119,8,0,0,263,
"Segment 19",289,245,0,74,7,0,0,624,
"Segment 20",621,295,0,97,16,6,0,1041,
"Segment 21",172,64,0,38,11,0,0,284,
"Segment 22",92,49,0,81,8,0,0,227,
"Segment 23",324,82,0,39,10,0,3,468,
"Segment 24",329,204,5,65,10,0,0,612,
"Segment 25",253,117,0,67,10,0,0,451,
"Segment 26",180,73,0,51,8,0,0,321,
"Segment 27",302,146,3,82,12,3,3,548,
"Segment 28",155,81,0,53,8,0,5,307,
"Segment 29",164,143,0,66,3,0,0,376,
"Segment 30",186,175,0,52,9,0,0,417,
"Segment 31",166,107,0,126,11,0,0,414,
"Segment 32",93,60,0,51,7,0,0,206,
"Segment 33",308,302,0,50,11,0,0,677,
"Segment 34",563,334,0,67,14,0,5,982,
"Segment 35",653,239,0,72,26,0,4,996,
"Segment 36",499,295,0,103,22,3,4,925,
"Segment 37",469,297,0,138,20,0,0,934,
"Segment 38",502,178,0,71,19,5,4,785,
"Segment 39",136,65,0,26,11,0,3,238,
"Segment 40",208,146,0,42,13,0,0,421,
"Segment 41",117,63,0,37,18,0,3,248,
"Segment 42",78,36,0,21,4,0,0,136,
"Segment 43",204,90,0,36,25,0,5,350,
"Segment 44",724,380,6,124,54,7,10,1301,
"Segment 45",221,96,0,38,21,0,4,384,
"Segment 46",381,182,0,75,52,4,6,708,
"Segment 47",54,24,0,11,19,0,0,114,
"Segment 48",18,10,0,41,5,0,0,76,
"Segment 50",18,13,0,4,6,0,0,37,
"Total",15561,8615,41,3180,724,80,119,28320,


" Five bedrooms,  Two persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",3493,1345,0,168,29,3,7,5046,
"Segment 02",4495,2186,0,202,30,3,7,6923,
"Segment 03",3063,1212,0,129,24,3,5,4442,
"Segment 04",2408,2264,4,200,18,0,0,4884,
"Segment 05",3592,1965,4,180,22,3,12,5771,
"Segment 06",563,1242,3,164,14,0,0,1984,
"Segment 07",476,701,0,107,7,0,0,1300,
"Segment 08",840,412,6,98,16,5,4,1381,
"Segment 09",2207,926,6,172,34,0,3,3350,
"Segment 10",909,655,0,97,7,0,0,1666,
"Segment 11",2250,1096,0,171,18,4,5,3549,
"Segment 12",1369,1587,7,126,11,0,3,3098,
"Segment 13",668,1347,0,263,19,0,0,2296,
"Segment 14",650,883,0,263,16,0,6,1817,
"Segment 15",106,345,0,86,3,0,3,537,
"Segment 16",66,30,0,19,7,0,0,122,
"Segment 17",661,529,3,119,12,0,0,1332,
"Segment 18",300,165,0,94,12,0,0,570,
"Segment 19",963,1014,0,181,7,0,0,2164,
"Segment 20",2128,1195,3,203,29,0,8,3556,
"Segment 21",485,229,0,56,12,0,0,788,
"Segment 22",309,190,0,87,9,0,0,599,
"Segment 23",1087,384,0,80,7,0,0,1561,
"Segment 24",1379,1045,5,135,13,0,5,2578,
"Segment 25",779,468,0,154,15,0,10,1435,
"Segment 26",676,378,0,67,19,0,4,1145,
"Segment 27",993,592,0,140,23,0,6,1760,
"Segment 28",457,299,0,66,17,3,3,841,
"Segment 29",471,491,0,107,5,0,0,1080,
"Segment 30",569,537,0,110,3,0,3,1228,
"Segment 31",415,375,0,199,11,0,6,1005,
"Segment 32",237,222,0,80,3,0,0,547,
"Segment 33",1237,1423,8,121,3,0,9,2793,
"Segment 34",2452,1407,0,107,20,0,0,3988,
"Segment 35",2609,1067,0,158,22,5,5,3868,
"Segment 36",1718,1002,4,190,16,4,3,2928,
"Segment 37",1366,983,0,255,19,0,0,2627,
"Segment 38",1565,596,3,174,19,8,3,2367,
"Segment 39",504,311,0,53,17,0,0,881,
"Segment 40",854,571,0,91,13,0,3,1532,
"Segment 41",494,273,0,66,31,0,0,866,
"Segment 42",211,128,0,23,4,0,0,364,
"Segment 43",813,425,0,81,24,0,0,1342,
"Segment 44",2561,1462,3,190,94,9,4,4322,
"Segment 45",784,428,0,77,35,0,7,1336,
"Segment 46",1331,631,0,155,64,7,9,2196,
"Segment 47",201,79,0,20,21,4,0,321,
"Segment 48",53,36,0,58,5,0,0,151,
"Segment 50",70,44,0,7,0,0,0,117,
"Total",57881,37173,59,6149,879,74,161,102377,


" Five bedrooms,  Three persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",1809,1758,5,253,18,0,0,3848,
"Segment 02",2470,2855,0,383,25,5,4,5740,
"Segment 03",1402,1375,3,180,17,4,3,2980,
"Segment 04",1243,2835,0,257,17,0,0,4363,
"Segment 05",1877,2318,6,234,18,0,0,4447,
"Segment 06",395,1784,0,202,6,0,7,2399,
"Segment 07",392,1257,0,185,10,0,4,1844,
"Segment 08",526,553,0,167,15,0,0,1262,
"Segment 09",1472,1553,4,282,29,4,8,3344,
"Segment 10",505,958,0,170,8,0,0,1643,
"Segment 11",1481,1647,0,257,25,0,0,3406,
"Segment 12",736,1832,0,179,3,0,7,2772,
"Segment 13",413,2155,3,349,11,0,11,2943,
"Segment 14",423,1167,0,341,6,0,6,1949,
"Segment 15",76,720,0,127,3,0,0,927,
"Segment 16",33,35,0,27,4,0,0,104,
"Segment 17",477,750,0,165,6,0,0,1400,
"Segment 18",182,231,0,176,8,0,0,605,
"Segment 19",552,1233,0,248,10,0,4,2051,
"Segment 20",1128,1587,0,307,16,0,0,3042,
"Segment 21",238,222,0,68,3,0,0,533,
"Segment 22",216,294,0,142,14,0,0,662,
"Segment 23",671,537,0,106,8,0,0,1320,
"Segment 24",671,1273,5,188,4,0,3,2137,
"Segment 25",490,610,4,193,5,0,3,1307,
"Segment 26",548,699,3,127,12,0,8,1394,
"Segment 27",793,882,0,197,16,0,0,1896,
"Segment 28",347,383,4,102,6,0,3,851,
"Segment 29",303,606,0,155,8,0,0,1078,
"Segment 30",330,617,4,154,6,0,0,1106,
"Segment 31",225,353,0,237,12,0,0,822,
"Segment 32",173,280,3,102,3,0,3,559,
"Segment 33",639,1588,0,173,3,0,0,2409,
"Segment 34",1127,1592,0,131,12,0,5,2860,
"Segment 35",958,1017,0,149,10,0,0,2131,
"Segment 36",645,1044,0,243,12,0,0,1943,
"Segment 37",632,1020,0,301,12,3,3,1969,
"Segment 38",533,576,0,197,7,0,4,1316,
"Segment 39",231,261,0,42,13,0,0,544,
"Segment 40",415,550,0,110,3,0,0,1083,
"Segment 41",199,241,0,56,18,0,4,522,
"Segment 42",80,121,0,28,11,0,0,233,
"Segment 43",305,453,0,71,8,0,0,844,
"Segment 44",904,1141,0,165,41,5,6,2261,
"Segment 45",281,303,0,62,18,0,0,667,
"Segment 46",454,470,0,107,44,0,3,1091,
"Segment 47",79,80,0,17,13,0,0,191,
"Segment 48",28,32,0,74,0,0,0,132,
"Segment 50",27,44,0,3,4,0,0,81,
"Total",30140,45896,59,8182,574,49,115,85015,


" Five bedrooms,  Four persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",2246,3869,0,546,37,0,5,6702,
"Segment 02",2606,6704,4,622,32,0,3,9972,
"Segment 03",1664,3062,3,351,22,0,6,5114,
"Segment 04",1384,5651,3,436,14,0,5,7482,
"Segment 05",1622,4771,9,402,21,4,3,6821,
"Segment 06",443,3452,4,355,4,0,5,4260,
"Segment 07",494,2600,5,340,7,0,4,3440,
"Segment 08",665,1301,0,325,13,0,0,2313,
"Segment 09",1453,2760,0,520,31,0,4,4769,
"Segment 10",560,2087,5,251,13,0,7,2915,
"Segment 11",1439,3222,3,467,26,0,5,5161,
"Segment 12",769,3254,5,287,8,0,0,4320,
"Segment 13",459,4299,9,550,16,0,4,5339,
"Segment 14",444,2101,0,540,22,0,3,3112,
"Segment 15",72,1205,0,153,0,0,0,1440,
"Segment 16",40,42,0,34,7,0,0,127,
"Segment 17",440,1369,0,259,9,0,0,2085,
"Segment 18",221,371,0,286,12,0,0,894,
"Segment 19",512,2217,5,332,4,0,7,3079,
"Segment 20",1036,2938,0,489,12,4,11,4485,
"Segment 21",253,471,0,163,5,0,0,889,
"Segment 22",204,494,0,199,4,0,0,900,
"Segment 23",640,1149,5,190,10,0,3,1991,
"Segment 24",605,2156,0,290,9,0,0,3060,
"Segment 25",492,1212,0,322,3,0,5,2036,
"Segment 26",548,1447,0,219,8,0,0,2231,
"Segment 27",740,1534,3,316,15,0,6,2616,
"Segment 28",360,697,0,140,5,0,4,1203,
"Segment 29",239,812,3,236,8,0,0,1291,
"Segment 30",256,908,5,194,5,0,0,1368,
"Segment 31",210,513,0,333,19,0,0,1076,
"Segment 32",176,441,0,162,8,0,0,789,
"Segment 33",630,2936,0,244,10,0,3,3826,
"Segment 34",940,2923,0,221,10,0,3,4097,
"Segment 35",795,1687,5,244,13,0,3,2750,
"Segment 36",525,1641,4,363,13,0,0,2547,
"Segment 37",467,1531,4,462,11,6,5,2486,
"Segment 38",432,870,0,276,13,0,3,1594,
"Segment 39",191,459,0,62,11,0,5,732,
"Segment 40",343,957,0,164,8,0,5,1473,
"Segment 41",168,389,0,87,33,0,0,679,
"Segment 42",64,180,0,28,8,0,3,282,
"Segment 43",285,673,4,92,8,0,0,1071,
"Segment 44",791,1805,3,221,67,4,12,2885,
"Segment 45",227,498,0,68,33,0,6,826,
"Segment 46",422,761,0,122,67,0,8,1379,
"Segment 47",72,96,0,26,29,0,5,227,
"Segment 48",18,42,0,75,3,0,0,132,
"Segment 50",18,62,0,8,0,0,0,86,
"Total",29684,86618,95,13063,726,38,149,130368,


" Five bedrooms,  Five persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",1428,2897,0,486,23,0,7,4834,
"Segment 02",1735,4590,6,645,26,0,0,7000,
"Segment 03",1103,2325,0,329,20,0,8,3781,
"Segment 04",825,3962,9,436,10,0,4,5244,
"Segment 05",999,3265,3,352,8,0,7,4634,
"Segment 06",270,2500,5,358,3,0,3,3135,
"Segment 07",365,1686,0,319,7,0,4,2386,
"Segment 08",449,956,0,351,5,0,0,1759,
"Segment 09",762,1673,0,461,12,3,0,2914,
"Segment 10",332,1373,0,259,9,3,0,1977,
"Segment 11",848,2264,3,460,12,3,0,3591,
"Segment 12",436,2379,6,261,8,0,5,3092,
"Segment 13",327,3032,0,584,8,0,5,3966,
"Segment 14",287,1414,5,511,11,0,4,2220,
"Segment 15",66,655,0,185,4,0,7,916,
"Segment 16",17,30,0,48,0,0,0,101,
"Segment 17",259,920,0,250,3,3,3,1446,
"Segment 18",121,254,0,398,3,0,0,780,
"Segment 19",308,1574,3,346,5,0,0,2238,
"Segment 20",661,2115,3,417,11,0,0,3212,
"Segment 21",208,315,0,210,0,0,0,739,
"Segment 22",144,267,0,227,9,0,4,655,
"Segment 23",504,939,0,203,10,0,4,1661,
"Segment 24",380,1627,0,263,9,0,3,2277,
"Segment 25",341,832,4,336,7,3,0,1528,
"Segment 26",381,1041,0,236,8,0,4,1683,
"Segment 27",513,1285,4,391,16,0,0,2215,
"Segment 28",304,580,3,190,8,0,5,1084,
"Segment 29",171,680,0,267,0,0,0,1119,
"Segment 30",168,743,3,285,9,0,7,1206,
"Segment 31",149,414,0,339,9,3,0,915,
"Segment 32",133,375,0,170,3,0,0,689,
"Segment 33",419,2447,0,246,11,0,0,3121,
"Segment 34",611,2422,0,249,8,5,0,3294,
"Segment 35",471,1261,0,242,13,3,0,1996,
"Segment 36",389,1422,0,390,7,0,0,2219,
"Segment 37",345,1291,0,470,12,0,4,2122,
"Segment 38",235,679,0,262,4,0,0,1182,
"Segment 39",161,421,0,69,4,0,0,656,
"Segment 40",292,811,0,146,5,0,0,1253,
"Segment 41",126,334,0,79,16,0,0,553,
"Segment 42",57,161,0,24,0,0,0,240,
"Segment 43",222,629,0,92,13,0,0,952,
"Segment 44",606,1742,0,215,50,5,6,2619,
"Segment 45",220,473,0,82,28,0,5,811,
"Segment 46",413,747,0,127,59,0,0,1351,
"Segment 47",72,98,0,29,25,0,0,223,
"Segment 48",18,43,0,107,6,0,0,169,
"Segment 50",12,41,0,3,0,0,0,54,
"Total",19657,63980,81,13394,547,43,107,97802,


" Five bedrooms,  Six persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",468,952,3,231,12,0,0,1667,
"Segment 02",542,1607,3,288,4,0,0,2447,
"Segment 03",385,831,4,125,9,0,0,1357,
"Segment 04",309,1623,5,247,7,0,0,2196,
"Segment 05",426,1367,0,191,16,0,0,2002,
"Segment 06",122,1309,7,307,0,0,0,1744,
"Segment 07",195,996,0,270,4,0,0,1465,
"Segment 08",153,335,0,112,3,0,0,604,
"Segment 09",362,779,4,261,8,0,3,1419,
"Segment 10",174,640,0,136,4,0,0,956,
"Segment 11",443,1038,0,271,8,0,0,1759,
"Segment 12",233,1359,5,187,3,0,3,1790,
"Segment 13",197,1748,0,445,7,0,9,2406,
"Segment 14",97,683,0,298,6,0,4,1080,
"Segment 15",36,349,0,105,0,0,0,491,
"Segment 16",15,21,0,13,0,0,0,44,
"Segment 17",145,500,0,180,5,0,0,831,
"Segment 18",38,92,0,100,5,0,0,239,
"Segment 19",168,764,0,232,0,0,5,1173,
"Segment 20",272,936,0,265,5,0,0,1480,
"Segment 21",63,134,0,52,0,0,0,251,
"Segment 22",73,159,3,142,4,0,0,385,
"Segment 23",255,449,0,97,8,0,0,806,
"Segment 24",175,736,0,171,3,0,0,1084,
"Segment 25",168,402,0,185,0,0,0,757,
"Segment 26",296,664,0,278,4,0,0,1245,
