Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"HIND Total Household Income (weekly) and STRD Dwelling Structure by SA1 (EN) by TEND Tenure Type"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" Negative income,  Separate house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"Segment 29",4,0,0,0,0,0,0,4,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",42,6,0,13,0,0,0,61,
"Segment 32",8,0,0,0,0,0,0,8,
"Segment 33",5,0,0,0,0,0,0,6,
"Segment 34",7,0,0,0,0,0,0,15,
"Segment 35",39,11,0,20,3,0,0,68,
"Segment 36",10,0,0,5,0,0,0,20,
"Segment 37",26,9,0,20,0,0,0,42,
"Segment 38",133,8,0,44,6,0,5,196,
"Segment 39",15,0,0,6,0,0,0,28,
"Segment 40",23,0,0,3,0,0,0,31,
"Segment 41",39,8,0,12,0,0,0,56,
"Segment 42",0,0,0,3,0,0,0,8,
"Segment 43",62,11,0,24,0,0,0,101,
"Segment 44",107,22,0,34,3,0,0,166,
"Segment 45",5,0,0,0,3,0,0,11,
"Segment 46",151,24,0,62,0,0,7,251,
"Segment 47",139,24,0,37,5,0,5,213,
"Segment 48",86,9,0,26,0,0,6,122,
"Segment 50",14,6,0,11,0,0,0,28,
"Total",997,157,0,355,25,0,31,1569,


" $2,500-$2,999 ($130,000-$155,999),  Cabin, houseboat"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",6,0,0,5,0,0,0,6,
"Segment 02",0,0,0,0,0,0,0,0,
"Segment 03",4,0,0,3,0,0,0,5,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",7,0,0,0,0,0,0,4,
"Segment 09",0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",4,0,0,3,0,0,0,6,
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",3,3,0,4,0,0,0,12,
"Segment 21",9,0,0,6,0,0,0,16,
"Segment 22",0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",13,0,0,20,0,0,0,32,
"Segment 32",0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,3,
"Segment 34",0,4,0,9,0,0,0,12,
"Segment 35",10,8,0,8,0,0,0,20,
"Segment 36",4,0,0,6,0,0,0,10,
"Segment 37",0,0,0,16,0,0,0,16,
"Segment 38",50,0,0,27,0,0,0,83,
"Segment 39",3,0,0,0,0,0,0,3,
"Segment 40",3,5,0,6,0,0,0,12,
"Segment 41",5,3,0,0,0,0,0,4,
"Segment 42",0,0,0,9,0,0,0,7,
"Segment 43",0,0,0,4,0,0,0,12,
"Segment 44",16,7,0,18,5,0,0,35,
"Segment 45",0,0,0,0,0,0,0,4,
"Segment 46",0,3,0,9,0,0,0,20,
"Segment 47",0,0,0,0,0,0,0,7,
"Segment 48",3,0,0,3,0,0,0,13,
"Segment 50",0,0,0,0,0,0,0,4,
"Total",143,40,0,157,19,0,7,363,


" $2,500-$2,999 ($130,000-$155,999),  Improvised home, tent, sleepers out"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",3,0,0,0,0,0,0,3,
"Segment 02",0,0,0,0,0,0,0,0,
"Segment 03",0,0,0,0,0,0,0,0,
"Segment 04",6,0,0,0,0,0,0,3,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,5,0,0,0,0,0,5,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,3,
"Segment 25",0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",3,0,0,3,0,0,0,4,
"Segment 32",0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,4,
"Segment 35",3,5,0,0,0,0,0,6,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",0,0,0,3,0,0,0,0,
"Segment 38",0,0,0,0,0,0,0,6,
"Segment 39",0,0,0,5,0,0,0,7,
"Segment 40",3,6,0,0,0,0,0,11,
"Segment 41",0,0,0,0,0,0,0,8,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",4,0,0,0,0,0,0,5,
"Segment 44",11,4,0,4,0,0,5,18,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",8,6,0,0,0,0,6,12,
"Segment 47",20,5,0,7,0,0,3,43,
"Segment 48",12,3,0,13,0,0,5,28,
"Segment 50",4,0,0,4,0,0,3,12,
"Total",85,42,0,48,3,0,17,191,


" $2,500-$2,999 ($130,000-$155,999),  House or flat attached to a shop, office, etc."
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",8,3,0,5,0,0,0,12,
"Segment 02",0,9,0,20,0,0,0,25,
"Segment 03",7,7,0,13,0,0,0,22,
"Segment 04",0,0,0,4,0,0,0,6,
"Segment 05",0,0,0,5,0,0,0,3,
"Segment 06",0,0,0,0,0,0,0,7,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",16,18,0,104,3,0,0,146,
"Segment 09",0,0,0,12,0,0,0,10,
"Segment 10",0,3,0,12,0,0,0,18,
"Segment 11",0,0,0,12,0,0,0,9,
"Segment 12",0,5,0,0,0,0,0,7,
"Segment 13",3,0,0,0,0,0,0,4,
"Segment 14",4,4,0,4,3,0,0,14,
"Segment 15",0,0,0,7,0,0,0,9,
"Segment 16",0,0,0,27,0,0,0,38,
"Segment 17",0,0,0,18,0,0,0,21,
"Segment 18",6,3,0,30,0,0,0,32,
"Segment 19",0,0,0,9,0,0,0,9,
"Segment 20",0,7,0,12,0,0,0,19,
"Segment 21",6,0,0,54,0,0,0,67,
"Segment 22",6,8,0,14,0,0,0,25,
"Segment 23",4,6,0,25,0,0,0,32,
"Segment 24",0,0,0,6,5,0,0,10,
"Segment 25",3,6,0,24,0,0,0,36,
"Segment 26",4,4,0,6,0,0,0,16,
"Segment 27",3,0,0,11,0,0,0,23,
"Segment 28",0,6,0,11,0,0,0,16,
"Segment 29",0,0,0,6,0,0,0,8,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",3,5,0,23,0,0,0,36,
"Segment 32",0,0,0,6,0,0,0,6,
"Segment 33",0,0,0,0,0,0,0,3,
"Segment 34",4,0,0,0,0,0,0,4,
"Segment 35",3,0,0,11,3,0,0,18,
"Segment 36",3,8,0,11,0,0,0,18,
"Segment 37",5,6,0,7,0,0,0,22,
"Segment 38",9,10,0,16,8,0,0,35,
"Segment 39",0,0,0,3,0,0,0,0,
"Segment 40",4,3,0,5,0,0,0,11,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",3,0,0,0,0,0,0,6,
"Segment 44",14,11,0,9,3,0,0,31,
"Segment 45",0,4,0,0,0,0,0,4,
"Segment 46",9,5,0,8,4,0,0,23,
"Segment 47",0,0,0,0,0,0,0,3,
"Segment 48",0,0,0,4,0,0,0,6,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",140,170,0,539,36,6,3,890,


" $3,000-$3,499 ($156,000-$181,999),  Separate house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",3466,3115,3,1197,74,4,7,7875,
"Segment 02",6030,9334,9,2507,96,4,13,17994,
"Segment 03",3183,3200,3,891,67,14,3,7372,
"Segment 04",3769,14451,13,2063,46,0,7,20345,
"Segment 05",4651,10772,8,1488,49,0,11,16981,
"Segment 06",1369,13527,23,2260,32,0,9,17222,
"Segment 07",1443,8233,13,2000,29,3,10,11723,
"Segment 08",1565,1939,0,1278,43,5,6,4836,
"Segment 09",2509,3469,0,1516,52,4,7,7558,
"Segment 10",1520,5072,0,1583,38,0,7,8224,
"Segment 11",4102,8201,8,2416,76,0,12,14816,
"Segment 12",2465,12252,8,1285,28,3,10,16060,
"Segment 13",1694,20022,16,5440,57,14,21,27267,
"Segment 14",1790,10335,13,4900,118,3,12,17172,
"Segment 15",341,4335,3,1338,7,0,3,6028,
"Segment 16",79,70,0,99,0,0,0,247,
"Segment 17",1370,4879,9,1629,42,0,6,7938,
"Segment 18",573,905,0,822,26,0,0,2329,
"Segment 19",2175,10313,10,2449,36,4,6,14990,
"Segment 20",4190,11353,10,3179,86,5,10,18826,
"Segment 21",774,1038,0,512,17,11,4,2357,
"Segment 22",452,1099,0,823,10,0,4,2390,
"Segment 23",2426,3940,0,1542,53,0,12,7970,
"Segment 24",2168,8291,4,1690,30,7,5,12195,
"Segment 25",2108,6104,7,2753,73,6,9,11063,
"Segment 26",1479,3732,5,1378,29,4,8,6631,
"Segment 27",2311,4970,10,2014,51,3,6,9357,
"Segment 28",1262,2715,9,942,39,4,3,4974,
"Segment 29",1168,5010,10,1758,34,3,10,7993,
"Segment 30",1310,5928,10,1671,29,3,3,8957,
"Segment 31",907,2962,5,2811,152,0,0,6840,
"Segment 32",703,2000,0,1016,20,4,0,3748,
"Segment 33",2290,12054,0,1709,37,0,14,16099,
"Segment 34",3527,9576,0,1026,38,4,8,14186,
"Segment 35",3404,5890,3,1250,61,3,14,10622,
"Segment 36",2951,8773,0,2290,51,0,10,14078,
"Segment 37",2792,9785,9,3531,83,3,22,16227,
"Segment 38",2171,3821,5,1605,70,25,9,7705,
"Segment 39",726,1559,0,276,44,0,0,2612,
"Segment 40",1296,3370,0,802,41,0,3,5521,
"Segment 41",845,1753,0,399,98,0,0,3098,
"Segment 42",436,858,0,149,35,0,7,1480,
"Segment 43",1241,2759,5,557,63,8,10,4638,
"Segment 44",3464,6841,9,1155,258,4,33,11755,
"Segment 45",1220,2150,0,325,137,0,10,3843,
"Segment 46",2042,2919,0,813,294,0,21,6094,
"Segment 47",246,344,0,126,97,0,4,822,
"Segment 48",151,314,4,561,157,4,11,1206,
"Segment 50",114,251,0,56,9,0,0,432,
"Total",94244,276591,258,75882,3111,193,419,450691,


" $3,000-$3,499 ($156,000-$181,999),  Semi-detached, row or terrace house, townhouse etc. with one storey"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",182,218,0,250,6,3,0,657,
"Segment 02",196,489,0,384,8,0,0,1082,
"Segment 03",128,167,0,196,4,7,0,513,
"Segment 04",25,146,0,69,0,0,0,242,
"Segment 05",33,85,0,43,0,3,0,162,
"Segment 06",12,99,0,56,0,0,0,165,
"Segment 07",37,230,0,78,0,0,0,343,
"Segment 08",399,744,0,986,22,5,0,2157,
"Segment 09",81,208,0,199,8,0,0,494,
"Segment 10",62,305,0,199,3,0,0,571,
"Segment 11",138,392,0,272,5,7,5,816,
"Segment 12",17,78,0,32,0,0,0,124,
"Segment 13",25,214,0,187,4,3,0,437,
"Segment 14",92,557,0,552,24,0,0,1225,
"Segment 15",31,254,0,240,0,0,0,521,
"Segment 16",8,28,0,41,0,0,0,79,
"Segment 17",54,208,0,212,5,0,0,479,
"Segment 18",101,192,0,415,6,0,0,716,
"Segment 19",54,240,0,144,3,0,0,442,
"Segment 20",150,559,0,342,8,5,0,1067,
"Segment 21",150,263,0,435,8,0,0,855,
"Segment 22",27,99,0,207,0,0,0,342,
"Segment 23",94,356,0,292,4,5,0,747,
"Segment 24",38,149,0,114,0,6,3,310,
"Segment 25",228,1088,4,991,19,0,3,2327,
"Segment 26",39,177,0,157,0,0,0,383,
"Segment 27",101,351,0,282,0,0,0,735,
"Segment 28",30,93,0,98,0,0,0,224,
"Segment 29",40,246,0,194,0,6,3,485,
"Segment 30",31,220,0,178,3,4,0,434,
"Segment 31",60,373,4,690,19,4,0,1158,
"Segment 32",39,168,0,188,3,0,0,407,
"Segment 33",9,72,0,56,0,0,0,137,
"Segment 34",11,44,0,21,0,0,0,74,
"Segment 35",19,68,0,43,0,8,0,134,
"Segment 36",33,100,0,147,5,4,0,286,
"Segment 37",69,209,5,395,14,5,0,694,
"Segment 38",134,189,6,257,5,57,4,651,
"Segment 39",0,9,0,12,0,0,0,19,
"Segment 40",8,35,0,40,0,0,0,82,
"Segment 41",11,7,0,19,6,0,0,37,
"Segment 42",0,5,0,13,0,0,0,19,
"Segment 43",7,24,0,35,0,0,0,74,
"Segment 44",14,36,0,48,3,0,0,101,
"Segment 45",9,10,0,6,0,0,0,23,
"Segment 46",26,28,0,64,9,0,0,125,
"Segment 47",0,3,0,4,5,0,0,11,
"Segment 48",0,4,0,64,19,0,0,87,
"Segment 50",0,5,0,3,0,0,0,3,
"Total",3041,9855,32,9939,231,134,25,23253,


" $3,000-$3,499 ($156,000-$181,999),  Semi-detached, row or terrace house, townhouse etc. with two or more storeys"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",326,300,0,328,15,0,0,963,
"Segment 02",377,680,0,486,7,0,3,1563,
"Segment 03",286,238,0,258,7,0,0,790,
"Segment 04",40,193,0,78,0,0,0,309,
"Segment 05",38,87,0,42,0,0,0,168,
"Segment 06",6,93,0,40,0,0,0,146,
"Segment 07",33,275,0,199,0,0,0,507,
"Segment 08",644,1181,0,1489,23,3,0,3341,
"Segment 09",206,549,0,471,9,0,0,1239,
"Segment 10",140,683,0,531,4,0,0,1363,
"Segment 11",175,590,0,341,4,0,0,1115,
"Segment 12",12,61,0,22,0,0,0,91,
"Segment 13",22,246,0,207,4,0,0,474,
"Segment 14",131,1023,0,1020,6,0,0,2182,
"Segment 15",33,489,0,438,0,0,0,967,
"Segment 16",41,63,0,144,4,0,0,250,
"Segment 17",62,307,0,302,9,0,0,680,
"Segment 18",240,601,0,966,3,0,0,1820,
"Segment 19",30,264,0,146,5,0,0,447,
"Segment 20",164,593,0,411,7,0,5,1177,
"Segment 21",223,299,0,521,8,3,0,1049,
"Segment 22",88,390,0,489,5,0,0,973,
"Segment 23",116,465,0,380,3,0,3,968,
"Segment 24",41,172,0,131,0,0,0,347,
"Segment 25",260,1331,0,1214,10,0,0,2812,
"Segment 26",90,467,0,411,4,0,0,976,
"Segment 27",139,749,0,454,9,0,4,1353,
"Segment 28",64,235,0,195,0,0,0,494,
"Segment 29",31,279,0,282,3,0,0,599,
"Segment 30",22,158,0,170,4,0,0,350,
"Segment 31",141,702,0,1221,19,0,3,2085,
"Segment 32",73,257,0,318,3,0,0,653,
"Segment 33",5,54,0,35,0,0,0,94,
"Segment 34",3,34,0,13,0,0,0,51,
"Segment 35",49,76,0,45,5,3,0,175,
"Segment 36",22,72,0,87,0,0,0,182,
"Segment 37",44,169,0,242,0,0,0,456,
"Segment 38",146,248,0,296,9,13,0,713,
"Segment 39",0,6,0,9,0,0,0,17,
"Segment 40",10,31,0,40,0,0,0,83,
"Segment 41",4,5,0,9,0,0,0,13,
"Segment 42",0,5,0,4,0,0,0,7,
"Segment 43",0,14,0,38,0,0,0,56,
"Segment 44",11,13,0,20,0,0,0,44,
"Segment 45",0,0,0,0,0,0,0,4,
"Segment 46",9,18,0,29,0,0,0,55,
"Segment 47",0,0,0,5,0,0,0,5,
"Segment 48",0,0,0,28,5,0,0,33,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",4605,14766,9,14588,192,41,26,34224,


" $3,000-$3,499 ($156,000-$181,999),  Flat or apartment in a one or two storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",76,142,0,328,0,0,0,547,
"Segment 02",84,187,0,295,3,5,0,576,
"Segment 03",103,109,0,281,5,11,0,507,
"Segment 04",3,33,0,9,0,0,0,48,
"Segment 05",6,20,0,8,0,0,0,38,
"Segment 06",0,0,0,6,0,0,0,10,
"Segment 07",0,24,0,15,0,0,0,41,
"Segment 08",253,825,0,1810,12,6,0,2909,
"Segment 09",46,132,0,127,0,0,0,311,
"Segment 10",35,137,0,242,3,0,0,409,
"Segment 11",29,135,0,114,0,0,0,274,
"Segment 12",3,12,0,5,0,0,0,18,
"Segment 13",0,22,0,20,0,3,0,51,
"Segment 14",35,210,0,273,0,0,5,524,
"Segment 15",9,115,0,213,0,0,0,342,
"Segment 16",24,75,0,255,0,0,0,348,
"Segment 17",18,108,0,176,0,0,0,304,
"Segment 18",54,219,0,431,3,4,0,720,
"Segment 19",22,56,0,48,0,0,0,120,
"Segment 20",40,148,0,149,0,0,0,336,
"Segment 21",56,127,0,348,8,7,0,554,
"Segment 22",32,108,0,320,0,0,0,458,
"Segment 23",26,125,0,176,4,0,0,328,
"Segment 24",17,50,0,45,0,0,0,111,
"Segment 25",42,316,0,441,10,0,0,809,
"Segment 26",15,73,0,108,3,0,0,192,
"Segment 27",16,80,0,124,4,0,0,219,
"Segment 28",10,29,0,39,0,0,0,74,
"Segment 29",14,34,0,50,0,0,0,100,
"Segment 30",6,31,0,54,0,0,0,91,
"Segment 31",57,276,0,745,20,0,0,1104,
"Segment 32",7,41,0,78,0,0,0,128,
"Segment 33",3,17,0,20,0,0,0,45,
"Segment 34",0,11,0,11,0,0,0,22,
"Segment 35",5,8,0,13,0,0,0,34,
"Segment 36",5,20,0,54,0,0,0,86,
"Segment 37",27,71,0,195,0,3,0,297,
"Segment 38",62,73,5,171,0,9,4,330,
"Segment 39",0,0,0,11,0,0,0,16,
"Segment 40",6,12,0,26,0,0,0,43,
"Segment 41",0,0,0,4,0,0,0,4,
"Segment 42",0,0,0,9,0,0,0,7,
"Segment 43",3,5,0,46,0,0,0,63,
"Segment 44",4,6,0,24,0,0,0,38,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",7,0,0,22,4,0,0,31,
"Segment 47",0,0,0,0,0,0,0,4,
"Segment 48",0,4,0,39,7,0,0,48,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",1286,4229,11,7949,113,51,14,13658,


" $3,000-$3,499 ($156,000-$181,999),  Flat or apartment in a three storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",105,139,0,322,11,4,0,577,
"Segment 02",28,104,0,144,6,0,0,286,
"Segment 03",123,149,0,356,6,0,3,637,
"Segment 04",0,0,0,0,0,0,0,7,
"Segment 05",0,0,0,3,0,0,0,4,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,10,0,9,0,0,0,14,
"Segment 08",463,1637,3,3285,31,3,4,5427,
"Segment 09",33,131,0,152,0,0,0,316,
"Segment 10",52,225,0,423,0,0,0,698,
"Segment 11",9,41,0,39,0,3,0,95,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",3,0,0,6,0,0,0,11,
"Segment 14",15,159,0,162,5,0,0,341,
"Segment 15",28,159,0,301,0,0,0,486,
"Segment 16",86,287,0,854,8,0,0,1239,
"Segment 17",28,174,0,256,3,0,0,461,
"Segment 18",124,479,0,1071,7,3,0,1684,
"Segment 19",6,10,0,9,0,0,0,23,
"Segment 20",16,32,0,46,0,0,0,87,
"Segment 21",93,247,0,575,8,0,0,929,
"Segment 22",109,362,0,810,9,0,0,1287,
"Segment 23",7,54,0,65,0,0,0,127,
"Segment 24",0,19,0,28,0,0,0,46,
"Segment 25",37,208,0,269,3,0,0,518,
"Segment 26",13,49,0,112,0,0,0,176,
"Segment 27",18,113,0,99,0,0,0,225,
"Segment 28",0,24,0,31,0,0,0,61,
"Segment 29",6,13,0,22,0,0,0,39,
"Segment 30",0,7,0,3,0,0,0,15,
"Segment 31",90,377,0,703,9,0,0,1176,
"Segment 32",6,47,0,93,0,0,0,147,
"Segment 33",0,6,0,5,0,0,0,5,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,8,
"Segment 36",0,0,0,7,0,0,0,4,
"Segment 37",3,11,0,23,6,0,0,47,
"Segment 38",47,68,0,106,0,9,0,234,
"Segment 39",0,3,0,4,0,0,0,6,
"Segment 40",0,3,0,8,0,0,0,9,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,4,0,3,0,0,0,12,
"Segment 44",3,5,0,14,0,0,0,28,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,3,0,11,0,0,0,17,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,6,
"Total",1556,5353,14,10439,102,27,14,17510,


" $3,000-$3,499 ($156,000-$181,999),  Flat or apartment in a four to eight storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",145,138,0,279,4,5,0,575,
"Segment 02",39,50,3,79,0,8,0,178,
"Segment 03",138,121,0,258,0,8,0,529,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,6,0,0,0,0,0,12,
"Segment 08",474,1225,3,2461,21,4,0,4191,
"Segment 09",39,164,0,269,0,0,0,467,
"Segment 10",119,419,0,666,5,5,3,1210,
"Segment 11",15,20,0,23,0,8,0,65,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",6,21,0,11,0,0,0,33,
"Segment 14",4,104,0,121,3,0,0,232,
"Segment 15",33,448,4,646,0,0,0,1127,
"Segment 16",289,997,4,2738,24,0,5,4063,
"Segment 17",25,202,0,275,0,0,0,506,
"Segment 18",201,876,5,1854,6,0,3,2943,
"Segment 19",0,14,0,12,0,0,0,23,
"Segment 20",3,24,0,24,0,0,0,59,
"Segment 21",94,252,0,665,7,0,0,1019,
"Segment 22",132,1049,0,1991,20,0,0,3196,
"Segment 23",8,41,0,63,0,0,0,118,
"Segment 24",3,7,0,8,0,0,0,21,
"Segment 25",38,247,0,249,7,0,0,534,
"Segment 26",13,62,0,113,0,0,0,184,
"Segment 27",18,133,0,138,0,0,0,294,
"Segment 28",0,27,0,37,0,0,0,71,
"Segment 29",0,8,0,17,0,0,0,22,
"Segment 30",0,4,0,0,0,0,0,8,
"Segment 31",72,362,0,806,6,0,0,1247,
"Segment 32",19,56,0,143,0,0,0,213,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,4,
"Segment 36",0,0,0,3,0,0,0,6,
"Segment 37",0,9,0,18,0,4,0,34,
"Segment 38",116,84,0,130,3,14,4,342,
"Segment 39",0,0,0,0,0,0,0,3,
"Segment 40",5,6,0,7,0,0,0,15,
"Segment 41",0,0,0,0,0,0,0,4,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,9,0,0,0,9,
"Segment 44",0,4,0,3,0,0,0,9,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,6,0,0,0,14,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",2056,7176,20,14123,125,62,26,23579,


" $3,000-$3,499 ($156,000-$181,999),  Flat or apartment in a nine or more storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",86,44,0,91,5,0,0,226,
"Segment 02",6,3,0,6,0,0,0,18,
"Segment 03",124,70,6,122,4,0,0,326,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",203,230,0,519,10,3,0,967,
"Segment 09",9,13,0,23,0,0,0,41,
"Segment 10",23,63,0,80,0,0,0,167,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,3,
"Segment 14",4,4,0,8,0,0,0,13,
"Segment 15",4,16,0,20,0,0,0,42,
"Segment 16",903,2826,0,9048,77,5,14,12878,
"Segment 17",7,0,0,18,0,0,0,26,
"Segment 18",85,168,0,252,0,0,0,504,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,
"Segment 21",125,258,0,955,15,3,0,1358,
"Segment 22",30,163,0,216,6,0,0,416,
"Segment 23",0,4,0,5,0,0,0,13,
"Segment 24",0,5,0,3,0,0,0,7,
"Segment 25",6,20,0,28,0,0,0,57,
"Segment 26",8,18,0,23,0,0,0,44,
"Segment 27",0,14,0,11,0,0,0,28,
"Segment 28",0,10,0,19,0,0,0,27,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",4,0,0,0,0,0,0,3,
"Segment 31",63,110,0,312,12,0,0,489,
"Segment 32",9,13,0,49,0,0,0,74,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",0,11,0,0,0,0,0,6,
"Segment 38",104,69,0,76,0,4,0,258,
"Segment 39",0,0,0,0,0,0,0,3,
"Segment 40",0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,
