Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"HIND Total Household Income (weekly) and STRD Dwelling Structure by SA1 (EN) by TEND Tenure Type"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" Negative income,  Separate house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",3,0,0,0,0,0,0,6,
"Segment 21",0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,4,
"Segment 25",0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",4,0,0,11,0,0,0,22,
"Segment 32",0,0,0,0,0,0,0,0,
"Segment 33",0,8,0,0,0,0,0,5,
"Segment 34",6,6,0,0,0,0,0,6,
"Segment 35",3,3,0,0,0,0,0,6,
"Segment 36",3,0,0,0,0,0,0,3,
"Segment 37",8,3,0,7,0,0,0,19,
"Segment 38",4,0,0,6,0,0,0,14,
"Segment 39",5,0,0,6,0,0,0,6,
"Segment 40",6,4,0,0,0,0,0,17,
"Segment 41",12,4,0,10,0,0,0,21,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",9,0,0,3,0,0,0,17,
"Segment 44",21,3,0,18,4,0,7,53,
"Segment 45",9,0,0,0,0,0,0,5,
"Segment 46",11,0,0,4,3,0,0,19,
"Segment 47",49,0,0,27,4,0,9,87,
"Segment 48",30,0,0,16,3,0,3,48,
"Segment 50",3,0,0,3,0,0,0,10,
"Total",181,51,0,123,26,0,29,405,


" $2,000-$2,499 ($104,000-$129,999),  House or flat attached to a shop, office, etc."
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",7,4,0,22,0,9,0,38,
"Segment 02",9,17,0,48,0,0,0,75,
"Segment 03",16,12,0,47,4,0,0,75,
"Segment 04",0,3,0,15,0,0,0,22,
"Segment 05",0,0,0,0,0,0,0,6,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,6,
"Segment 08",41,51,3,243,0,0,0,340,
"Segment 09",0,6,0,10,0,0,0,18,
"Segment 10",4,7,0,34,0,0,0,48,
"Segment 11",0,12,0,16,0,0,0,26,
"Segment 12",0,0,0,3,0,0,0,4,
"Segment 13",0,0,0,0,0,0,0,3,
"Segment 14",9,8,0,16,0,0,0,29,
"Segment 15",0,0,0,13,0,0,0,14,
"Segment 16",13,15,0,50,0,0,0,72,
"Segment 17",6,3,0,29,0,0,0,36,
"Segment 18",9,13,0,55,0,0,0,73,
"Segment 19",0,5,0,13,0,0,0,13,
"Segment 20",15,7,0,29,3,0,0,55,
"Segment 21",24,15,0,123,3,0,0,166,
"Segment 22",3,23,0,41,0,0,0,66,
"Segment 23",9,8,0,36,0,0,0,58,
"Segment 24",5,5,0,4,0,0,0,10,
"Segment 25",3,17,0,48,0,0,0,69,
"Segment 26",0,6,0,19,0,0,0,22,
"Segment 27",8,6,0,20,0,0,0,35,
"Segment 28",0,3,0,24,0,0,0,28,
"Segment 29",0,3,0,9,3,0,0,14,
"Segment 30",4,0,0,4,0,0,0,11,
"Segment 31",9,10,0,81,5,0,0,105,
"Segment 32",5,0,0,22,0,0,0,30,
"Segment 33",8,6,0,3,0,0,0,11,
"Segment 34",3,4,0,7,0,0,0,12,
"Segment 35",3,10,0,15,0,0,0,29,
"Segment 36",8,10,0,24,3,0,0,40,
"Segment 37",10,24,0,32,3,0,0,65,
"Segment 38",18,9,0,41,7,0,0,68,
"Segment 39",0,0,0,11,0,0,0,13,
"Segment 40",4,6,0,10,0,0,0,18,
"Segment 41",0,0,0,6,0,0,0,6,
"Segment 42",0,0,0,5,0,0,0,3,
"Segment 43",3,3,0,12,0,0,0,15,
"Segment 44",20,20,0,8,0,0,0,48,
"Segment 45",0,0,0,0,0,0,0,6,
"Segment 46",10,11,0,12,3,0,0,33,
"Segment 47",0,0,0,5,0,0,0,5,
"Segment 48",3,0,0,6,8,0,0,11,
"Segment 50",0,0,0,6,0,0,0,10,
"Total",288,350,4,1266,52,8,6,1974,


" $2,500-$2,999 ($130,000-$155,999),  Separate house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",3366,2423,5,1222,68,3,9,7093,
"Segment 02",6413,7322,3,2560,102,6,14,16429,
"Segment 03",3365,2676,3,950,82,18,10,7111,
"Segment 04",4318,12680,11,2374,62,4,10,19449,
"Segment 05",5545,9923,8,1772,72,3,9,17343,
"Segment 06",1682,14626,36,3081,30,0,8,19454,
"Segment 07",1737,8998,7,2659,35,6,20,13460,
"Segment 08",1564,1418,0,1254,49,0,5,4299,
"Segment 09",2920,3309,9,1795,55,0,9,8099,
"Segment 10",1845,5245,6,2138,37,5,4,9289,
"Segment 11",4808,7753,16,3056,98,8,14,15751,
"Segment 12",3364,14110,4,1941,54,0,22,19495,
"Segment 13",2180,24640,28,7833,62,28,32,34797,
"Segment 14",2109,10642,31,6344,95,0,12,19233,
"Segment 15",402,5001,11,1757,18,0,7,7198,
"Segment 16",52,66,0,85,3,0,0,209,
"Segment 17",1641,5212,10,2193,41,0,6,9104,
"Segment 18",641,798,0,1014,17,0,8,2482,
"Segment 19",2708,11521,20,3666,47,3,8,17971,
"Segment 20",5148,10884,12,4141,93,5,18,20301,
"Segment 21",854,980,0,716,31,7,0,2588,
"Segment 22",508,1004,0,963,22,0,0,2507,
"Segment 23",3009,3870,7,1909,72,3,15,8885,
"Segment 24",2872,9113,5,2406,48,7,16,14464,
"Segment 25",2577,5844,16,3657,74,12,18,12194,
"Segment 26",1916,4224,8,1883,44,0,14,8089,
"Segment 27",3000,5941,17,3071,80,6,21,12134,
"Segment 28",1700,3229,10,1482,42,0,18,6478,
"Segment 29",1727,6594,16,2947,37,6,7,11342,
"Segment 30",1869,8263,25,2967,42,8,4,13175,
"Segment 31",1061,3364,8,3664,122,3,9,8228,
"Segment 32",892,2560,10,1629,37,4,9,5139,
"Segment 33",2862,13552,0,2418,54,0,15,18903,
"Segment 34",4399,10497,12,1543,70,4,9,16534,
"Segment 35",4152,6434,0,1739,86,5,13,12432,
"Segment 36",3988,11461,4,3626,83,4,12,19183,
"Segment 37",3694,12279,17,5548,105,3,15,21656,
"Segment 38",2833,4346,12,2295,92,34,18,9630,
"Segment 39",908,1814,0,445,68,0,4,3242,
"Segment 40",1780,4138,0,1115,74,3,13,7124,
"Segment 41",1058,2067,5,592,149,6,14,3887,
"Segment 42",553,1058,0,294,48,0,0,1956,
"Segment 43",1571,3400,7,913,108,4,11,6012,
"Segment 44",4316,7870,11,1652,389,17,30,14285,
"Segment 45",1659,2720,4,572,209,7,18,5179,
"Segment 46",2720,3530,3,1047,361,4,26,7701,
"Segment 47",317,384,0,172,113,0,14,999,
"Segment 48",173,372,4,833,134,0,8,1520,
"Segment 50",121,301,0,61,14,0,0,498,
"Total",114926,300457,408,104011,3926,258,558,524556,


" $2,500-$2,999 ($130,000-$155,999),  Semi-detached, row or terrace house, townhouse etc. with one storey"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",136,137,0,251,7,3,0,539,
"Segment 02",206,362,0,453,10,0,0,1031,
"Segment 03",114,108,0,153,3,9,0,384,
"Segment 04",32,157,0,100,0,0,0,298,
"Segment 05",20,99,0,30,0,4,0,156,
"Segment 06",21,128,0,63,0,0,3,210,
"Segment 07",41,281,0,133,0,0,0,457,
"Segment 08",360,495,4,980,10,3,0,1853,
"Segment 09",92,220,0,250,8,0,0,572,
"Segment 10",55,299,0,288,7,0,0,648,
"Segment 11",131,417,0,357,3,3,0,920,
"Segment 12",13,103,0,51,0,0,0,167,
"Segment 13",36,315,0,293,0,6,0,648,
"Segment 14",94,514,0,774,9,0,0,1387,
"Segment 15",35,279,0,319,5,0,0,636,
"Segment 16",16,10,0,41,0,0,0,63,
"Segment 17",46,273,0,323,3,0,0,650,
"Segment 18",83,135,0,428,5,0,0,653,
"Segment 19",48,256,0,199,4,0,0,507,
"Segment 20",186,538,0,487,8,9,0,1229,
"Segment 21",143,192,0,490,9,6,0,843,
"Segment 22",42,146,0,231,4,0,0,419,
"Segment 23",148,311,0,400,7,0,0,866,
"Segment 24",49,185,0,184,5,9,0,434,
"Segment 25",258,1057,0,1253,9,0,3,2583,
"Segment 26",44,209,0,206,0,0,0,457,
"Segment 27",135,454,0,411,3,0,0,1006,
"Segment 28",42,156,0,155,3,4,0,356,
"Segment 29",58,312,0,334,4,5,0,713,
"Segment 30",52,345,0,289,0,4,0,693,
"Segment 31",102,411,0,993,13,4,3,1530,
"Segment 32",43,191,0,259,0,0,0,493,
"Segment 33",16,82,0,95,0,0,0,199,
"Segment 34",17,41,0,35,0,0,0,94,
"Segment 35",33,83,0,88,4,0,0,211,
"Segment 36",36,174,0,275,4,8,0,491,
"Segment 37",89,263,0,579,6,4,0,948,
"Segment 38",157,190,0,361,9,45,4,768,
"Segment 39",0,7,0,27,0,0,0,42,
"Segment 40",15,52,0,73,0,0,0,144,
"Segment 41",14,14,0,24,0,0,0,49,
"Segment 42",5,6,0,21,0,0,0,34,
"Segment 43",13,54,0,52,0,0,0,118,
"Segment 44",14,40,0,61,5,0,0,122,
"Segment 45",10,12,0,6,0,0,0,27,
"Segment 46",22,26,0,38,3,0,0,91,
"Segment 47",4,0,0,9,0,0,0,13,
"Segment 48",0,3,0,66,13,0,0,87,
"Segment 50",0,3,0,0,0,0,0,8,
"Total",3323,10159,21,12984,211,142,25,26847,


" $2,500-$2,999 ($130,000-$155,999),  Semi-detached, row or terrace house, townhouse etc. with two or more storeys"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",274,224,0,296,9,3,0,802,
"Segment 02",391,462,0,405,8,0,0,1263,
"Segment 03",270,179,0,191,3,0,0,642,
"Segment 04",21,150,0,74,0,0,0,249,
"Segment 05",33,76,0,49,0,0,0,163,
"Segment 06",10,91,0,60,0,0,0,165,
"Segment 07",46,336,0,247,0,0,0,631,
"Segment 08",603,773,0,1426,26,0,0,2823,
"Segment 09",214,607,0,508,10,0,0,1340,
"Segment 10",131,522,0,581,4,0,0,1237,
"Segment 11",220,524,4,403,10,0,0,1153,
"Segment 12",7,88,0,26,0,0,0,120,
"Segment 13",33,330,0,367,0,0,0,727,
"Segment 14",158,936,4,1217,7,0,0,2318,
"Segment 15",44,479,6,603,0,0,0,1133,
"Segment 16",39,54,0,135,3,0,0,224,
"Segment 17",59,346,5,383,0,5,0,799,
"Segment 18",172,400,3,1064,7,0,0,1646,
"Segment 19",43,233,0,163,4,0,0,437,
"Segment 20",176,536,0,475,7,0,0,1201,
"Segment 21",192,242,0,544,6,0,0,983,
"Segment 22",83,401,0,602,7,3,3,1102,
"Segment 23",134,363,0,446,7,0,0,949,
"Segment 24",56,181,0,147,0,0,0,384,
"Segment 25",271,1250,4,1532,11,0,0,3072,
"Segment 26",110,596,0,526,4,0,3,1248,
"Segment 27",174,817,0,734,4,0,4,1727,
"Segment 28",96,279,0,288,0,0,0,662,
"Segment 29",38,354,0,387,6,3,0,787,
"Segment 30",31,221,0,299,0,0,0,549,
"Segment 31",181,709,3,1761,7,0,0,2665,
"Segment 32",80,243,0,392,5,0,0,727,
"Segment 33",10,56,0,44,0,0,0,110,
"Segment 34",12,32,0,18,0,0,0,54,
"Segment 35",53,73,0,66,0,0,0,190,
"Segment 36",31,96,0,108,0,0,0,231,
"Segment 37",61,241,0,336,4,0,0,639,
"Segment 38",185,324,0,426,6,6,0,943,
"Segment 39",0,0,0,7,0,0,0,14,
"Segment 40",16,42,0,55,0,0,0,112,
"Segment 41",6,8,0,12,0,0,0,31,
"Segment 42",8,6,0,6,0,0,0,13,
"Segment 43",8,15,0,62,0,0,0,82,
"Segment 44",7,13,0,25,0,0,0,46,
"Segment 45",9,0,0,3,4,0,0,9,
"Segment 46",10,14,0,23,0,0,0,47,
"Segment 47",0,0,0,0,0,0,0,3,
"Segment 48",0,5,0,20,3,0,0,26,
"Segment 50",3,0,0,0,0,0,0,3,
"Total",4778,13926,30,17527,180,32,21,36500,


" $2,500-$2,999 ($130,000-$155,999),  Flat or apartment in a one or two storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",66,87,0,322,0,4,0,475,
"Segment 02",80,145,0,294,0,4,0,524,
"Segment 03",88,67,0,222,4,3,0,384,
"Segment 04",6,38,0,28,0,0,0,70,
"Segment 05",9,15,0,16,0,0,0,38,
"Segment 06",0,7,0,6,0,0,0,16,
"Segment 07",4,12,0,20,0,0,0,41,
"Segment 08",249,547,0,1934,20,0,4,2758,
"Segment 09",37,119,0,190,3,0,0,350,
"Segment 10",34,85,0,293,4,4,0,420,
"Segment 11",28,110,0,162,0,0,0,303,
"Segment 12",5,17,0,8,0,0,0,30,
"Segment 13",6,24,0,23,0,0,0,55,
"Segment 14",36,170,0,357,0,0,0,569,
"Segment 15",15,107,0,322,0,0,0,443,
"Segment 16",29,42,3,244,0,0,0,319,
"Segment 17",22,134,0,241,4,0,0,399,
"Segment 18",52,147,0,640,4,0,0,846,
"Segment 19",11,73,0,56,0,0,0,143,
"Segment 20",30,144,0,214,6,0,0,401,
"Segment 21",51,86,0,369,4,4,0,509,
"Segment 22",32,112,0,480,0,0,0,635,
"Segment 23",29,115,0,268,7,3,0,418,
"Segment 24",27,64,0,75,0,0,0,167,
"Segment 25",60,305,0,672,3,3,0,1053,
"Segment 26",33,81,0,204,0,0,0,318,
"Segment 27",28,91,0,183,6,0,0,309,
"Segment 28",10,36,0,72,0,0,0,126,
"Segment 29",8,38,0,85,0,0,0,140,
"Segment 30",6,42,0,79,3,0,0,133,
"Segment 31",96,296,0,1021,7,4,5,1423,
"Segment 32",12,47,0,118,0,0,0,177,
"Segment 33",3,28,0,22,0,0,0,60,
"Segment 34",3,14,0,16,0,0,0,32,
"Segment 35",12,17,0,25,0,0,0,48,
"Segment 36",8,38,0,86,0,0,0,130,
"Segment 37",18,93,0,275,8,0,0,395,
"Segment 38",60,94,0,226,4,8,0,388,
"Segment 39",0,9,0,17,0,0,0,24,
"Segment 40",7,12,0,54,0,0,0,70,
"Segment 41",0,0,0,5,0,0,0,9,
"Segment 42",0,0,0,13,0,0,0,12,
"Segment 43",3,15,0,54,0,0,0,77,
"Segment 44",7,11,0,24,0,0,0,38,
"Segment 45",0,0,0,0,0,0,0,3,
"Segment 46",9,7,0,33,0,0,0,46,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,6,0,38,9,0,0,42,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",1332,3774,12,10095,108,44,13,15367,


" $2,500-$2,999 ($130,000-$155,999),  Flat or apartment in a three storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",89,74,0,301,3,0,0,471,
"Segment 02",45,81,0,160,0,0,0,290,
"Segment 03",85,80,0,270,8,0,0,448,
"Segment 04",0,3,0,3,0,0,0,6,
"Segment 05",4,0,0,0,0,0,0,3,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,13,0,8,0,0,0,18,
"Segment 08",406,1041,0,3346,20,3,0,4812,
"Segment 09",41,107,0,218,5,0,0,370,
"Segment 10",52,208,0,434,0,6,0,701,
"Segment 11",11,31,0,50,0,6,0,93,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,6,0,12,0,0,0,12,
"Segment 14",15,148,0,187,0,0,0,353,
"Segment 15",28,178,0,411,0,0,0,615,
"Segment 16",89,219,0,837,11,0,0,1158,
"Segment 17",43,157,0,332,6,0,0,533,
"Segment 18",105,327,3,1310,3,0,0,1755,
"Segment 19",0,11,0,9,0,0,0,20,
"Segment 20",10,33,0,39,0,0,0,84,
"Segment 21",59,144,0,541,9,0,0,752,
"Segment 22",117,348,0,1050,8,0,0,1524,
"Segment 23",3,46,0,73,0,0,0,121,
"Segment 24",10,14,0,23,0,0,0,46,
"Segment 25",27,192,0,396,0,0,0,618,
"Segment 26",17,73,0,172,0,0,0,267,
"Segment 27",21,136,0,155,0,0,0,305,
"Segment 28",10,23,0,65,0,0,0,100,
"Segment 29",3,16,0,29,0,0,0,49,
"Segment 30",0,8,0,12,0,0,0,20,
"Segment 31",97,398,0,1102,3,5,0,1611,
"Segment 32",10,20,0,98,0,0,0,123,
"Segment 33",0,4,0,0,0,0,0,12,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",4,0,0,0,0,0,0,7,
"Segment 36",0,3,0,11,0,0,0,17,
"Segment 37",3,18,0,20,0,0,0,42,
"Segment 38",55,76,0,156,0,16,0,302,
"Segment 39",0,0,0,4,0,0,0,7,
"Segment 40",0,4,0,5,0,0,0,13,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,9,0,0,0,9,
"Segment 44",3,3,0,5,0,0,0,22,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,11,0,0,0,15,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",1470,4260,13,11865,71,44,7,17728,


" $2,500-$2,999 ($130,000-$155,999),  Flat or apartment in a four to eight storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",130,86,0,210,0,3,0,429,
"Segment 02",31,34,0,66,0,3,0,141,
"Segment 03",109,76,0,205,8,3,0,402,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,13,0,11,0,0,0,23,
"Segment 08",397,775,0,2127,15,17,3,3331,
"Segment 09",50,122,0,250,7,0,0,426,
"Segment 10",104,282,0,535,7,0,3,936,
"Segment 11",7,23,0,24,0,4,0,55,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,27,0,23,0,0,0,47,
"Segment 14",6,84,0,126,0,0,0,218,
"Segment 15",33,477,0,755,3,0,0,1269,
"Segment 16",282,816,0,2647,19,0,4,3775,
"Segment 17",26,154,0,354,0,0,0,539,
"Segment 18",168,626,0,1994,12,0,0,2802,
"Segment 19",6,11,0,8,0,0,0,24,
"Segment 20",5,14,0,31,0,10,0,56,
"Segment 21",79,149,0,577,4,0,0,811,
"Segment 22",158,948,4,2115,21,0,0,3251,
"Segment 23",10,36,0,86,0,0,0,127,
"Segment 24",3,8,0,18,0,0,0,30,
"Segment 25",30,201,0,307,3,0,0,547,
"Segment 26",19,79,0,168,0,0,0,263,
"Segment 27",16,169,0,207,4,0,0,394,
"Segment 28",7,35,0,39,0,0,0,89,
"Segment 29",0,12,0,17,0,0,0,35,
"Segment 30",6,4,0,3,0,0,0,14,
"Segment 31",102,332,0,1006,8,0,0,1453,
"Segment 32",26,49,0,146,4,0,0,216,
"Segment 33",0,0,0,0,0,0,0,3,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",4,0,0,0,0,0,0,7,
"Segment 36",4,0,0,0,0,0,0,3,
"Segment 37",3,8,0,16,0,0,0,31,
"Segment 38",115,92,0,130,0,15,0,357,
"Segment 39",3,0,0,5,0,0,0,5,
"Segment 40",0,9,0,14,0,0,0,21,
"Segment 41",0,0,0,8,0,0,0,9,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,6,0,0,0,7,
"Segment 44",3,0,0,9,0,0,0,8,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",3,0,0,3,0,0,0,9,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",1950,5739,22,14258,122,60,20,22167,


" $2,500-$2,999 ($130,000-$155,999),  Flat or apartment in a nine or more storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",66,19,0,49,0,0,0,138,
"Segment 02",7,0,0,6,0,0,0,19,
"Segment 03",96,41,0,64,9,0,0,206,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",166,184,0,374,11,4,0,737,
"Segment 09",0,12,0,15,0,0,0,35,
"Segment 10",26,45,0,39,3,0,0,116,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",0,10,0,9,0,0,0,17,
"Segment 15",0,20,0,21,0,0,0,47,
"Segment 16",717,2272,15,8286,75,4,8,11371,
"Segment 17",0,3,0,26,0,0,0,31,
"Segment 18",57,135,0,265,3,0,0,455,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,
"Segment 21",111,197,6,971,17,0,0,1304,
"Segment 22",33,119,0,240,0,0,0,388,
"Segment 23",0,5,0,8,0,0,0,22,
"Segment 24",0,0,0,6,0,0,0,8,
"Segment 25",3,27,0,24,0,0,0,50,
"Segment 26",6,17,0,12,0,0,0,32,
"Segment 27",4,11,0,12,0,0,0,31,
"Segment 28",0,9,0,21,0,0,0,25,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",5,0,0,0,0,0,0,7,
"Segment 31",59,101,0,348,4,0,0,524,
"Segment 32",5,8,0,74,0,0,0,92,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",3,5,0,8,0,0,0,13,
"Segment 38",110,64,0,98,5,3,0,277,
"Segment 39",6,0,0,0,0,0,0,6,
"Segment 40",0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,
"Segment 44",6,0,0,6,0,0,0,8,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,4,0,3,0,0,0,11,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",1500,3315,16,10996,127,6,14,15981,


" $2,500-$2,999 ($130,000-$155,999),  Flat or apartment attached to a house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",5,0,0,0,0,0,0,3,
"Segment 02",5,19,0,20,0,0,0,43,
"Segment 03",3,3,0,6,0,0,0,17,
"Segment 04",0,12,0,14,3,0,0,30,
"Segment 05",0,14,0,10,0,0,0,22,
"Segment 06",0,3,0,3,0,0,0,10,
"Segment 07",3,0,0,4,0,0,0,8,
"Segment 08",0,6,0,9,0,0,0,19,
"Segment 09",4,13,0,25,3,0,0,40,
"Segment 10",0,8,0,11,4,0,0,20,
"Segment 11",0,5,0,19,0,0,0,32,
"Segment 12",8,11,0,3,0,0,0,16,
"Segment 13",5,3,0,0,0,0,0,14,
"Segment 14",0,6,0,9,0,0,0,14,
"Segment 15",0,3,0,6,0,0,0,10,
"Segment 16",0,0,0,19,0,0,0,21,
"Segment 17",0,16,0,4,4,0,0,20,
"Segment 18",5,3,0,0,0,0,0,11,
"Segment 19",0,7,0,10,0,0,0,24,
"Segment 20",4,11,0,14,0,0,0,38,
"Segment 21",5,5,0,3,0,0,0,11,
"Segment 22",0,6,0,7,0,0,0,11,
"Segment 23",5,5,0,10,4,0,0,16,
"Segment 24",0,6,0,3,0,0,0,11,
"Segment 25",0,10,0,5,0,0,0,12,
"Segment 26",9,14,0,25,0,0,0,53,
"Segment 27",7,28,0,37,5,0,0,86,
"Segment 28",0,5,0,12,0,0,0,21,
"Segment 29",0,8,0,8,0,0,0,13,
"Segment 30",0,6,0,3,0,0,0,11,
"Segment 31",0,3,0,9,0,0,0,16,
"Segment 32",3,8,0,14,6,0,0,27,
"Segment 33",0,11,0,6,0,0,0,15,
"Segment 34",3,10,0,4,0,0,0,19,
"Segment 35",3,0,0,0,0,0,0,11,
"Segment 36",0,7,0,0,0,0,0,12,
"Segment 37",0,5,0,15,0,0,0,18,
"Segment 38",4,10,0,9,0,0,0,20,
"Segment 39",0,5,0,0,0,0,0,6,
"Segment 40",5,0,0,6,0,0,0,12,
"Segment 41",0,0,0,4,0,0,0,3,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,11,0,4,0,0,0,11,
"Segment 44",0,3,0,3,0,0,0,9,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",109,307,0,387,36,0,5,843,


" $2,500-$2,999 ($130,000-$155,999),  Caravan"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,0,0,0,0,0,
"Segment 03",3,0,0,0,0,0,0,4,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",3,0,0,0,0,0,0,11,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,3,0,0,0,7,
"Segment 13",12,5,0,5,0,0,0,25,
"Segment 14",13,0,0,3,0,0,0,20,
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,
"Segment 19",0,3,0,0,0,0,0,4,
"Segment 20",13,3,0,7,0,0,0,19,
"Segment 21",10,0,0,8,0,0,0,18,
"Segment 22",0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,
"Segment 24",11,0,0,4,0,0,0,19,
"Segment 25",3,0,0,0,0,0,0,3,
"Segment 26",0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,3,0,0,0,5,
"Segment 28",0,0,0,0,0,0,0,3,
