SA2_CODE_2021,C21_OD_H_f_so_FH_Tot,C21_OD_H_f_so_LP_H,C21_OD_H_f_so_GH,C21_OD_H_f_so_OH,C21_OD_H_f_so_Tot,C21_OD_Tot_FH_CF_no_ch,C21_OD_Tot_FH_CF_w_ch,C21_OD_Tot_FH_One_PFam,C21_OD_Tot_FH_oth_fa,C21_OD_Tot_FH_Tot,C21_OD_Tot_LP_H,C21_OD_Tot_GH,C21_OD_Tot_OH,C21_OD_Tot_Tot,C21_DS_ns_FH_CF_no_ch,C21_DS_ns_FH_CF_w_ch,C21_DS_ns_FH_One_PFam,C21_DS_ns_FH_oth_fa,C21_DS_ns_FH_Tot,C21_DS_ns_LP_H,C21_DS_ns_GH,C21_DS_ns_OH,C21_DS_NS_Tot,C21_Tot_FH_CF_no_ch,C21_Tot_FH_CF_w_ch,C21_Tot_FH_One_PFam,C21_Tot_FH_oth_fa,C21_Tot_FH_Tot,C21_Tot_LP_H,C21_Tot_GH,C21_Tot_OH,C21_Tot_Tot
127031732,0,4,0,0,10,5,0,0,0,0,4,0,0,10,0,3,3,0,10,3,0,0,14,732,1591,762,77,3158,1041,106,338,4644
127031733,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,644,2482,577,30,3730,364,50,115,4255
128011529,14,3,4,5,25,7,7,4,0,14,3,4,5,25,3,0,0,0,0,0,0,0,6,1702,2680,631,52,5070,1203,106,137,6516
128011530,0,0,0,0,0,10,0,3,0,18,39,3,9,72,8,3,5,0,15,3,0,8,21,2040,2560,847,91,5537,2147,226,291,8207
128011531,18,3,0,3,20,6,3,6,0,18,9,0,3,22,0,0,0,0,3,0,0,0,0,1626,2153,598,38,4415,1339,92,200,6043
128011602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,1225,1489,626,48,3384,1759,182,221,5549
128011603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,9,1187,1997,372,32,3587,741,42,106,4480
128011604,45,29,12,10,91,25,8,9,0,45,29,12,10,92,4,3,0,0,9,0,0,4,16,3108,2518,870,86,6582,3149,422,453,10603
128011605,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,288,559,65,6,915,95,4,15,1028
128011606,0,0,4,0,9,0,0,0,0,0,0,0,0,5,0,4,0,0,4,8,0,0,9,905,1268,268,20,2462,761,63,78,3361
128021533,0,0,0,0,0,5,3,0,0,11,25,0,16,49,0,0,0,0,0,3,0,0,7,640,921,230,16,1812,485,25,42,2365
128021534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1040,1635,262,22,2962,304,27,41,3333
128021535,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,11,1778,3303,748,35,5862,848,67,95,6873
128021536,9,6,0,5,18,4,0,0,0,9,5,0,5,18,0,0,0,0,4,10,0,0,10,1873,3485,667,53,6077,1216,94,177,7556
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,8
128021538,8,3,4,0,15,5,0,4,0,8,3,4,0,15,0,0,0,0,0,11,0,0,14,2413,2714,1024,95,6254,3003,325,276,9854
128021607,9,5,0,0,17,0,0,7,0,9,5,0,0,17,3,0,0,0,3,4,0,0,9,1525,2608,658,43,4829,989,71,67,5962
128021608,4,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,676,1150,231,10,2064,360,29,35,2490
128021609,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,320,613,81,4,1015,86,8,9,1115
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,5,3,0,0,15,1436,2247,759,36,4481,1092,183,175,5933
201011002,7,10,4,8,29,7,3,0,0,7,10,4,25,48,3,4,0,0,7,10,0,0,21,1381,1147,464,41,3032,1778,226,247,5284
201011005,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,5,0,3,12,804,924,247,17,1989,484,51,86,2604
201011006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,5,5,0,0,13,1076,1188,573,49,2887,826,153,138,4006
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,641,100,12,1174,198,22,26,1422
201011008,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,1533,1343,939,83,3904,2085,216,318,6515
201011481,0,0,0,0,5,5,0,4,0,9,12,0,29,48,0,0,0,0,0,7,0,0,10,1038,801,514,39,2390,1513,206,212,4321
201011482,4,4,0,0,7,3,0,0,0,4,4,0,0,13,0,3,0,0,9,0,0,0,10,1622,1726,545,51,3942,1723,190,209,6074
201011483,6,0,0,0,3,0,3,0,0,6,0,0,12,14,0,0,0,0,0,6,0,0,9,1242,1140,605,52,3044,1556,265,226,5090
201011484,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,1255,961,956,66,3235,2300,241,333,6113
201021009,3,0,0,6,9,0,4,0,3,9,12,0,7,25,0,0,0,0,0,0,0,0,3,716,776,252,16,1762,577,47,166,2550
201021010,8,7,0,0,19,9,7,12,0,21,29,0,12,64,6,0,0,0,3,0,0,0,6,1075,774,304,24,2170,993,68,246,3476
201021011,9,3,0,0,15,3,7,0,0,9,16,0,13,45,5,0,0,0,10,5,0,6,17,1487,812,327,23,2660,1369,128,403,4567
201021012,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,4,711,786,190,17,1706,460,43,164,2375
201031013,4,0,0,0,7,3,3,0,0,8,7,0,9,29,0,0,0,0,4,0,0,0,4,510,276,130,9,927,484,29,149,1601
201031014,4,0,0,0,4,15,0,0,0,25,42,0,15,84,0,0,0,0,0,0,0,0,5,581,397,166,11,1157,546,39,137,1885
201031015,3,0,0,0,4,4,0,0,0,4,4,0,3,17,0,0,0,0,0,0,0,0,0,565,563,176,21,1320,420,28,121,1897
201031016,9,15,0,0,26,14,6,6,0,17,35,0,17,76,3,0,0,0,3,9,0,7,21,1027,593,459,36,2117,1418,107,198,3839
201031017,13,5,0,0,19,13,5,0,0,19,21,0,8,51,0,0,0,0,3,4,0,0,8,702,462,226,23,1420,757,54,236,2462
202011018,8,4,4,0,13,8,4,0,0,8,4,4,12,25,5,0,3,0,6,3,0,3,12,1451,1147,889,97,3580,2330,312,422,6649
202011019,4,6,0,0,7,0,0,0,0,4,7,0,0,9,9,0,0,0,11,3,3,0,22,1266,1194,817,87,3366,1649,158,262,5439
202011020,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,4,0,0,4,10,0,4,16,1600,1271,620,54,3551,1971,241,253,6015
202011021,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,9,0,0,7,905,884,529,43,2358,1292,199,172,4022
202011022,5,0,0,0,0,4,0,0,0,6,6,0,5,15,7,4,0,0,8,4,0,0,13,2261,1903,1161,104,5423,2871,291,398,8983
202011023,0,0,0,0,0,0,0,0,0,4,11,0,4,23,0,0,0,0,0,0,0,0,0,495,871,146,13,1521,199,31,45,1788
202011024,0,0,0,0,0,3,0,0,0,3,0,0,0,7,7,4,0,0,3,0,0,0,13,1092,1587,300,11,2994,493,40,100,3629
202011025,6,0,0,0,5,7,3,0,0,18,9,0,29,60,4,0,0,0,6,5,0,0,6,1406,1742,709,52,3900,1101,145,221,5370
202021026,0,0,0,0,0,7,0,0,0,13,8,0,14,33,0,0,0,0,0,0,0,0,0,957,1159,190,17,2320,384,40,160,2900
202021027,3,8,0,3,17,6,3,3,0,5,11,0,14,33,0,0,0,0,0,5,0,0,8,1374,936,548,32,2892,1701,147,253,4993
202021028,0,5,0,0,7,3,4,0,0,5,9,0,12,30,0,0,0,0,0,4,0,0,6,1351,884,305,32,2567,1135,92,299,4099
202021029,0,0,0,0,0,12,0,3,0,14,19,0,14,49,0,0,0,0,3,0,0,0,0,698,418,159,31,1305,659,69,228,2261
202021030,14,10,4,3,31,22,27,3,0,53,25,4,9,85,0,0,0,0,0,0,0,0,0,1283,1169,345,31,2834,1027,101,265,4226
202021031,0,3,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,875,1020,319,11,2224,608,49,132,3011
202031032,0,6,0,0,7,6,4,0,0,10,15,0,20,42,3,5,0,0,8,12,0,0,15,581,572,149,24,1325,388,37,191,1945
202031033,12,6,0,6,20,10,4,0,0,16,40,0,30,83,4,0,0,0,4,10,0,5,15,940,622,223,29,1822,972,76,371,3236
203011034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,1173,231,6,2098,317,23,78,2518
203011035,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,828,1144,223,15,2204,431,42,159,2847
203011036,0,0,0,0,0,0,0,0,0,3,3,0,4,16,0,0,0,0,0,3,0,0,3,754,838,217,11,1821,472,43,139,2475
203021037,0,3,0,0,4,22,9,12,5,43,127,4,74,257,7,0,0,0,7,13,0,7,24,1481,1540,644,82,3745,2112,338,273,6471
203021039,8,8,4,7,22,8,3,4,0,13,9,4,27,55,0,3,0,0,0,13,0,8,24,1526,1167,498,76,3268,2166,390,396,6216
203021040,4,8,5,0,12,3,0,0,0,4,9,5,0,17,0,0,0,0,0,0,5,4,9,2175,2410,856,78,5519,2988,408,270,9181
203021042,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,4,0,0,10,2398,3119,644,53,6218,1839,288,202,8544
203021043,0,0,0,0,0,0,3,0,0,4,6,0,0,4,0,7,0,0,3,0,0,0,10,1900,2608,763,61,5330,1426,155,231,7144
203021044,0,0,0,0,0,10,0,4,0,16,45,4,8,68,0,0,0,0,0,0,0,0,0,1515,1584,584,50,3732,1202,93,126,5153
203021045,4,0,0,0,4,4,4,0,0,7,26,0,9,40,0,0,0,0,0,11,0,0,12,1696,1252,909,84,3945,2225,240,380,6791
203021046,4,0,0,0,11,4,0,0,0,4,0,0,0,12,4,4,0,0,9,0,0,0,8,1061,1300,352,22,2731,1144,144,135,4148
203021047,5,0,0,0,8,17,0,0,0,22,48,0,10,81,4,3,0,0,3,4,0,3,14,1681,1603,784,78,4150,1963,213,272,6589
203021485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,1033,1212,357,38,2641,824,244,119,3826
203021486,43,21,5,5,69,9,27,5,0,43,21,5,9,70,0,0,0,0,0,0,0,7,15,1399,1753,1250,113,4509,1756,251,435,6950
203021487,0,0,0,0,0,6,4,0,0,8,13,0,21,45,0,4,0,0,4,0,0,0,6,2478,2940,981,98,6498,2133,411,275,9313
203021488,3,0,0,0,5,0,0,0,0,3,0,0,0,7,0,0,0,0,0,5,0,0,5,658,572,735,82,2049,1486,210,383,4128
203031048,0,4,0,0,4,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,2263,1816,735,59,4871,1640,140,172,6824
203031049,0,5,0,0,7,7,3,0,0,9,7,0,24,41,0,3,0,0,0,5,0,7,10,921,534,160,17,1634,723,70,533,2960
203031051,0,0,0,0,0,3,0,0,0,6,7,0,16,33,8,0,0,0,8,4,0,0,12,1722,679,314,47,2760,1282,93,350,4479
203031052,4,5,0,0,5,9,0,0,0,15,27,0,10,51,0,0,0,0,0,0,0,0,0,971,458,130,6,1579,712,23,290,2601
203031053,0,0,0,0,0,6,0,0,0,7,0,0,19,31,7,0,0,0,6,9,0,0,20,2506,3283,671,53,6511,1615,290,432,8855
203031489,0,0,0,3,5,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,4,1156,1455,418,44,3075,684,146,257,4161
203031490,0,0,0,0,0,3,0,0,0,0,15,0,30,43,0,0,0,0,0,3,0,0,0,2306,2354,634,30,5321,1583,156,396,7457
204011054,0,6,0,0,11,20,5,0,0,25,86,6,24,139,7,0,0,0,4,9,0,3,15,1030,549,235,18,1840,1018,73,276,3209
204011055,0,0,0,0,0,4,3,0,0,5,9,0,6,28,0,0,0,0,0,0,0,0,0,978,548,285,28,1843,966,65,285,3156
204011056,0,0,0,0,4,0,0,0,0,6,9,6,20,37,0,0,0,0,0,6,0,0,10,1586,1781,707,54,4129,1489,111,309,6039
204011057,0,0,0,0,0,8,3,0,0,14,21,0,29,59,4,3,0,0,8,6,0,5,24,1416,899,308,18,2641,1154,79,602,4480
204011058,3,0,0,0,7,16,4,0,0,20,31,3,11,64,0,0,0,0,0,0,0,0,3,650,406,165,12,1232,596,43,145,2018
204011059,0,8,0,0,9,0,3,0,0,4,10,0,51,67,0,0,0,0,4,0,0,5,10,675,529,424,31,1659,910,98,245,2917
204011060,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,523,535,124,11,1201,273,23,134,1626
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,12,0,56,34,6,22,113
204011062,0,0,0,0,0,8,0,0,0,8,9,0,15,32,0,0,0,0,3,0,0,0,6,591,334,151,8,1082,526,43,221,1869
204021063,4,0,0,0,13,3,4,0,0,5,22,0,17,45,4,3,4,0,7,5,0,5,17,1454,810,508,36,2804,1657,143,293,4896
204021064,0,0,0,0,0,3,0,0,0,4,3,0,12,26,0,0,0,0,0,0,0,0,3,593,384,94,12,1087,351,27,130,1595
204021065,7,0,5,0,7,0,5,5,0,9,8,0,16,32,0,0,0,0,0,0,0,5,7,525,409,163,18,1120,473,25,96,1714
204021066,9,0,0,0,14,10,0,5,0,11,18,0,18,46,0,0,0,0,0,5,0,0,9,2211,1864,1001,59,5136,2811,202,412,8563
204021067,5,0,0,3,6,6,0,0,0,5,24,0,26,58,3,0,0,0,5,0,0,0,5,1375,1124,254,32,2792,843,72,281,3981
204031068,3,4,0,0,14,0,3,0,0,3,9,0,13,28,7,5,0,0,12,3,4,4,16,681,474,186,13,1353,574,46,106,2072
204031069,6,0,0,7,13,3,3,0,0,9,12,0,45,65,8,9,0,0,12,4,7,26,43,1177,816,249,20,2264,977,97,628,3962
204031070,8,3,0,0,10,10,4,0,0,14,8,0,16,32,0,0,0,0,0,0,0,11,10,432,355,83,9,886,326,31,99,1335
204031071,0,4,0,0,5,0,3,0,0,3,3,0,7,10,3,0,0,0,3,0,0,0,8,688,443,178,19,1323,577,38,99,2039
204031072,0,6,0,0,6,3,5,0,0,6,12,0,8,31,0,0,0,0,3,5,0,0,0,915,558,158,13,1644,712,39,220,2620
204031073,0,0,0,0,0,0,0,0,0,0,30,0,9,41,10,0,0,0,10,3,0,0,13,1594,1607,814,48,4060,1671,142,276,6149
204031075,0,0,0,0,0,4,0,0,0,4,4,0,3,14,0,6,0,0,6,4,0,0,6,659,643,131,8,1440,351,20,121,1927
204031491,0,0,0,0,6,7,0,0,0,7,4,0,9,14,4,3,0,0,5,4,0,0,7,1220,1706,419,24,3371,592,87,96,4151
204031492,8,3,0,0,9,5,5,0,0,5,13,0,19,38,0,0,0,0,3,0,0,5,4,1587,1287,939,89,3901,2343,206,349,6800
205011076,0,0,0,0,0,7,4,4,0,18,78,0,49,143,0,0,0,0,7,4,0,0,7,2218,2197,858,56,5335,1831,148,364,7677
205011077,0,0,0,0,3,9,0,0,0,9,13,0,6,29,0,0,0,0,0,5,0,0,3,842,720,195,19,1776,594,37,217,2627
205011078,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,3,0,0,10,1053,884,335,31,2300,849,60,143,3350
205011079,8,0,0,0,12,82,4,0,0,82,108,3,10,200,3,3,0,0,8,0,0,0,8,2594,2575,919,70,6168,2200,182,400,8950
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,4,4,0,0,11,8,0,0,0,13,10,3,20,42,3,0,0,0,6,0,0,6,13,1825,1428,754,56,4070,2029,181,350,6632
205021082,0,3,0,0,3,17,0,0,0,23,46,0,14,86,0,4,0,0,6,5,0,0,6,1129,855,259,26,2272,778,63,270,3394
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,4,4,0,0,11,36,6,14,0,51,77,4,57,191,9,5,0,0,15,12,5,7,31,1714,840,429,20,3008,1474,98,449,5022
205021085,0,0,0,3,5,13,0,0,0,9,19,0,54,87,6,0,4,0,15,5,0,9,28,918,495,233,21,1668,1035,74,402,3182
205021086,4,0,0,0,4,11,0,0,0,13,22,0,7,43,0,0,0,0,0,5,0,0,5,1374,474,207,19,2080,910,74,147,3207
205031087,5,6,0,0,19,3,0,0,0,8,29,0,28,67,0,0,0,0,0,5,0,0,8,1409,778,287,22,2494,1337,73,485,4392
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,33,19,0,15,66
205031089,10,6,0,3,14,11,0,0,0,12,14,0,9,29,0,0,0,0,0,0,0,0,4,1215,1075,329,27,2650,942,87,217,3894
205031090,0,0,0,0,9,0,0,6,0,11,10,0,3,23,4,0,0,0,4,5,0,0,7,1428,1175,455,30,3097,1316,82,259,4750
205031091,3,0,0,0,7,3,6,0,0,8,6,0,11,26,8,5,0,0,11,10,0,0,18,1900,1144,530,37,3608,1784,144,640,6162
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,15
205031093,9,0,0,0,8,37,4,8,0,44,120,0,34,205,4,3,0,0,8,8,0,0,17,3740,2364,1069,81,7256,3550,274,805,11878
205041094,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,3,1475,1266,521,32,3291,1052,99,277,4718
205041095,0,0,0,0,0,5,0,0,0,5,29,4,29,62,0,0,0,0,4,0,0,0,6,1757,1469,985,72,4278,2797,202,499,7777
205041096,3,3,0,0,3,9,0,3,0,9,11,0,22,47,0,0,0,0,0,4,0,0,5,1409,1085,878,75,3450,2196,187,577,6405
205041098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,569,158,11,1293,384,29,110,1819
205041493,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,10,0,0,14,1224,1171,647,44,3082,1489,118,266,4952
205041494,0,0,0,0,0,17,5,4,0,25,29,3,26,86,0,5,0,0,8,6,0,3,17,1813,1854,754,56,4476,1932,203,331,6936
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,4,0,6,15
205051100,0,0,0,0,0,4,0,0,0,7,10,0,13,28,5,0,0,0,5,0,0,0,11,703,423,121,20,1267,600,49,231,2150
205051101,8,7,0,3,19,4,4,0,0,11,21,5,27,64,0,3,0,0,5,0,0,5,8,1844,1516,527,50,3938,1575,111,413,6039
205051102,0,0,0,0,5,0,0,0,0,0,12,0,13,27,0,0,0,0,0,6,0,0,3,487,454,129,9,1078,352,35,173,1635
205051103,0,3,0,0,5,10,0,6,0,9,27,0,20,58,3,0,0,0,6,3,0,5,13,1675,1480,748,64,3965,2023,168,317,6477
205051104,5,0,0,0,8,11,4,4,0,19,26,0,21,62,3,0,0,0,3,3,0,0,8,835,465,192,19,1510,758,58,197,2523
206011106,17,17,7,3,44,9,4,5,0,17,17,7,3,44,0,0,0,0,3,3,0,0,9,1630,875,359,94,2955,2342,764,239,6304
206011107,20,6,3,4,28,8,7,0,0,20,6,3,4,28,0,0,0,0,0,9,0,0,8,1494,1328,436,97,3357,2453,609,240,6655
206011109,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,845,1519,364,47,2769,808,155,91,3820
206011495,39,19,27,3,89,19,6,4,3,39,19,27,9,89,4,3,0,0,4,0,0,0,6,1532,1007,365,96,2993,1859,776,144,5779
206011496,27,16,18,0,65,18,7,3,0,27,16,18,43,103,0,0,0,0,3,0,0,0,3,1658,900,298,98,2955,2116,837,279,6185
206011497,4,0,7,0,9,0,0,0,0,4,0,7,33,35,3,0,0,0,5,6,0,0,11,1327,1264,450,89,3123,1439,486,205,5260
206011498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1241,1789,491,86,3611,1143,425,122,5299
206021110,6,5,0,0,11,0,0,0,0,6,5,0,0,11,0,0,0,0,0,0,0,0,0,857,1062,279,38,2232,1235,217,107,3796
206021112,23,19,10,0,55,14,11,4,4,23,19,10,7,56,0,0,0,0,3,0,0,0,3,1902,2042,669,92,4704,2645,590,226,8159
206021499,12,0,8,0,26,8,0,3,0,12,0,8,13,35,0,0,0,0,4,3,5,0,10,1471,1696,476,54,3699,1834,521,213,6266
206021500,21,13,3,4,43,13,6,0,0,21,13,3,4,48,0,0,0,0,3,0,0,0,6,1104,1064,295,54,2516,1314,415,138,4379
206031113,10,6,0,3,23,3,4,0,0,10,6,0,3,23,0,0,0,0,0,3,0,0,7,1426,1796,545,100,3862,1717,376,368,6323
206031115,11,18,0,0,31,4,0,0,0,11,18,0,0,31,0,0,0,0,0,3,0,0,0,946,651,394,90,2085,1741,307,311,4441
206031116,13,6,0,3,23,5,4,0,0,13,6,0,3,24,0,0,0,0,3,0,0,5,9,1802,1763,459,107,4128,2364,373,226,7088
206031501,8,7,0,0,11,0,4,0,0,8,7,0,4,11,0,3,0,0,4,0,0,0,6,1371,2226,544,58,4197,1691,168,196,6254
206031502,3,5,4,0,12,0,0,0,0,3,5,4,0,12,0,0,0,0,7,0,0,0,9,1246,1365,383,76,3071,1872,254,218,5417
206041117,18,16,12,3,45,11,3,0,0,18,16,12,9,50,0,0,0,0,5,11,0,0,16,1513,493,361,211,2582,3225,1292,582,7675
206041118,0,0,0,0,0,0,0,0,0,0,5,0,7,9,3,0,0,0,6,15,0,4,21,2524,935,286,139,3879,2973,689,854,8394
206041119,3,0,0,0,3,0,0,0,0,3,0,0,3,8,5,0,0,0,5,5,0,4,14,851,230,79,34,1195,1035,170,206,2601
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,18,3,0,34
206041121,0,4,3,0,6,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,5,1280,951,356,78,2663,1648,414,196,4922
206041124,0,0,0,0,4,0,0,0,0,0,0,0,3,8,3,0,0,0,3,0,0,0,5,556,311,116,39,1025,776,343,107,2255
206041125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,962,363,138,35,1498,1366,187,202,3258
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,6,3,0,0,6,8,0,0,0,6,3,0,49,56,3,3,0,0,5,13,0,56,75,1162,293,133,133,1726,2328,668,614,5335
206041504,0,0,0,0,0,0,0,0,0,0,0,0,16,16,5,3,0,3,12,32,14,7,63,1917,299,231,365,2807,4183,1768,807,9567
206041505,0,0,0,0,0,0,0,0,0,0,0,0,28,28,13,0,0,0,18,19,11,3,51,2083,397,185,264,2931,3758,1350,837,8874
206041506,14,19,8,3,40,9,3,0,0,14,19,8,19,55,0,0,0,0,4,9,0,0,13,1620,952,539,136,3238,2779,833,763,7614
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
206041508,3,0,0,0,6,0,4,0,0,3,0,0,4,5,3,0,0,0,5,4,0,0,12,1010,343,144,68,1554,1432,323,321,3634
206041509,3,0,0,0,3,3,0,0,0,3,0,0,4,9,10,3,0,0,18,11,5,0,39,2568,616,328,182,3691,3637,1197,507,9037
206041510,3,13,9,0,24,0,0,0,0,3,13,9,0,24,0,0,0,0,0,0,0,0,3,1080,410,149,65,1705,1356,480,204,3742
206051128,7,0,0,0,13,9,3,0,0,16,0,0,0,15,9,3,0,0,9,16,0,11,35,2085,1523,470,86,4164,2651,332,368,7519
206051129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,1678,1269,471,75,3494,3140,475,438,7542
206051130,10,9,0,0,12,0,0,0,0,10,9,0,0,12,0,0,4,0,7,0,0,0,8,2058,1538,615,63,4275,2778,231,454,7738
206051134,15,38,0,6,55,12,4,3,0,15,38,0,8,59,0,0,0,0,0,0,0,0,3,1847,1163,417,101,3526,3204,770,462,7962
206051511,3,10,0,4,10,3,0,0,0,6,8,0,5,16,7,0,0,0,5,6,0,0,14,244,112,50,11,414,271,102,143,929
206051512,21,16,9,0,42,12,6,0,5,21,16,9,9,55,0,0,0,0,6,12,0,14,27,1562,856,393,78,2888,2439,314,395,6030
206051513,91,109,29,3,231,70,15,6,0,91,109,29,8,237,0,0,0,0,3,6,7,3,18,1634,538,287,64,2532,3359,536,466,6894
206051514,76,114,18,41,245,64,8,7,0,76,115,18,62,267,0,0,0,0,0,7,0,0,11,1737,737,288,72,2834,3509,503,655,7501
206061135,5,7,0,0,17,5,3,0,0,5,7,0,0,17,3,0,0,0,3,0,0,0,9,1195,812,303,55,2357,1720,258,153,4487
206061136,17,8,0,0,36,8,0,0,5,17,8,0,6,34,3,0,0,0,5,10,0,0,23,2530,1150,437,149,4267,4348,1067,510,10195
206061138,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,0,0,4,1724,1154,374,52,3310,1946,286,344,5883
206061515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1682,395,206,111,2394,3231,520,546,6697
206061516,10,9,0,0,16,6,3,0,0,10,9,0,0,16,0,0,0,0,7,0,0,3,8,1298,540,301,77,2219,2351,448,341,5359
206071139,69,56,14,0,140,49,13,5,0,69,56,14,3,143,0,0,0,0,0,0,0,4,10,1312,547,185,61,2108,1790,500,266,4669
206071140,25,5,17,0,48,13,5,3,0,23,5,17,3,50,0,0,0,0,5,0,0,0,5,1021,629,226,63,1937,980,542,141,3605
206071141,9,4,5,0,14,3,0,0,0,9,4,5,10,23,0,0,0,0,0,3,0,0,9,1315,402,313,65,2093,1914,486,288,4782
206071142,12,18,11,8,45,4,8,0,0,12,18,11,35,70,0,0,0,0,0,13,0,5,14,1284,546,353,78,2258,1747,557,394,4956
206071143,17,11,6,0,33,4,6,4,0,17,8,10,6,37,3,0,0,0,3,0,3,0,11,1465,1066,346,55,2933,1886,670,245,5729
206071145,9,0,0,0,15,7,0,0,0,9,0,0,0,15,0,0,0,0,3,0,0,0,5,1124,1028,255,41,2452,1194,311,138,4094
206071517,22,16,4,3,47,19,10,0,0,22,16,4,5,53,0,0,0,0,0,0,0,0,5,2325,1286,383,121,4116,2831,1044,387,8374
206071518,12,3,6,3,25,6,9,0,0,12,3,6,5,28,0,0,0,0,0,4,0,0,8,1701,830,524,132,3197,2770,683,326,6974
207011146,14,20,0,0,31,4,6,0,0,14,20,0,0,31,0,0,0,0,0,4,0,0,5,593,1237,259,25,2108,539,64,55,2770
207011147,5,3,0,0,8,0,4,0,0,5,3,0,0,11,7,0,0,0,7,3,0,0,7,1443,2196,694,64,4396,1547,142,194,6282
207011148,11,9,0,3,24,4,3,0,0,11,9,0,3,24,0,0,0,0,0,0,0,0,4,1494,3348,812,62,5718,1180,125,161,7179
