SA2_CODE_2021,C11_Neg_Ni_inc_R1_74,C11_Neg_Ni_inc_R75_99,C11_Neg_Ni_inc_R100_149,C11_Neg_Ni_inc_R150_199,C11_Neg_Ni_inc_R200_224,C11_Neg_Ni_inc_R225_274,C11_Neg_Ni_inc_R275_349,C11_Neg_Ni_inc_R350_449,C11_Neg_Ni_inc_R450_549,C11_Neg_Ni_inc_R550_649,C11_Neg_Ni_inc_R650more,C11_Neg_Ni_inc_R_NS,C11_Neg_Ni_inc_R_Tot,C11_1_149_R1_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650more,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R1_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650more,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R1_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650more,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R1_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650more,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R1_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650more,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R1_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650more,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R1_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650more,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R1_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650more,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R1_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650more,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R1_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650more,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R1_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650more,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R1_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649,C11_2500_2999_R650more,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R1_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650more,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000more_R1_74,C11_4000more_R75_99,C11_4000more_R100_149,C11_4000more_R150_199,C11_4000more_R200_224,C11_4000more_R225_274,C11_4000more_R275_349,C11_4000more_R350_449,C11_4000more_R450_549,C11_4000more_R550_649,C11_4000more_R650more,C11_4000more_R_NS,C11_4000more_R_Tot,C11_PI_S_R1_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224
101031016,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,0,3,0,5,0,0,0,0,18,7,0,5,4,3,5,5,0,0,0,0,3,26,0,0,8,14,10,0,13,0,0,0,9,0,52,0,0,0,3,3,0,0,3,0,0,0,0,14,0,0,10,13,5,12,7,4,7,0,8,3,69,0,0,8,12,14,15,11,0,0,4,11,0,70,0,0,5,11,8,11,15,11,0,11,6,0,84,0,0,0,11,3,7,10,9,0,0,7,0,65,0,0,3,9,6,8,10,8,3,5,13,6,74,0,0,0,4,3,8,5,13,7,9,22,6,77,0,0,0,4,3,8,0,10,7,5,19,3,49,0,0,3,0,3,0,7,8,0,0,29,0,48,0,0,0,0,0,0,0,0,0,0,31,0,42,3,0,0,8,0
101041017,0,0,0,0,0,4,3,0,0,0,0,0,11,4,3,0,5,0,4,0,0,0,0,0,0,20,3,14,11,18,18,11,5,0,0,0,0,3,81,11,18,16,15,10,10,0,0,0,0,0,4,86,0,0,15,30,19,26,22,0,0,0,0,0,116,0,0,18,14,8,13,6,4,0,0,0,0,61,0,3,8,13,20,37,28,7,0,0,0,0,121,0,0,11,7,15,30,28,10,0,0,0,0,103,0,0,3,7,4,24,23,10,6,0,0,0,78,0,0,0,3,3,13,20,5,0,0,0,0,53,0,0,0,0,3,16,11,8,0,0,4,0,51,0,0,0,0,0,6,14,10,0,0,0,0,34,0,0,0,0,0,4,5,9,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,4,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,7,3
101041018,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,3,10,3,5,5,0,0,0,0,0,30,3,3,8,20,4,17,10,0,0,0,0,6,70,0,0,10,23,24,39,29,0,0,0,0,6,132,0,0,7,12,9,18,13,0,0,0,0,0,69,0,0,9,15,15,37,35,8,0,0,0,4,129,0,0,0,8,13,25,38,10,0,0,0,0,99,0,0,0,7,0,29,26,13,0,0,3,3,84,0,0,0,3,12,7,21,6,0,0,0,0,50,0,0,4,4,10,15,13,11,0,0,8,0,57,0,0,0,0,0,5,14,10,0,0,0,0,36,0,0,0,0,0,3,0,8,5,0,0,0,19,0,0,0,0,0,5,3,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
101041019,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,0,0,0,0,0,0,0,9,4,25,9,14,8,4,4,0,0,0,0,0,73,5,23,14,28,5,8,0,0,0,0,0,11,91,0,8,15,35,15,27,8,0,0,0,0,3,106,0,0,6,12,12,6,7,0,0,0,0,0,40,0,0,10,19,26,24,11,0,0,0,0,0,96,3,0,6,27,17,21,18,5,0,0,0,0,94,0,0,4,12,8,24,14,4,0,0,0,0,73,0,0,6,15,12,5,6,4,5,0,0,0,42,0,4,0,5,11,3,19,3,0,0,3,0,62,0,0,0,7,4,5,8,0,0,0,0,0,26,0,0,0,0,0,5,4,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5
101041020,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,9,6,0,9,6,0,0,0,0,0,0,0,0,22,0,10,16,12,8,0,0,0,0,0,0,5,47,3,0,15,14,10,6,0,0,0,0,0,4,45,4,4,0,8,7,3,0,0,0,0,0,0,27,3,3,9,15,7,7,5,0,0,0,0,0,56,3,0,8,18,9,3,4,0,0,0,0,3,56,3,0,4,6,9,3,10,0,0,0,0,3,38,0,0,8,7,3,0,3,0,0,0,0,0,24,3,0,4,6,7,5,0,0,0,0,0,0,25,0,0,0,6,5,5,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6
101041021,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,5,5,0,0,4,0,0,0,0,0,26,0,0,3,15,5,11,0,0,0,0,0,0,37,0,0,0,3,5,9,4,0,0,0,0,0,18,0,0,6,8,5,13,3,0,0,0,0,0,30,0,0,0,6,10,11,8,0,0,0,0,0,34,0,0,0,0,8,8,3,0,0,0,0,0,25,0,0,0,0,3,0,3,6,0,0,0,0,15,0,0,0,3,0,5,12,3,0,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,19,0,7,8,4,3,4,3,0,0,0,0,3,29,3,17,16,25,6,0,0,0,0,0,0,0,67,0,4,13,14,8,12,6,0,0,0,0,0,50,0,0,8,9,3,9,3,0,0,0,0,3,31,0,6,13,16,8,18,8,0,0,0,0,0,56,0,0,0,8,10,11,9,0,0,0,0,0,43,0,0,0,9,3,13,9,0,0,0,0,3,44,0,0,0,3,0,10,4,0,0,0,0,0,25,0,0,3,0,4,5,6,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3
101041024,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,7,0,5,0,0,0,0,0,0,0,22,0,0,4,3,0,5,0,0,0,0,0,0,15,0,0,11,9,4,3,0,0,0,0,0,0,29,0,0,4,5,0,0,4,0,0,0,0,6,13,0,0,3,5,5,5,0,0,0,0,0,5,22,0,0,8,8,0,3,0,0,0,0,0,0,25,0,0,5,0,3,0,3,0,0,0,0,3,16,0,0,5,0,0,6,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
101041025,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,9,3,5,10,9,4,4,0,0,0,0,0,3,51,3,8,13,31,8,8,11,0,0,0,0,0,92,0,3,16,46,21,20,8,6,0,0,0,3,124,0,3,5,10,19,15,9,3,0,0,0,0,65,0,0,9,34,29,36,28,6,0,0,5,10,152,0,0,3,23,13,29,29,7,0,0,0,0,110,0,0,3,15,14,31,34,12,0,0,5,0,110,0,0,3,11,7,22,20,9,3,0,0,3,81,0,0,0,9,3,20,29,21,0,0,0,4,87,0,0,0,4,0,0,7,7,0,0,4,0,27,0,0,0,0,4,5,3,8,0,5,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3
101041026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,5,13,12,12,7,9,0,0,0,0,0,0,64,6,15,15,17,19,3,5,0,0,0,0,0,89,5,0,13,23,17,25,9,3,0,0,0,0,99,0,0,9,15,6,11,5,4,0,0,0,6,56,0,0,8,14,12,23,12,0,0,0,0,0,73,0,0,11,12,12,30,17,0,0,0,0,0,86,0,0,3,0,8,12,11,0,0,0,4,0,43,4,0,0,5,6,7,6,0,0,0,0,0,41,0,0,3,3,10,12,14,0,0,0,0,0,42,0,0,0,0,0,6,6,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7
