SA2_CODE_2021,C21_AP_75_79_NCB_4,C21_AP_75_79_NCB_5,C21_AP_75_79_NCB_6mor,C21_AP_75_79_NCB_NS,C21_AP_75_79_Tot,C21_AP_80_84_NCB_0,C21_AP_80_84_NCB_1,C21_AP_80_84_NCB_2,C21_AP_80_84_NCB_3,C21_AP_80_84_NCB_4,C21_AP_80_84_NCB_5,C21_AP_80_84_NCB_6mor,C21_AP_80_84_NCB_NS,C21_AP_80_84_Tot,C21_AP_85over_N_c_b_0,C21_AP_85over_N_c_b_1,C21_AP_85over_N_c_b_2,C21_AP_85over_N_c_b_3,C21_AP_85over_N_c_b_4,C21_AP_85over_N_c_b_5,C21_AP_85over_N_c_b_6mor,C21_AP_85over_N_c_b_NS,C21_AP_85over_Tot,C21_AP_Tot_NCB_0,C21_AP_Tot_NCB_1,C21_AP_Tot_NCB_2,C21_AP_Tot_NCB_3,C21_AP_Tot_NCB_4,C21_AP_Tot_NCB_5,C21_AP_Tot_N_ch_b_6mor,C21_AP_Tot_NCB_NS,C21_AP_Tot_Tot
214011371,48,9,6,41,394,21,16,83,67,38,14,8,35,286,16,22,65,57,31,13,12,72,289,3505,1353,2520,1318,502,128,104,864,10283
214011372,50,21,9,52,430,10,25,63,65,39,16,12,34,267,22,28,74,68,45,23,25,54,332,2401,1097,1986,1092,468,187,135,809,8184
214011373,50,10,0,28,442,11,27,109,72,30,19,7,38,321,38,27,98,105,53,26,23,118,484,1994,890,2712,1374,386,112,43,432,7950
214011374,49,15,3,21,372,14,8,67,69,45,21,9,21,253,7,18,57,52,36,17,15,23,229,2897,1218,3190,1845,568,143,79,426,10354
214011375,28,8,7,33,320,22,20,46,51,29,11,6,18,205,16,21,66,43,32,24,5,30,238,2303,1071,1942,963,343,126,63,529,7333
214011376,12,9,5,8,137,4,3,17,18,8,5,0,5,61,0,3,12,15,0,3,9,5,51,1523,697,1732,844,249,53,37,186,5325
214021377,56,12,7,46,446,25,23,71,85,41,9,13,29,297,22,17,56,64,22,11,5,43,240,1403,625,1891,1078,353,75,46,496,5968
214021378,22,4,0,11,176,9,9,26,32,14,6,3,6,98,6,4,19,23,21,8,6,12,93,643,209,776,551,175,39,22,230,2642
214021379,66,20,16,43,611,23,17,97,99,41,18,14,32,347,19,16,64,67,42,19,22,32,285,2617,1079,2948,1743,645,168,132,711,10030
214021381,38,4,9,23,452,22,20,114,81,30,15,7,10,307,21,34,84,79,37,12,24,16,304,1868,796,2729,1455,445,78,61,302,7730
214021382,67,15,7,27,529,27,25,99,96,53,15,8,22,349,34,18,102,88,44,15,19,33,356,2057,830,2964,1576,508,99,55,376,8464
214021383,63,13,9,75,652,13,24,109,95,50,13,5,40,354,18,25,58,61,42,13,15,71,295,2016,884,2579,1568,554,105,58,880,8647
214021384,103,32,8,84,883,57,41,155,151,87,26,19,82,623,52,55,203,201,119,31,25,112,798,2468,1168,3006,1955,756,173,102,901,10534
214021385,42,12,10,31,343,16,21,65,73,31,11,9,31,255,9,10,60,58,46,16,11,53,260,2147,885,2404,1400,492,130,59,435,7951
214021591,42,15,9,27,519,24,28,103,99,56,21,3,43,368,38,17,128,117,62,33,17,41,452,1642,745,2134,1223,434,112,60,335,6693
214021592,39,11,6,42,490,24,11,107,103,27,19,10,52,350,18,21,66,86,39,13,11,120,378,1256,556,1650,926,292,93,37,444,5242
215011386,33,8,10,13,202,13,9,38,31,23,8,16,15,150,11,3,24,42,37,25,13,22,180,858,307,861,642,284,93,82,270,3395
215011387,6,5,3,11,73,0,3,9,6,0,0,0,0,32,5,3,8,8,5,0,6,4,41,270,95,334,259,116,42,33,125,1266
215011388,78,22,8,30,389,21,16,59,81,67,22,17,39,307,23,12,59,86,70,34,26,41,359,1848,688,1862,1407,621,202,119,488,7233
215011389,8,3,3,3,54,4,0,3,6,6,4,3,5,35,0,4,7,13,6,8,3,7,41,359,112,352,283,125,32,21,104,1380
215011390,32,15,8,18,188,6,7,29,43,25,12,7,22,151,22,7,33,36,22,10,12,46,191,663,246,723,614,280,96,57,265,2943
215011391,9,5,4,10,101,8,0,13,17,12,3,10,10,70,0,4,10,8,9,7,8,28,81,322,92,380,296,147,52,37,154,1484
215011392,21,12,3,37,210,6,3,26,33,19,7,7,29,134,13,3,26,19,21,11,5,58,157,905,348,929,611,295,100,54,382,3613
215011393,10,7,4,11,63,3,0,9,17,10,8,4,7,49,3,0,11,19,11,4,4,7,62,215,85,261,277,101,39,21,130,1136
215011394,36,9,9,19,191,11,9,22,32,23,8,7,26,131,6,5,22,26,33,18,16,35,168,539,228,656,582,317,103,65,272,2749
215021395,19,8,5,6,115,5,4,24,21,18,6,3,9,96,5,7,20,14,12,14,3,9,86,731,255,847,602,273,82,36,247,3074
215021396,12,9,0,16,70,3,3,12,26,9,4,0,10,76,0,7,16,18,20,7,17,12,87,402,183,538,369,183,54,38,234,2005
215021398,8,3,5,9,58,5,0,4,12,12,4,0,8,42,0,0,10,9,17,7,8,16,67,285,97,338,303,147,55,34,168,1423
215021399,11,6,0,14,85,0,4,11,17,16,7,3,12,76,0,7,17,15,16,7,16,14,99,572,209,631,445,214,81,62,261,2477
215021469,53,16,10,29,321,24,11,57,66,46,32,14,40,287,8,15,60,54,59,29,29,57,309,2139,784,1814,1230,586,213,185,742,7702
215021470,53,18,11,27,324,17,13,45,73,63,22,17,27,283,18,21,56,57,66,26,28,37,313,1834,751,1826,1225,549,186,145,577,7089
215031400,29,11,11,15,145,7,7,21,34,23,13,12,20,136,9,10,13,32,25,21,22,47,182,476,195,520,581,297,113,92,271,2547
215031401,33,17,8,19,189,9,0,23,23,28,20,13,19,128,7,0,6,20,29,6,12,18,95,515,199,679,649,319,110,59,272,2795
215031402,20,8,5,15,122,8,0,22,27,15,4,8,21,103,7,8,22,29,36,11,15,19,135,324,138,363,398,216,66,62,161,1729
215031403,5,0,3,3,31,3,0,6,4,5,3,9,8,38,0,0,8,10,8,5,8,21,58,361,144,225,223,134,63,55,258,1447
215031404,47,15,16,21,246,5,10,39,59,37,30,22,28,229,13,8,38,52,55,21,37,40,266,1190,453,1109,917,412,163,118,401,4763
215031405,16,9,5,17,112,5,0,7,15,17,8,9,6,60,3,6,3,15,13,12,0,8,57,534,189,555,525,254,86,51,272,2464
216011406,57,12,8,42,386,17,7,55,68,43,30,14,42,289,15,17,45,66,43,27,35,92,336,1659,642,1822,1359,530,185,110,549,6851
216011407,48,17,9,27,277,10,11,36,33,44,15,15,28,185,14,3,28,49,48,27,24,50,242,977,369,1148,968,496,176,108,374,4618
216011408,4,3,7,13,54,0,0,10,13,7,7,3,10,47,0,0,5,3,3,0,4,6,22,305,125,403,307,134,49,35,170,1540
216011409,15,10,5,15,123,7,0,18,14,15,6,7,16,82,0,6,19,30,16,10,15,18,105,345,130,413,362,206,55,49,171,1734
216011410,15,3,0,17,104,3,0,15,23,11,7,12,6,77,0,0,7,9,6,9,11,11,54,343,120,428,330,154,64,55,201,1708
216021411,20,16,11,10,175,12,8,24,34,36,9,9,21,148,9,5,24,29,25,19,11,18,142,556,222,681,557,277,101,68,248,2705
216021412,0,0,6,6,51,0,0,3,4,9,4,4,4,30,0,0,4,4,6,0,7,0,15,260,93,293,225,94,39,36,102,1140
216021413,54,16,14,33,254,10,12,35,41,43,20,14,17,188,9,11,33,38,43,33,25,26,214,1174,465,1169,991,575,206,130,497,5200
216021414,40,16,20,40,295,16,6,41,38,34,16,9,29,195,19,20,44,30,48,12,22,44,234,764,334,1053,798,335,117,87,301,3787
216031415,33,12,15,32,188,4,6,18,37,14,11,10,22,129,3,3,13,32,35,10,4,30,140,860,343,840,626,306,108,80,394,3557
216031416,59,26,17,41,343,19,12,51,60,45,24,18,30,252,18,21,75,71,64,27,27,55,365,2261,886,2078,1437,576,189,183,714,8315
216031418,9,0,0,6,45,0,0,4,13,7,4,0,5,30,0,0,4,5,0,0,3,0,24,368,138,390,318,134,34,27,144,1540
216031419,41,6,5,26,191,8,7,23,40,25,9,6,23,146,10,3,16,19,23,11,14,23,119,936,385,1084,801,351,116,73,395,4148
216031593,25,3,3,18,145,4,0,22,36,9,9,7,18,97,9,4,36,29,14,12,16,8,126,883,332,1084,734,272,88,67,179,3637
216031594,60,11,15,43,353,15,7,56,81,49,30,19,35,288,9,17,37,56,41,22,19,27,235,1718,706,1523,1142,569,235,214,681,6796
217011420,31,20,9,23,219,6,3,28,39,24,12,11,16,137,4,7,22,27,28,23,23,29,152,780,351,1012,752,314,108,79,352,3754
217011421,38,23,8,32,299,15,8,40,59,35,18,13,30,219,14,9,54,51,43,22,31,43,266,1088,418,1198,853,404,123,101,341,4538
217011422,36,11,10,26,234,9,11,45,46,33,9,14,26,194,5,12,53,46,38,25,20,21,219,1065,520,1424,869,394,137,91,328,4833
217011423,20,8,4,23,129,11,4,14,26,5,6,10,5,77,12,4,13,30,15,11,12,18,113,585,227,640,565,239,65,51,217,2588
217031471,26,7,4,12,113,6,6,13,21,16,13,7,16,103,3,10,6,18,12,6,11,19,83,330,126,352,331,168,51,24,143,1532
217031472,52,19,15,29,304,17,9,54,72,33,29,23,25,261,20,16,43,79,51,29,42,44,327,1397,509,1272,1040,553,199,144,353,5461
217031473,12,4,9,11,93,0,0,4,9,9,6,4,6,32,0,4,4,10,3,8,9,8,34,556,182,517,438,226,82,50,188,2240
217031474,22,4,8,13,113,8,8,21,16,15,12,9,14,102,4,6,14,17,19,19,13,16,113,513,181,508,461,246,91,64,191,2254
217031475,27,15,7,12,166,6,0,13,23,11,17,0,14,97,3,0,19,20,28,15,12,23,111,668,212,671,582,308,130,76,247,2894
217031476,8,3,0,10,88,4,0,22,16,6,5,4,6,63,0,3,10,8,10,4,5,8,48,459,185,456,279,104,30,18,193,1722
217041477,12,9,5,17,107,0,3,14,17,16,9,4,8,74,10,7,10,13,17,3,15,10,77,716,238,635,550,283,83,63,232,2810
217041478,39,9,13,24,222,6,4,28,18,26,11,16,13,125,6,7,21,28,19,18,17,38,159,995,367,1106,821,382,120,79,346,4205
217041479,71,35,16,44,468,26,12,65,69,54,21,42,31,319,15,14,56,56,52,24,42,59,318,2564,966,2448,1798,785,253,195,623,9623
217041480,31,27,11,35,296,14,9,32,78,38,18,22,36,239,26,18,62,67,57,31,50,60,368,1695,578,1433,1058,452,161,122,449,5950
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
299999499,3,0,0,16,42,0,0,4,6,0,0,0,0,14,0,0,0,4,3,5,0,5,19,1016,266,399,261,111,38,42,1239,3373
301011001,30,12,7,13,225,10,10,27,44,22,16,9,16,147,6,8,25,30,15,15,9,57,168,1829,879,2013,1104,432,141,88,339,6831
301011002,12,3,5,0,98,4,4,21,14,5,3,4,0,60,4,7,15,7,16,8,11,5,66,893,332,916,535,186,63,28,111,3063
301011003,29,10,7,27,335,22,9,64,57,26,7,17,24,222,11,16,61,62,35,23,16,46,273,1630,708,2088,1185,370,108,60,292,6438
301011004,42,13,10,19,289,12,15,51,53,37,22,13,18,218,18,20,57,34,24,18,12,20,196,2190,1012,2194,1247,516,153,91,347,7750
301011005,7,3,0,4,65,4,5,9,9,12,3,0,5,44,0,0,9,10,3,5,0,4,32,442,225,494,271,89,29,11,72,1634
301011006,22,4,3,12,215,6,6,27,33,15,11,0,12,117,3,7,34,28,9,11,3,26,118,1305,553,1663,949,270,76,34,190,5045
301021007,59,7,10,52,546,29,18,116,92,59,13,10,49,391,29,32,101,89,60,27,26,97,457,1773,815,2384,1301,500,123,86,451,7423
301021008,19,6,0,12,188,13,6,35,32,19,5,5,4,119,18,9,36,23,23,13,10,18,132,719,334,959,473,169,48,26,98,2833
301021009,31,9,9,19,284,14,11,52,40,34,6,3,12,174,4,11,31,26,16,10,8,16,125,1775,881,2340,1242,474,121,63,297,7199
301021011,12,8,0,0,84,0,0,5,6,13,0,0,0,29,0,0,6,7,5,10,0,0,27,882,384,1100,529,151,39,25,89,3208
301021012,29,10,3,13,241,7,18,32,58,30,8,5,8,162,11,8,45,48,30,14,11,25,190,2187,962,2448,1318,450,128,81,256,7825
301021013,52,14,7,26,519,25,28,109,112,63,14,11,20,381,43,25,136,113,63,40,34,44,501,1614,725,2255,1294,475,163,90,284,6902
301021550,7,0,0,7,57,0,0,0,3,8,3,7,0,24,0,3,3,4,7,0,4,7,21,179,95,228,171,74,19,16,102,887
301021551,44,12,7,36,326,4,10,38,30,18,6,3,11,117,6,10,9,17,12,8,7,11,81,783,460,1009,709,333,121,54,375,3846
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301031015,14,0,0,14,146,10,9,20,26,13,13,0,30,125,13,5,20,24,11,15,10,44,141,949,390,1041,496,155,54,30,199,3316
301031016,31,15,0,8,225,10,6,44,44,18,13,3,7,148,11,10,27,37,30,16,8,16,159,1401,673,1555,757,252,90,48,183,4958
301031017,3,9,4,0,48,0,0,0,5,3,0,3,3,23,0,0,3,4,8,0,4,0,21,817,277,464,201,74,40,20,91,1992
301031018,16,6,0,8,152,3,7,22,10,14,0,4,6,72,3,3,17,21,15,0,11,0,75,1181,559,1065,505,193,39,37,157,3723
301031019,8,7,0,0,78,4,3,12,14,0,3,0,3,40,3,0,5,11,3,0,0,0,27,936,496,1336,543,121,30,11,91,3561
301031020,22,8,12,20,247,17,10,37,39,32,7,8,19,167,22,20,38,38,29,20,20,59,242,1841,863,1747,851,326,102,71,345,6141
301031021,32,11,4,22,275,17,12,46,50,23,13,9,27,194,19,19,61,48,40,23,16,47,264,1910,978,1829,918,341,134,90,390,6589
302011022,16,7,4,3,109,3,3,17,15,5,5,0,8,56,8,7,17,17,16,8,4,0,67,962,431,866,464,176,61,32,126,3122
302011023,21,4,0,3,157,4,9,41,35,11,4,6,9,118,9,10,29,33,25,7,9,12,123,1272,545,1489,701,199,53,30,121,4397
302011024,33,13,7,17,259,28,5,66,61,26,14,9,18,221,54,23,75,60,47,18,29,35,341,1330,588,1241,627,251,86,63,184,4364
302011025,17,0,0,0,150,9,5,36,31,21,8,4,3,115,8,7,26,27,19,12,12,9,125,1724,624,1084,480,181,45,32,122,4300
302011026,14,4,3,5,113,3,5,25,15,17,0,0,0,72,0,0,17,11,15,6,8,0,49,1007,389,1087,487,143,34,29,93,3265
302021027,32,12,3,27,345,24,12,89,78,30,9,12,28,275,24,17,80,77,54,15,16,84,377,1676,681,1677,843,311,90,61,301,5642
302021028,32,7,10,37,256,28,21,46,51,34,16,9,40,231,30,18,50,44,35,19,16,134,347,2504,705,891,488,218,86,52,537,5486
302021029,22,4,4,11,132,14,8,32,36,18,3,7,7,121,13,10,21,23,18,6,6,0,98,957,358,702,416,169,43,30,100,2781
302021030,7,3,0,4,63,7,0,19,21,8,3,0,4,69,11,10,20,31,19,11,7,8,121,608,258,489,252,112,40,21,62,1837
302021031,8,7,3,7,120,16,9,27,20,11,5,6,10,106,27,8,25,32,17,10,14,7,144,2751,798,1381,645,208,62,39,262,6140
302021032,7,0,0,7,80,12,0,5,19,8,8,0,4,53,11,3,18,14,17,8,4,9,94,1261,381,607,313,98,51,33,202,2945
302021033,16,10,11,4,160,9,5,33,39,23,8,9,12,134,21,18,38,21,30,12,13,42,195,985,374,816,468,170,54,46,165,3085
302021034,11,3,3,7,106,6,7,15,10,5,7,9,0,67,12,13,30,34,15,10,10,13,133,1537,568,1187,540,152,48,36,147,4218
302031035,31,7,5,6,178,21,8,29,44,15,11,5,11,140,14,8,30,35,11,6,6,11,126,1333,545,1046,526,215,70,57,179,3970
302031036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,11
302031037,3,4,0,0,24,0,0,5,6,0,0,0,0,10,0,0,0,0,0,0,0,0,4,504,132,189,94,19,11,0,61,1007
302031038,5,0,7,0,59,5,0,12,9,4,3,8,0,46,0,5,10,7,7,3,6,3,42,1156,425,695,283,98,41,27,139,2872
302031039,23,12,4,10,148,21,10,23,25,11,4,8,10,104,49,7,24,33,20,19,13,46,202,1601,606,1138,562,183,76,53,199,4416
302031040,14,13,4,12,160,14,7,23,20,10,6,4,12,83,27,16,30,26,16,13,10,7,146,3165,770,1017,447,162,53,40,317,5967
302041041,29,4,9,15,288,9,10,40,44,14,8,7,7,143,7,6,26,28,18,17,7,12,113,2057,973,2213,1063,387,122,72,250,7134
302041042,13,4,3,11,162,4,6,27,33,16,9,9,6,112,5,6,24,19,22,7,9,3,105,1098,555,1245,615,212,74,58,151,4003
302041043,11,4,4,6,68,3,4,10,14,4,0,3,5,45,4,0,13,17,9,3,6,3,56,508,213,434,220,70,33,20,91,1597
302041044,17,6,7,24,158,20,6,24,26,19,8,8,17,118,11,18,45,41,32,11,10,47,220,826,356,844,506,174,46,42,195,2992
302041045,47,8,3,25,365,25,9,61,67,34,22,7,37,273,14,20,74,46,49,24,18,92,333,2002,974,1652,764,323,122,69,382,6289
302041046,10,6,3,11,121,4,3,21,28,20,10,7,8,101,9,11,19,31,23,19,13,12,124,1543,635,718,442,195,86,77,322,4008
303011047,5,0,0,0,96,11,7,19,18,9,3,8,3,69,9,12,17,23,14,3,3,5,86,1958,617,1320,669,166,37,23,147,4932
303011048,12,5,8,4,55,4,0,9,9,5,9,0,0,41,4,9,12,20,12,7,5,6,64,1260,377,669,268,95,32,26,144,2871
303011049,17,6,7,10,209,19,9,53,57,20,12,13,10,190,20,26,77,60,37,16,8,28,275,1980,774,1339,646,236,64,35,193,5270
303011050,11,3,0,7,97,0,7,13,19,9,3,7,0,51,3,0,12,19,4,7,0,0,55,1269,425,720,344,118,51,25,163,3116
303011051,26,8,4,12,349,20,22,75,54,36,11,8,19,244,16,13,55,54,34,15,9,22,236,1930,873,2342,1183,365,91,54,218,7061
303021052,12,4,0,4,106,12,10,12,12,10,0,6,9,69,7,6,16,14,10,5,0,5,63,2949,646,840,371,141,40,20,258,5260
303021053,27,7,5,6,232,27,3,49,48,17,13,9,24,184,20,21,51,51,35,17,28,41,257,3874,897,1550,870,246,80,49,393,7961
303021054,4,0,0,0,29,0,5,10,3,6,0,0,4,30,0,0,7,11,0,0,9,0,33,1161,217,382,171,47,11,17,113,2118
303021055,12,4,3,14,117,10,3,17,10,4,6,7,3,60,8,0,22,15,7,7,9,8,79,2594,561,747,319,121,37,28,282,4698
303021056,17,4,0,3,121,5,0,13,11,12,5,11,6,71,18,12,35,39,14,5,11,18,163,1299,493,1007,461,151,58,56,180,3701
303021057,8,0,0,12,74,6,3,28,10,14,6,5,10,81,8,4,17,15,6,14,8,31,104,1082,332,698,294,101,25,24,161,2715
303021058,4,7,6,5,64,4,5,14,9,4,4,4,9,48,15,6,21,18,12,8,11,19,101,2606,287,402,205,70,25,23,339,3948
303021059,17,6,3,9,190,21,7,45,36,18,6,8,6,146,19,16,28,38,35,13,10,25,176,1896,502,1029,567,183,51,29,228,4488
303031060,26,6,4,8,160,6,12,46,44,18,6,8,6,144,7,8,36,32,17,15,14,21,150,2142,994,1718,730,268,73,76,294,6289
303031061,15,8,3,6,110,8,8,23,24,8,3,0,3,75,0,4,15,13,5,5,3,0,53,1029,358,593,271,89,29,28,146,2545
303031062,25,11,0,3,180,9,10,15,27,14,8,5,3,92,4,5,21,22,17,3,11,3,88,1058,399,1101,633,210,57,49,137,3641
303031063,18,4,5,19,214,10,14,41,54,13,13,5,14,168,15,16,41,33,24,7,15,37,188,2648,892,1706,773,238,75,66,398,6794
303031064,8,3,0,3,86,0,4,16,6,10,0,6,0,37,0,3,8,4,3,0,0,0,26,1293,775,1356,528,161,40,18,123,4292
303031065,34,0,4,15,183,14,11,46,49,21,12,4,17,189,18,21,52,67,35,20,10,32,262,2104,562,943,495,205,75,49,350,4784
303031066,22,7,8,7,204,10,14,44,42,22,9,5,11,155,7,8,34,41,20,15,10,20,154,1370,633,1531,725,248,63,42,168,4776
303041067,14,0,5,0,85,5,8,20,12,3,5,9,8,64,3,4,16,12,0,0,6,3,52,980,353,466,240,84,24,35,160,2342
303041068,11,0,4,5,116,4,6,22,19,21,3,5,3,92,9,10,26,15,18,6,11,6,104,2085,606,1031,396,193,45,49,200,4601
303041069,11,6,0,3,101,9,7,28,26,11,3,6,8,94,9,9,16,20,7,7,0,8,90,715,294,502,287,90,31,19,119,2051
303041070,4,7,0,9,85,3,9,25,22,11,4,7,0,76,11,10,28,47,20,4,4,8,133,1203,439,715,369,122,48,28,127,3058
303041071,18,5,8,6,135,3,14,34,18,24,10,0,6,102,13,12,30,32,20,13,6,9,128,1448,535,1332,601,196,65,35,121,4333
303051072,23,0,0,8,125,6,12,25,17,11,6,0,5,87,8,4,17,13,9,9,4,3,62,1068,564,1045,482,177,56,38,188,3616
303051073,26,10,7,6,197,3,10,36,16,21,9,13,16,126,5,11,22,20,13,3,5,39,129,2897,1661,2633,1082,377,107,122,462,9345
303051074,5,4,4,0,33,0,0,3,10,4,4,4,0,27,0,0,0,0,0,6,4,0,14,1237,764,1055,403,156,62,43,131,3856
303051075,15,3,8,3,145,14,5,28,32,19,11,9,15,124,7,21,41,38,27,20,11,27,190,1707,988,2052,950,287,98,75,238,6398
303051076,21,7,12,18,148,8,4,16,22,19,10,8,14,101,5,8,35,17,21,9,13,32,140,1340,506,744,461,267,121,119,360,3925
303061077,14,7,4,4,117,6,10,17,23,16,4,5,3,75,12,13,31,20,20,9,6,6,120,1070,462,973,540,228,73,87,135,3568
303061078,14,3,3,5,133,9,7,17,19,11,8,6,3,76,0,0,10,16,7,0,13,6,57,2056,945,1438,603,216,89,65,293,5712
303061079,13,9,10,13,145,10,13,39,22,12,4,6,6,108,4,5,27,23,13,4,7,11,98,1420,581,826,442,153,59,65,210,3758
303061080,33,12,5,16,296,18,17,51,49,30,14,9,20,210,22,29,62,63,26,11,28,20,256,2338,1216,1991,947,350,121,111,446,7514
304011081,23,0,0,3,152,4,4,35,28,10,3,4,10,105,9,6,25,28,14,5,6,29,121,911,394,1029,514,178,53,22,124,3221
304011082,7,0,0,0,106,6,10,17,17,12,3,5,0,56,0,9,15,16,6,9,5,3,59,888,401,941,416,130,40,32,79,2925
304011083,8,0,0,4,64,0,0,9,4,0,3,0,0,24,0,4,11,0,3,0,4,0,20,531,233,522,231,69,21,11,41,1663
304011084,19,0,0,8,181,14,6,45,32,17,9,0,13,137,19,32,69,41,32,14,5,15,234,1152,556,1462,618,199,53,21,114,4171
304011085,4,4,0,0,61,0,0,13,15,6,4,0,0,40,4,0,7,11,3,3,0,0,34,516,215,682,311,82,21,12,30,1860
304021086,20,3,3,9,172,5,8,32,33,16,9,5,4,111,4,3,22,18,18,3,8,4,72,1091,549,1437,739,230,54,29,101,4237
304021087,11,8,0,5,148,14,6,42,29,17,4,0,6,121,17,20,44,41,25,9,9,12,177,706,293,1002,578,182,57,18,109,2950
304021088,18,8,4,3,201,10,15,26,31,13,6,0,8,109,11,9,35,35,15,10,4,0,121,1172,553,1566,726,174,49,18,93,4354
304021089,3,0,5,0,59,3,6,8,9,6,0,0,0,35,0,5,11,4,4,0,7,5,32,466,184,622,284,75,17,8,45,1704
304021090,19,9,3,3,197,10,4,61,39,30,9,4,6,170,9,7,33,37,21,9,4,3,125,1004,484,1368,595,196,48,17,96,3815
304021091,11,5,0,7,95,3,5,23,16,13,0,3,22,89,8,9,31,19,16,3,7,93,174,599,220,716,450,133,34,12,188,2359
304031092,16,0,4,16,113,10,12,16,16,8,6,3,6,69,8,10,25,37,23,8,7,30,145,921,315,1015,550,160,35,25,132,3154
304031093,11,0,0,8,88,4,0,15,14,19,4,9,14,72,7,4,11,12,11,6,7,22,83,726,269,627,333,127,32,20,114,2247
304031094,12,3,3,3,158,9,13,31,28,11,4,8,6,100,0,8,20,33,16,11,0,7,101,2446,744,1389,616,181,48,23,228,5691
304031095,10,3,0,5,113,7,5,18,14,21,3,5,6,69,7,0,15,11,19,0,11,4,71,1121,331,735,412,142,24,22,103,2879
304031096,16,3,0,12,141,19,3,31,17,16,3,0,3,97,5,7,14,16,11,3,5,9,69,3371,469,813,374,120,23,16,339,5530
304031097,14,0,0,5,151,7,6,30,28,13,3,4,3,100,12,6,19,31,14,16,3,8,109,2080,492,774,392,105,28,10,166,4054
304041098,8,8,4,0,86,4,8,18,14,15,0,8,5,71,6,5,14,17,13,4,6,8,66,1619,487,784,366,124,37,21,185,3625
304041099,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,0,5,13
304041100,11,10,8,8,196,14,6,39,42,22,13,5,10,153,30,18,71,70,31,18,19,25,287,962,442,884,513,178,88,63,171,3307
304041101,14,11,0,0,116,10,4,17,16,11,6,5,3,79,6,3,24,35,25,12,16,4,126,1347,467,1037,471,168,61,34,129,3715
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,18,12,3,11,341,8,14,78,64,23,12,6,8,209,21,12,61,52,28,16,14,6,199,1924,770,2417,1256,345,81,40,176,7009
304041104,15,5,5,5,131,8,9,19,14,14,3,0,5,67,9,5,25,25,15,8,6,7,99,1354,556,1542,753,217,57,35,99,4615
305011105,12,5,0,4,84,6,3,17,16,5,4,0,4,65,0,5,8,5,3,3,0,0,30,3970,582,643,274,81,28,16,551,6141
305011106,0,0,0,8,46,3,0,4,0,7,0,4,3,27,4,8,7,12,4,9,0,7,49,3012,354,285,106,35,23,20,397,4227
305011107,4,0,0,15,80,4,3,10,15,9,0,0,11,52,4,0,6,4,3,5,9,30,57,1384,272,512,297,80,20,21,230,2815
305011108,12,3,0,6,133,7,6,25,17,11,6,0,4,75,17,5,21,9,27,10,5,11,108,2533,444,708,344,118,34,23,308,4509
305011109,12,7,0,21,192,15,9,33,28,11,3,3,20,126,13,15,42,28,17,9,8,49,184,3033,597,967,494,157,39,32,448,5756
305011110,9,6,0,8,73,0,4,11,14,8,5,0,18,53,3,3,11,6,3,4,8,5,42,4071,606,711,271,100,30,18,827,6631
305011111,3,0,0,4,37,5,0,3,3,4,0,0,0,23,0,4,4,5,5,0,0,0,17,1759,317,303,112,49,15,4,294,2865
305011112,10,3,0,4,113,0,6,26,13,10,5,4,4,72,5,4,26,12,9,5,0,0,68,3738,767,1199,479,145,41,19,425,6813
305021113,5,0,0,0,37,4,0,15,5,0,0,0,0,23,0,0,4,5,0,0,0,4,24,749,249,512,215,61,14,11,71,1889
305021114,6,7,0,3,97,0,4,21,20,8,4,0,4,57,3,4,17,18,9,7,5,0,66,1221,411,823,410,97,39,12,157,3169
305021115,7,3,7,6,59,3,0,6,12,7,0,0,0,36,0,5,10,8,3,3,6,7,33,1471,301,384,210,51,25,12,211,2660
305021116,8,0,0,0,39,0,0,4,4,7,4,0,0,21,3,0,3,0,0,6,0,0,21,884,271,560,276,77,21,8,70,2170
305021117,16,5,5,8,113,5,5,26,22,13,10,4,8,91,13,7,36,44,14,9,12,14,145,2894,784,1340,550,148,60,48,363,6191
305021118,0,4,0,5,48,10,0,3,4,0,0,0,0,24,0,4,9,7,0,0,0,3,36,1214,372,699,353,60,29,4,110,2833
305031119,9,0,0,13,59,3,4,10,11,9,4,5,7,51,5,0,17,10,12,4,6,14,67,1156,173,288,134,53,13,9,170,2000
305031120,6,3,0,0,62,0,4,7,9,9,0,0,0,40,0,3,10,12,3,4,0,7,41,1290,346,646,277,73,19,7,99,2761
305031121,16,0,0,7,103,7,4,10,12,12,6,0,4,58,3,0,13,13,12,13,3,3,62,1075,285,536,315,134,29,21,136,2524
305031122,18,11,0,10,161,15,8,19,22,12,4,3,4,94,16,7,24,23,18,3,7,17,118,2214,580,1005,487,180,44,29,217,4757
