SA2_CODE_2021,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950over_REA,C16_950over_ST_HA,C16_950over_Co_ho_pr,C16_950over_Pe_no_sa_ho,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Co_ho_pr,C16_R_NS_Pe_no_sa_ho,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_Tot_Co_ho_pr,C16_Tot_Pe_no_sa_ho,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_Tot_Tot,C21_1_74_REA,C21_1_74_ST_HA,C21_1_74_Co_ho_pr,C21_1_74_Per_no_sa_ho,C21_1_74_Oth_land_typ,C21_1_74_LLT_NS,C21_1_74_Tot,C21_75_99_REA,C21_75_99_ST_HA,C21_75_99_Co_ho_pr,C21_75_99_Pe_no_sa_ho,C21_75_99_Oth_lan_typ,C21_75_99_Lan_type_ns,C21_75_99_Tot,C21_100_149_REA,C21_100_149_ST_HA,C21_100_149_Co_ho_pr,C21_100_149_Pe_no_sa_ho,C21_100_149_Ot_lan_ty,C21_100_149_Lan_typ_ns,C21_100_149_Tot,C21_150_199_REA,C21_150_199_ST_HA,C21_150_199_Co_ho_pr,C21_150_199_Pe_no_sa_ho,C21_150_199_Ot_lan_ty,C21_150_199_Lan_ty_ns,C21_150_199_Tot,C21_200_224_REA,C21_200_224_ST_HA,C21_200_224_Co_ho_pr,C21_200_224_Pe_no_sa_ho,C21_200_224_Ot_lan_ty,C21_200_224_Lan_ty_ns,C21_200_224_Tot,C21_225_274_REA,C21_225_274_ST_HA,C21_225_274_Co_ho_pr,C21_225_274_Pe_no_sa_ho,C21_225_274_Ot_la_typ,C21_225_274_Lan_ty_ns,C21_225_274_Tot,C21_275_349_REA,C21_275_349_ST_HA,C21_275_349_Co_ho_pr,C21_275_349_Pe_no_sa_ho,C21_275_349_Ot_lan_ty,C21_275_349_Lan_ty_ns,C21_275_349_Tot,C21_350_449_REA,C21_350_449_ST_HA,C21_350_449_Co_ho_pr,C21_350_449_Pe_no_sa_ho,C21_350_449_Ot_lan_ty,C21_350_449_Lan_ty_ns,C21_350_449_Tot,C21_450_549_REA,C21_450_549_ST_HA,C21_450_549_Co_ho_pr,C21_450_549_Pe_no_sa_ho,C21_450_549_Oth_lan_typ,C21_450_549_Lan_ty_ns,C21_450_549_Tot,C21_550_649_REA,C21_550_649_ST_HA,C21_550_649_Co_ho_pr,C21_550_649_Pe_no_sa_ho,C21_550_649_Ot_lan_ty,C21_550_649_Lan_ty_ns,C21_550_649_Tot,C21_650_749_REA,C21_650_749_ST_HA,C21_650_749_Co_ho_pr,C21_650_749_Pe_no_sa_ho,C21_650_749_Oth_lan_typ,C21_650_749_LLT_NS,C21_650_749_Tot,C21_750_849_REA,C21_750_849_ST_HA,C21_750_849_Co_ho_pr,C21_750_849_Pe_no_sa_ho,C21_750_849_Oth_lan_typ,C21_750_849_LLT_NS,C21_750_849_Tot,C21_850_950_REA,C21_850_949_ST_HA,C21_850_949_Co_ho_pr,C21_850_949_Pe_no_sa_ho,C21_850_949_Oth_lan_typ,C21_850_949_LLT_NS,C21_850_949_Tot,C21_950over_REA,C21_950over_ST_HA,C21_950over_Co_ho_pr,C21_950over_Pe_no_sa_ho,C21_950over_Oth_lan_typ,C21_950over_LLT_NS,C21_950over_Tot,C21_R_NS_REA,C21_R_NS_ST_HA,C21_R_NS_Co_ho_pr,C21_R_NS_Pe_no_sa_ho,C21_R_NS_Oth_lan_typ,C21_R_NS_Land_typ_ns,C21_Rent_not_statd_Tot,C21_Tot_REA,C21_Tot_ST_HA,C21_Tot_Co_ho_pr,C21_Tot_Pe_no_sa_ho,C21_Tot_Oth_lan_typ,C21_Tot_LLT_NS,C21_Tot_Tot
101031016,10,0,33,89,0,0,38,57,0,177,16,0,0,16,15,4,54,482,10,8,260,178,4,941,0,0,0,3,10,0,12,0,0,0,0,6,0,5,3,0,0,13,11,0,19,8,0,3,17,10,0,36,14,0,10,17,10,0,42,52,0,0,36,38,0,128,73,0,0,40,7,0,123,113,0,0,40,19,0,171,75,0,0,38,4,0,121,37,0,0,21,0,0,60,27,0,0,7,5,0,39,19,0,0,15,6,0,36,4,0,0,5,3,0,17,77,0,0,59,65,0,204,12,0,0,60,28,4,101,527,5,10,362,211,4,1120
101041017,0,0,0,0,0,0,0,0,0,0,12,13,0,3,6,0,41,488,178,38,217,48,9,973,0,4,0,0,0,0,5,0,4,4,0,0,0,7,0,53,3,9,0,0,67,8,24,14,17,12,0,72,14,10,9,18,6,0,51,55,13,16,39,3,0,126,132,15,0,50,18,5,213,235,9,0,52,15,0,319,96,0,0,30,5,0,126,20,0,0,10,4,0,31,0,0,0,0,0,0,3,0,0,0,0,5,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,7,10,10,4,18,19,0,62,580,135,49,247,83,8,1102
101041018,0,0,0,0,0,0,0,0,0,0,8,5,5,7,3,0,24,567,59,20,203,15,8,881,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,5,0,0,19,5,8,5,18,0,0,34,17,10,4,10,0,0,34,60,9,10,23,7,0,117,150,3,10,36,4,0,201,261,3,0,67,8,3,345,100,3,0,26,5,0,125,20,0,0,9,0,0,30,4,0,0,0,0,0,6,0,0,0,6,0,0,8,0,0,0,0,0,0,0,5,0,0,4,0,0,9,12,5,0,20,10,4,51,638,60,37,211,43,14,988
101041019,0,0,0,0,0,0,0,0,0,0,12,10,0,8,6,0,29,490,144,39,181,34,12,888,0,4,0,0,6,0,13,0,3,0,0,0,0,6,11,49,16,11,9,0,91,8,20,3,17,3,0,56,23,14,7,16,6,0,69,59,13,4,27,7,0,113,116,16,0,49,5,4,193,218,8,5,59,6,6,300,55,0,0,9,0,0,65,5,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,5,5,11,10,4,40,504,126,40,224,57,10,960
101041020,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,21,117,9,6,203,30,3,374,0,0,0,7,4,0,9,0,0,0,5,0,0,5,4,3,7,22,3,0,31,0,0,0,26,5,0,35,0,0,0,32,0,0,43,25,0,0,38,9,0,71,38,0,3,47,0,0,85,34,0,0,28,0,0,66,18,0,0,0,0,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,26,6,0,36,123,3,3,247,29,4,408
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,136,3,5,100,19,7,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,0,4,10,7,0,30,12,0,0,8,0,0,20,5,0,0,11,0,0,18,25,0,0,23,4,0,54,51,0,0,28,11,0,93,26,0,0,16,0,0,43,20,0,0,13,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,6,0,9,145,0,5,127,37,0,315
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,12,213,103,13,79,21,0,423,0,3,0,0,0,0,5,0,0,0,0,0,0,3,4,26,0,7,6,0,40,8,15,0,8,7,0,49,24,8,0,6,0,0,37,46,14,6,9,0,0,73,43,8,0,25,0,0,86,58,5,0,11,0,4,76,16,0,0,5,0,0,24,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,3,3,26,209,94,11,82,27,8,432
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,13,38,12,9,100,25,6,181,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,9,4,0,6,0,0,4,8,0,0,16,5,4,6,12,4,0,32,3,0,4,12,0,0,22,8,0,0,10,0,0,25,21,0,0,15,3,0,46,0,0,0,3,4,0,9,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,17,42,13,8,94,27,5,185
101041025,0,0,0,4,0,0,0,0,0,8,9,4,0,19,10,0,47,607,43,27,278,45,4,1015,0,0,0,5,0,0,5,0,0,0,0,4,0,3,0,9,3,7,5,0,33,13,9,13,20,7,0,54,32,0,4,25,7,0,69,54,10,0,39,9,0,110,185,0,4,52,14,0,259,205,7,3,74,16,0,303,126,0,0,32,4,0,159,34,0,0,6,0,0,40,9,0,0,4,0,0,16,0,0,0,0,4,0,6,0,0,0,0,0,0,5,0,0,0,5,0,0,9,10,0,0,16,9,0,47,672,36,35,296,80,5,1116
101041026,0,0,0,0,0,0,0,0,0,0,3,15,0,4,0,0,29,342,107,20,231,21,7,726,0,3,0,0,7,0,8,0,0,0,0,0,0,0,3,27,4,9,0,0,43,15,15,4,29,3,0,69,13,5,0,18,3,0,42,31,7,7,24,6,0,66,87,4,3,53,5,0,155,110,4,0,68,4,0,192,29,0,0,18,0,0,47,8,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,20,5,3,45,311,74,26,251,33,12,704
101041027,0,0,0,4,0,0,3,0,0,8,5,3,4,15,6,0,40,414,83,31,239,49,15,831,0,0,0,0,0,0,3,0,3,0,0,0,0,8,7,33,10,12,10,0,64,18,13,14,26,3,0,75,27,11,5,35,4,0,77,73,4,14,41,4,0,141,104,7,0,48,4,0,169,139,3,0,64,5,0,213,48,0,0,16,0,0,61,12,0,0,6,0,0,14,5,0,0,3,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,3,5,0,19,13,7,0,11,10,5,50,441,85,49,272,51,10,898
101051539,0,0,0,0,0,0,0,0,0,4,34,27,9,14,13,0,97,1601,514,94,449,85,26,2773,5,14,0,4,0,0,19,0,38,3,3,0,0,46,21,189,18,23,5,0,255,67,101,58,29,8,0,269,70,25,4,41,8,0,156,210,30,12,59,7,0,321,574,63,5,127,20,5,793,798,16,10,132,14,4,974,181,3,0,24,9,0,212,22,0,0,10,0,0,32,7,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,10,37,30,6,32,16,7,133,1998,515,119,493,85,18,3226
101051540,0,0,0,0,0,0,0,0,0,0,7,0,4,23,7,0,39,265,18,16,266,46,3,613,0,0,0,3,6,0,10,0,0,0,9,0,0,9,4,4,8,25,5,0,42,9,6,4,33,8,0,57,9,0,0,36,3,0,52,40,5,4,37,4,0,94,75,0,0,38,14,0,120,81,0,0,38,0,0,127,40,0,0,9,3,0,53,13,0,0,0,0,0,10,12,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,25,0,61,291,14,11,258,73,5,645
101061541,0,0,0,0,0,0,3,0,0,3,3,3,0,5,0,3,15,279,68,29,142,18,4,551,0,0,0,4,0,0,7,0,0,4,0,0,0,5,0,5,28,3,6,0,34,3,16,11,4,0,0,40,6,4,4,15,0,0,27,13,11,3,16,0,0,46,73,15,13,39,0,0,147,137,3,6,44,5,0,192,55,0,0,17,7,0,72,13,0,0,5,0,0,12,4,0,0,3,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,10,11,4,42,315,62,65,160,29,7,637
101061542,0,0,0,0,0,0,0,0,0,0,0,0,4,14,17,0,42,138,5,7,247,63,11,466,0,0,0,0,5,0,7,0,0,0,0,0,0,4,3,0,0,13,0,0,21,11,0,0,18,4,0,31,0,0,0,15,0,0,19,9,0,0,14,9,0,24,22,0,0,34,3,0,59,29,0,0,40,3,0,72,30,0,0,28,3,0,55,23,0,0,17,4,0,43,17,0,0,9,0,0,29,5,0,0,4,0,0,11,3,0,0,3,0,0,6,4,0,0,4,0,0,10,0,0,0,22,23,0,45,155,0,0,225,45,3,434
101061543,0,0,0,0,0,0,0,0,0,0,12,8,7,10,4,0,35,754,117,30,212,32,16,1160,0,6,3,9,4,0,14,5,3,0,3,0,0,11,14,10,10,13,0,0,49,86,26,16,33,0,0,161,75,15,4,43,7,0,145,244,22,20,55,11,0,350,249,3,3,34,5,0,297,104,0,0,13,0,0,120,10,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,23,6,0,23,6,3,59,808,90,54,227,47,9,1231
101061544,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,46,148,25,13,235,68,0,488,0,0,0,8,13,0,18,0,0,4,4,3,0,9,6,0,8,23,3,0,46,22,6,11,34,7,0,84,24,5,0,35,9,0,72,55,3,0,32,8,0,99,60,0,0,28,8,0,100,11,0,0,7,0,0,24,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,17,27,0,52,179,15,23,207,88,0,521
102011028,0,0,6,10,0,0,0,0,0,10,4,0,0,9,0,0,8,359,0,0,105,7,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,4,0,0,0,3,0,0,3,9,0,0,9,0,0,20,28,0,0,10,0,0,37,71,0,0,21,0,0,93,81,0,0,26,0,0,108,75,0,0,15,0,0,89,34,0,0,3,0,0,41,33,0,0,7,0,0,42,21,0,0,5,0,0,26,16,0,0,0,0,0,16,8,0,0,4,3,0,11,373,0,0,110,5,0,494
102011029,0,0,4,0,0,0,0,0,0,3,10,0,0,8,0,0,19,320,4,3,130,38,8,497,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,3,3,0,16,4,0,5,8,7,0,26,7,0,0,13,11,0,28,19,0,0,20,4,0,40,80,0,0,28,0,0,115,74,0,0,25,0,0,100,56,0,0,15,0,0,71,27,0,0,4,0,0,32,20,0,0,3,0,0,22,13,0,0,0,0,0,16,16,0,0,0,0,0,15,3,0,0,10,0,5,22,321,0,6,135,36,6,504
102011030,0,0,0,6,0,0,3,0,0,3,9,0,0,12,10,0,32,142,0,0,153,28,0,338,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,4,0,24,5,0,0,8,0,0,16,24,0,0,12,3,6,46,23,0,0,25,0,0,51,29,0,0,26,0,0,65,23,0,0,16,0,0,40,17,0,0,0,0,0,18,7,0,0,3,0,0,13,4,0,0,4,0,0,14,5,0,0,0,0,0,8,6,0,0,5,0,0,7,5,0,0,14,15,0,32,166,0,3,137,36,4,346
102011031,0,0,4,0,0,0,0,3,0,7,9,10,0,9,7,5,31,463,129,30,155,68,11,854,0,5,0,0,0,0,6,0,10,0,0,0,0,16,0,37,4,7,3,0,47,0,16,9,7,42,0,78,3,12,0,9,6,3,29,6,3,12,3,0,0,36,31,6,12,20,20,0,94,138,14,5,54,13,0,218,143,3,0,28,4,0,177,102,0,0,16,0,0,122,51,0,0,5,0,0,53,29,0,0,4,0,0,34,5,0,0,0,0,0,6,11,0,0,0,0,0,11,7,8,0,0,8,6,38,530,120,41,156,103,8,964
102011032,0,0,3,5,0,0,0,0,0,0,30,39,8,18,4,0,102,2322,614,141,400,33,17,3532,6,19,0,4,0,0,27,0,39,5,3,3,0,46,8,232,18,14,0,0,274,22,85,99,22,5,4,239,31,48,30,22,0,6,137,70,45,21,29,10,0,173,464,22,11,94,0,0,597,1421,36,20,131,13,0,1618,771,7,4,81,0,0,862,221,0,0,18,0,0,239,57,0,0,12,0,0,71,12,0,0,0,0,0,19,12,0,0,0,0,0,13,14,0,0,3,0,0,15,53,28,11,16,3,4,113,3157,547,226,441,44,23,4439
102011033,0,0,0,0,0,0,0,0,0,0,7,6,0,4,0,0,12,262,59,0,75,5,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,21,3,7,0,0,0,0,11,0,0,3,0,0,0,8,4,9,0,6,0,0,16,5,9,0,10,0,0,18,116,10,0,25,0,0,149,118,3,0,8,0,0,128,77,0,0,3,0,0,85,15,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,14,341,62,0,65,4,0,475
102011034,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,16,236,138,14,84,17,4,501,0,3,0,0,0,0,8,0,13,0,0,0,0,13,0,45,4,0,3,0,60,0,30,0,0,3,0,42,0,9,0,3,0,0,14,3,5,0,0,0,0,9,10,13,0,5,0,0,33,92,6,0,29,0,0,128,97,0,0,16,0,0,118,35,0,0,6,0,0,49,21,0,0,0,0,0,21,10,0,0,0,0,0,10,0,0,0,4,0,0,6,3,0,0,0,0,0,3,13,6,4,5,0,0,32,282,131,14,85,21,6,535
102011035,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,13,244,85,15,91,5,3,430,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,14,0,0,0,0,17,0,9,0,0,0,0,18,0,8,6,3,0,0,15,0,9,5,11,0,0,22,20,9,3,15,0,0,43,130,10,5,31,0,0,175,113,0,0,24,0,0,130,33,0,0,3,0,0,39,20,0,0,0,0,0,20,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,22,321,75,19,88,6,0,506
