SA2_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
101031016,0,0,3,27,10,0,5,0,0,44,71,60,16,16,5,4,166,662,845,335,366,140,43,2379,461,728,320,360,148,54,2072,18,16,7,3,0,4,51,52,42,24,19,6,0,143,64,56,30,27,11,3,193,129,123,51,26,11,3,347,17,20,5,7,4,0,54,5,7,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,0,0,0,10,155,151,60,34,13,3,417,6,7,0,0,0,0,9,5,0,3,0,0,0,3,0,0,0,0,0,0,3,10,7,5,0,0,0,15,17,10,3,8,0,0,42,704,957,420,425,170,64,2741
101041017,0,0,3,32,15,0,0,0,0,49,8,9,0,0,0,0,21,982,1245,342,261,139,85,3050,621,1122,330,290,149,98,2610,111,63,12,6,4,0,193,71,56,7,5,0,4,144,181,121,23,8,9,4,340,244,102,28,16,3,0,390,14,7,0,0,0,0,26,17,14,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,118,28,16,3,0,445,38,16,3,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,16,4,0,4,0,59,4,9,0,0,0,0,13,1129,1383,387,314,158,98,3468
101041018,0,0,0,32,18,0,0,0,0,46,13,6,0,3,0,0,24,968,1493,360,296,121,73,3315,719,1383,340,332,114,62,2959,117,50,16,3,3,0,193,89,89,16,5,5,0,208,209,136,34,13,9,0,406,162,75,19,10,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,8,166,75,21,11,0,0,280,16,16,3,0,0,0,34,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,18,3,0,0,0,37,6,3,0,0,0,0,10,1123,1626,398,358,132,62,3697
101041019,0,0,0,22,5,4,0,0,0,34,4,3,3,0,0,0,17,1014,1180,434,376,164,78,3234,811,1251,423,376,174,78,3113,154,51,5,3,0,0,218,56,20,4,7,0,0,92,216,71,10,10,0,0,310,56,14,9,0,0,0,73,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,59,18,4,0,0,0,85,21,10,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,15,4,0,0,3,37,7,3,0,5,0,0,11,1114,1352,443,388,174,81,3559
101041020,0,0,10,41,9,4,6,0,0,63,10,15,0,0,0,0,39,868,1498,399,359,171,95,3391,921,1553,440,399,190,104,3602,13,0,0,0,0,0,23,0,0,4,0,0,0,4,13,0,4,0,0,0,24,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,16,18,0,0,0,5,42,6,0,0,0,0,0,4,4,4,0,0,0,0,10,26,26,8,0,0,5,59,0,3,0,0,0,0,3,965,1585,444,398,196,111,3699
101041021,0,0,0,24,19,0,0,0,0,50,5,10,0,0,0,0,11,399,520,154,127,55,24,1285,293,509,166,165,65,27,1222,84,57,0,3,0,0,148,10,11,5,4,0,0,34,93,70,6,9,0,0,180,18,13,0,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,4,4,0,0,37,36,29,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,27,4,0,0,0,72,3,3,0,0,0,0,6,444,617,178,175,64,26,1514
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10
101041023,0,0,3,25,21,6,0,0,0,51,7,13,4,0,0,0,24,439,491,161,111,60,22,1279,294,478,127,104,52,34,1088,81,30,5,5,0,0,119,28,13,7,0,0,0,44,111,40,11,6,3,0,169,21,15,8,0,0,0,40,7,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,8,0,0,0,49,29,24,7,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,7,3,0,0,66,3,3,0,0,0,0,8,465,560,148,109,60,34,1378
101041024,0,0,11,15,10,4,0,0,0,28,0,8,4,4,6,0,12,332,541,173,143,52,44,1280,324,581,148,142,60,33,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,0,22,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,17,0,3,0,0,26,9,0,0,0,0,0,9,341,599,146,144,60,33,1325
101041025,0,0,23,65,37,4,0,0,0,107,9,20,5,5,0,0,36,1364,1875,500,395,135,68,4343,876,1641,449,401,151,76,3602,222,104,20,9,5,0,362,156,137,18,12,6,5,329,383,241,45,23,7,5,693,279,138,35,13,3,0,476,7,14,0,0,0,0,28,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,12,298,153,39,18,3,0,509,8,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,17,13,19,3,3,0,0,41,1580,2056,532,438,167,85,4863
101041026,0,0,6,31,5,4,0,0,0,42,7,8,7,0,0,0,22,1028,1454,361,295,126,61,3330,912,1497,373,314,126,53,3279,72,38,10,3,0,5,129,58,26,4,3,0,5,95,134,70,18,4,4,4,228,17,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,21,10,0,0,0,0,31,19,13,0,0,0,0,41,0,0,0,0,0,0,0,4,5,0,0,0,0,7,23,20,7,0,0,0,44,9,0,0,0,0,0,9,1094,1591,386,322,127,59,3586
101041027,0,0,15,78,35,4,4,0,0,119,13,19,3,0,0,0,32,1281,1703,363,252,114,73,3782,973,1677,338,288,134,85,3494,104,66,10,3,0,0,178,71,36,12,4,0,0,124,172,102,23,8,0,0,303,114,65,11,4,0,0,193,17,15,3,0,0,0,33,3,4,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,8,143,78,12,4,0,0,240,108,31,0,0,0,4,145,0,0,0,0,0,0,0,0,3,0,0,0,0,9,109,44,0,0,0,4,151,8,6,0,3,0,0,20,1397,1905,377,301,137,86,4206
101051539,0,0,30,62,15,4,0,0,0,84,16,11,7,0,0,0,34,2701,2907,1214,1045,472,238,8580,2176,2842,1154,1078,502,254,8002,522,210,63,43,11,7,862,86,51,22,3,3,0,171,610,259,83,51,18,11,1027,195,50,19,10,3,0,279,49,9,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,13,252,60,23,9,5,0,359,21,9,0,0,0,0,34,0,0,0,0,0,0,0,19,17,0,0,0,0,38,39,26,0,0,4,0,71,16,7,0,0,0,0,23,3099,3198,1265,1141,523,262,9486
101051540,0,0,11,19,17,0,6,5,4,54,16,13,11,5,0,0,45,1172,1811,603,557,298,167,4605,1208,2004,617,603,328,194,4943,45,8,3,3,0,0,60,3,3,0,0,0,0,8,44,18,4,3,0,0,61,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,4,0,0,12,14,4,0,0,0,0,15,0,0,0,0,0,0,4,4,0,0,0,0,0,6,19,3,0,0,0,0,23,5,0,0,0,0,0,10,1280,2022,622,609,334,196,5054
101061541,0,0,5,9,10,0,0,0,0,13,4,3,0,0,0,0,7,631,797,364,347,154,65,2356,510,782,367,328,170,74,2233,104,48,14,6,4,0,175,4,6,4,0,0,0,15,116,52,14,4,4,0,193,58,17,5,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,17,5,0,0,0,79,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,14,692,856,387,334,173,80,2524
101061542,0,0,7,18,19,3,4,0,0,40,17,18,6,3,4,0,53,658,1479,536,706,358,131,3870,649,1514,628,742,387,191,4111,3,4,5,5,3,0,12,0,0,0,0,0,0,0,3,5,5,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,3,8,5,0,4,0,0,14,13,4,4,5,0,0,36,677,1532,638,754,391,192,4180
101061543,0,0,0,4,3,3,4,0,0,12,4,0,0,0,0,0,8,1183,1381,540,461,249,138,3948,953,1378,489,441,267,159,3694,245,69,30,13,5,0,361,8,5,0,5,0,0,12,255,68,31,12,5,0,370,84,25,3,3,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,25,3,5,0,0,115,9,7,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,3,0,9,6,10,0,0,3,0,22,7,3,0,0,0,0,8,1306,1485,524,455,275,166,4209
101061544,3,0,22,12,13,4,5,3,0,38,19,8,5,3,0,0,42,903,1165,311,301,157,74,2925,851,1127,332,284,161,88,2845,43,24,7,0,0,0,71,0,0,0,0,0,0,0,43,24,7,0,0,0,71,16,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,0,0,0,23,17,4,0,0,0,0,26,0,0,0,0,0,0,0,7,3,0,0,0,0,10,28,8,0,0,0,0,37,4,4,0,0,0,0,13,931,1175,335,285,162,91,2990
102011028,0,0,10,59,25,3,4,0,0,90,5,0,5,3,0,0,10,448,759,426,529,210,87,2459,345,766,371,491,212,86,2268,5,7,4,0,0,0,16,21,42,16,9,7,0,93,25,51,23,11,4,0,114,24,22,10,7,3,0,65,16,13,3,0,0,0,28,7,15,6,0,0,0,30,0,0,0,0,0,0,0,0,8,0,0,0,0,11,45,61,20,11,7,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,7,0,5,0,0,0,0,8,0,0,0,0,0,0,0,417,884,409,510,218,91,2530
102011029,0,0,9,5,3,0,3,0,0,9,4,8,0,0,0,0,16,906,1471,565,627,287,112,3967,825,1516,559,625,257,106,3888,15,11,0,4,0,0,30,16,33,4,4,6,0,61,36,42,10,7,3,0,97,41,26,5,0,0,0,72,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,0,0,20,47,40,7,0,0,0,101,79,43,4,0,0,0,133,0,0,0,0,0,0,0,3,0,0,0,0,0,5,83,49,4,0,0,0,137,0,0,0,0,0,0,7,995,1649,578,638,265,106,4221
102011030,0,0,0,23,10,3,0,0,4,45,10,3,4,0,0,0,22,396,563,219,218,125,77,1604,361,533,261,224,99,91,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,5,14,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,3,0,0,0,23,17,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,7,0,3,0,0,25,8,5,5,0,0,6,23,407,555,263,220,101,89,1641
102011031,0,0,3,0,3,0,0,0,0,3,6,7,0,0,0,0,14,1516,1703,738,741,345,141,5190,1167,1609,645,738,330,183,4675,283,157,22,12,7,7,483,56,52,23,13,4,0,146,339,207,46,26,7,7,631,114,56,33,5,3,0,216,37,20,0,5,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,0,0,10,156,78,35,14,3,0,285,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,5,0,0,0,0,11,4,5,0,0,0,0,10,1668,1908,722,777,343,190,5609
