SA2_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
101051540,0,0,0,0,7,0,3,0,0,12,8,0,7,6,0,19,6,4,6,0,0,19,17,0,16,0,5,42,27,4,19,0,0,62,28,9,41,8,0,82,15,0,20,0,0,38,0,0,8,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,15,0,0,31,143,25,135,8,16,333
101061541,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,8,10,0,8,0,0,11,18,3,28,4,4,59,24,4,46,5,12,82,10,5,29,0,3,47,5,0,0,0,0,7,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,75,10,121,10,25,235
101061542,0,0,0,0,5,0,3,0,0,6,4,0,4,0,4,13,0,0,4,0,0,5,9,0,3,0,0,9,13,0,11,0,0,27,19,3,18,0,0,41,21,0,23,3,3,41,8,0,7,0,0,22,6,0,19,0,0,24,6,0,3,0,0,7,4,0,0,0,0,5,3,0,0,0,0,7,10,0,13,0,0,26,105,13,103,13,11,247
101061543,0,0,0,0,8,0,0,0,0,8,15,0,7,0,0,28,17,0,9,4,0,36,45,4,60,3,9,117,60,8,75,0,5,148,19,3,34,5,3,61,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,0,0,18,179,18,188,9,28,420
101061544,0,0,0,5,4,0,3,0,0,6,13,0,3,4,3,25,14,0,4,0,0,24,12,0,13,0,3,36,22,3,23,0,0,53,3,4,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,6,13,0,0,28,88,15,86,4,17,209
102011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,9,0,0,0,0,9,15,0,6,0,0,30,17,0,20,3,3,46,26,3,32,3,0,63,12,5,11,3,4,29,8,3,11,0,0,28,3,0,9,3,0,18,3,5,6,0,0,10,0,0,5,0,0,4,98,12,104,10,11,247
102011029,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,7,9,0,6,0,0,10,3,0,0,0,0,5,8,0,4,0,0,13,26,0,14,0,0,48,20,4,30,0,4,56,14,3,19,0,3,43,9,0,11,0,5,26,8,5,9,0,4,17,0,3,6,0,0,14,0,0,3,0,3,6,0,0,0,0,4,5,100,18,111,4,20,255
102011030,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,5,9,0,0,0,0,13,11,0,6,0,0,15,17,0,12,5,0,42,6,0,9,0,0,20,3,0,3,0,3,10,3,0,0,0,0,9,0,0,0,0,0,4,7,0,0,0,0,5,0,0,0,0,7,6,3,0,4,0,4,15,71,9,43,7,20,152
102011031,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,26,4,0,0,0,0,6,6,0,0,0,0,9,15,0,5,0,0,19,43,0,28,0,8,84,28,7,58,6,6,97,20,3,29,9,11,72,9,7,19,5,7,36,0,5,14,0,4,25,0,0,6,0,0,6,3,0,4,0,0,10,0,0,3,6,0,15,151,28,166,23,34,405
102011032,0,0,0,0,9,0,0,0,0,15,17,0,0,0,0,19,13,0,6,0,0,15,26,0,5,0,0,29,102,5,52,0,4,166,402,14,207,5,14,640,258,24,150,11,17,458,58,4,65,7,13,150,7,7,27,3,4,42,5,0,3,0,0,14,0,0,9,0,0,9,6,0,0,0,0,7,19,0,9,0,0,35,924,49,528,34,62,1602
102011033,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,6,0,0,0,6,3,0,3,0,0,7,33,5,22,6,3,62,29,4,37,9,10,88,17,11,22,6,3,54,3,0,9,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,95,27,96,13,17,249
102011034,0,0,0,3,5,0,0,0,0,5,15,0,0,0,3,13,3,0,5,0,0,3,5,0,0,0,0,7,8,0,3,0,0,10,23,3,15,0,0,43,21,8,33,4,4,67,4,0,19,4,5,30,4,6,12,0,0,17,6,0,0,0,0,12,0,0,3,0,0,3,0,0,0,0,0,0,7,0,3,0,0,14,91,26,88,8,15,230
102011035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,6,6,0,9,0,0,14,41,5,29,4,0,81,30,6,40,0,13,86,7,5,9,5,4,22,5,0,5,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,99,18,92,14,12,244
102011036,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,6,0,10,0,0,15,31,10,35,3,5,78,20,5,30,0,0,61,7,0,15,0,5,28,6,4,8,0,0,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,93,10,17,227
102011037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,3,0,0,12,37,3,21,3,0,61,25,6,26,0,10,65,7,3,24,4,6,39,12,5,9,3,0,27,0,0,0,0,5,6,7,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,104,14,94,11,18,235
102011038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,12,0,10,4,0,29,20,4,20,0,3,53,14,4,19,0,3,37,6,5,7,0,0,15,0,0,0,0,0,8,0,0,0,0,0,4,7,4,0,0,0,12,0,0,3,0,0,0,74,18,62,10,13,172
102011039,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,17,0,4,4,0,24,40,0,14,0,0,60,58,5,41,3,8,115,55,14,49,4,5,124,40,11,35,13,4,101,19,5,22,0,3,61,9,5,10,0,0,30,8,0,15,0,5,31,0,0,0,0,0,8,250,41,201,32,34,561
102011040,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,6,18,0,4,0,0,17,59,3,14,5,4,88,235,17,153,12,26,446,152,17,142,19,23,356,64,16,71,5,8,157,26,0,32,0,4,66,6,0,15,0,3,31,6,0,3,0,0,12,5,0,0,0,0,5,11,0,11,0,0,26,591,56,455,42,75,1211
102011041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,4,14,0,5,0,0,14,30,0,9,0,3,47,36,3,26,8,5,69,12,8,33,0,4,59,7,3,22,6,6,40,13,0,20,0,3,30,4,0,0,4,3,11,8,0,5,0,0,17,6,0,0,0,0,5,129,16,122,14,18,306
102011042,0,0,0,4,4,0,0,0,0,4,28,0,0,0,5,35,3,0,0,0,0,10,16,0,5,0,0,23,37,0,8,0,3,53,161,8,89,8,19,285,77,11,87,8,19,197,21,4,25,4,6,68,10,0,7,0,0,16,6,0,3,0,0,5,5,0,0,0,0,5,0,0,0,0,0,3,13,0,6,0,4,24,383,28,237,24,65,731
102011043,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,9,9,0,8,0,0,20,16,0,12,0,0,29,62,8,39,3,12,129,43,12,60,4,10,127,9,5,25,3,0,44,0,3,4,5,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,13,168,28,160,19,28,405
102021044,0,0,0,0,8,0,0,0,0,9,13,0,0,0,0,12,11,0,3,3,3,19,16,3,4,0,0,23,23,5,17,0,6,53,113,10,99,11,23,253,97,12,117,11,22,258,28,10,36,5,6,89,3,4,19,7,3,41,5,0,7,0,0,13,0,0,4,0,0,4,0,0,0,0,0,3,5,0,3,0,4,18,332,44,323,38,60,793
102021045,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,5,0,3,0,0,9,7,0,3,0,0,8,16,0,16,0,3,34,106,13,134,13,20,291,44,23,88,3,10,163,4,5,13,3,3,27,0,0,4,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,3,21,198,42,260,23,43,571
102021046,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,3,0,0,0,0,7,3,0,0,0,0,6,35,0,16,0,3,54,75,9,60,4,10,153,19,3,23,7,9,56,3,4,5,0,3,10,3,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,156,26,108,11,24,316
102021047,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,6,4,0,0,0,0,5,4,0,0,0,0,8,21,0,9,0,3,31,74,10,52,0,5,151,51,10,72,8,8,153,19,5,25,6,6,67,8,4,8,0,3,20,4,0,0,0,0,7,0,0,3,0,0,4,0,0,0,0,0,4,3,0,4,0,0,15,198,35,183,20,37,469
102021048,0,0,0,0,11,0,0,0,0,11,18,0,4,0,0,22,13,0,5,0,0,19,24,3,6,0,3,37,86,8,40,3,18,154,218,15,176,13,41,471,65,16,61,8,20,174,10,4,15,0,9,39,3,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,6,0,3,21,467,50,323,33,91,963
102021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,4,5,0,0,0,0,7,3,0,3,0,0,8,0,0,0,0,3,8,3,0,4,0,0,8,0,0,4,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,19,9,20,4,16,60
102021050,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,4,3,0,0,0,0,9,19,3,9,0,3,38,61,6,61,9,14,158,19,4,28,3,3,57,0,4,16,0,0,17,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,128,30,122,11,29,313
102021051,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,35,3,28,0,0,64,18,0,20,3,4,43,3,3,11,0,0,21,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,74,8,69,9,10,167
102021052,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,5,19,0,5,0,0,22,53,4,24,0,5,86,15,10,39,4,6,73,6,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,9,101,14,81,10,13,219
102021053,0,0,0,0,0,0,0,0,0,4,10,0,5,0,0,8,7,0,0,0,0,11,30,0,4,0,3,37,72,9,33,0,8,120,197,16,117,3,29,368,84,13,76,16,24,214,35,9,11,6,10,70,18,6,17,0,3,42,5,3,3,0,0,16,0,0,0,0,0,0,3,4,0,0,0,6,9,0,3,0,0,10,482,58,273,24,73,909
102021054,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,6,3,0,0,0,0,3,22,0,5,0,0,26,61,3,18,0,3,85,87,5,72,7,22,199,37,6,34,3,6,80,5,0,7,0,0,17,4,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,8,240,13,149,14,32,452
102021055,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,0,0,0,0,0,3,0,0,0,0,10,11,0,3,0,0,11,47,4,37,5,11,110,18,7,40,8,5,71,5,7,21,3,10,44,3,0,7,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,17,106,16,24,271
102021056,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,16,16,0,8,0,0,19,86,7,57,5,10,163,141,56,264,22,50,540,63,18,112,11,18,221,3,5,16,3,7,40,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,7,0,10,0,3,20,336,95,465,45,91,1039
102021057,0,0,0,0,4,0,0,0,0,6,14,0,4,0,0,16,4,0,0,0,0,4,13,0,8,0,3,24,38,0,16,0,9,58,81,11,79,3,19,195,44,3,57,4,8,109,7,3,9,4,8,33,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,13,206,20,179,16,39,465
103011059,0,0,0,0,0,0,5,0,0,4,6,0,0,0,0,11,10,0,5,0,0,19,13,0,3,0,0,18,24,6,29,0,5,68,83,21,94,7,16,217,28,12,50,4,9,106,3,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,175,39,202,12,32,459
103011060,0,0,0,0,5,0,4,0,0,10,3,0,0,0,0,0,3,0,5,0,0,3,10,0,8,0,0,14,5,0,8,0,0,18,13,0,8,0,4,22,6,0,8,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,11,48,0,49,0,3,102
103011061,0,0,0,0,9,0,0,0,0,4,3,0,5,0,0,7,7,0,0,0,0,11,4,0,8,0,0,19,21,0,18,0,5,53,8,9,21,0,5,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,15,62,11,65,3,15,154
103011612,0,0,0,9,6,0,5,0,0,12,23,0,3,0,0,26,23,0,9,0,0,31,49,0,23,3,0,82,145,6,100,6,6,266,83,8,78,3,6,181,18,0,8,0,4,31,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,17,368,12,238,16,15,654
