SA2_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
101031016,25,4,62,0,0,0,0,4,0,5,15,0,0,39,7,84,0,0,0,0,0,3,0,8,0,4,58,0,74,0,0,0,3,4,7,12,6,6,6,14,0,57,0,0,0,0,7,0,0,0,0,0,6,8,23,8,3,39,86,76,101,120,140,31,28,257,54,941,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,3,0,0,0,0,5,3,15,0,0,0,5,3,4,4,9,0,0,5,0,25,0,0,3,4,3,4,4,0,0,5,8,6,34,0,0,0,7,4,8,15,5,3,0,4,3,46,0,0,0,0,7,13,8,0,0,6,14,5,49,0,0,3,4,3,13,16,12,9,0,11,9,73,5,0,0,0,3,17,7,11,3,0,14,8,67,0,0,5,0,0,8,11,15,13,4,14,7,78,0,0
101041017,3,0,19,0,0,0,0,6,0,4,9,0,0,0,0,17,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,5,6,0,7,20,17,0,0,0,3,62,0,0,3,3,7,9,9,3,0,0,0,7,43,4,11,87,108,96,182,252,167,16,0,14,41,973,0,0,4,4,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,4,3,8,0,0,0,0,27,5,0,11,4,0,6,3,6,0,0,0,4,37,0,6,20,20,10,13,17,4,0,0,0,3,89,4,0,0,12,8,25,26,11,0,0,0,5,92,0,0,10,8,10,21,22,25,3,0,4,4,100,0,0,5,5,4,14,22,43,4,3,4,4,107,0,0,4,3,3,11,27,36,4,0,0,4,92,0,0,0,8,4,6,25,46,23,0,0,0,125,0,0
101041018,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,8,0,5,9,18,0,0,0,0,46,0,0,0,0,4,4,3,4,0,0,0,9,31,7,4,34,84,78,171,239,215,15,5,3,24,881,0,0,0,0,0,0,5,9,0,0,0,7,20,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,4,0,0,6,0,5,5,0,0,0,11,0,0,4,3,0,7,3,4,0,0,0,0,28,0,0,9,3,4,14,26,15,0,0,0,4,75,0,0,0,7,10,19,23,23,3,0,0,0,87,0,0,0,4,0,9,24,26,4,0,0,0,82,0,0,0,3,5,14,28,31,4,0,0,0,87,0,0,0,4,5,5,23,33,9,0,5,5,82,0,0,0,4,0,14,21,39,15,0,0,3,95,0,0
101041019,0,0,20,0,0,0,0,0,0,3,10,0,0,0,0,20,0,0,3,0,0,0,4,0,5,0,0,0,7,0,0,3,4,0,4,20,11,0,0,0,0,50,0,0,0,0,3,0,4,0,0,0,0,3,19,6,21,89,90,86,152,273,132,7,5,5,29,892,0,0,0,0,0,0,7,5,3,0,0,3,21,0,0,4,0,0,0,0,3,0,0,0,0,9,0,0,10,0,0,0,6,0,0,0,0,3,29,0,3,9,3,10,5,4,4,0,0,0,0,36,0,5,24,11,9,12,12,8,0,0,0,0,68,0,0,15,13,11,16,12,18,0,0,0,0,89,0,0,6,3,4,11,28,13,4,0,0,0,73,0,0,5,4,9,13,27,20,0,0,0,3,86,4,0,4,0,10,14,18,31,0,0,0,3,79,0,0,3,0,4,10,25,42,8,0,0,6,96,0,0
101041020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,8,10,0,0,0,0,3,23,0,0,0,5,0,0,0,0,0,0,0,0,11,11,5,54,45,58,75,68,19,0,0,6,21,374,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,4,5,3,4,0,0,0,0,0,0,18,3,0,4,3,0,6,6,0,0,0,0,0,26,0,0,0,10,0,16,9,5,0,0,0,0,47,4,0,0,5,3,3,11,4,0,0,0,0,22,0,0,5,5,7,5,6,8,0,0,0,0,33,0,0,0,7,0,4,11,7,0,0,0,0,40,0,0,5,4,5,3,10,9,0,0,0,0,48,0,0
101041021,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,11,0,0,0,5,0,4,0,0,0,0,0,0,3,4,3,12,34,15,55,65,54,9,0,4,14,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,5,0,3,0,0,0,0,0,11,0,0,4,9,5,6,3,4,4,0,0,0,29,0,4,0,4,0,0,3,6,0,0,0,0,17,0,0,6,5,0,4,5,3,0,0,0,4,23,0,0,0,3,3,0,10,3,0,4,0,3,31,0,0,0,0,0,3,9,19,4,0,0,0,36,0,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,15,7,0,0,0,0,36,0,0,6,4,3,0,0,0,0,0,0,3,15,3,4,63,62,48,82,101,40,0,0,0,12,423,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,8,0,4,4,4,3,0,0,0,0,24,0,0,13,3,10,9,5,4,0,0,0,4,41,0,0,0,11,5,12,13,3,0,0,0,0,54,0,0,4,4,5,9,0,7,3,0,0,0,36,0,0,0,4,4,5,12,4,0,0,0,0,33,0,0,0,4,3,6,13,12,3,0,0,0,41,0,0,3,4,0,11,12,4,8,0,0,3,44,0,0
101041024,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,24,38,22,22,31,18,9,0,0,13,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,7,4,0,0,0,0,0,18,0,0,0,0,0,0,3,7,0,0,0,7,20,0,0,0,3,3,0,3,0,0,0,0,0,19,0,0,3,0,0,0,0,8,0,0,0,0,10,0,0,0,0,6,4,7,5,0,0,0,4,20,0,0,0,4,0,0,9,8,0,0,0,0,19,0,0
101041025,0,0,24,0,0,0,0,0,0,0,10,6,0,3,0,25,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,5,6,11,11,22,4,0,0,0,60,4,3,0,0,0,4,0,0,0,0,0,5,21,4,10,56,125,116,176,206,232,29,4,14,47,1015,0,0,0,5,0,5,4,0,0,0,0,3,20,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,4,0,3,7,0,0,0,0,9,5,0,0,6,3,3,7,3,0,0,0,0,38,0,3,10,10,6,9,21,10,3,0,0,3,75,0,0,6,13,16,22,28,17,7,0,0,6,114,0,0,3,0,5,12,22,21,8,0,0,4,79,0,0,3,0,6,11,26,21,6,0,0,0,75,0,0,0,5,8,11,38,31,10,4,0,3,108,0,0,0,3,0,9,25,29,15,0,0,6,97,0,0
101041026,0,0,12,0,0,0,0,0,0,0,0,3,0,0,4,9,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,3,3,13,12,9,0,0,0,5,43,0,0,3,3,0,3,0,0,0,0,0,3,23,13,7,56,102,67,154,193,90,13,0,0,29,726,0,0,0,3,0,0,3,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,4,0,0,0,0,0,16,0,0,8,9,0,4,6,10,0,0,0,3,34,0,0,9,11,5,7,8,10,0,0,0,3,62,0,0,3,15,9,7,24,9,0,0,0,5,75,0,0,4,4,3,5,19,13,8,0,0,0,57,0,0,3,8,13,12,19,14,10,0,0,4,74,0,0,0,0,6,9,11,21,3,0,3,0,63,0,0,0,3,0,3,11,23,4,0,0,3,47,0,0
